"('date', '')","('open', 'AMRX')","('high', 'AMRX')","('low', 'AMRX')","('close', 'AMRX')","('volume', 'AMRX')"
2024-01-02 00:00:00+00:00,6.110000133514404,6.110000133514404,5.710999965667725,5.980000019073486,1730800
2024-01-03 00:00:00+00:00,5.929999828338623,6.0,5.809999942779541,5.860000133514404,946900
2024-01-04 00:00:00+00:00,5.809999942779541,6.014999866485596,5.809999942779541,5.900000095367432,1163200
2024-01-05 00:00:00+00:00,5.800000190734863,6.090000152587891,5.760000228881836,5.989999771118164,1705200
2024-01-08 00:00:00+00:00,6.0,6.0,5.829999923706055,5.940000057220459,991400
2024-01-09 00:00:00+00:00,5.889999866485596,5.89900016784668,5.599999904632568,5.690000057220459,2082400
2024-01-10 00:00:00+00:00,5.690000057220459,5.730000019073486,5.340000152587891,5.510000228881836,2894800
2024-01-11 00:00:00+00:00,5.480000019073486,5.5,5.369999885559082,5.449999809265137,1869400
2024-01-12 00:00:00+00:00,5.539999961853027,5.585000038146973,5.380000114440918,5.400000095367432,1341100
2024-01-16 00:00:00+00:00,5.349999904632568,5.360000133514404,5.239999771118164,5.349999904632568,1181800
2024-01-17 00:00:00+00:00,5.300000190734863,5.349999904632568,5.199999809265137,5.239999771118164,1119100
2024-01-18 00:00:00+00:00,5.230000019073486,5.329999923706055,5.190000057220459,5.309999942779541,1723900
2024-01-19 00:00:00+00:00,5.300000190734863,5.40500020980835,5.239999771118164,5.400000095367432,1197100
2024-01-22 00:00:00+00:00,5.559999942779541,5.559999942779541,5.315000057220459,5.46999979019165,1344700
2024-01-23 00:00:00+00:00,5.550000190734863,5.570000171661377,5.420000076293945,5.480000019073486,909300
2024-01-24 00:00:00+00:00,5.53000020980835,5.550000190734863,5.34499979019165,5.429999828338623,996500
2024-01-25 00:00:00+00:00,5.514999866485596,5.554999828338623,5.420000076293945,5.46999979019165,1226900
2024-01-26 00:00:00+00:00,5.53000020980835,5.539999961853027,5.385000228881836,5.489999771118164,666000
2024-01-29 00:00:00+00:00,5.639999866485596,5.804999828338623,5.565000057220459,5.760000228881836,1848000
2024-01-30 00:00:00+00:00,5.760000228881836,5.760000228881836,5.289999961853027,5.510000228881836,2038800
2024-01-31 00:00:00+00:00,5.480000019073486,5.619999885559082,5.340000152587891,5.349999904632568,1316500
2024-02-01 00:00:00+00:00,5.5,5.53000020980835,5.235000133514404,5.510000228881836,1330200
2024-02-02 00:00:00+00:00,5.409999847412109,5.570000171661377,5.275000095367432,5.519999980926514,1028300
2024-02-05 00:00:00+00:00,5.449999809265137,5.565000057220459,5.429999828338623,5.519999980926514,915500
2024-02-06 00:00:00+00:00,5.5,5.664999961853027,5.480000019073486,5.599999904632568,914300
2024-02-07 00:00:00+00:00,5.599999904632568,5.599999904632568,5.349999904632568,5.360000133514404,969900
2024-02-08 00:00:00+00:00,5.300000190734863,5.510000228881836,5.293000221252441,5.460000038146973,972600
2024-02-09 00:00:00+00:00,5.46999979019165,5.570000171661377,5.409999847412109,5.570000171661377,966400
2024-02-12 00:00:00+00:00,5.539999961853027,5.869999885559082,5.53000020980835,5.849999904632568,1896600
2024-02-13 00:00:00+00:00,5.625,5.769999980926514,5.420000076293945,5.599999904632568,1316800
2024-02-14 00:00:00+00:00,5.710000038146973,5.869999885559082,5.670000076293945,5.820000171661377,991500
2024-02-15 00:00:00+00:00,5.880000114440918,6.085000038146973,5.869999885559082,5.889999866485596,1397800
2024-02-16 00:00:00+00:00,5.820000171661377,5.929999828338623,5.739999771118164,5.900000095367432,1154800
2024-02-20 00:00:00+00:00,5.809999942779541,5.869999885559082,5.75,5.78000020980835,1221000
2024-02-21 00:00:00+00:00,5.739999771118164,5.835000038146973,5.650000095367432,5.730000019073486,831000
2024-02-22 00:00:00+00:00,5.800000190734863,5.909999847412109,5.670000076293945,5.690000057220459,945300
2024-02-23 00:00:00+00:00,5.699999809265137,5.809999942779541,5.610000133514404,5.800000190734863,688500
2024-02-26 00:00:00+00:00,5.840000152587891,5.920000076293945,5.664999961853027,5.820000171661377,1440400
2024-02-27 00:00:00+00:00,5.710000038146973,5.809999942779541,5.360000133514404,5.710000038146973,2153400
2024-02-28 00:00:00+00:00,5.630000114440918,5.659999847412109,5.480000019073486,5.519999980926514,1800700
2024-02-29 00:00:00+00:00,5.550000190734863,5.619999885559082,5.360000133514404,5.519999980926514,3380900
2024-03-01 00:00:00+00:00,6.119999885559082,6.150000095367432,5.010000228881836,5.46999979019165,5961600
2024-03-04 00:00:00+00:00,5.429999828338623,5.510000228881836,5.304999828338623,5.400000095367432,1627200
2024-03-05 00:00:00+00:00,5.400000095367432,5.449999809265137,5.320000171661377,5.340000152587891,936100
2024-03-06 00:00:00+00:00,5.340000152587891,5.389999866485596,5.210000038146973,5.309999942779541,1135000
2024-03-07 00:00:00+00:00,5.320000171661377,5.369999885559082,5.25,5.309999942779541,929400
2024-03-08 00:00:00+00:00,5.289999961853027,5.519999980926514,5.289999961853027,5.389999866485596,1112000
2024-03-11 00:00:00+00:00,5.389999866485596,5.485000133514404,5.360000133514404,5.380000114440918,967500
2024-03-12 00:00:00+00:00,5.400000095367432,5.480000019073486,5.28000020980835,5.309999942779541,1073000
2024-03-13 00:00:00+00:00,5.320000171661377,5.465000152587891,5.260000228881836,5.400000095367432,867800
2024-03-14 00:00:00+00:00,5.369999885559082,5.400000095367432,5.25,5.389999866485596,1059100
2024-03-15 00:00:00+00:00,5.360000133514404,5.519999980926514,5.349999904632568,5.5,2240200
2024-03-18 00:00:00+00:00,5.519999980926514,5.909999847412109,5.480000019073486,5.909999847412109,2002900
2024-03-19 00:00:00+00:00,5.900000095367432,6.460000038146973,5.784999847412109,6.340000152587891,3211800
2024-03-20 00:00:00+00:00,6.309999942779541,6.320000171661377,5.974999904632568,6.079999923706055,1388800
2024-03-21 00:00:00+00:00,6.320000171661377,6.329999923706055,6.190000057220459,6.289999961853027,1029800
2024-03-22 00:00:00+00:00,6.289999961853027,6.289999961853027,6.005000114440918,6.070000171661377,2228500
2024-03-25 00:00:00+00:00,6.070000171661377,6.090000152587891,5.900000095367432,5.909999847412109,889100
2024-03-26 00:00:00+00:00,5.980000019073486,6.0,5.809999942779541,5.849999904632568,1895600
2024-03-27 00:00:00+00:00,5.860000133514404,6.144999980926514,5.710000038146973,6.119999885559082,1913500
2024-03-28 00:00:00+00:00,6.139999866485596,6.210000038146973,5.96999979019165,6.059999942779541,2883500
2024-04-01 00:00:00+00:00,6.070000171661377,6.130000114440918,5.900000095367432,6.050000190734863,1186400
2024-04-02 00:00:00+00:00,5.989999771118164,6.0,5.78000020980835,5.809999942779541,1221500
2024-04-03 00:00:00+00:00,5.75,6.119999885559082,5.670000076293945,6.019999980926514,1823300
2024-04-04 00:00:00+00:00,6.099999904632568,6.210000038146973,5.940000057220459,5.960000038146973,1230900
2024-04-05 00:00:00+00:00,5.949999809265137,6.195000171661377,5.925000190734863,6.119999885559082,1991100
2024-04-08 00:00:00+00:00,6.159999847412109,6.329999923706055,5.960000038146973,6.0,1377200
