"('date', '')","('open', 'ATNI')","('high', 'ATNI')","('low', 'ATNI')","('close', 'ATNI')","('volume', 'ATNI')"
2024-01-02 00:00:00+00:00,36.043123803569266,36.967547494586846,35.67895808232346,36.79013442993164,73100
2024-01-03 00:00:00+00:00,36.66874323947608,36.81814464652267,35.87504537040755,36.089813232421875,58200
2024-01-04 00:00:00+00:00,36.22054351821105,36.55669761633075,35.16539394622666,35.42684555053711,60400
2024-01-05 00:00:00+00:00,35.090690110892105,35.88438440564508,35.090690110892105,35.5669059753418,43400
2024-01-08 00:00:00+00:00,35.734991190480585,36.14584425714365,35.24943562332718,36.061805725097656,45500
2024-01-09 00:00:00+00:00,35.594917624436775,35.744319029162234,35.20274027278638,35.408164978027344,37400
2024-01-10 00:00:00+00:00,35.4081702593239,35.46419713020654,35.044004503614204,35.398834228515625,29100
2024-01-11 00:00:00+00:00,35.296121678574906,35.380160207700534,34.2129603931841,34.390377044677734,42700
2024-01-12 00:00:00+00:00,34.91327579863423,35.02532596907618,34.52109842108207,34.735862731933594,32700
2024-01-16 00:00:00+00:00,34.39971098411483,35.12804248424079,34.38103536077686,34.745201110839844,31600
2024-01-17 00:00:00+00:00,34.25030738957,34.633148738716876,33.94216496703165,33.998191833496094,37900
2024-01-18 00:00:00+00:00,34.19428343076341,34.34368485869532,32.87768223398502,33.24184799194336,27000
2024-01-19 00:00:00+00:00,33.44727371775544,33.736740520482485,32.97105781598976,33.68071365356445,28200
2024-01-22 00:00:00+00:00,33.82078088925117,35.006656255448625,33.80210526592393,34.9039421081543,36600
2024-01-23 00:00:00+00:00,35.33346723440683,35.6229340240905,34.62381142880924,34.717185974121094,37600
2024-01-24 00:00:00+00:00,35.11870854425111,35.11870854425111,33.59667899070196,33.81144332885742,31500
2024-01-25 00:00:00+00:00,34.399712160900414,34.89460372924805,33.960843902472256,34.89460372924805,39600
2024-01-26 00:00:00+00:00,35.06267627788358,35.56690737443735,34.782549078246134,35.268104553222656,25900
2024-01-29 00:00:00+00:00,35.44552264166097,35.44552264166097,34.698515482692414,35.417510986328125,20300
2024-01-30 00:00:00+00:00,35.17472139710242,35.38014964295867,34.80121970519387,34.959957122802734,28200
2024-01-31 00:00:00+00:00,35.10936319138866,35.6322699041664,34.45573425292969,34.45573425292969,38500
2024-02-01 00:00:00+00:00,34.71718481806102,35.69763175922954,34.45573325028554,35.5669059753418,50000
2024-02-02 00:00:00+00:00,35.10936585774106,35.352145392186856,33.970181362762006,34.30633544921875,28000
2024-02-05 00:00:00+00:00,33.792767184662864,33.95150820903872,32.77496882087776,33.15781021118164,39000
2024-02-06 00:00:00+00:00,32.99907080242525,33.58734046180769,32.05597499091705,32.121337890625,85400
2024-02-07 00:00:00+00:00,31.869221375558148,31.98127154858433,31.41167752918417,31.589094161987305,60500
2024-02-08 00:00:00+00:00,31.29962557405048,31.97193369794991,30.91678423949899,31.785181045532227,278200
2024-02-09 00:00:00+00:00,32.027959854037654,32.96171963731578,31.53306830874373,32.09332275390625,58200
2024-02-12 00:00:00+00:00,31.682470894596076,33.914156288630345,31.673131301694358,33.66204071044922,532500
2024-02-13 00:00:00+00:00,33.521979671941466,34.054222495639856,32.45749046253358,33.7087287902832,356400
2024-02-14 00:00:00+00:00,34.49308683077433,34.59580098197495,33.288539357450745,33.89548110961914,361100
2024-02-15 00:00:00+00:00,34.530431223227566,35.96842193051757,33.98885248170909,35.8096809387207,220800
2024-02-16 00:00:00+00:00,36.015112902428655,36.37927863126457,35.39883161624232,35.54823303222656,137400
2024-02-20 00:00:00+00:00,35.258769606255804,35.39883500553139,33.83945779951776,33.89548110961914,92100
2024-02-21 00:00:00+00:00,33.80210321507885,33.80210321507885,33.09244381974417,33.288536071777344,73400
2024-02-22 00:00:00+00:00,33.04575380464269,33.04575380464269,25.678390655567103,26.453411102294922,163400
2024-02-23 00:00:00+00:00,27.928755781863824,35.025328914900165,27.66730239383403,34.268985748291016,287400
2024-02-26 00:00:00+00:00,33.624689373644564,34.4837502557613,32.8123193318905,33.24184799194336,105400
2024-02-27 00:00:00+00:00,33.00840795845015,33.3445620609878,31.486382028198356,31.62644386291504,73600
2024-02-28 00:00:00+00:00,31.52372728339187,32.046634020584776,31.24360007354274,31.26227569580078,67700
2024-02-29 00:00:00+00:00,31.682465949274313,31.971932729857354,30.842080819846426,31.318300247192383,65100
2024-03-01 00:00:00+00:00,31.140885267707137,31.62644075002416,30.982147824916723,31.477039337158203,61700
2024-03-04 00:00:00+00:00,31.635784484638755,33.72740453865802,30.916788977941156,31.383668899536133,90500
2024-03-05 00:00:00+00:00,31.159559054800305,31.215585917080006,30.57129302991043,30.67400360107422,50500
2024-03-06 00:00:00+00:00,30.51526825747159,31.74783081595364,29.786935027002492,30.38454246520996,101200
2024-03-07 00:00:00+00:00,30.664669947860975,30.95413674905414,29.92699889973082,30.06706428527832,125600
2024-03-08 00:00:00+00:00,30.375204909186092,31.01016185302616,30.281830354743523,30.870100021362305,52300
2024-03-11 00:00:00+00:00,30.786063373984096,31.140889552101417,30.319183449292854,30.804738998413086,48500
2024-03-12 00:00:00+00:00,30.870098400651088,30.870098400651088,30.151102970756323,30.393878936767578,47100
2024-03-13 00:00:00+00:00,30.30984222320031,30.543282172969892,29.842962323661137,29.97368812561035,102600
2024-03-14 00:00:00+00:00,29.824288723710897,29.824288723710897,28.47967410342503,29.03993034362793,142000
2024-03-15 00:00:00+00:00,28.96522977783474,29.96435249109826,28.96522977783474,29.590848922729492,215600
2024-03-18 00:00:00+00:00,29.702897676858203,29.702897676858203,28.442321635747387,28.60106086730957,146100
2024-03-19 00:00:00+00:00,28.563709331705176,29.20800402262481,28.49834643774331,28.694435119628906,122400
2024-03-20 00:00:00+00:00,28.78781325836758,29.64687230668335,28.535697696349768,29.562833786010742,73600
2024-03-21 00:00:00+00:00,29.870975246262557,29.964351580769314,29.478796066138532,29.609521865844727,78400
2024-03-22 00:00:00+00:00,29.702897397547975,29.702897397547975,28.367620658905622,28.498348236083984,109800
2024-03-25 00:00:00+00:00,28.69443687880908,29.105291670193164,28.05014392939483,28.208881378173828,86800
2024-03-26 00:00:00+00:00,28.115507941003763,28.946553586965877,28.115507941003763,28.87185287475586,68000
2024-03-27 00:00:00+00:00,29.23886658243919,29.568239435934935,29.00360051493332,29.427080154418945,40600
2024-03-28 00:00:00+00:00,29.66234588606237,29.944664445897697,29.361205610254647,29.652935028076172,61300
2024-04-01 00:00:00+00:00,29.77527233903919,29.77527233903919,28.476604461917983,28.48601531982422,44800
2024-04-02 00:00:00+00:00,28.29780358798261,28.29780358798261,27.046188124230415,27.187347412109375,102100
2024-04-03 00:00:00+00:00,26.91443902026983,27.883734089031417,26.91443902026983,27.704933166503906,62400
2024-04-04 00:00:00+00:00,28.109591800584976,28.373088659291433,27.23440170288086,27.23440170288086,52000
2024-04-05 00:00:00+00:00,27.027365291810025,27.15911551067258,26.632118225097656,26.632118225097656,35700
2024-04-08 00:00:00+00:00,26.76386889947682,27.03677661010006,26.321567534593626,26.378032684326172,68500
2024-04-09 00:00:00+00:00,26.519191295330657,26.989723428193336,26.519191295330657,26.792098999023438,45800
2024-04-10 00:00:00+00:00,26.406262438456928,26.434495012226456,25.10759455899803,25.700464248657227,68500
2024-04-11 00:00:00+00:00,25.963962122550114,26.453315950546315,25.719285208552012,26.283924102783203,60900
2024-04-12 00:00:00+00:00,26.218050665277445,26.425084154778204,25.549894112220827,25.71928596496582,51500
2024-04-15 00:00:00+00:00,25.719285637900867,26.058069339082632,25.380501936719103,25.99219512939453,70200
2024-04-16 00:00:00+00:00,25.94514173618925,25.94514173618925,25.26757610536887,25.31462860107422,61400
2024-04-17 00:00:00+00:00,25.314630156273868,26.048660980960904,25.267577657677858,25.56871795654297,63700
2024-04-18 00:00:00+00:00,25.587537544143895,26.443905870862267,25.587537544143895,25.728696823120117,64800
2024-04-19 00:00:00+00:00,25.596948960129676,26.726225011497434,25.596948960129676,26.65093994140625,69700
2024-04-22 00:00:00+00:00,26.810921281344125,26.8485647143382,26.321567422047217,26.415674209594727,69100
2024-04-23 00:00:00+00:00,26.321567197760558,27.01795454777791,26.321567197760558,26.5944766998291,48900
2024-04-24 00:00:00+00:00,26.23687061381758,27.065008162567988,26.23687061381758,27.02736473083496,61500
2024-04-25 00:00:00+00:00,23.2631090595788,23.2631090595788,17.127371132407376,18.162540435791016,440200
2024-04-26 00:00:00+00:00,18.21900346491207,19.25417264774229,17.324991757990503,18.36957359313965,310200
2024-04-29 00:00:00+00:00,18.444860233023416,19.45179872467106,18.38839687884871,18.604841232299805,209300
2024-04-30 00:00:00+00:00,18.62366190532359,19.254173213983165,17.9366836557774,17.95550537109375,236900
2024-05-01 00:00:00+00:00,18.03079091222654,19.649420778367006,18.03079091222654,18.97185516357422,145600
2024-05-02 00:00:00+00:00,19.20712200752413,19.95056365789305,19.20712200752413,19.79058265686035,157500
2024-05-03 00:00:00+00:00,19.8846868730788,20.411684147033352,19.62119003103914,20.345809936523438,114900
2024-05-06 00:00:00+00:00,20.43050341584705,21.01396402376783,20.421094353163905,20.788108825683594,135000
2024-05-07 00:00:00+00:00,20.797521137314956,21.286874998178295,20.646950994732034,21.117483139038086,141000
2024-05-08 00:00:00+00:00,20.778699507346925,22.43497287759879,20.778699507346925,22.312633514404297,121000
2024-05-09 00:00:00+00:00,22.274991428133877,22.867861130735278,21.738585079366498,22.66082763671875,136600
2024-05-10 00:00:00+00:00,22.717291973957632,23.545429575748162,21.145714497200554,23.3289852142334,316900
2024-05-13 00:00:00+00:00,23.35721498380607,24.34533354805899,23.04666384531233,23.99713897705078,113000
2024-05-14 00:00:00+00:00,24.392386930994366,24.702938080783856,24.08183578120488,24.674705505371094,84700
2024-05-15 00:00:00+00:00,25.041720319228006,25.08877281385132,24.26063706189271,24.392385482788086,109100
2024-05-16 00:00:00+00:00,24.401795691590834,24.881738662719727,23.96890521383362,24.881738662719727,97000
2024-05-17 00:00:00+00:00,24.853506526121464,25.493430498862683,24.467670329898837,24.51472282409668,116600
2024-05-20 00:00:00+00:00,24.59941897253129,25.060540240611864,24.222993630724453,24.41120719909668,102700
2024-05-21 00:00:00+00:00,24.32651160595679,24.495903460823968,23.950086258995082,24.16653060913086,97700
2024-05-22 00:00:00+00:00,24.1853547140933,24.1853547140933,22.387921934241408,22.566722869873047,96500
2024-05-23 00:00:00+00:00,22.51025901218334,22.51025901218334,21.324517732205265,21.663301467895508,135000
2024-05-24 00:00:00+00:00,21.889152226373113,22.218525036084724,21.493905213706665,22.152650833129883,119400
2024-05-28 00:00:00+00:00,22.171472552727444,22.62318474313418,21.907975719505867,22.227937698364258,70700
2024-05-29 00:00:00+00:00,21.88915510469161,22.56672073195754,21.286874547121897,21.390390396118164,73300
2024-05-30 00:00:00+00:00,21.65388784291825,22.952555672267223,21.5033177118325,22.284400939941406,92700
2024-05-31 00:00:00+00:00,22.425561238803326,23.27251871361944,22.425561238803326,22.90550422668457,120100
2024-06-03 00:00:00+00:00,23.018430560941056,23.150180775740306,21.823280334472656,21.823280334472656,100100
