"('date', '')","('open', 'AEE')","('high', 'AEE')","('low', 'AEE')","('close', 'AEE')","('volume', 'AEE')"
2024-01-02 00:00:00+00:00,68.23011916190012,70.00847715529616,67.93688235102879,69.99901580810547,1531200
2024-01-03 00:00:00+00:00,69.99900332163983,70.22602509546672,69.21387763341059,69.68684387207031,2090800
2024-01-04 00:00:00+00:00,69.40308251668219,70.36793066354662,69.232814347601,69.91388702392578,1939900
2024-01-05 00:00:00+00:00,69.84765823217003,70.33954721515312,69.37469194224398,70.04631042480469,1411000
2024-01-08 00:00:00+00:00,69.86658021960172,70.70845962981599,69.61117438416115,70.62332916259766,1612200
2024-01-09 00:00:00+00:00,70.31117309566388,70.70846306242179,69.80982996377034,70.01792907714844,1752100
2024-01-10 00:00:00+00:00,69.86657751883483,70.31116696439192,69.76252436277285,69.79090118408203,1248700
2024-01-11 00:00:00+00:00,69.47874910592017,69.47874910592017,67.62472200863016,68.29633331298828,1780900
2024-01-12 00:00:00+00:00,68.71253931167905,68.94902244731036,67.81390628303714,68.00308990478516,1920700
2024-01-16 00:00:00+00:00,67.66255377752779,67.86119874591657,66.99094253672023,67.35985565185547,1933900
2024-01-17 00:00:00+00:00,67.19903971854522,68.05983446457623,66.3949986080857,66.5179672241211,1531400
2024-01-18 00:00:00+00:00,66.09231902954616,66.14907268100878,65.26935499887,65.84637451171875,2216500
2024-01-19 00:00:00+00:00,66.03553795921816,66.18689060600731,65.21258139719923,65.53419494628906,2365600
2024-01-22 00:00:00+00:00,65.4301548018491,66.01663559930915,64.8152971817026,65.12745666503906,1847200
2024-01-23 00:00:00+00:00,65.0990853976531,65.51529807761968,64.66395723991236,65.28826904296875,1915200
2024-01-24 00:00:00+00:00,65.74231831806897,65.90312513441849,64.03963668350555,64.66395568847656,2265800
2024-01-25 00:00:00+00:00,65.08961845559875,65.95988191317099,65.00448798759207,65.91258239746094,1779300
2024-01-26 00:00:00+00:00,66.16796773387398,66.4328348650231,65.30717301253637,65.75176239013672,2696700
2024-01-29 00:00:00+00:00,65.85583289297588,66.32879921224401,65.39232070392994,66.01663970947266,1500200
2024-01-30 00:00:00+00:00,65.88420058899085,66.67878043116129,65.04232123468975,66.24365234375,2351200
2024-01-31 00:00:00+00:00,66.90580251544634,66.98147162338694,65.41122757602318,65.80851745605469,1789000
2024-02-01 00:00:00+00:00,65.48691140794898,67.02877881447557,65.10853695730476,66.87742614746094,2245500
2024-02-02 00:00:00+00:00,66.15852387549675,66.38554566340085,65.37339813858331,65.65718078613281,1765800
2024-02-05 00:00:00+00:00,65.08960074320575,65.15581571704548,64.1815065804504,64.2950210571289,2619800
2024-02-06 00:00:00+00:00,64.05855719075585,65.00448979613171,63.88828903311247,64.68286895751953,2215900
2024-02-07 00:00:00+00:00,64.87205920275184,64.97611236572266,64.1815252318449,64.97611236572266,1715500
2024-02-08 00:00:00+00:00,64.56935487461996,64.63556986135846,63.68017600965251,64.24773406982422,1658200
2024-02-09 00:00:00+00:00,64.08691707591836,65.1179798791575,63.88827214731884,64.98554992675781,1885800
2024-02-12 00:00:00+00:00,65.04232429951114,65.62879786296925,64.56935802348742,65.4301528930664,1263600
2024-02-13 00:00:00+00:00,65.38286008194555,65.60042052574741,63.40585731091378,64.57881164550781,1715500
2024-02-14 00:00:00+00:00,64.68286112365331,65.08961238337822,64.02071126684167,64.90042877197266,1359200
2024-02-15 00:00:00+00:00,65.08015574234342,66.29094812914,64.9098876118944,65.78014373779297,2583400
2024-02-16 00:00:00+00:00,65.72338557316502,66.2909435632732,64.8909604519077,65.75176239013672,3362500
2024-02-20 00:00:00+00:00,65.81799434419757,66.83960332001618,65.5625884917963,66.09231567382812,1530400
2024-02-21 00:00:00+00:00,66.46121883647064,67.68147261585246,66.1868975480615,67.53958129882812,2469200
2024-02-22 00:00:00+00:00,67.10446695668033,67.28418925927133,66.11123475106696,66.98149108886719,2749300
2024-02-23 00:00:00+00:00,67.10445568085747,68.46659361034398,66.65986623908698,67.72876739501953,2918000
2024-02-26 00:00:00+00:00,67.49228610928023,67.53012427736911,66.48013856780395,67.00040435791016,2218700
2024-02-27 00:00:00+00:00,67.2557990306239,67.75714209886378,66.87742458879819,67.46390533447266,1362600
2024-02-28 00:00:00+00:00,67.48281876949987,67.97470769407512,67.21795883329412,67.62471008300781,1324300
2024-02-29 00:00:00+00:00,67.89904683106835,68.39093586768901,67.3220273170866,67.34095001220703,3395500
2024-03-01 00:00:00+00:00,67.18012269888031,67.53012032052524,66.03554524460439,67.46390533447266,1963700
2024-03-04 00:00:00+00:00,66.8774252019721,69.00577333775202,66.8774252019721,68.74091339111328,2185000
2024-03-05 00:00:00+00:00,69.01524493598113,69.81928624111818,68.06931229066852,68.22066497802734,2734600
2024-03-06 00:00:00+00:00,68.87335144062615,69.64901589683474,68.5233609916241,69.16659545898438,1492400
2024-03-07 00:00:00+00:00,69.68685810298443,69.77199579611322,68.95849312213987,69.1287612915039,1525100
2024-03-08 00:00:00+00:00,69.1760454352309,69.62063489262287,68.58957186751613,69.06253814697266,1408700
2024-03-11 00:00:00+00:00,69.12874936256523,69.89495238403974,69.10037254205021,69.66793060302734,1578300
2024-03-12 00:00:00+00:00,69.35291286925236,69.92568149999467,68.57966829875936,69.03788757324219,1748800
2024-03-13 00:00:00+00:00,69.27653327332,69.69656694977867,68.6751273773293,69.11425018310547,1261400
2024-03-14 00:00:00+00:00,68.74194659438045,69.03787542350234,67.39593363002537,68.14053344726562,1491800
2024-03-15 00:00:00+00:00,67.58686679731782,68.88514612124534,67.58686679731782,68.33146667480469,3478400
2024-03-18 00:00:00+00:00,68.28373218561292,69.02833205503202,68.08326355024221,68.70376586914062,1999700
2024-03-19 00:00:00+00:00,68.73240155478405,69.37199298796348,68.52238471806308,68.83740997314453,1083100
2024-03-20 00:00:00+00:00,68.69421681821156,69.26698538125014,68.2646422167195,68.78013610839844,1236000
2024-03-21 00:00:00+00:00,68.90424040685068,69.27654037345145,68.51284402582783,68.54148864746094,1451300
2024-03-22 00:00:00+00:00,69.18107372959439,69.18107372959439,68.26464256739547,68.42692565917969,1148000
2024-03-25 00:00:00+00:00,68.72286509861905,68.75150243885962,67.92099043928887,68.19783020019531,1368900
2024-03-26 00:00:00+00:00,68.15963863845148,68.48420484340629,67.37685318063043,67.74915313720703,988700
2024-03-27 00:00:00+00:00,68.15964361873853,69.83977129114771,67.88280386202945,69.8302230834961,1404000
2024-03-28 00:00:00+00:00,69.83976555287664,70.70846301593826,69.58201494949999,70.60345458984375,1945800
2024-04-01 00:00:00+00:00,70.47935774641088,70.50799508415412,69.49610364043717,69.91613006591797,1441600
2024-04-02 00:00:00+00:00,69.91612381636358,70.9757489170351,69.91612381636358,70.45071411132812,1232600
2024-04-03 00:00:00+00:00,70.44117727652699,70.68937969342969,69.68702910131574,69.8302230834961,1935400
2024-04-04 00:00:00+00:00,70.35526096079822,70.53664049813678,68.93288385255822,69.58202362060547,1259800
2024-04-05 00:00:00+00:00,69.15244343574166,69.79203494483247,68.53194105809686,69.41018676757812,1585400
2024-04-08 00:00:00+00:00,69.39109398841427,70.17387943321991,69.38154578161908,70.01158905029297,1370900
2024-04-09 00:00:00+00:00,70.25979536575167,70.64164354424209,69.94477007226097,70.63209533691406,1147100
2024-04-10 00:00:00+00:00,68.63694309534917,69.1810743302273,67.94006969053804,68.99969482421875,1457700
2024-04-11 00:00:00+00:00,69.45791309102795,69.55337330434314,68.407836178266,68.78013610839844,1008700
2024-04-12 00:00:00+00:00,68.89469262814104,69.13334682786426,67.83506739871814,68.50330352783203,971800
2024-04-15 00:00:00+00:00,68.84696057840658,69.06651834579496,67.77778722836405,68.33146667480469,1214200
2024-04-16 00:00:00+00:00,68.12144871426352,68.18827159234924,66.91862962557317,67.14773559570312,1105300
2024-04-17 00:00:00+00:00,67.7491571026814,68.85650883027246,67.39594625619071,68.66558837890625,1279000
2024-04-18 00:00:00+00:00,68.87560615530965,69.35291457317993,68.37920132216144,69.21926879882812,1073200
2024-04-19 00:00:00+00:00,69.43882932703164,70.75620527344772,69.36246551235797,70.52709197998047,1266300
2024-04-22 00:00:00+00:00,70.41252921425628,71.27168569335697,70.00204374552746,71.00438690185547,1480200
2024-04-23 00:00:00+00:00,70.81347827600716,71.55807825424682,70.4507264946759,70.66073608398438,1108600
2024-04-24 00:00:00+00:00,70.11660066018946,71.55807405952415,69.61065492428244,71.31941986083984,1006200
2024-04-25 00:00:00+00:00,71.33850438986556,71.615336805047,70.51753350051848,71.36714172363281,1106300
2024-04-26 00:00:00+00:00,71.19532335291662,71.45306668672424,70.30752942934862,70.31707763671875,1201400
2024-04-29 00:00:00+00:00,70.67028431258726,71.15714094586757,70.53663853610223,70.97576141357422,1393100
2024-04-30 00:00:00+00:00,70.60345962591019,71.3003331139584,69.73476210088535,70.51754760742188,1447100
2024-05-01 00:00:00+00:00,70.3266200095132,71.72990791274934,70.09751400994865,71.10940551757812,1554200
2024-05-02 00:00:00+00:00,71.35760675474656,71.85400429280301,71.03304053431506,71.83491516113281,1216700
2024-05-03 00:00:00+00:00,71.68216337684264,72.25493921432935,69.40063008246845,70.72754669189453,2662200
2024-05-06 00:00:00+00:00,70.93756981336914,71.04257824066957,70.33616387049679,70.54618072509766,1886100
2024-05-07 00:00:00+00:00,71.11894391163857,71.11894391163857,70.32661030533876,70.98529815673828,2636200
2024-05-08 00:00:00+00:00,70.87074697852272,71.49124933576617,70.57481811037577,70.8612060546875,1642000
2024-05-09 00:00:00+00:00,70.83255487887155,71.74899330260243,70.58435978546059,71.3766860961914,1386300
2024-05-10 00:00:00+00:00,71.59625183441302,71.77763133633403,70.8898375222614,71.02348327636719,2286300
2024-05-13 00:00:00+00:00,71.21441433891114,71.60581073664775,70.74665412966972,71.09031677246094,2167800
2024-05-14 00:00:00+00:00,71.38622924832933,71.66306894043952,70.88983181350379,71.481689453125,2954400
2024-05-15 00:00:00+00:00,72.22631835563821,72.69407859868886,71.69172793757421,71.91129302978516,3382000
2024-05-16 00:00:00+00:00,71.96856128771302,72.39813594232295,71.36715531462943,71.50080108642578,2781800
2024-05-17 00:00:00+00:00,71.51989193049772,71.88265099104288,70.70846907283638,71.34806060791016,1826300
2024-05-20 00:00:00+00:00,71.30032299077126,71.46260608030724,70.8516519806387,71.02348327636719,1734500
2024-05-21 00:00:00+00:00,70.91848043260252,71.65353213796683,70.70846357874188,71.17622375488281,1548100
2024-05-22 00:00:00+00:00,70.84210992734842,71.00439303097929,69.83021847747598,69.87794494628906,1763400
2024-05-23 00:00:00+00:00,69.45791555886724,69.46745648233454,68.23600730546457,68.25509643554688,2198300
2024-05-24 00:00:00+00:00,68.39829976682678,68.61785756699827,67.52959492461703,68.10236358642578,1376800
2024-05-28 00:00:00+00:00,68.10236138064154,68.6655890994342,67.82552890820017,67.99736022949219,1598800
