"('date', '')","('open', 'AGO')","('high', 'AGO')","('low', 'AGO')","('close', 'AGO')","('volume', 'AGO')"
2025-09-26 00:00:00+00:00,84.29000091552734,85.36000061035156,83.9800033569336,84.6500015258789,152309
