"('date', '')","('open', 'CSGS')","('high', 'CSGS')","('low', 'CSGS')","('close', 'CSGS')","('volume', 'CSGS')"
1996-02-28 00:00:00+00:00,8.07064794457477,9.127518508745275,7.878489660180133,8.83928108215332,6837600
1996-02-29 00:00:00+00:00,9.127520702101968,9.127520702101968,8.358887379819697,8.45496654510498,1587200
1996-03-01 00:00:00+00:00,8.454968932047056,8.647127316866307,8.262810547227804,8.310850143432617,452600
1996-03-04 00:00:00+00:00,8.26280380157103,8.454962029514544,7.974566459655762,7.974566459655762,546800
1996-03-05 00:00:00+00:00,7.974570857456752,8.454966692243303,7.974570857456752,8.406927108764648,520400
1996-03-06 00:00:00+00:00,8.406925874914826,8.64712375705525,8.262807145630571,8.503005027770996,265200
1996-03-07 00:00:00+00:00,8.647123336791992,8.74320248497857,8.454965040418836,8.647123336791992,388400
1996-03-08 00:00:00+00:00,8.454963504566866,8.551042635300579,8.166726112365723,8.166726112365723,184000
1996-03-11 00:00:00+00:00,8.070649524067724,8.262807846069336,8.070649524067724,8.262807846069336,493400
1996-03-12 00:00:00+00:00,8.166726840439663,8.935359954833984,8.166726840439663,8.935359954833984,124000
1996-03-13 00:00:00+00:00,8.935359954833984,9.223597372731856,8.935359954833984,8.935359954833984,176200
1996-03-14 00:00:00+00:00,9.031439094133274,9.127518233432564,8.935359954833984,8.935359954833984,44000
1996-03-15 00:00:00+00:00,9.031440291741882,9.511836051940918,9.031440291741882,9.511836051940918,72600
1996-03-18 00:00:00+00:00,9.51183550428636,9.80007294381019,9.319677211270474,9.703993797302246,426600
1996-03-19 00:00:00+00:00,9.703994790101662,9.800073946439303,9.319678164751101,9.367717742919922,199000
1996-03-20 00:00:00+00:00,9.319677747861304,9.511836051940918,9.319677747861304,9.511836051940918,115600
1996-03-21 00:00:00+00:00,9.319676136483952,9.60791354276696,9.319676136483952,9.415755271911621,64600
1996-03-22 00:00:00+00:00,9.41576131840342,9.511840515529988,9.319682121276855,9.319682121276855,25600
1996-03-25 00:00:00+00:00,9.319674906203558,9.51183315169229,9.319674906203558,9.343694686889648,28400
1996-03-26 00:00:00+00:00,9.223599947415865,9.223599947415865,8.743204116821289,8.743204116821289,75000
1996-03-27 00:00:00+00:00,8.74320248497857,8.791242059071859,8.647123336791992,8.647123336791992,178600
1996-03-28 00:00:00+00:00,8.839279051084777,8.935358171205262,8.647120810843802,8.88731861114502,44200
1996-03-29 00:00:00+00:00,8.83928108215332,9.031439366547957,8.83928108215332,8.83928108215332,253000
1996-04-01 00:00:00+00:00,8.935359954833984,9.031439094133274,8.935359954833984,8.935359954833984,99000
1996-04-02 00:00:00+00:00,9.031439781188965,9.127518927797357,9.031439781188965,9.031439781188965,49200
1996-04-03 00:00:00+00:00,9.127518927797357,9.223598074405752,9.031439781188965,9.031439781188965,9000
1996-04-04 00:00:00+00:00,9.223598074405752,9.223598074405752,9.031439781188965,9.031439781188965,3400
1996-04-08 00:00:00+00:00,9.031439094133274,9.031439094133274,8.839280815534694,8.935359954833984,56000
1996-04-09 00:00:00+00:00,9.223597797594572,9.319676941319516,9.127518653869629,9.127518653869629,17200
1996-04-10 00:00:00+00:00,9.223596373600746,9.800071146950794,9.223596373600746,9.655952453613281,137200
1996-04-11 00:00:00+00:00,9.80007294381019,9.992231236826076,9.51183550428636,9.703993797302246,135200
1996-04-12 00:00:00+00:00,9.992231236826076,9.992231236826076,9.703993797302246,9.703993797302246,22400
1996-04-15 00:00:00+00:00,10.088313405330364,10.088313405330364,9.896155054752644,9.992234230041504,33400
1996-04-16 00:00:00+00:00,10.088310642777202,10.568706387671353,9.992231493798371,10.280468940734863,30800
1996-04-17 00:00:00+00:00,10.568705292435379,10.66478443145752,10.47262615341324,10.66478443145752,30800
1996-04-18 00:00:00+00:00,10.85694408416748,10.85694408416748,10.568706630605512,10.85694408416748,7800
1996-04-19 00:00:00+00:00,10.760865596302768,10.953023910522461,10.760865596302768,10.953023910522461,24800
1996-04-22 00:00:00+00:00,10.760865211486816,10.953023518834796,10.760865211486816,10.760865211486816,16200
1996-04-23 00:00:00+00:00,10.856945411018703,11.14518289980681,10.856945411018703,11.049103736877441,71600
1996-04-24 00:00:00+00:00,11.145182609558105,11.145182609558105,10.953024288703656,11.145182609558105,10600
1996-04-25 00:00:00+00:00,11.097143399513374,11.33734130859375,11.049103817697299,11.33734130859375,73800
1996-04-26 00:00:00+00:00,11.04910344913088,11.337340930412555,11.04910344913088,11.145182609558105,8000
1996-04-29 00:00:00+00:00,11.337342761051705,11.625580288875053,11.145184409169474,11.481461524963379,71200
1996-04-30 00:00:00+00:00,11.337339505553246,12.298130989074707,11.2412603572011,12.298130989074707,108400
1996-05-01 00:00:00+00:00,12.49029189117195,12.778529396352841,12.202054385991058,12.39421272277832,105200
1996-05-02 00:00:00+00:00,12.682449632018578,12.778528795897506,12.394212140381791,12.586370468139648,122600
1996-05-03 00:00:00+00:00,12.394211855801668,12.682449340820312,12.394211855801668,12.682449340820312,176400
