"('date', '')","('open', 'CCNE')","('high', 'CCNE')","('low', 'CCNE')","('close', 'CCNE')","('volume', 'CCNE')"
1994-04-04 00:00:00+00:00,1.7926025390625,1.7926025390625,1.7926025390625,1.7926025390625,500
1994-04-05 00:00:00+00:00,1.7926025390625,1.7926025390625,1.7926025390625,1.7926025390625,0
1994-04-06 00:00:00+00:00,1.7753655910491946,1.7753655910491946,1.7753655910491946,1.7753655910491943,5000
1994-04-07 00:00:00+00:00,1.8270738124847412,1.8270738124847412,1.8270738124847412,1.8270738124847412,1500
1994-04-08 00:00:00+00:00,1.8270738124847412,1.8270738124847412,1.8270738124847412,1.8270738124847412,0
1994-04-11 00:00:00+00:00,1.8270738124847412,1.8270738124847412,1.8270738124847412,1.8270738124847412,0
1994-04-12 00:00:00+00:00,1.8960199258545236,1.8960199258545236,1.8270738124847412,1.8270738124847412,4500
1994-04-13 00:00:00+00:00,1.775365431637221,1.8615482179848468,1.775365431637221,1.8443115949630737,2500
1994-04-14 00:00:00+00:00,1.8443115949630737,1.8443115949630737,1.8443115949630737,1.8443115949630737,1000
1994-04-15 00:00:00+00:00,1.8443114317044136,1.8443114317044136,1.835693120956421,1.835693120956421,1500
1994-04-18 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-19 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-20 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-21 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-22 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-25 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-26 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-28 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-04-29 00:00:00+00:00,1.835693120956421,1.835693120956421,1.835693120956421,1.835693120956421,0
1994-05-02 00:00:00+00:00,1.7753655910491946,1.7753655910491946,1.7753655910491946,1.7753655910491943,500
1994-05-03 00:00:00+00:00,1.7753655910491946,1.7753655910491946,1.7753655910491946,1.7753655910491943,0
1994-05-04 00:00:00+00:00,1.7753655910491946,1.7753655910491946,1.7753655910491946,1.7753655910491943,0
1994-05-05 00:00:00+00:00,1.7753655910491946,1.7753655910491946,1.7753655910491946,1.7753655910491943,0
1994-05-06 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,500
1994-05-09 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-10 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-11 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-12 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,5000
1994-05-13 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-16 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-17 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-18 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-19 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-20 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-23 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-24 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-25 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-26 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-27 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-05-31 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-06-01 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
1994-06-02 00:00:00+00:00,1.8615489006042478,1.8615489006042478,1.8615489006042478,1.861548900604248,0
