"('date', '')","('open', 'CNQ')","('high', 'CNQ')","('low', 'CNQ')","('close', 'CNQ')","('volume', 'CNQ')"
2000-07-31 00:00:00+00:00,0.9312854572416998,0.9312854572416998,0.9108625650405884,0.9108625650405884,215129
2000-08-01 00:00:00+00:00,0.9149470329284669,0.9149470329284669,0.8965659794098431,0.9149470329284668,129077
2000-08-02 00:00:00+00:00,0.9476237804697772,0.9619194326636039,0.9476237804697772,0.9557928442955017,95981
2000-08-03 00:00:00+00:00,0.955792672468146,0.9700889022490164,0.9537502618396027,0.9578350186347961,153900
2000-08-04 00:00:00+00:00,0.9557927932904096,0.9619193813315715,0.9476237299006205,0.9598775506019592,127422
2000-08-07 00:00:00+00:00,0.9557930961719004,0.9557930961719004,0.9312853825410664,0.9333277940750122,64539
2000-08-08 00:00:00+00:00,0.9619192481040955,0.980300298919804,0.9537502503076282,0.9619192481040955,112529
2000-08-09 00:00:00+00:00,0.9578352956500552,0.9803005942852415,0.9578352956500552,0.9721310138702393,236642
2000-08-10 00:00:00+00:00,0.988469660282135,0.988469660282135,0.9823424266165325,0.988469660282135,92671
2000-08-11 00:00:00+00:00,0.9884694209836931,0.9986808300018312,0.9884694209836931,0.998680830001831,24823
2000-08-14 00:00:00+00:00,1.0048075950397712,1.012977174406406,1.0048075950397712,1.0088924169540405,239951
2000-08-15 00:00:00+00:00,1.0231891300716718,1.025230961831609,1.0027656555175781,1.0027656555175781,52955
2000-08-16 00:00:00+00:00,1.0007230501670747,1.0272725796347602,1.0007230501670747,1.0252301692962646,102600
2000-08-17 00:00:00+00:00,1.0354415816193003,1.0517801543122058,1.0354415816193003,1.0476953983306885,110874
2000-08-18 00:00:00+00:00,1.0497382958748676,1.0497382958748676,1.0334001668304373,1.0395268201828003,95981
2000-08-21 00:00:00+00:00,1.0436117608384272,1.0436117608384272,1.0354421796947304,1.0374845266342163,46335
2000-08-22 00:00:00+00:00,1.0374845385242086,1.0374845385242086,1.0252307145945303,1.0313578844070435,56264
2000-08-23 00:00:00+00:00,1.0354422274318695,1.0619922876358032,1.0354422274318695,1.0619922876358032,451770
2000-08-24 00:00:00+00:00,1.057907047650227,1.057907047650227,1.0497380495071411,1.0497380495071411,135697
2000-08-25 00:00:00+00:00,1.0599491130727536,1.068118173016744,1.055864293022324,1.0660762786865234,39716
2000-08-28 00:00:00+00:00,1.0660766252231813,1.086499571800232,1.0640342789959598,1.086499571800232,210164
2000-08-29 00:00:00+00:00,1.088541642423441,1.10488028788866,1.0579073429107666,1.0579073429107666,135697
2000-08-30 00:00:00+00:00,1.0517805814743042,1.0558648234195203,1.0517805814743042,1.0517805814743042,28132
2000-08-31 00:00:00+00:00,1.059949876140238,1.0701612889988572,1.059949876140238,1.0619922876358032,31442
2000-09-01 00:00:00+00:00,1.061992712335702,1.061992712335702,1.045654058456421,1.045654058456421,107564
2000-09-05 00:00:00+00:00,1.055864293022324,1.0660762786865234,1.0497377075654228,1.0660762786865234,66193
2000-09-06 00:00:00+00:00,1.0619920391082336,1.0987530523345226,1.057907217073034,1.0946687459945679,100945
2000-09-07 00:00:00+00:00,1.098753346387318,1.1110071711532787,1.0946690389543046,1.104880452156067,119148
2000-09-08 00:00:00+00:00,1.0926262120573615,1.0926262120573615,1.0905838012695312,1.0905838012695312,34752
2000-09-11 00:00:00+00:00,1.0967116864255522,1.1110074101353953,1.0967116864255522,1.1028382778167725,66193
2000-09-12 00:00:00+00:00,1.1191760690803516,1.1518528461456299,1.1110070681997828,1.1518528461456299,130732
2000-09-13 00:00:00+00:00,1.1600221851894084,1.1722754912492404,1.153895080926143,1.1681913137435913,193616
2000-09-14 00:00:00+00:00,1.1681915051386624,1.1722756833134584,1.1559375524520874,1.1559375524520874,122458
2000-09-15 00:00:00+00:00,1.1620641143741448,1.2172061204910278,1.1620641143741448,1.2172061204910278,211819
2000-09-18 00:00:00+00:00,1.2172063023513233,1.2376291273824445,1.1804453462191424,1.2049524784088135,233332
2000-09-19 00:00:00+00:00,1.2151638446335642,1.2151638446335642,1.1906567133774748,1.194740891456604,142316
2000-09-20 00:00:00+00:00,1.227417802285218,1.227417802285218,1.1763606071472166,1.1763606071472168,114184
2000-09-21 00:00:00+00:00,1.135514736175537,1.143683737205131,1.13142991335115,1.135514736175537,62884
2000-09-22 00:00:00+00:00,1.104880156463511,1.135514516794151,1.0864997465432247,1.0946687459945679,185342
2000-09-25 00:00:00+00:00,1.0762884616851807,1.0762884616851807,1.0517807499221217,1.0762884616851807,263119
2000-09-26 00:00:00+00:00,1.0987530540780366,1.0987530540780366,1.0967111587524414,1.0967111587524414,13239
2000-09-27 00:00:00+00:00,1.1110071577094178,1.1110071577094178,1.0967114372476288,1.0987533330917358,28132
2000-09-28 00:00:00+00:00,1.080372389994105,1.0926262100799256,1.080372389994105,1.0885413885116577,1085573
2000-09-29 00:00:00+00:00,1.082414924508025,1.0946687459945679,1.0783301024728253,1.0946687459945679,49645
2000-10-02 00:00:00+00:00,1.1110069112233527,1.1232607331224231,1.0946687828468287,1.119175910949707,62884
2000-10-03 00:00:00+00:00,1.119176172790843,1.1293881016879883,1.104880452156067,1.104880452156067,33097
2000-10-04 00:00:00+00:00,1.119175153782927,1.1212175634875132,1.1069218558689653,1.1171332597732544,110874
2000-10-05 00:00:00+00:00,1.0967114709854935,1.0967114709854935,1.0742461681365967,1.0742461681365967,31442
2000-10-06 00:00:00+00:00,1.0701610561587696,1.0701610561587696,1.0517805814743042,1.0517805814743042,112529
2000-10-09 00:00:00+00:00,1.0599497541713105,1.0599497541713105,1.0579073429107666,1.0579073429107666,13239
2000-10-10 00:00:00+00:00,1.0681189966404214,1.0905842350031825,1.0681189966404214,1.0722037553787231,157209
2000-10-11 00:00:00+00:00,1.0803726897474148,1.0864999237998394,1.0783302783966064,1.0783302783966064,49645
2000-10-12 00:00:00+00:00,1.0701610402577204,1.1130492866048645,1.0701610402577204,1.0967111587524414,172103
2000-10-13 00:00:00+00:00,1.0946682141070498,1.0946682141070498,1.0599491130727536,1.0660762786865234,36406
2000-10-16 00:00:00+00:00,1.045653176852571,1.045653176852571,1.0170612335205078,1.0170612335205078,31442
2000-10-17 00:00:00+00:00,1.0211467873726525,1.0252310313267832,1.00685054760152,1.0129777193069458,124113
2000-10-18 00:00:00+00:00,1.012977062530126,1.012977062530126,0.9823421907945894,1.0007232427597046,134042
2000-10-19 00:00:00+00:00,1.004808135545732,1.0129777193069458,1.004808135545732,1.0129777193069458,41371
2000-10-20 00:00:00+00:00,0.990511700778805,1.0170612335205078,0.990511700778805,1.0170612335205078,79432
2000-10-23 00:00:00+00:00,1.0191043753168645,1.0191043753168645,1.004808135545732,1.0129777193069458,52955
