"('date', '')","('open', 'BGT')","('high', 'BGT')","('low', 'BGT')","('close', 'BGT')","('volume', 'BGT')"
2024-01-02 00:00:00+00:00,10.154218343662818,10.178824469351438,10.04759075605929,10.063995361328125,118400
2024-01-03 00:00:00+00:00,10.055793182950243,10.113207737671354,9.875346433836494,9.883548736572266,169900
2024-01-04 00:00:00+00:00,9.850740509925394,9.94916579812985,9.850740509925394,9.932761192321777,177100
2024-01-05 00:00:00+00:00,9.973771720291033,9.990176325763018,9.90815486283238,9.957367897033691,127300
2024-01-08 00:00:00+00:00,9.998379707336426,10.129614228895761,9.973773576763021,9.998379707336426,447900
2024-01-09 00:00:00+00:00,10.047590959732338,10.072197085919743,9.932761067166695,9.965569496154785,171000
2024-01-10 00:00:00+00:00,9.998376975050151,10.055792306984422,9.949164727351718,10.039387702941895,97700
2024-01-11 00:00:00+00:00,10.0725227769503,10.0725227769503,9.981406489019255,10.031105995178223,84700
2024-01-12 00:00:00+00:00,10.022823849402581,10.039390089092127,9.948273795900995,9.973123550415039,97100
2024-01-16 00:00:00+00:00,10.006256819753583,10.031106574267627,9.96484003559054,9.973123550415039,90800
2024-01-17 00:00:00+00:00,10.022824942936754,10.064240941659012,9.964841122798425,9.997974395751953,107000
2024-01-18 00:00:00+00:00,9.981408253392184,10.039391284146872,9.981408253392184,10.006258010864258,67500
2024-01-19 00:00:00+00:00,10.039388859221358,10.05595588684082,9.973122328662221,10.05595588684082,112600
2024-01-22 00:00:00+00:00,10.097373726980868,10.122224272965562,10.047674214930478,10.064240455627441,79200
2024-01-23 00:00:00+00:00,10.047674449193204,10.147074265571002,10.047674449193204,10.097373962402344,72700
2024-01-24 00:00:00+00:00,10.171923162491655,10.171923162491655,10.064239839693391,10.105656623840332,156400
2024-01-25 00:00:00+00:00,10.147071736723552,10.147071736723552,10.080805208986593,10.138788223266602,80900
2024-01-26 00:00:00+00:00,10.122225430946099,10.138791673538236,10.064241606974639,10.080808639526367,61000
2024-01-29 00:00:00+00:00,10.097373679528399,10.180207252502441,10.08080743890929,10.180207252502441,186500
2024-01-30 00:00:00+00:00,10.188490423822465,10.271323204040527,10.180206908812817,10.271323204040527,77900
2024-01-31 00:00:00+00:00,10.3127387513324,10.32102226534781,10.196772714954161,10.221622467041016,184600
2024-02-01 00:00:00+00:00,10.296172513260956,10.296172513260956,10.205055439010195,10.221622467041016,102500
2024-02-02 00:00:00+00:00,10.254755771684394,10.304455276044893,10.238188743591309,10.238188743591309,150200
2024-02-05 00:00:00+00:00,10.263041728937301,10.296175003051758,10.229908454822846,10.296175003051758,92800
2024-02-06 00:00:00+00:00,10.329306127912904,10.403856176648443,10.312739099323048,10.395572662353516,128500
2024-02-07 00:00:00+00:00,10.453555783798185,10.453555783798185,10.387289248715424,10.40385627746582,96800
2024-02-08 00:00:00+00:00,10.403858120369481,10.436991393779975,10.379007572841948,10.412140846252441,97200
2024-02-09 00:00:00+00:00,10.436987815286985,10.461837564334823,10.395571040234401,10.445270538330078,80100
2024-02-12 00:00:00+00:00,10.4784080909599,10.511541366577148,10.436992088908042,10.511541366577148,80500
2024-02-13 00:00:00+00:00,10.503256970535086,10.552956481080876,10.461840185107274,10.544672966003418,89200
2024-02-14 00:00:00+00:00,10.58648350208207,10.636656761169434,10.56975961403755,10.636656761169434,66900
2024-02-15 00:00:00+00:00,10.661744117736816,10.695192694834558,10.594846963541332,10.661744117736816,137200
2024-02-16 00:00:00+00:00,10.678467677496087,10.678467677496087,10.59484584484278,10.636656761169434,83200
2024-02-20 00:00:00+00:00,10.61157170088244,10.695193549044042,10.61157170088244,10.67846965789795,131200
2024-02-21 00:00:00+00:00,10.695189652587967,10.753724446489548,10.695189652587967,10.72027587890625,63900
2024-02-22 00:00:00+00:00,10.728640484628764,10.770451402301964,10.686829566955566,10.686829566955566,72200
2024-02-23 00:00:00+00:00,10.72027863957907,10.737003326416016,10.67010617402215,10.737003326416016,86500
2024-02-26 00:00:00+00:00,10.737001244087566,10.770449813797502,10.703552674377631,10.711915016174316,80700
2024-02-27 00:00:00+00:00,10.711917450814006,10.745366028126243,10.686830419722087,10.7035551071167,82000
2024-02-28 00:00:00+00:00,10.711915016174316,10.745363585884252,10.703552674377631,10.711915016174316,43600
2024-02-29 00:00:00+00:00,10.753726959228516,10.76208930244749,10.728640727048528,10.753726959228516,60400
2024-03-01 00:00:00+00:00,10.795538072444117,11.004591871825227,10.787175729074404,10.962780952453613,173300
2024-03-04 00:00:00+00:00,10.96277904674962,10.96277904674962,10.845709449832132,10.879158020019531,103700
2024-03-05 00:00:00+00:00,10.887521843395426,10.920970418134157,10.837348582548866,10.870797157287598,50900
2024-03-06 00:00:00+00:00,10.912609886973097,10.996230938965619,10.887523651123047,10.887523651123047,84600
2024-03-07 00:00:00+00:00,10.895882925513,11.038039561475166,10.895882925513,11.00459098815918,57400
2024-03-08 00:00:00+00:00,10.979506323918342,11.012954902006225,10.912609167742573,10.95442008972168,129000
2024-03-11 00:00:00+00:00,10.912606336274964,10.954417247405495,10.887520108587365,10.895881652832031,112400
2024-03-12 00:00:00+00:00,10.895884479960127,11.071489714290772,10.895884479960127,10.95442008972168,105600
2024-03-13 00:00:00+00:00,11.02967700542241,11.222006896376634,10.996228432753442,11.205282211303711,138800
2024-03-14 00:00:00+00:00,11.22215906196929,11.25590988361966,11.011216225483714,11.163094520568848,49300
2024-03-15 00:00:00+00:00,11.137779347265305,11.289658416239313,11.112466437330603,11.239031791687012,74200
2024-03-18 00:00:00+00:00,11.239031604004646,11.247469508736273,11.137779161273771,11.179967880249023,68400
2024-03-19 00:00:00+00:00,11.205283453186393,11.306535919984343,11.163094724183146,11.17153263092041,73900
2024-03-20 00:00:00+00:00,11.22215935196048,11.22215935196048,11.095593163988706,11.12934398651123,80900
2024-03-21 00:00:00+00:00,11.171531560291395,11.171531560291395,10.918400015213964,10.926837921142578,137800
2024-03-22 00:00:00+00:00,10.92683698826535,10.969025709623565,10.859335355965378,10.876211166381836,112200
2024-03-25 00:00:00+00:00,10.926840450906836,10.952153369870086,10.79183714352526,10.80871295928955,123900
2024-03-26 00:00:00+00:00,10.884649657598542,10.969027111095569,10.85089883713634,10.95215129852295,73400
2024-03-27 00:00:00+00:00,10.960587239360635,11.011213863317108,10.901523515313823,10.94371223449707,79600
2024-03-28 00:00:00+00:00,10.994340025271462,10.994340025271462,10.943714196919673,10.95215129852295,233000
2024-04-01 00:00:00+00:00,10.985901325889817,11.061840057373047,10.985901325889817,11.061840057373047,74000
2024-04-02 00:00:00+00:00,11.044965051937746,11.061840057373047,11.019652141443336,11.061840057373047,28600
2024-04-03 00:00:00+00:00,11.036527166826783,11.078715887515665,10.985901345746457,11.011214256286621,67100
2024-04-04 00:00:00+00:00,11.019654358678949,11.036529367509626,10.926838993719448,10.977465629577637,84400
2024-04-05 00:00:00+00:00,10.994340146904031,11.002778053283691,10.960589326068437,11.002778053283691,53400
2024-04-08 00:00:00+00:00,11.002778053283691,11.053404686878606,10.977465138827755,11.002778053283691,83600
2024-04-09 00:00:00+00:00,11.00277635121226,11.01965216136098,10.977463440672098,11.011214256286621,70000
2024-04-10 00:00:00+00:00,10.97746523110423,11.120906422032037,10.969027324653641,11.10403060913086,116200
2024-04-11 00:00:00+00:00,11.129342772887654,11.171531497611017,11.061841135203473,11.112467765808105,78100
2024-04-12 00:00:00+00:00,11.095436837400731,11.13801350428683,10.91661548614502,10.91661548614502,134300
2024-04-15 00:00:00+00:00,10.984739112021181,10.984739112021181,10.780372061584153,10.805917739868164,114100
2024-04-16 00:00:00+00:00,10.780370420123415,10.848492759896521,10.754824745729087,10.839977264404297,91900
2024-04-17 00:00:00+00:00,10.805917462669779,10.882555307638333,10.805917462669779,10.822948455810547,123500
2024-04-18 00:00:00+00:00,10.874041276609276,10.899586955773106,10.822949106199117,10.882555961608887,77100
2024-04-19 00:00:00+00:00,10.848495318773654,10.942164167117475,10.848495318773654,10.908102989196777,63300
2024-04-22 00:00:00+00:00,10.959192000592864,10.993253171211489,10.950676504917617,10.97622299194336,45000
2024-04-23 00:00:00+00:00,11.018800990112398,11.061377664690529,11.01028630486279,11.052862167358398,45600
2024-04-24 00:00:00+00:00,11.06137752532959,11.06137752532959,10.976224989328678,11.06137752532959,45400
2024-04-25 00:00:00+00:00,11.03583081512806,11.03583081512806,10.908101617013758,10.925131797790527,96500
2024-04-26 00:00:00+00:00,10.967706265209323,11.027313104080818,10.916614108974988,10.984736442565918,62400
2024-04-29 00:00:00+00:00,10.976223144618508,10.993253324123522,10.857008639753907,10.91661548614502,124200
2024-04-30 00:00:00+00:00,10.93364647773241,10.93364647773241,10.797401793362795,10.91661548614502,95900
2024-05-01 00:00:00+00:00,10.916616301360925,11.010285137921686,10.839978457659369,10.925131797790527,125200
2024-05-02 00:00:00+00:00,10.96770898315347,11.010285655219434,10.839978966955574,10.993254661560059,117600
2024-05-03 00:00:00+00:00,11.00177001953125,11.027315697615416,10.925132173196289,11.00177001953125,109100
2024-05-06 00:00:00+00:00,11.103951745273685,11.103951745273685,11.001768237406782,11.044344902038574,69200
2024-05-07 00:00:00+00:00,11.095437155299205,11.214651663579453,11.03583030720028,11.189105987548828,159100
2024-05-08 00:00:00+00:00,11.223168443118276,11.367928643984179,11.214652946106753,11.359413146972656,130800
2024-05-09 00:00:00+00:00,11.35089601946996,11.367927011046598,11.291289173116473,11.34238052368164,71300
2024-05-10 00:00:00+00:00,11.376441679954302,11.4105028509809,11.325350329455594,11.393472671508789,59700
2024-05-13 00:00:00+00:00,11.427536824388454,11.461598004302832,11.393475644474078,11.436052322387695,87000
2024-05-14 00:00:00+00:00,11.418865822034245,11.65085220336914,11.418865822034245,11.65085220336914,96100
2024-05-15 00:00:00+00:00,11.668036513341601,12.003127696822535,11.59929998638203,11.805509567260742,237000
2024-05-16 00:00:00+00:00,11.857061720563486,11.857061720563486,11.599299348928716,11.625075340270996,92300
2024-05-17 00:00:00+00:00,11.659443461944619,11.796916506659041,11.582114669441761,11.75395679473877,140400
2024-05-20 00:00:00+00:00,11.762549337614894,11.762549337614894,11.307169629866078,11.32435417175293,271300
2024-05-21 00:00:00+00:00,11.341537392723337,11.418866188986645,11.32435367100039,11.367313385009766,130700
2024-05-22 00:00:00+00:00,11.367311789674568,11.444640575085238,11.350128070363256,11.427456855773926,64400
2024-05-23 00:00:00+00:00,11.470417462880896,11.470417462880896,11.367311868680785,11.401680946350098,32600
2024-05-24 00:00:00+00:00,11.4618264611754,11.4618264611754,11.178288094274695,11.221248626708984,130900
2024-05-28 00:00:00+00:00,11.238431784548636,11.24702405448548,11.109551013111815,11.126734733581543,150300
2024-05-29 00:00:00+00:00,11.126736260307561,11.152512254250919,10.937710392780101,10.980670928955078,173000
2024-05-30 00:00:00+00:00,10.963485781781168,11.109551094157242,10.963485781781168,11.100958824157715,106600
2024-05-31 00:00:00+00:00,11.143919862418162,11.178288124577962,11.04940652692571,11.169695854187012,71300
2024-06-03 00:00:00+00:00,11.143917025252343,11.152508474051965,11.04940371382234,11.11814022064209,99700
2024-06-04 00:00:00+00:00,11.07518221739217,11.109550476074219,11.040813958710121,11.109550476074219,47400
2024-06-05 00:00:00+00:00,11.11814302110509,11.221248626708984,11.049406496971828,11.221248626708984,80200
2024-06-06 00:00:00+00:00,11.186880730426438,11.247024986158614,11.126735655290233,11.178288459777832,57700
2024-06-07 00:00:00+00:00,11.169693589927505,11.272798355506067,11.100957079541796,11.212654113769531,73500
2024-06-10 00:00:00+00:00,11.23843237850661,11.23843237850661,11.135327592027211,11.169695854187012,60200
2024-06-11 00:00:00+00:00,11.1954730876696,11.221249901701414,11.118144284382346,11.152512550354004,102300
2024-06-12 00:00:00+00:00,11.221247618724012,11.229839068915913,11.126734291977742,11.195470809936523,75500
2024-06-13 00:00:00+00:00,11.16969709304188,11.221249901701414,11.152512550354004,11.152512550354004,99700
2024-06-14 00:00:00+00:00,11.16118460563612,11.221890085295675,11.083134230616615,11.100479125976562,48600
2024-06-17 00:00:00+00:00,11.100476521649137,11.195870942597589,11.100476521649137,11.178526878356934,60100
2024-06-18 00:00:00+00:00,11.1438371108557,11.23055907984006,11.1351646658423,11.22188663482666,64900
2024-06-20 00:00:00+00:00,11.204544774014831,11.256577800222153,11.100477894550147,11.126494407653809,103400
2024-06-21 00:00:00+00:00,11.109151840209961,11.117823461047871,11.074462875707868,11.109151840209961,65400
2024-06-24 00:00:00+00:00,11.126494407653809,11.13516685437171,11.100477894550147,11.126494407653809,40300
2024-06-25 00:00:00+00:00,11.169857321326086,11.187201390052058,11.083134496545778,11.109151840209961,57600
2024-06-26 00:00:00+00:00,11.135168356823993,11.152512425549965,11.074462875707868,11.109151840209961,44700
2024-06-27 00:00:00+00:00,11.109148161246887,11.1871976852417,11.100475716230838,11.1871976852417,35900
2024-06-28 00:00:00+00:00,11.187201135865248,11.187201135865248,11.065790176391602,11.065790176391602,112700
2024-07-01 00:00:00+00:00,11.117821940605433,11.204544753525772,11.100477874251387,11.19587230682373,56600
2024-07-02 00:00:00+00:00,11.230561266581857,11.2392337132839,11.169855793767644,11.19587230682373,49100
2024-07-03 00:00:00+00:00,11.22188907684084,11.265250484293906,11.204545010089648,11.23923397064209,28400
2024-07-05 00:00:00+00:00,11.273922662829582,11.308611622556286,11.195872296681985,11.230561256408691,78100
2024-07-08 00:00:00+00:00,11.230562032153466,11.325957298278809,11.204545517323872,11.325957298278809,85800
2024-07-09 00:00:00+00:00,11.360643277363177,11.395332230377496,11.135164669245157,11.1871976852417,181200
2024-07-10 00:00:00+00:00,11.204544067382812,11.213216513553771,11.169855109748964,11.204544067382812,67200
2024-07-11 00:00:00+00:00,11.195870130257749,11.230559083272068,11.169853622259478,11.1871976852417,67200
2024-07-12 00:00:00+00:00,11.213217446081847,11.282595367119239,11.19587255229747,11.27392292022705,93000
2024-07-15 00:00:00+00:00,11.387713788147376,11.580280211667358,11.378960541235859,11.545268058776855,240800
2024-07-16 00:00:00+00:00,11.554021319034218,11.597786718886793,11.431479201153698,11.527762413024902,169500
2024-07-17 00:00:00+00:00,11.527761352156501,11.571526747981464,11.431478149145976,11.510254859924316,131000
2024-07-18 00:00:00+00:00,11.536516067874818,11.554021727581501,11.3001834011676,11.317689895629883,122900
2024-07-19 00:00:00+00:00,11.387712670088204,11.510254775795849,11.26516972962507,11.45773696899414,824300
2024-07-22 00:00:00+00:00,11.466488951993544,11.483994607414006,11.300180634344464,11.37020492553711,125700
2024-07-23 00:00:00+00:00,11.343948364257812,11.41397266989013,11.308936211441655,11.343948364257812,80400
2024-07-24 00:00:00+00:00,11.335193503305367,11.501501831567548,11.308934601121242,11.448983192443848,147100
2024-07-25 00:00:00+00:00,11.47524314484876,11.492749637744014,11.405218842778794,11.483996391296387,64900
2024-07-26 00:00:00+00:00,11.492748585921024,11.571526127228852,11.405217798966671,11.448983192443848,61800
2024-07-29 00:00:00+00:00,11.510254242458625,11.536513979398201,11.42272429025972,11.448983192443848,109200
2024-07-30 00:00:00+00:00,11.483995015099374,11.519007161938639,11.396465065378926,11.492748260498047,113600
2024-07-31 00:00:00+00:00,11.562773185099973,11.72032827185138,11.457736738850858,11.536514282226562,111200
2024-08-01 00:00:00+00:00,11.597786279848652,11.624045184863927,11.510255483457012,11.554020881652832,112100
2024-08-02 00:00:00+00:00,11.54526871459278,11.54526871459278,11.177641505737638,11.256418228149414,156600
2024-08-05 00:00:00+00:00,11.151380102544723,11.238910894083388,10.54742031214551,10.82751750946045,271800
2024-08-06 00:00:00+00:00,10.853776466582614,11.028838050523863,10.792505413056475,11.011331558227539,95600
2024-08-07 00:00:00+00:00,11.10761461302129,11.186392157790067,11.055096806345762,11.142626762390137,79800
2024-08-08 00:00:00+00:00,11.256416672769307,11.256416672769307,11.168886715043438,11.177639961242676,67400
2024-08-09 00:00:00+00:00,11.203899148502426,11.291429108442482,11.177640243995961,11.282676696777344,60100
2024-08-12 00:00:00+00:00,11.308934864616356,11.308934864616356,11.177639515881129,11.221404075622559,104300
2024-08-13 00:00:00+00:00,11.221404075622559,11.282675961820404,11.195145172826606,11.221404075622559,79800
