"('date', '')","('open', 'ASPN')","('high', 'ASPN')","('low', 'ASPN')","('close', 'ASPN')","('volume', 'ASPN')"
2025-09-26 00:00:00+00:00,6.849999904632568,7.150000095367432,6.800000190734863,7.099999904632568,1022223
