"('date', '')","('open', 'BH-A')","('high', 'BH-A')","('low', 'BH-A')","('close', 'BH-A')","('volume', 'BH-A')"
2024-02-14 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-15 00:00:00+00:00,764.0,764.0,750.0,750.0,127
2024-02-16 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-20 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-21 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-22 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-23 00:00:00+00:00,750.0,750.0,750.0,750.0,0
2024-02-26 00:00:00+00:00,798.0,886.1146850585938,798.0,882.6900024414062,408
2024-02-27 00:00:00+00:00,882.6900024414062,882.6900024414062,882.6900024414062,882.6900024414062,0
2024-02-28 00:00:00+00:00,886.7000122070312,897.7147216796875,875.0,897.7147216796875,163
2024-02-29 00:00:00+00:00,897.7147216796875,897.7147216796875,897.7147216796875,897.7147216796875,0
2024-03-01 00:00:00+00:00,897.7147216796875,897.7147216796875,897.7147216796875,897.7147216796875,0
2024-03-04 00:00:00+00:00,900.0,911.0,900.0,911.0,128
2024-03-05 00:00:00+00:00,911.0,911.0,911.0,911.0,0
2024-03-06 00:00:00+00:00,910.0,960.0,910.0,959.6799926757812,454
2024-03-07 00:00:00+00:00,967.0,967.0,967.0,967.0,50
2024-03-08 00:00:00+00:00,896.989990234375,925.0,896.989990234375,925.0,143
2024-03-11 00:00:00+00:00,903.0,950.8814697265625,903.0,944.9600219726562,406
2024-03-12 00:00:00+00:00,948.0,960.0,947.9500122070312,960.0,650
2024-03-13 00:00:00+00:00,960.0,985.0,960.0,985.0,514
2024-03-14 00:00:00+00:00,987.0,987.0,987.0,987.0,53
2024-03-15 00:00:00+00:00,968.0,987.5,938.1300048828125,938.1300048828125,636
2024-03-18 00:00:00+00:00,946.1099853515625,1015.989990234375,946.1099853515625,993.0,593
2024-03-19 00:00:00+00:00,983.719970703125,1006.0,983.719970703125,1006.0,255
2024-03-20 00:00:00+00:00,995.0,995.0,990.0,990.0001220703125,74
2024-03-21 00:00:00+00:00,996.0900268554688,1004.9400024414062,996.0900268554688,1004.9400024414062,79
2024-03-22 00:00:00+00:00,1010.0,1010.0,1010.0,1010.0,140
2024-03-25 00:00:00+00:00,982.2000122070312,982.2000122070312,980.0,980.0,63
2024-03-26 00:00:00+00:00,990.0999755859375,990.0999755859375,990.0999755859375,990.0999755859375,36
2024-03-27 00:00:00+00:00,940.0,968.489990234375,940.0,968.489990234375,158
2024-03-28 00:00:00+00:00,968.489990234375,968.489990234375,968.489990234375,968.489990234375,0
2024-04-01 00:00:00+00:00,952.8599853515625,982.0,952.8599853515625,982.0,350
2024-04-02 00:00:00+00:00,982.0,990.0,965.0,965.0,393
2024-04-03 00:00:00+00:00,965.0,965.0,965.0,965.0,0
2024-04-04 00:00:00+00:00,965.0,965.0,965.0,965.0,17
2024-04-05 00:00:00+00:00,964.9998779296875,965.0,964.9998779296875,965.0,54
2024-04-08 00:00:00+00:00,965.0,965.0,965.0,965.0,0
2024-04-09 00:00:00+00:00,962.5,962.5,962.5,962.5,18
2024-04-10 00:00:00+00:00,940.0,940.0,940.0,940.0,54
2024-04-11 00:00:00+00:00,930.010009765625,930.010009765625,930.010009765625,930.010009765625,20
2024-04-12 00:00:00+00:00,919.6400146484375,919.6400146484375,919.6400146484375,919.6400146484375,30
2024-04-15 00:00:00+00:00,922.5,922.5,922.5,922.5,17
2024-04-16 00:00:00+00:00,954.1724853515625,954.1724853515625,954.1724853515625,954.1724853515625,39
2024-04-17 00:00:00+00:00,941.4000244140625,941.4000244140625,941.4000244140625,941.4000244140625,20
2024-04-18 00:00:00+00:00,941.2000122070312,966.7000122070312,934.8800048828125,966.7000122070312,221
2024-04-19 00:00:00+00:00,980.0,996.5598754882812,979.9998779296875,996.5598754882812,242
2024-04-22 00:00:00+00:00,981.5,996.0,981.5,995.9998779296875,257
2024-04-23 00:00:00+00:00,983.5800170898438,1000.0,983.5800170898438,995.0,267
2024-04-24 00:00:00+00:00,1000.0,1000.0,995.0,997.1900024414062,245
2024-04-25 00:00:00+00:00,982.8200073242188,982.8200073242188,982.8200073242188,982.8200073242188,25
2024-04-26 00:00:00+00:00,992.5,1005.0,992.5,1005.0,366
2024-04-29 00:00:00+00:00,1005.0,1005.0,1005.0,1005.0,179
2024-04-30 00:00:00+00:00,1004.0,1004.0,985.0,999.8499755859375,355
2024-05-01 00:00:00+00:00,977.510009765625,990.0,977.510009765625,990.0,80
2024-05-02 00:00:00+00:00,984.5700073242188,999.1599731445312,984.5700073242188,999.1599731445312,56
2024-05-03 00:00:00+00:00,1009.0,1011.0,1008.0,1011.0,149
2024-05-06 00:00:00+00:00,1009.0,1010.0,1009.0,1010.0,100
2024-05-07 00:00:00+00:00,1008.8900146484375,1008.8900146484375,995.0,995.0,88
2024-05-08 00:00:00+00:00,1000.1699829101562,1000.1699829101562,1000.0,1000.0,110
2024-05-09 00:00:00+00:00,1007.75,1035.0,1007.75,1035.0,391
2024-05-10 00:00:00+00:00,1030.0,1043.0,1030.0,1035.0,100
2024-05-13 00:00:00+00:00,1055.0,1055.0,995.0,995.0,423
2024-05-14 00:00:00+00:00,990.0,990.0,985.0,985.0,110
2024-05-15 00:00:00+00:00,993.3300170898438,1075.0,993.3300170898438,1075.0,397
2024-05-16 00:00:00+00:00,1074.97998046875,1077.199951171875,1052.97998046875,1077.199951171875,160
2024-05-17 00:00:00+00:00,1055.0,1055.0,972.6799926757812,973.3499755859375,666
2024-05-20 00:00:00+00:00,976.510009765625,986.1599731445312,967.72998046875,968.6900024414062,414
2024-05-21 00:00:00+00:00,969.0,969.0,969.0,969.0,90
2024-05-22 00:00:00+00:00,969.9600219726562,979.4000244140625,960.0,979.4000244140625,189
2024-05-23 00:00:00+00:00,975.6099853515625,975.6099853515625,973.9600219726562,973.9600219726562,123
2024-05-24 00:00:00+00:00,984.0,984.0,984.0,984.0,23
2024-05-28 00:00:00+00:00,962.7000122070312,975.0,962.7000122070312,975.0,110
2024-05-29 00:00:00+00:00,960.0,970.5399780273438,960.0,970.5399780273438,86
2024-05-30 00:00:00+00:00,960.1799926757812,980.0,960.1799926757812,980.0,44
2024-05-31 00:00:00+00:00,980.0,980.0,980.0,980.0,0
2024-06-03 00:00:00+00:00,980.0,980.0,980.0,980.0,0
2024-06-04 00:00:00+00:00,980.0,980.0,980.0,980.0,0
2024-06-05 00:00:00+00:00,980.0,980.0,980.0,980.0,0
2024-06-06 00:00:00+00:00,980.0,980.0,980.0,980.0,23
2024-06-07 00:00:00+00:00,980.0,980.0,980.0,980.0,0
2024-06-10 00:00:00+00:00,975.4099731445312,975.4099731445312,945.0,945.0,151
2024-06-11 00:00:00+00:00,940.030029296875,940.030029296875,940.030029296875,940.030029296875,166
2024-06-12 00:00:00+00:00,940.030029296875,940.030029296875,940.030029296875,940.030029296875,0
2024-06-13 00:00:00+00:00,940.030029296875,940.030029296875,940.030029296875,940.030029296875,0
2024-06-14 00:00:00+00:00,925.0,925.0,925.0,925.0,76
2024-06-17 00:00:00+00:00,924.7000122070312,924.7000122070312,924.7000122070312,924.7000122070312,41
2024-06-18 00:00:00+00:00,929.9199829101562,948.7999877929688,929.9199829101562,948.7999877929688,93
2024-06-20 00:00:00+00:00,927.6500244140625,955.2999877929688,927.6500244140625,955.2999877929688,63
2024-06-21 00:00:00+00:00,905.25,942.1199951171875,895.0,942.1199951171875,392
2024-06-24 00:00:00+00:00,940.0,940.010009765625,940.0,940.010009765625,80
2024-06-25 00:00:00+00:00,936.9500122070312,936.9500122070312,936.9500122070312,936.9500122070312,76
2024-06-26 00:00:00+00:00,936.9500122070312,936.9500122070312,936.9500122070312,936.9500122070312,0
2024-06-27 00:00:00+00:00,936.9500122070312,936.9500122070312,936.9500122070312,936.9500122070312,0
2024-06-28 00:00:00+00:00,939.4000244140625,939.4000244140625,911.7899780273438,912.5,162
2024-07-01 00:00:00+00:00,939.8699951171875,939.8699951171875,939.8699951171875,939.8699951171875,290
2024-07-02 00:00:00+00:00,939.8699951171875,939.8699951171875,939.8699951171875,939.8699951171875,0
2024-07-03 00:00:00+00:00,939.8699951171875,939.8699951171875,939.8699951171875,939.8699951171875,0
2024-07-05 00:00:00+00:00,943.0,943.0,943.0,943.0,97
2024-07-08 00:00:00+00:00,943.0,943.0,943.0,943.0,0
2024-07-09 00:00:00+00:00,908.0,908.0,908.0,908.0,51
2024-07-10 00:00:00+00:00,908.0,908.0,908.0,908.0,0
2024-07-11 00:00:00+00:00,909.8800048828125,909.8800048828125,909.8800048828125,909.8800048828125,155
2024-07-12 00:00:00+00:00,909.8800048828125,909.8800048828125,909.8800048828125,909.8800048828125,0
2024-07-15 00:00:00+00:00,909.8800048828125,909.8800048828125,909.8800048828125,909.8800048828125,0
2024-07-16 00:00:00+00:00,909.8800048828125,909.8800048828125,909.8800048828125,909.8800048828125,0
2024-07-17 00:00:00+00:00,909.8800048828125,909.8800048828125,909.8800048828125,909.8800048828125,0
2024-07-18 00:00:00+00:00,970.0001220703125,970.0001220703125,970.0001220703125,970.0001220703125,37
2024-07-19 00:00:00+00:00,970.0001220703125,970.0001220703125,970.0001220703125,970.0001220703125,0
2024-07-22 00:00:00+00:00,960.5399780273438,960.5399780273438,960.5399780273438,960.5399780273438,62
2024-07-23 00:00:00+00:00,955.0,955.0,955.0,955.0,29
2024-07-24 00:00:00+00:00,949.1300048828125,955.0399780273438,949.1300048828125,955.0399780273438,81
2024-07-25 00:00:00+00:00,947.4000244140625,947.4000244140625,947.4000244140625,947.4000244140625,31
2024-07-26 00:00:00+00:00,983.0,983.0,983.0,983.0,50
2024-07-29 00:00:00+00:00,983.0,983.0,983.0,983.0,0
2024-07-30 00:00:00+00:00,983.0,983.0,983.0,983.0,0
2024-07-31 00:00:00+00:00,983.0,983.0,983.0,983.0,0
2024-08-01 00:00:00+00:00,983.0,983.0,983.0,983.0,0
2024-08-02 00:00:00+00:00,983.0,983.0,983.0,983.0,0
2024-08-05 00:00:00+00:00,911.0,911.0,911.0,911.0,108
2024-08-06 00:00:00+00:00,911.0,911.0,911.0,911.0,0
2024-08-07 00:00:00+00:00,945.0,945.0,945.0,945.0,25
2024-08-08 00:00:00+00:00,945.0,945.0,945.0,945.0,0
2024-08-09 00:00:00+00:00,945.0,945.0,945.0,945.0,0
2024-08-12 00:00:00+00:00,938.9500122070312,938.9500122070312,901.0,901.0,292
2024-08-13 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,43
2024-08-14 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-15 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-16 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-19 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-20 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-21 00:00:00+00:00,899.989990234375,899.989990234375,899.989990234375,899.989990234375,0
2024-08-22 00:00:00+00:00,893.8699951171875,893.8699951171875,893.8699951171875,893.8699951171875,32
2024-08-23 00:00:00+00:00,893.8699951171875,893.8699951171875,893.8699951171875,893.8699951171875,0
2024-08-26 00:00:00+00:00,901.8599853515625,901.8599853515625,901.8599853515625,901.8599853515625,59
2024-08-27 00:00:00+00:00,901.8599853515625,901.8599853515625,901.8599853515625,901.8599853515625,0
2024-08-28 00:00:00+00:00,901.8599853515625,901.8599853515625,901.8599853515625,901.8599853515625,0
2024-08-29 00:00:00+00:00,890.9199829101562,890.9199829101562,890.9199829101562,890.9199829101562,27
2024-08-30 00:00:00+00:00,890.9199829101562,890.9199829101562,890.9199829101562,890.9199829101562,0
2024-09-03 00:00:00+00:00,864.510009765625,866.1099853515625,855.4600219726562,866.1099853515625,119
2024-09-04 00:00:00+00:00,857.5,857.5,857.5,857.5,27
2024-09-05 00:00:00+00:00,857.5,857.5,857.5,857.5,0
2024-09-06 00:00:00+00:00,857.5,857.5,857.5,857.5,0
2024-09-09 00:00:00+00:00,854.4000244140625,854.4000244140625,816.510009765625,816.510009765625,82
2024-09-10 00:00:00+00:00,816.510009765625,816.510009765625,816.510009765625,816.510009765625,0
2024-09-11 00:00:00+00:00,816.510009765625,816.510009765625,816.510009765625,816.510009765625,0
2024-09-12 00:00:00+00:00,816.510009765625,816.510009765625,816.510009765625,816.510009765625,0
2024-09-13 00:00:00+00:00,809.510009765625,809.510009765625,809.510009765625,809.510009765625,54
2024-09-16 00:00:00+00:00,807.739990234375,809.2999877929688,805.0399780273438,805.0399780273438,173
2024-09-17 00:00:00+00:00,835.0,835.0,835.0,835.0,77
2024-09-18 00:00:00+00:00,836.6599731445312,860.0,836.6599731445312,851.4199829101562,77
2024-09-19 00:00:00+00:00,851.4199829101562,851.4199829101562,851.4199829101562,851.4199829101562,0
2024-09-20 00:00:00+00:00,822.0,822.0,822.0,822.0,212
2024-09-23 00:00:00+00:00,822.0,822.0,822.0,822.0,0
2024-09-24 00:00:00+00:00,832.6799926757812,832.6799926757812,832.6799926757812,832.6799926757812,97
2024-09-25 00:00:00+00:00,821.5999755859375,821.5999755859375,821.5999755859375,821.5999755859375,83
2024-09-26 00:00:00+00:00,821.5999755859375,821.5999755859375,821.5999755859375,821.5999755859375,0
2024-09-27 00:00:00+00:00,821.5999755859375,821.5999755859375,821.5999755859375,821.5999755859375,0
2024-09-30 00:00:00+00:00,832.3599853515625,832.3599853515625,832.3599853515625,832.3599853515625,35
2024-10-01 00:00:00+00:00,842.5,844.5,842.5,844.5,80
2024-10-02 00:00:00+00:00,834.0,834.0,830.0,832.0,141
2024-10-03 00:00:00+00:00,832.0,832.0,832.0,832.0,0
2024-10-04 00:00:00+00:00,832.0,832.0,832.0,832.0,0
2024-10-07 00:00:00+00:00,832.0,832.0,832.0,832.0,0
2024-10-08 00:00:00+00:00,832.0,832.0,832.0,832.0,0
2024-10-09 00:00:00+00:00,832.0,832.0,832.0,832.0,0
2024-10-10 00:00:00+00:00,834.5900268554688,834.5900268554688,834.5900268554688,834.5900268554688,29
2024-10-11 00:00:00+00:00,834.5900268554688,834.5900268554688,834.5900268554688,834.5900268554688,0
2024-10-14 00:00:00+00:00,834.5900268554688,834.5900268554688,834.5900268554688,834.5900268554688,0
2024-10-15 00:00:00+00:00,850.0,850.0,834.5900268554688,834.5900268554688,68
2024-10-16 00:00:00+00:00,834.5900268554688,834.5900268554688,834.5900268554688,834.5900268554688,0
2024-10-17 00:00:00+00:00,830.5499877929688,872.0599975585938,830.5499877929688,872.0599975585938,61
2024-10-18 00:00:00+00:00,872.0599975585938,872.0599975585938,872.0599975585938,872.0599975585938,0
2024-10-21 00:00:00+00:00,868.0,868.0,868.0,868.0,54
2024-10-22 00:00:00+00:00,863.6699829101562,863.6699829101562,863.6699829101562,863.6699829101562,34
2024-10-23 00:00:00+00:00,837.5,837.5,837.5,837.5,28
2024-10-24 00:00:00+00:00,837.5,837.5,837.5,837.5,0
2024-10-25 00:00:00+00:00,837.5,837.5,837.5,837.5,0
2024-10-28 00:00:00+00:00,837.5,837.5,837.5,837.5,0
2024-10-29 00:00:00+00:00,837.5,837.5,837.5,837.5,0
2024-10-30 00:00:00+00:00,841.5499877929688,841.5499877929688,841.5499877929688,841.5499877929688,27
2024-10-31 00:00:00+00:00,841.5499877929688,841.5499877929688,841.5499877929688,841.5499877929688,0
2024-11-01 00:00:00+00:00,841.010009765625,856.7570190429688,841.010009765625,847.719970703125,71
2024-11-04 00:00:00+00:00,847.719970703125,847.719970703125,847.719970703125,847.719970703125,0
2024-11-05 00:00:00+00:00,847.719970703125,847.719970703125,847.719970703125,847.719970703125,0
2024-11-06 00:00:00+00:00,879.9500122070312,879.9500122070312,862.844970703125,879.9500122070312,234
2024-11-07 00:00:00+00:00,880.0,880.0,880.0,880.0,123
2024-11-08 00:00:00+00:00,880.0,880.0,853.6199951171875,880.0,335
2024-11-11 00:00:00+00:00,880.0,880.0,880.0,880.0,96
2024-11-12 00:00:00+00:00,876.75,925.0,876.75,917.5,628
2024-11-13 00:00:00+00:00,935.0,1017.0,935.0,1017.0,2123
2024-11-14 00:00:00+00:00,1021.0,1055.0,966.0,1055.0,1046
2024-11-15 00:00:00+00:00,1040.02001953125,1055.9998779296875,1040.0,1051.7099609375,1468
2024-11-18 00:00:00+00:00,1060.0,1060.0,975.8699951171875,1050.0,527
2024-11-19 00:00:00+00:00,1038.780029296875,1050.3399658203125,1035.0,1040.0,529
2024-11-20 00:00:00+00:00,1029.699951171875,1049.8900146484375,1029.699951171875,1049.8900146484375,71
2024-11-21 00:00:00+00:00,1049.8900146484375,1049.8900146484375,1049.8900146484375,1049.8900146484375,0
2024-11-22 00:00:00+00:00,1049.8900146484375,1049.8900146484375,1049.8900146484375,1049.8900146484375,0
2024-11-25 00:00:00+00:00,1049.8900146484375,1049.8900146484375,1049.8900146484375,1049.8900146484375,0
2024-11-26 00:00:00+00:00,1027.06005859375,1059.989990234375,1027.06005859375,1059.989990234375,291
2024-11-27 00:00:00+00:00,1047.050048828125,1075.010009765625,1047.050048828125,1075.010009765625,588
2024-11-29 00:00:00+00:00,1075.010009765625,1075.010009765625,1075.010009765625,1075.010009765625,0
2024-12-02 00:00:00+00:00,1068.969970703125,1085.0,1061.2099609375,1080.199951171875,804
2024-12-03 00:00:00+00:00,1080.0,1125.0,1080.0,1124.969970703125,672
2024-12-04 00:00:00+00:00,1131.969970703125,1140.0,1129.9100341796875,1140.0,211
2024-12-05 00:00:00+00:00,1139.949951171875,1139.949951171875,1099.9599609375,1100.0,334
2024-12-06 00:00:00+00:00,1096.949951171875,1149.989990234375,1096.949951171875,1135.0,138
2024-12-09 00:00:00+00:00,1135.0,1135.0,1135.0,1135.0,0
2024-12-10 00:00:00+00:00,1115.050048828125,1115.050048828125,1077.9200439453125,1105.5799560546875,253
2024-12-11 00:00:00+00:00,1102.0,1139.68994140625,1102.0,1132.1300048828125,462
2024-12-12 00:00:00+00:00,1117.1700439453125,1177.77001953125,1117.1700439453125,1175.0,635
2024-12-13 00:00:00+00:00,1160.0,1165.699951171875,1146.579345703125,1165.699951171875,268
2024-12-16 00:00:00+00:00,1155.68994140625,1200.0,1155.68994140625,1200.0,548
2024-12-17 00:00:00+00:00,1199.6400146484375,1317.8900146484375,1199.6400146484375,1317.8900146484375,1502
2024-12-18 00:00:00+00:00,1295.0,1295.0,1199.3699951171875,1199.3699951171875,150
2024-12-19 00:00:00+00:00,1258.72998046875,1258.72998046875,1258.72998046875,1258.72998046875,64
2024-12-20 00:00:00+00:00,1268.2900390625,1298.68994140625,1268.2900390625,1298.68994140625,287
2024-12-23 00:00:00+00:00,1276.1500244140625,1276.1500244140625,1276.1500244140625,1276.1500244140625,168
2024-12-24 00:00:00+00:00,1279.6500244140625,1316.9599609375,1279.6500244140625,1297.5400390625,539
2024-12-26 00:00:00+00:00,1330.6500244140625,1330.6600341796875,1330.6400146484375,1330.6400146484375,269
2024-12-27 00:00:00+00:00,1275.989990234375,1275.989990234375,1268.3199462890625,1268.3199462890625,194
2024-12-30 00:00:00+00:00,1241.9000244140625,1272.800048828125,1241.9000244140625,1241.9000244140625,229
2024-12-31 00:00:00+00:00,1225.18994140625,1274.989990234375,1225.18994140625,1274.989990234375,178
2025-01-02 00:00:00+00:00,1270.02001953125,1270.02001953125,1270.02001953125,1270.02001953125,197
2025-01-03 00:00:00+00:00,1242.0999755859375,1305.0,1242.0999755859375,1287.0,1317
2025-01-06 00:00:00+00:00,1287.0999755859375,1295.0,1231.260009765625,1253.949951171875,411
2025-01-07 00:00:00+00:00,1232.510009765625,1232.510009765625,1152.0,1170.0,1332
2025-01-08 00:00:00+00:00,1135.0,1140.0,1110.0,1130.0,953
2025-01-10 00:00:00+00:00,1110.0400390625,1138.0,1063.0,1067.0,2232
2025-01-13 00:00:00+00:00,1075.010009765625,1075.010009765625,1041.989990234375,1075.010009765625,407
2025-01-14 00:00:00+00:00,1059.0,1089.780029296875,1059.0,1089.780029296875,401
2025-01-15 00:00:00+00:00,1054.510009765625,1063.0,1037.7099609375,1059.0,549
2025-01-16 00:00:00+00:00,1050.0,1050.0,1029.989990234375,1046.0,567
2025-01-17 00:00:00+00:00,1025.4000244140625,1058.6300048828125,1023.5599975585938,1054.0,163
2025-01-21 00:00:00+00:00,1083.0799560546875,1095.0,1073.0,1083.0,480
2025-01-22 00:00:00+00:00,1064.0,1084.0,1064.0,1079.0,642
2025-01-23 00:00:00+00:00,1066.530029296875,1077.6514892578125,1053.4100341796875,1053.4100341796875,181
2025-01-24 00:00:00+00:00,1053.4100341796875,1053.4100341796875,1053.4100341796875,1053.4100341796875,0
2025-01-27 00:00:00+00:00,1082.6600341796875,1152.5,1082.6600341796875,1134.0,410
2025-01-28 00:00:00+00:00,1134.0,1134.0,1134.0,1134.0,0
2025-01-29 00:00:00+00:00,1120.469970703125,1140.0,1120.469970703125,1130.02001953125,669
2025-01-30 00:00:00+00:00,1114.3299560546875,1158.9100341796875,1114.3299560546875,1158.9100341796875,94
2025-01-31 00:00:00+00:00,1118.0,1118.0,1109.9100341796875,1109.9100341796875,117
2025-02-03 00:00:00+00:00,1080.9100341796875,1125.0,1080.9100341796875,1125.0,98
2025-02-04 00:00:00+00:00,1125.0,1125.0,1125.0,1125.0,0
2025-02-05 00:00:00+00:00,1125.0,1125.0,1125.0,1125.0,0
2025-02-06 00:00:00+00:00,1125.0,1125.0,1125.0,1125.0,0
2025-02-07 00:00:00+00:00,1129.6700439453125,1148.3399658203125,1129.6700439453125,1148.3399658203125,51
2025-02-10 00:00:00+00:00,1152.3199462890625,1172.760009765625,1152.3199462890625,1172.760009765625,44
2025-02-11 00:00:00+00:00,1197.699951171875,1197.699951171875,1186.0,1186.0,132
2025-02-12 00:00:00+00:00,1184.989990234375,1184.989990234375,1179.0,1179.0,126
2025-02-13 00:00:00+00:00,1162.1500244140625,1183.18994140625,1162.1500244140625,1178.0,126
2025-02-14 00:00:00+00:00,1165.68994140625,1186.0,1165.68994140625,1178.8399658203125,464
2025-02-18 00:00:00+00:00,1185.1099853515625,1190.739990234375,1175.0,1180.2198486328125,119
2025-02-19 00:00:00+00:00,1179.0,1230.0,1179.0,1230.0,1321
2025-02-20 00:00:00+00:00,1243.9000244140625,1243.9000244140625,1195.0,1214.5400390625,1769
2025-02-21 00:00:00+00:00,1201.0,1201.0,1170.0,1183.0,990
2025-02-24 00:00:00+00:00,1197.0,1197.0,1159.97998046875,1159.97998046875,173
2025-02-25 00:00:00+00:00,1159.97998046875,1173.0,1158.0,1161.0999755859375,355
2025-02-26 00:00:00+00:00,1162.199951171875,1190.0,1162.199951171875,1184.0,191
2025-02-27 00:00:00+00:00,1146.2099609375,1179.7900390625,1142.31005859375,1179.7900390625,99
2025-02-28 00:00:00+00:00,1184.0,1184.0,1184.0,1184.0,75
2025-03-03 00:00:00+00:00,1161.1600341796875,1161.1600341796875,1085.0,1089.989990234375,852
2025-03-04 00:00:00+00:00,1074.52001953125,1087.0,1074.27001953125,1086.9599609375,136
2025-03-05 00:00:00+00:00,1101.9200439453125,1101.9200439453125,1101.9200439453125,1101.9200439453125,63
2025-03-06 00:00:00+00:00,1070.0,1079.9998779296875,1065.5,1065.5,117
2025-03-07 00:00:00+00:00,1065.5,1065.5,1055.8800048828125,1055.8900146484375,152
2025-03-10 00:00:00+00:00,1055.0,1066.969970703125,1025.0,1025.0,210
2025-03-11 00:00:00+00:00,1025.0,1025.0,1025.0,1025.0,0
2025-03-12 00:00:00+00:00,1036.9000244140625,1088.739990234375,1036.9000244140625,1088.739990234375,86
2025-03-13 00:00:00+00:00,1078.4000244140625,1078.4000244140625,1039.0,1039.0,93
2025-03-14 00:00:00+00:00,1039.0,1039.0,1039.0,1039.0,0
2025-03-17 00:00:00+00:00,1051.0699462890625,1058.989990234375,1036.219970703125,1036.219970703125,90
2025-03-18 00:00:00+00:00,1021.0,1038.0899658203125,1021.0,1038.0899658203125,55
2025-03-19 00:00:00+00:00,1038.0899658203125,1038.0899658203125,1038.0899658203125,1038.0899658203125,0
2025-03-20 00:00:00+00:00,1079.31005859375,1079.31005859375,1079.31005859375,1079.31005859375,41
2025-03-21 00:00:00+00:00,1047.5799560546875,1090.0,1047.5799560546875,1090.0,274
2025-03-24 00:00:00+00:00,1090.0,1090.030029296875,1085.0,1085.0,273
2025-03-25 00:00:00+00:00,1029.0731201171875,1073.4300537109375,1029.0731201171875,1073.4300537109375,179
2025-03-26 00:00:00+00:00,1077.3299560546875,1077.3299560546875,1004.7000732421875,1050.0,105
2025-03-27 00:00:00+00:00,1065.0,1065.0,1065.0,1065.0,125
