"('date', '')","('open', 'ACM')","('high', 'ACM')","('low', 'ACM')","('close', 'ACM')","('volume', 'ACM')"
2024-01-02 00:00:00+00:00,90.20444987884441,91.01063648780833,89.5457379851164,90.03731536865234,552100
2024-01-03 00:00:00+00:00,89.14047253977458,89.18975165323516,87.70161115018267,87.8790054321289,471400
2024-01-04 00:00:00+00:00,87.90857679168913,88.23380092060364,87.38625123133787,87.5045166015625,457400
2024-01-05 00:00:00+00:00,87.3074012986609,88.450610570839,86.83435489005674,87.4355239868164,1252800
2024-01-08 00:00:00+00:00,87.56364822955197,87.7706069946289,86.90335014302968,87.7706069946289,652100
2024-01-09 00:00:00+00:00,87.07088470458984,87.29755811850167,85.9769544631054,87.07088470458984,1016200
2024-01-10 00:00:00+00:00,87.1792979467334,88.05641215389589,86.61755056103452,88.03670501708984,892400
2024-01-11 00:00:00+00:00,87.49465301569482,88.37176710504114,87.16942891004405,88.26335906982422,977600
2024-01-12 00:00:00+00:00,88.88424867862759,89.34744531073073,88.283079541507,89.19961547851562,788700
2024-01-16 00:00:00+00:00,88.47031571595728,88.78568248758225,87.32711398841809,87.54393005371094,893600
2024-01-17 00:00:00+00:00,86.64710397633812,87.43552468892555,86.12477844979722,86.14449310302734,486900
2024-01-18 00:00:00+00:00,86.52884262018607,87.64247987649239,86.52884262018607,87.16942596435547,435300
2024-01-19 00:00:00+00:00,87.25813364201308,87.57350043496143,86.34159772517292,87.21871185302734,908900
2024-01-22 00:00:00+00:00,87.22857173904004,87.81988355329841,87.13987083148557,87.49465942382812,456200
2024-01-23 00:00:00+00:00,87.96771521033901,87.96771521033901,86.16420774836378,86.98219299316406,666500
2024-01-24 00:00:00+00:00,87.56363369640705,87.86915064847429,86.50912539092695,86.89347839355469,627000
2024-01-25 00:00:00+00:00,87.78046232423561,88.1451082461789,86.95262728277004,87.46509552001953,422600
2024-01-26 00:00:00+00:00,87.72133763695346,88.21409876228573,87.55379313994756,88.06626892089844,409600
2024-01-29 00:00:00+00:00,87.86917041742838,88.4999040774357,87.5439462592857,88.322509765625,622700
2024-01-30 00:00:00+00:00,88.02684094778233,88.6181527528744,87.37640021786231,88.40133666992188,916400
2024-01-31 00:00:00+00:00,88.57872769068277,88.57872769068277,86.86392126359034,86.91320037841797,814500
2024-02-01 00:00:00+00:00,87.32712065865935,88.66743142017567,87.05117565227732,88.430908203125,2019200
2024-02-02 00:00:00+00:00,88.02683887500072,89.62338747819891,87.46509154555017,88.93351745605469,1122200
2024-02-05 00:00:00+00:00,87.57350356386922,88.2535162900286,86.79494012119315,87.46509552001953,975500
2024-02-06 00:00:00+00:00,87.58336373556908,88.66743669033474,84.23258663261693,87.30741119384766,1589900
2024-02-07 00:00:00+00:00,88.06626750294305,88.06626750294305,85.51376100497201,86.06565856933594,1140100
2024-02-08 00:00:00+00:00,86.0754951463163,87.57349292353662,85.87839373723105,87.20884704589844,929600
2024-02-09 00:00:00+00:00,87.23841556144197,88.2535096703436,87.23841556144197,88.24365234375,600300
2024-02-12 00:00:00+00:00,88.27322067111756,88.9433760490312,88.1155410333989,88.86453247070312,636800
2024-02-13 00:00:00+00:00,87.55379542229178,89.13063707961047,87.10045607744105,87.52423095703125,728600
2024-02-14 00:00:00+00:00,88.23379717917146,88.54916396746015,87.61292092942922,88.539306640625,472700
2024-02-15 00:00:00+00:00,89.0517821568853,89.68251573194664,88.82510875384577,89.38685607910156,514300
2024-02-16 00:00:00+00:00,89.17990950612389,89.55441278671987,87.8494559245383,87.89873504638672,574200
2024-02-20 00:00:00+00:00,87.16942914313718,87.25813004443235,85.81926864099492,86.57811737060547,740700
2024-02-21 00:00:00+00:00,86.70624304120753,87.14972500612397,86.19376730683474,86.83435821533203,549800
2024-02-22 00:00:00+00:00,87.50450114445839,88.51958762303069,87.10043350677006,87.9381332397461,409500
2024-02-23 00:00:00+00:00,87.95785017242619,88.41118945031414,87.03145696342982,88.23379516601562,544800
2024-02-26 00:00:00+00:00,87.96771622207848,88.92367398676295,87.7706072650138,88.17467498779297,366100
2024-02-27 00:00:00+00:00,88.59844345173401,89.05178274185369,87.80016539138346,88.10568237304688,479200
2024-02-28 00:00:00+00:00,88.03669187366611,88.65756809602765,87.7114677728847,87.91842651367188,529900
2024-02-29 00:00:00+00:00,88.12538448432636,88.73641089388465,87.17928416945144,87.54393005371094,1423500
2024-03-01 00:00:00+00:00,87.61292159104154,88.35206321157517,87.3468263970445,88.08596801757812,551600
