"('date', '')","('open', 'BBCP')","('high', 'BBCP')","('low', 'BBCP')","('close', 'BBCP')","('volume', 'BBCP')"
2025-09-26 00:00:00+00:00,7.125,7.289899826049805,7.070000171661377,7.159999847412109,37652
