"('date', '')","('open', 'ABR')","('high', 'ABR')","('low', 'ABR')","('close', 'ABR')","('volume', 'ABR')"
2024-01-02 00:00:00+00:00,12.134870108984735,12.393747091091846,11.973071995167793,12.159139633178711,5620700
2024-01-03 00:00:00+00:00,11.973072337972356,12.118690258819703,11.72228467574002,11.884082794189453,3427800
2024-01-04 00:00:00+00:00,11.867903006011817,12.070150840781597,11.770824137904034,11.981162071228027,2197200
2024-01-05 00:00:00+00:00,11.900261882572469,12.062059985940762,11.6171146230423,11.778913497924805,4068200
2024-01-08 00:00:00+00:00,11.738463246785313,11.892171245134938,11.576665150755662,11.875991821289062,3596200
2024-01-09 00:00:00+00:00,11.673744494129547,12.03779041822312,11.657564298096219,11.964981079101562,2494800
2024-01-10 00:00:00+00:00,11.989251143360285,12.26430831624138,11.940712096095531,12.248128890991211,2941200
2024-01-11 00:00:00+00:00,12.175319295055003,12.2723981590773,11.867902506560617,12.134869575500488,3263300
2024-01-12 00:00:00+00:00,12.28857929652055,12.39374827341289,11.811275008105941,11.900263786315918,3557800
2024-01-16 00:00:00+00:00,11.787003111049351,11.81127340578037,11.471496994688453,11.568575859069824,5063600
2024-01-17 00:00:00+00:00,11.382507166596412,11.600935184516686,11.23688925949711,11.398687362670898,5209100
2024-01-18 00:00:00+00:00,11.479586929327631,11.681834767044226,11.342059109473478,11.584755897521973,4268300
2024-01-19 00:00:00+00:00,11.68183476438553,11.851722978889374,11.366328631388583,11.843633651733398,3232800
2024-01-22 00:00:00+00:00,11.924531308475853,12.045880463653434,11.204529561448545,11.406777381896973,7071100
2024-01-23 00:00:00+00:00,11.479587246093587,11.503857542779565,11.236890451348154,11.253069877624512,4103800
2024-01-24 00:00:00+00:00,11.414867643640875,11.471497562636067,10.889023575995633,10.96992301940918,6067800
2024-01-25 00:00:00+00:00,11.018461227416992,11.107449991169663,10.897112843071149,11.018461227416992,4753300
2024-01-26 00:00:00+00:00,11.123631318109451,11.333969259106222,11.091271694226432,11.139811515808105,3736000
2024-01-29 00:00:00+00:00,11.164079840517891,11.560485383343275,11.107449926175544,11.528125762939453,4394500
2024-01-30 00:00:00+00:00,11.455316047469335,11.59284462254181,11.414866330416103,11.487675666809082,3573100
2024-01-31 00:00:00+00:00,11.32587818166004,11.366327900897385,10.735314903943165,10.759584426879883,8287000
2024-02-01 00:00:00+00:00,10.840482516214387,10.961831667460434,10.452167083861072,10.921381950378418,7711700
2024-02-02 00:00:00+00:00,10.824303495484527,10.945651879736497,10.298458696859495,10.395538330078125,13028000
2024-02-05 00:00:00+00:00,10.249919927625843,10.363178988419637,9.910143516758692,10.306549072265625,8865300
2024-02-06 00:00:00+00:00,10.314641538817238,10.524979512223245,10.128573865698824,10.160933494567871,4620100
2024-02-07 00:00:00+00:00,10.177111910387032,10.185202009677743,9.707896952726403,9.910144805908203,9332600
2024-02-08 00:00:00+00:00,9.893963322064097,10.007222382878291,9.64317644874484,9.804974555969238,5278600
2024-02-09 00:00:00+00:00,9.861603988250566,10.055762494097056,9.796884743473155,9.974863052368164,3931500
2024-02-12 00:00:00+00:00,9.99104385034888,10.427899164633352,9.982953751386466,10.249920845031738,8407300
2024-02-13 00:00:00+00:00,9.982952736607526,10.047671978699453,9.740255193005689,9.87778377532959,7454200
2024-02-14 00:00:00+00:00,9.926323713235334,10.363178988419637,9.82924407740395,10.306549072265625,5381900
2024-02-15 00:00:00+00:00,10.274189573243591,10.85666353760092,10.274189573243591,10.61396598815918,10852800
2024-02-16 00:00:00+00:00,10.921383491740526,11.487677296268657,10.541157331930002,11.317789077758789,12944800
2024-02-20 00:00:00+00:00,11.18025902594483,11.285427982887446,10.694864730264515,10.848572731018066,10606300
2024-02-21 00:00:00+00:00,10.759585179107866,10.856664049155974,10.524977716946374,10.5816068649292,5524200
2024-02-22 00:00:00+00:00,10.573515937651726,10.589696133815638,10.298458774978974,10.38744831085205,6680600
2024-02-23 00:00:00+00:00,10.395538249082625,10.64632511365318,10.24991957190346,10.52497673034668,4284700
2024-02-26 00:00:00+00:00,10.51688617474475,10.63823455277075,10.37126750390221,10.492616653442383,4305600
2024-02-27 00:00:00+00:00,10.638235920416157,10.848573856115376,10.53306772408082,10.711045265197754,3790500
2024-02-28 00:00:00+00:00,10.654416163744003,10.743404934686982,10.541157096759441,10.646326065063477,3021000
2024-02-29 00:00:00+00:00,10.800033765494403,10.864753005387582,10.686774709924242,10.840482711791992,4865000
2024-03-01 00:00:00+00:00,10.815408531234915,10.840483468855517,10.556307219229138,10.79869270324707,3756900
2024-03-04 00:00:00+00:00,10.781976403880254,10.807051342258347,10.405861096227236,10.447651863098145,5005400
2024-03-05 00:00:00+00:00,10.380787753873971,10.698396490607253,10.322281154007428,10.65660572052002,3242900
2024-03-06 00:00:00+00:00,10.840484825332025,10.890633112663203,10.589740997398163,10.698396682739258,3755100
2024-03-07 00:00:00+00:00,10.740185469795302,10.85719865001673,10.623171492481363,10.79033374786377,2359000
2024-03-08 00:00:00+00:00,10.865557724847452,10.999287538541532,10.70675377035887,10.748543739318848,2843500
2024-03-11 00:00:00+00:00,10.731827797110576,10.924064202979858,10.681678718961926,10.79869270324707,2607100
2024-03-12 00:00:00+00:00,10.798692147098903,10.915706125357659,10.64824571749372,10.88227367401123,2762200
2024-03-13 00:00:00+00:00,10.924064910279604,10.999288133826772,10.865558312895187,10.873916625976562,3034700
2024-03-14 00:00:00+00:00,10.815409317069667,10.865558398862088,10.506158904445476,10.598098754882812,3563800
2024-03-15 00:00:00+00:00,10.614814310087267,10.857199805459995,10.564666026681927,10.832125663757324,4404400
2024-03-18 00:00:00+00:00,10.781975818128812,10.865557347329903,10.664962633758329,10.69003677368164,2794900
2024-03-19 00:00:00+00:00,10.59809726863197,10.698394621058746,10.472724980279121,10.539589881896973,2637700
2024-03-20 00:00:00+00:00,10.539590331065872,10.9073481027294,10.464367911359389,10.848840713500977,3627000
2024-03-21 00:00:00+00:00,10.965854403831043,11.141374972672917,10.865557049791759,10.88227367401123,3930800
2024-03-22 00:00:00+00:00,10.907349003883105,10.949139771901107,10.67332181891194,10.781976699829102,1960000
2024-03-25 00:00:00+00:00,10.832125332016592,10.965855146458729,10.798692878406056,10.815408706665039,1837400
2024-03-26 00:00:00+00:00,10.907347028643102,10.932421166076121,10.706752334994036,10.740184783935547,2055200
2024-03-27 00:00:00+00:00,10.807051821784139,11.216599601687642,10.807051821784139,11.19152545928955,4615900
2024-03-28 00:00:00+00:00,11.091227199321608,11.224957010797707,10.990929043621982,11.07451057434082,2813800
2024-04-01 00:00:00+00:00,11.082869392422289,11.10794353394478,10.8404838987913,10.924064636230469,3281900
2024-04-02 00:00:00+00:00,10.840483644692366,10.890631926561884,10.723469658509211,10.815408706665039,3488800
2024-04-03 00:00:00+00:00,10.723469852028803,10.898990435924759,10.656604943601065,10.857199668884277,2182200
2024-04-04 00:00:00+00:00,10.949139278207468,10.98257173169589,10.723469619341204,10.773618698120117,3535700
2024-04-05 00:00:00+00:00,10.664963390585202,10.857199805459995,10.59809848131635,10.832125663757324,1613100
2024-04-08 00:00:00+00:00,10.890631436676456,10.940780513382721,10.773618252849388,10.807050704956055,1946000
2024-04-09 00:00:00+00:00,10.865557981710891,10.924064577312015,10.781976447629928,10.857199668884277,2519000
2024-04-10 00:00:00+00:00,10.573023245264878,10.681678919045096,10.188549629232014,10.313921928405762,6593100
2024-04-11 00:00:00+00:00,10.2219821419665,10.405861036894498,9.996313277498452,10.380786895751953,6988600
2024-04-12 00:00:00+00:00,10.180191216628941,10.347353470372335,10.121683829999379,10.196907043457031,3400200
2024-04-15 00:00:00+00:00,10.280489353615412,10.3222801195144,10.088252149317094,10.180191993713379,3707500
2024-04-16 00:00:00+00:00,10.155116973625427,10.155116973625427,9.987954708476654,10.088252067565918,4770100
2024-04-17 00:00:00+00:00,10.238698566537192,10.297205160419214,10.130042894261608,10.15511703491211,2448400
2024-04-18 00:00:00+00:00,10.22198187538466,10.522874749618422,10.171833594407403,10.43093490600586,4455200
2024-04-19 00:00:00+00:00,10.389144885524216,10.639887883339828,10.364069948068614,10.547948837280273,3149800
2024-04-22 00:00:00+00:00,10.547949728823488,10.740186946768793,10.497801443858707,10.664963722229004,2635800
2024-04-23 00:00:00+00:00,10.664962637124294,11.066152064394062,10.648246012441787,11.032719612121582,4736900
