"('date', '')","('open', 'APAM')","('high', 'APAM')","('low', 'APAM')","('close', 'APAM')","('volume', 'APAM')"
2024-01-02 00:00:00+00:00,38.189381832105,38.495245107517114,37.72621315748992,38.42533493041992,384000
2024-01-03 00:00:00+00:00,38.13695442586939,38.259299760822316,36.95719202892578,36.97467041015625,586400
2024-01-04 00:00:00+00:00,36.7474454180573,37.69125776188978,36.69501362139516,37.18439483642578,839900
2024-01-05 00:00:00+00:00,36.78240765342899,37.56891805717274,36.703756613054615,37.43783187866211,454500
2024-01-08 00:00:00+00:00,37.516481150481845,38.25055638148449,37.367916599595915,38.23307800292969,682900
2024-01-09 00:00:00+00:00,37.752433107659506,37.85730004212624,37.280526902069575,37.33296203613281,317900
2024-01-10 00:00:00+00:00,37.332964409277395,38.023342049866706,37.14070557248394,38.00586700439453,394800
2024-01-11 00:00:00+00:00,38.11947320512584,38.46029327958146,37.17566402460721,37.289268493652344,586600
2024-01-12 00:00:00+00:00,37.65630424985573,37.65630424985573,36.63384078935528,36.96592330932617,398600
2024-01-16 00:00:00+00:00,36.5901532777596,36.61637251685635,35.978423259515,36.20563888549805,555900
2024-01-17 00:00:00+00:00,35.628861669012515,36.17067810097312,35.35795178620219,36.06581115722656,443600
2024-01-18 00:00:00+00:00,36.327973806316884,36.33671466139639,35.52398848929351,36.039588928222656,554800
2024-01-19 00:00:00+00:00,36.135717294203545,36.590145111083984,35.71624623254306,36.590145111083984,593700
2024-01-22 00:00:00+00:00,36.80861974869795,37.69999700286258,36.80861974869795,37.23683166503906,497500
2024-01-23 00:00:00+00:00,37.34170387392517,37.54270024390729,36.35419707039549,36.362937927246094,379500
2024-01-24 00:00:00+00:00,36.852318630392546,36.957188908921985,36.092027446184495,36.14446258544922,348900
2024-01-25 00:00:00+00:00,36.75618990569764,36.9134919785484,36.3104995880672,36.5814094543457,328700
2024-01-26 00:00:00+00:00,36.79114253754954,36.95718546290871,36.126980837092134,36.42410659790039,524500
2024-01-29 00:00:00+00:00,36.72997175105163,37.35918006095468,36.494018634837985,37.2805290222168,783100
2024-01-30 00:00:00+00:00,37.02709231148985,37.39413155178682,36.69501315795861,36.904747009277344,731600
2024-01-31 00:00:00+00:00,37.40287439492681,37.80486711186625,36.467802785078135,36.61636734008789,769600
2024-02-01 00:00:00+00:00,36.97466479420947,38.451552780431214,36.97466479420947,38.43407440185547,852900
2024-02-02 00:00:00+00:00,38.12820840164342,38.65254638701825,37.33296056808448,37.42034912109375,798600
2024-02-05 00:00:00+00:00,36.957188049238624,37.12322765255779,36.27554458929367,36.65132141113281,611300
2024-02-06 00:00:00+00:00,36.52023633103507,37.00088006588307,36.371671782498176,36.96592330932617,401700
2024-02-07 00:00:00+00:00,37.10574437240749,37.48152114461531,36.70375170146969,37.201873779296875,869300
2024-02-08 00:00:00+00:00,37.315484603247626,37.35044136017518,36.76492734944806,37.04457473754883,369400
2024-02-09 00:00:00+00:00,37.210616384093136,37.822342940950136,36.92222814986651,37.45530700683594,406700
2024-02-12 00:00:00+00:00,37.402873652186734,38.26803506235524,37.38539527349385,37.90973663330078,566200
2024-02-13 00:00:00+00:00,36.61636826710719,36.93096909681157,35.812379479213725,36.126983642578125,792000
2024-02-14 00:00:00+00:00,36.53914474775572,36.80794943782629,36.18074419098432,36.66458511352539,485700
2024-02-15 00:00:00+00:00,37.01402891786501,38.25947737813852,36.673545498439836,38.134037017822266,523800
2024-02-16 00:00:00+00:00,37.67707805245702,38.0982022616954,37.399318185081945,37.74876022338867,419500
2024-02-20 00:00:00+00:00,37.336589028155196,37.79355425495257,37.30075136600902,37.596431732177734,393000
2024-02-21 00:00:00+00:00,37.44411289268076,37.506833074973876,36.915468914786246,37.29179000854492,378000
2024-02-22 00:00:00+00:00,37.59643247701105,38.25051682154797,37.55163283494565,38.16987609863281,339500
2024-02-23 00:00:00+00:00,38.16988025865607,38.259482970546,37.74875947575227,37.775638580322266,239100
2024-02-26 00:00:00+00:00,37.524749173877844,37.96379039796431,37.381388285891404,37.71290969848633,318500
2024-02-27 00:00:00+00:00,37.99963840983708,38.02651751311742,37.64123441546147,37.73979568481445,261600
2024-02-28 00:00:00+00:00,37.33659050833397,37.802514314640675,37.33659050833397,37.54267501831055,395500
2024-02-29 00:00:00+00:00,37.91003991595454,38.62684450175736,37.7935581026385,38.59100341796875,664600
2024-03-01 00:00:00+00:00,38.58204089128131,39.17340504104857,38.16987530605468,39.146522521972656,677900
2024-03-04 00:00:00+00:00,39.3257264195928,40.839979656854425,39.3257264195928,40.06045150756836,727700
2024-03-05 00:00:00+00:00,39.782687850496146,40.78621412006374,39.782687850496146,40.29341125488281,571700
2024-03-06 00:00:00+00:00,40.79517380304593,40.79517380304593,39.7110067862211,40.1231689453125,458900
2024-03-07 00:00:00+00:00,40.32029838362925,41.09086463295099,40.32029838362925,40.66078186035156,483900
2024-03-08 00:00:00+00:00,41.072939852898074,41.144618598606236,40.06045150756836,40.06045150756836,462500
2024-03-11 00:00:00+00:00,39.95292859995354,40.30237057607663,39.7110064431006,40.15005111694336,411800
2024-03-12 00:00:00+00:00,40.53533594837907,40.53533594837907,38.949404018177894,38.9583625793457,400100
