"('date', '')","('open', 'BBN')","('high', 'BBN')","('low', 'BBN')","('close', 'BBN')","('volume', 'BBN')"
2025-09-26 00:00:00+00:00,16.549999237060547,16.440000534057617,16.31999969482422,16.329999923706055,97765
