"('date', '')","('open', 'CMCL')","('high', 'CMCL')","('low', 'CMCL')","('close', 'CMCL')","('volume', 'CMCL')"
1984-11-19 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,28
1984-11-20 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,28
1984-11-21 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1984-11-23 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1984-11-26 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,40
1984-11-27 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,2
1984-11-28 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,26
1984-11-29 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,18
1984-11-30 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,68
1984-12-03 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,0
1984-12-04 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,0
1984-12-05 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,90
1984-12-06 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,6
1984-12-07 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1984-12-10 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1984-12-11 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,38
1984-12-12 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,36
1984-12-13 00:00:00+00:00,13.122990608215332,13.122990608215332,13.122990608215332,13.122990608215332,6
1984-12-14 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,70
1984-12-17 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,32
1984-12-18 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,28
1984-12-19 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,16
1984-12-20 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,2
1984-12-21 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,34
1984-12-24 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,12
1984-12-26 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,18
1984-12-27 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,10
1984-12-28 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,90
1984-12-31 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,28
1985-01-02 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,4
1985-01-03 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,110
1985-01-04 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1985-01-07 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1985-01-08 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,0
1985-01-09 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,2
1985-01-10 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-11 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-14 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-15 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-16 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-17 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-18 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-21 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-22 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-23 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-24 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-01-25 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,2
1985-01-28 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,2
1985-01-29 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,6
1985-01-30 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,4
1985-01-31 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-02-01 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,166
1985-02-04 00:00:00+00:00,14.997697830200195,14.997697830200195,14.997697830200195,14.997697830200195,6
1985-02-05 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,6
1985-02-06 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,2
1985-02-07 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-08 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,80
1985-02-11 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,2
1985-02-12 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-13 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-14 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-15 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-19 00:00:00+00:00,15.935057640075685,15.935057640075685,15.935057640075685,15.935057640075684,0
1985-02-20 00:00:00+00:00,18.747127532958984,18.747127532958984,18.747127532958984,18.747127532958984,204
1985-02-21 00:00:00+00:00,18.747127532958984,18.747127532958984,18.747127532958984,18.747127532958984,0
1985-02-22 00:00:00+00:00,18.747127532958984,18.747127532958984,18.747127532958984,18.747127532958984,2
1985-02-25 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,160
1985-02-26 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-02-27 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,14
1985-02-28 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,108
1985-03-01 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-03-04 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,2
1985-03-05 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-03-06 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
1985-03-07 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,2
1985-03-08 00:00:00+00:00,16.87241554260254,16.87241554260254,16.87241554260254,16.87241554260254,0
