"('date', '')","('open', 'AGM-A')","('high', 'AGM-A')","('low', 'AGM-A')","('close', 'AGM-A')","('volume', 'AGM-A')"
2024-02-01 00:00:00+00:00,143.75341796875,143.75341796875,143.75341796875,143.75341796875,0
2024-02-02 00:00:00+00:00,143.75341796875,143.75341796875,143.75341796875,143.75341796875,0
2024-02-05 00:00:00+00:00,143.75341796875,143.75341796875,143.75341796875,143.75341796875,0
2024-02-06 00:00:00+00:00,141.06800842285156,141.06800842285156,141.06800842285156,141.06800842285156,100
2024-02-07 00:00:00+00:00,141.06800842285156,141.06800842285156,141.06800842285156,141.06800842285156,0
2024-02-08 00:00:00+00:00,138.39191377470763,138.39191377470763,136.34056091308594,136.34056091308594,800
2024-02-09 00:00:00+00:00,136.34056091308594,136.34056091308594,136.34056091308594,136.34056091308594,0
2024-02-12 00:00:00+00:00,141.26382446289062,141.26382446289062,141.26382446289062,141.26382446289062,200
2024-02-13 00:00:00+00:00,131.2681148794883,131.2681148794883,130.02797540894804,130.77392578125,2600
2024-02-14 00:00:00+00:00,130.5221552413247,132.38702392578125,130.5221552413247,132.38702392578125,1900
2024-02-15 00:00:00+00:00,137.01189516260027,138.83013916015625,136.60162180359933,138.83013916015625,1400
2024-02-16 00:00:00+00:00,138.83013916015625,138.83013916015625,138.83013916015625,138.83013916015625,0
2024-02-20 00:00:00+00:00,138.83013916015625,138.83013916015625,138.83013916015625,138.83013916015625,0
2024-02-21 00:00:00+00:00,130.6433868408203,130.6433868408203,130.6433868408203,130.6433868408203,400
2024-02-22 00:00:00+00:00,135.20298720219844,136.6016387939453,135.20298720219844,136.6016387939453,400
2024-02-23 00:00:00+00:00,136.6016387939453,136.6016387939453,136.6016387939453,136.6016387939453,0
2024-02-26 00:00:00+00:00,136.6016387939453,136.6016387939453,136.6016387939453,136.6016387939453,0
2024-02-27 00:00:00+00:00,129.5990447998047,129.5990447998047,129.5990447998047,129.5990447998047,100
2024-02-28 00:00:00+00:00,130.5408172607422,130.5408172607422,130.5408172607422,130.5408172607422,100
2024-02-29 00:00:00+00:00,131.9674530029297,131.9674530029297,131.9674530029297,131.9674530029297,200
2024-03-01 00:00:00+00:00,131.9674530029297,131.9674530029297,131.9674530029297,131.9674530029297,0
2024-03-04 00:00:00+00:00,141.20785522460938,141.20785522460938,141.20785522460938,141.20785522460938,300
2024-03-05 00:00:00+00:00,139.76258714013417,148.25706481933594,139.76258714013417,148.25706481933594,300
2024-03-06 00:00:00+00:00,142.61582946777344,142.61582946777344,142.61582946777344,142.61582946777344,300
2024-03-07 00:00:00+00:00,142.61582946777344,142.61582946777344,142.61582946777344,142.61582946777344,0
2024-03-08 00:00:00+00:00,142.61582946777344,142.61582946777344,142.61582946777344,142.61582946777344,0
2024-03-11 00:00:00+00:00,142.61582946777344,142.61582946777344,142.61582946777344,142.61582946777344,0
2024-03-12 00:00:00+00:00,142.61582946777344,142.61582946777344,142.61582946777344,142.61582946777344,0
2024-03-13 00:00:00+00:00,141.26382446289062,141.26382446289062,141.26382446289062,141.26382446289062,500
2024-03-14 00:00:00+00:00,142.58139038085938,142.58139038085938,142.58139038085938,142.58139038085938,0
2024-03-15 00:00:00+00:00,142.61904564600107,147.75762939453125,142.61904564600107,147.75762939453125,600
2024-03-18 00:00:00+00:00,147.75762939453125,147.75762939453125,147.75762939453125,147.75762939453125,0
2024-03-19 00:00:00+00:00,147.75762939453125,147.75762939453125,147.75762939453125,147.75762939453125,0
2024-03-20 00:00:00+00:00,147.75762939453125,147.75762939453125,147.75762939453125,147.75762939453125,0
2024-03-21 00:00:00+00:00,147.75762939453125,147.75762939453125,147.75762939453125,147.75762939453125,0
2024-03-22 00:00:00+00:00,147.75762939453125,147.75762939453125,147.75762939453125,147.75762939453125,0
2024-03-25 00:00:00+00:00,144.2377643426286,144.2377643426286,141.14144897460938,141.14144897460938,700
2024-03-26 00:00:00+00:00,141.14144897460938,141.14144897460938,141.14144897460938,141.14144897460938,0
2024-03-27 00:00:00+00:00,143.68251037597656,143.68251037597656,143.68251037597656,143.68251037597656,200
2024-03-28 00:00:00+00:00,146.92002868652344,146.92002868652344,146.92002868652344,146.92002868652344,100
2024-04-01 00:00:00+00:00,151.0327606201172,151.0327606201172,151.0327606201172,151.0327606201172,200
2024-04-02 00:00:00+00:00,139.05213928222656,139.05213928222656,139.05213928222656,139.05213928222656,300
2024-04-03 00:00:00+00:00,139.05213928222656,139.05213928222656,139.05213928222656,139.05213928222656,0
2024-04-04 00:00:00+00:00,137.92279052734375,137.92279052734375,137.92279052734375,137.92279052734375,300
2024-04-05 00:00:00+00:00,137.92279052734375,137.92279052734375,137.92279052734375,137.92279052734375,0
2024-04-08 00:00:00+00:00,137.92279052734375,137.92279052734375,137.92279052734375,137.92279052734375,0
2024-04-09 00:00:00+00:00,143.29664770334395,143.42840551196673,142.6002197265625,142.6002197265625,300
2024-04-10 00:00:00+00:00,136.4451999177132,136.4451999177132,134.3464813232422,134.3464813232422,300
2024-04-11 00:00:00+00:00,134.3464813232422,134.3464813232422,134.3464813232422,134.3464813232422,0
2024-04-12 00:00:00+00:00,134.3464813232422,134.3464813232422,134.3464813232422,134.3464813232422,0
2024-04-15 00:00:00+00:00,135.05233764648438,135.05233764648438,135.05233764648438,135.05233764648438,300
2024-04-16 00:00:00+00:00,135.05233764648438,135.05233764648438,135.05233764648438,135.05233764648438,0
2024-04-17 00:00:00+00:00,135.05233764648438,135.05233764648438,135.05233764648438,135.05233764648438,0
2024-04-18 00:00:00+00:00,131.9089813232422,131.9089813232422,131.9089813232422,131.9089813232422,200
2024-04-19 00:00:00+00:00,131.9089813232422,131.9089813232422,131.9089813232422,131.9089813232422,0
2024-04-22 00:00:00+00:00,131.9089813232422,131.9089813232422,131.9089813232422,131.9089813232422,0
2024-04-23 00:00:00+00:00,139.62623855736666,142.11082458496094,139.62623855736666,142.11082458496094,1200
2024-04-24 00:00:00+00:00,142.87313842773438,142.87313842773438,142.87313842773438,142.87313842773438,100
2024-04-25 00:00:00+00:00,140.52032470703125,140.52032470703125,140.52032470703125,140.52032470703125,300
2024-04-26 00:00:00+00:00,140.52032470703125,140.52032470703125,140.52032470703125,140.52032470703125,0
2024-04-29 00:00:00+00:00,140.52032470703125,140.52032470703125,140.52032470703125,140.52032470703125,0
2024-04-30 00:00:00+00:00,138.835693359375,138.835693359375,138.835693359375,138.835693359375,200
2024-05-01 00:00:00+00:00,137.77220153808594,137.77220153808594,137.77220153808594,137.77220153808594,100
2024-05-02 00:00:00+00:00,142.29905700683594,142.29905700683594,142.29905700683594,142.29905700683594,100
2024-05-03 00:00:00+00:00,142.29905700683594,142.29905700683594,142.29905700683594,142.29905700683594,0
2024-05-06 00:00:00+00:00,138.64747619628906,138.64747619628906,138.64747619628906,138.64747619628906,400
2024-05-07 00:00:00+00:00,133.83829857978418,133.8665313720703,133.83829857978418,133.8665313720703,600
2024-05-08 00:00:00+00:00,127.03390502929688,127.03390502929688,127.03390502929688,127.03390502929688,200
2024-05-09 00:00:00+00:00,127.03390502929688,127.03390502929688,127.03390502929688,127.03390502929688,0
2024-05-10 00:00:00+00:00,130.81725816355632,131.2689971923828,130.8078520198083,131.2689971923828,500
2024-05-13 00:00:00+00:00,133.4806671142578,133.4806671142578,133.4806671142578,133.4806671142578,100
2024-05-14 00:00:00+00:00,133.96063322366734,133.96063322366734,130.44081115722656,130.44081115722656,500
2024-05-15 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,200
2024-05-16 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-17 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-20 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-21 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-22 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-23 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-24 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-28 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-29 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-30 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-05-31 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-03 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-04 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-05 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-06 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-07 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-10 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-11 00:00:00+00:00,135.75819396972656,135.75819396972656,135.75819396972656,135.75819396972656,0
2024-06-12 00:00:00+00:00,131.48545837402344,131.48545837402344,131.48545837402344,131.48545837402344,300
2024-06-13 00:00:00+00:00,131.48545837402344,131.48545837402344,131.48545837402344,131.48545837402344,0
2024-06-14 00:00:00+00:00,132.81639099121094,132.81639099121094,132.81639099121094,132.81639099121094,0
2024-06-17 00:00:00+00:00,132.81639099121094,132.81639099121094,132.81639099121094,132.81639099121094,0
2024-06-18 00:00:00+00:00,126.89377262991925,126.89377262991925,118.59453582763672,118.59453582763672,6100
2024-06-20 00:00:00+00:00,119.76385167185876,127.15045828127849,119.76385167185876,120.50536346435547,12400
2024-06-21 00:00:00+00:00,122.25457209173464,122.25457209173464,117.9290771484375,117.9290771484375,8600
2024-06-24 00:00:00+00:00,122.63483416649603,123.58549179569367,117.88154602050781,117.88154602050781,12400
2024-06-25 00:00:00+00:00,120.34373954856696,120.34373954856696,116.1988791732387,116.446044921875,7700
2024-06-26 00:00:00+00:00,116.43654253130023,118.81318645969682,116.2749252319336,116.2749252319336,2400
2024-06-27 00:00:00+00:00,116.2749252319336,116.2749252319336,116.2749252319336,116.2749252319336,0
2024-06-28 00:00:00+00:00,120.57190704345703,120.57190704345703,120.57190704345703,120.57190704345703,500
2024-07-01 00:00:00+00:00,118.81318664550781,118.81318664550781,118.81318664550781,118.81318664550781,200
2024-07-02 00:00:00+00:00,118.81318664550781,118.81318664550781,118.81318664550781,118.81318664550781,0
2024-07-03 00:00:00+00:00,118.81318664550781,118.81318664550781,118.81318664550781,118.81318664550781,0
2024-07-05 00:00:00+00:00,122.9485561077716,123.58549499511719,122.9485561077716,123.58549499511719,1300
2024-07-08 00:00:00+00:00,125.48679591587612,133.09205627441406,125.48679591587612,133.09205627441406,3400
2024-07-09 00:00:00+00:00,133.09205627441406,133.09205627441406,133.09205627441406,133.09205627441406,0
2024-07-10 00:00:00+00:00,133.09205627441406,133.09205627441406,133.09205627441406,133.09205627441406,500
2024-07-11 00:00:00+00:00,133.0920598278307,138.79600524902344,133.0920598278307,138.79600524902344,1200
2024-07-12 00:00:00+00:00,144.9847869873047,144.9847869873047,144.9847869873047,144.9847869873047,500
2024-07-15 00:00:00+00:00,144.5094612526902,150.66021728515625,144.5094612526902,150.66021728515625,2500
2024-07-16 00:00:00+00:00,154.71001158627507,154.71951293945312,154.71001158627507,154.71951293945312,2300
2024-07-17 00:00:00+00:00,152.61857384635283,156.44973754882812,152.61857384635283,156.44973754882812,3000
2024-07-18 00:00:00+00:00,158.7598091694846,159.23513793945312,158.7598091694846,159.23513793945312,1500
2024-07-19 00:00:00+00:00,159.23513793945312,159.23513793945312,159.23513793945312,159.23513793945312,400
2024-07-22 00:00:00+00:00,154.98570251464844,154.98570251464844,154.98570251464844,154.98570251464844,400
2024-07-23 00:00:00+00:00,159.23513793945312,159.23513793945312,159.23513793945312,159.23513793945312,200
2024-07-24 00:00:00+00:00,159.23513793945312,159.23513793945312,159.23513793945312,159.23513793945312,400
2024-07-25 00:00:00+00:00,159.23513793945312,159.23513793945312,159.23513793945312,159.23513793945312,500
2024-07-26 00:00:00+00:00,157.8091583251953,157.8091583251953,157.8091583251953,157.8091583251953,400
2024-07-29 00:00:00+00:00,157.8091583251953,157.8091583251953,157.8091583251953,157.8091583251953,300
2024-07-30 00:00:00+00:00,157.8091583251953,157.8091583251953,157.8091583251953,157.8091583251953,0
2024-07-31 00:00:00+00:00,154.46285202156216,156.44973754882812,154.46285202156216,156.44973754882812,700
2024-08-01 00:00:00+00:00,156.44973754882812,156.44973754882812,156.44973754882812,156.44973754882812,400
2024-08-02 00:00:00+00:00,156.44973754882812,156.44973754882812,156.44973754882812,156.44973754882812,300
2024-08-05 00:00:00+00:00,136.04861042512448,137.98794555664062,133.36774901633146,137.98794555664062,1400
2024-08-06 00:00:00+00:00,144.49996347630423,144.49996347630423,129.80278975592773,130.46826171875,1600
2024-08-07 00:00:00+00:00,132.00830537554924,132.00830537554924,130.24008178710938,130.24008178710938,700
2024-08-08 00:00:00+00:00,140.63077252078168,140.63077252078168,130.7439392328256,131.01963806152344,1700
2024-08-09 00:00:00+00:00,130.71542358398438,130.71542358398438,130.71542358398438,130.71542358398438,1500
2024-08-12 00:00:00+00:00,130.71542358398438,130.71542358398438,130.71542358398438,130.71542358398438,0
2024-08-13 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,400
2024-08-14 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,0
2024-08-15 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,0
2024-08-16 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,0
2024-08-19 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,0
2024-08-20 00:00:00+00:00,131.6565704345703,131.6565704345703,131.6565704345703,131.6565704345703,0
2024-08-21 00:00:00+00:00,138.79600524902344,138.79600524902344,138.79600524902344,138.79600524902344,200
2024-08-22 00:00:00+00:00,138.79600524902344,138.79600524902344,138.79600524902344,138.79600524902344,400
2024-08-23 00:00:00+00:00,140.3265873002789,143.54931640625,140.3265873002789,143.54931640625,1100
2024-08-26 00:00:00+00:00,145.098876953125,145.098876953125,145.098876953125,145.098876953125,500
2024-08-27 00:00:00+00:00,145.098876953125,145.098876953125,145.098876953125,145.098876953125,0
2024-08-28 00:00:00+00:00,145.098876953125,145.098876953125,145.098876953125,145.098876953125,0
2024-08-29 00:00:00+00:00,145.0703582763672,145.0703582763672,145.0703582763672,145.0703582763672,200
2024-08-30 00:00:00+00:00,145.4506072998047,145.4506072998047,145.4506072998047,145.4506072998047,300
2024-09-03 00:00:00+00:00,145.4506072998047,145.4506072998047,145.4506072998047,145.4506072998047,0
2024-09-04 00:00:00+00:00,145.4506072998047,145.4506072998047,145.4506072998047,145.4506072998047,0
2024-09-05 00:00:00+00:00,145.4506072998047,145.4506072998047,145.4506072998047,145.4506072998047,0
2024-09-06 00:00:00+00:00,145.4506072998047,145.4506072998047,145.4506072998047,145.4506072998047,0
2024-09-09 00:00:00+00:00,133.4343049633896,133.4343049633896,133.3392333984375,133.3392333984375,900
2024-09-10 00:00:00+00:00,135.93453178838928,138.09251403808594,135.93453178838928,138.09251403808594,1100
2024-09-11 00:00:00+00:00,138.09251403808594,138.09251403808594,138.09251403808594,138.09251403808594,0
2024-09-12 00:00:00+00:00,139.4899856305932,139.4899856305932,136.94223022460938,136.94223022460938,700
2024-09-13 00:00:00+00:00,136.94223022460938,136.94223022460938,136.94223022460938,136.94223022460938,400
2024-09-16 00:00:00+00:00,141.36776733398438,141.36776733398438,141.36776733398438,141.36776733398438,300
2024-09-17 00:00:00+00:00,141.36776733398438,141.36776733398438,141.36776733398438,141.36776733398438,0
2024-09-18 00:00:00+00:00,138.80459594726562,138.80459594726562,138.80459594726562,138.80459594726562,600
2024-09-19 00:00:00+00:00,143.9981231689453,143.9981231689453,143.9981231689453,143.9981231689453,300
2024-09-20 00:00:00+00:00,143.03814697265625,143.03814697265625,143.03814697265625,143.03814697265625,600
2024-09-23 00:00:00+00:00,143.03814697265625,143.03814697265625,143.03814697265625,143.03814697265625,0
2024-09-24 00:00:00+00:00,143.03814697265625,143.03814697265625,143.03814697265625,143.03814697265625,0
2024-09-25 00:00:00+00:00,143.03814697265625,143.03814697265625,143.03814697265625,143.03814697265625,0
2024-09-26 00:00:00+00:00,139.1981964111328,139.1981964111328,139.1981964111328,139.1981964111328,5600
2024-09-27 00:00:00+00:00,139.1981964111328,139.1981964111328,139.1981964111328,139.1981964111328,300
2024-09-30 00:00:00+00:00,137.52781677246094,137.52781677246094,137.52781677246094,137.52781677246094,200
2024-10-01 00:00:00+00:00,137.52781677246094,137.52781677246094,137.52781677246094,137.52781677246094,0
2024-10-02 00:00:00+00:00,140.25418605217672,141.3293674141285,140.25418605217672,141.2621612548828,1800
2024-10-03 00:00:00+00:00,141.2621612548828,141.2621612548828,141.2621612548828,141.2621612548828,0
2024-10-04 00:00:00+00:00,138.91018676757812,138.91018676757812,138.91018676757812,138.91018676757812,400
2024-10-07 00:00:00+00:00,138.91018676757812,138.91018676757812,138.91018676757812,138.91018676757812,0
2024-10-08 00:00:00+00:00,137.3550262451172,137.3550262451172,137.3550262451172,137.3550262451172,400
2024-10-09 00:00:00+00:00,135.7998430638642,138.2382049560547,135.7998430638642,138.2382049560547,400
2024-10-10 00:00:00+00:00,138.2382049560547,138.2382049560547,138.2382049560547,138.2382049560547,0
2024-10-11 00:00:00+00:00,135.39663696289062,135.39663696289062,135.39663696289062,135.39663696289062,500
2024-10-14 00:00:00+00:00,135.35826110839844,135.35826110839844,135.35826110839844,135.35826110839844,500
2024-10-15 00:00:00+00:00,136.4238402604062,136.4238402604062,133.4382781982422,133.4382781982422,3500
2024-10-16 00:00:00+00:00,141.11816654875312,141.11816654875312,136.423828125,136.423828125,1200
2024-10-17 00:00:00+00:00,136.42382265033112,141.1085662841797,136.42382265033112,141.1085662841797,600
2024-10-18 00:00:00+00:00,141.1085662841797,141.1085662841797,141.1085662841797,141.1085662841797,0
2024-10-21 00:00:00+00:00,139.24620324481975,139.24620324481975,138.6510009765625,138.6510009765625,1500
2024-10-22 00:00:00+00:00,139.19819119414748,139.31338500976562,139.19819119414748,139.31338500976562,1000
2024-10-23 00:00:00+00:00,139.21739371548367,139.35179138183594,138.88139222547952,139.35179138183594,500
2024-10-24 00:00:00+00:00,141.9245487478077,141.9245487478077,138.34379946767154,138.43980407714844,800
2024-10-25 00:00:00+00:00,138.823808791101,139.2174072265625,138.823808791101,139.2174072265625,500
2024-10-28 00:00:00+00:00,136.45262649871518,139.6589813232422,136.45262649871518,139.6589813232422,1200
2024-10-29 00:00:00+00:00,141.82856394631693,141.82856394631693,136.27022790577055,139.0157928466797,1200
2024-10-30 00:00:00+00:00,141.5021514892578,141.5021514892578,141.5021514892578,141.5021514892578,300
2024-10-31 00:00:00+00:00,137.51822342781085,139.51499938964844,137.51822342781085,139.51499938964844,800
2024-11-01 00:00:00+00:00,139.91818237304688,139.91818237304688,139.91818237304688,139.91818237304688,300
2024-11-04 00:00:00+00:00,139.91818237304688,139.91818237304688,139.91818237304688,139.91818237304688,0
2024-11-05 00:00:00+00:00,140.6477688136605,142.07815551757812,140.6477688136605,142.07815551757812,900
2024-11-06 00:00:00+00:00,153.5692127137153,157.53396606445312,153.55961811138647,157.53396606445312,1500
2024-11-07 00:00:00+00:00,157.53396606445312,157.53396606445312,157.53396606445312,157.53396606445312,0
2024-11-08 00:00:00+00:00,154.24119567871094,154.24119567871094,154.24119567871094,154.24119567871094,500
2024-11-11 00:00:00+00:00,156.8427734375,156.8427734375,156.8427734375,156.8427734375,200
2024-11-12 00:00:00+00:00,156.23797289797625,156.23797289797625,156.22837829589844,156.22837829589844,800
2024-11-13 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-14 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-15 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-18 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-19 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-20 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-21 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-22 00:00:00+00:00,156.22837829589844,156.22837829589844,156.22837829589844,156.22837829589844,0
2024-11-25 00:00:00+00:00,158.9163289629441,158.9163289629441,155.31637573242188,155.31637573242188,600
2024-11-26 00:00:00+00:00,155.2587969772867,155.2587969772867,153.5980224609375,153.5980224609375,600
2024-11-27 00:00:00+00:00,153.5980224609375,153.5980224609375,153.5980224609375,153.5980224609375,0
2024-11-29 00:00:00+00:00,158.4075469970703,158.4075469970703,158.4075469970703,158.4075469970703,300
2024-12-02 00:00:00+00:00,158.4075469970703,158.4075469970703,158.4075469970703,158.4075469970703,0
2024-12-03 00:00:00+00:00,158.4075469970703,158.4075469970703,158.4075469970703,158.4075469970703,0
2024-12-04 00:00:00+00:00,158.4075469970703,158.4075469970703,158.4075469970703,158.4075469970703,0
2024-12-05 00:00:00+00:00,157.14035326453478,160.31790948607832,157.14035326453478,159.0027313232422,600
2024-12-06 00:00:00+00:00,158.75314331054688,158.75314331054688,158.75314331054688,158.75314331054688,200
2024-12-09 00:00:00+00:00,155.50838142142757,155.51797602312183,154.52919006347656,154.52919006347656,600
2024-12-10 00:00:00+00:00,154.52919006347656,154.52919006347656,154.52919006347656,154.52919006347656,0
2024-12-11 00:00:00+00:00,154.52919006347656,154.52919006347656,154.52919006347656,154.52919006347656,0
2024-12-12 00:00:00+00:00,155.5179901123047,155.5179901123047,155.5179901123047,155.5179901123047,600
2024-12-13 00:00:00+00:00,158.64755249023438,158.64755249023438,158.64755249023438,158.64755249023438,200
2024-12-16 00:00:00+00:00,160.0030059814453,160.0030059814453,160.0030059814453,160.0030059814453,0
2024-12-17 00:00:00+00:00,152.72222900390625,152.72222900390625,152.72222900390625,152.72222900390625,200
2024-12-18 00:00:00+00:00,155.57836817488797,155.57836817488797,147.59080505371094,147.59080505371094,1300
2024-12-19 00:00:00+00:00,140.96840131614871,140.96840131614871,140.38748168945312,140.38748168945312,900
2024-12-20 00:00:00+00:00,149.10119302678726,152.66412353515625,149.10119302678726,152.66412353515625,800
2024-12-23 00:00:00+00:00,152.66412353515625,152.66412353515625,152.66412353515625,152.66412353515625,0
2024-12-24 00:00:00+00:00,152.66412353515625,152.66412353515625,152.66412353515625,152.66412353515625,0
2024-12-26 00:00:00+00:00,145.22843554695874,150.950439453125,145.06384509281355,150.950439453125,1000
2024-12-27 00:00:00+00:00,147.17449908948194,148.14268871126936,144.00852966308594,144.00852966308594,1700
2024-12-30 00:00:00+00:00,144.00852966308594,144.00852966308594,144.00852966308594,144.00852966308594,0
2024-12-31 00:00:00+00:00,144.00852966308594,144.00852966308594,144.00852966308594,144.00852966308594,0
2025-01-02 00:00:00+00:00,144.00852966308594,144.00852966308594,144.00852966308594,144.00852966308594,0
2025-01-03 00:00:00+00:00,144.00852966308594,144.00852966308594,144.00852966308594,144.00852966308594,600
2025-01-06 00:00:00+00:00,142.3529123032852,142.3529123032852,142.32386779785156,142.32386779785156,1600
2025-01-07 00:00:00+00:00,140.38748168945312,140.40684961658292,140.38748168945312,140.38748168945312,600
2025-01-08 00:00:00+00:00,140.38748168945312,140.38748168945312,140.38748168945312,140.38748168945312,0
2025-01-10 00:00:00+00:00,135.64335494294951,138.45109858532004,133.74569702148438,133.74569702148438,1800
2025-01-13 00:00:00+00:00,136.51473999023438,136.51473999023438,136.51473999023438,136.51473999023438,600
2025-01-14 00:00:00+00:00,137.48291015625,137.48291015625,137.48291015625,137.48291015625,600
2025-01-15 00:00:00+00:00,144.17311096191406,144.17311096191406,144.17311096191406,144.17311096191406,200
2025-01-16 00:00:00+00:00,143.29205322265625,143.29205322265625,143.29205322265625,143.29205322265625,700
2025-01-17 00:00:00+00:00,141.9365997314453,141.9365997314453,141.9365997314453,141.9365997314453,1400
2025-01-21 00:00:00+00:00,141.9365997314453,141.9365997314453,141.9365997314453,141.9365997314453,0
2025-01-22 00:00:00+00:00,145.3930206298828,145.3930206298828,145.3930206298828,145.3930206298828,300
2025-01-23 00:00:00+00:00,145.3930206298828,145.3930206298828,145.3930206298828,145.3930206298828,0
2025-01-24 00:00:00+00:00,145.3930206298828,145.3930206298828,145.3930206298828,145.3930206298828,0
2025-01-27 00:00:00+00:00,147.51336669921875,147.51336669921875,147.51336669921875,147.51336669921875,200
2025-01-28 00:00:00+00:00,147.51336669921875,147.51336669921875,147.51336669921875,147.51336669921875,0
2025-01-29 00:00:00+00:00,147.77476232697632,147.77476232697632,147.08734130859375,147.08734130859375,1000
2025-01-30 00:00:00+00:00,145.2284393310547,146.06108297415543,145.2284393310547,145.2284393310547,2800
2025-01-31 00:00:00+00:00,145.22844183648712,145.22844183648712,145.21876525878906,145.21876525878906,1100
