"('date', '')","('open', 'ASGN')","('high', 'ASGN')","('low', 'ASGN')","('close', 'ASGN')","('volume', 'ASGN')"
2024-01-02 00:00:00+00:00,96.0999984741211,96.87999725341797,95.01000213623047,95.66999816894531,222500
2024-01-03 00:00:00+00:00,94.69000244140625,95.30999755859375,92.56999969482422,92.6500015258789,263900
2024-01-04 00:00:00+00:00,92.91999816894531,93.43000030517578,91.75,92.05000305175781,267900
2024-01-05 00:00:00+00:00,91.29000091552734,92.19000244140625,90.69999694824219,90.94999694824219,190300
2024-01-08 00:00:00+00:00,90.66000366210938,91.3499984741211,90.30000305175781,90.93000030517578,359700
2024-01-09 00:00:00+00:00,89.81999969482422,89.81999969482422,88.58000183105469,88.6500015258789,269400
2024-01-10 00:00:00+00:00,88.43000030517578,89.8499984741211,88.0,89.37000274658203,322100
2024-01-11 00:00:00+00:00,89.2699966430664,90.05999755859375,87.95999908447266,89.97000122070312,326100
2024-01-12 00:00:00+00:00,90.7699966430664,91.47000122070312,89.77999877929688,89.95999908447266,243600
2024-01-16 00:00:00+00:00,89.16999816894531,90.41000366210938,88.98999786376953,90.18000030517578,263300
2024-01-17 00:00:00+00:00,89.30000305175781,90.88999938964844,88.7300033569336,90.2699966430664,237700
2024-01-18 00:00:00+00:00,90.5199966430664,91.51000213623047,90.18000030517578,91.5,190700
2024-01-19 00:00:00+00:00,91.80000305175781,93.37000274658203,91.20999908447266,93.36000061035156,287700
2024-01-22 00:00:00+00:00,93.95999908447266,94.94000244140625,93.56999969482422,94.87999725341797,245600
2024-01-23 00:00:00+00:00,95.81999969482422,96.16000366210938,93.94000244140625,94.0999984741211,230700
2024-01-24 00:00:00+00:00,94.9800033569336,95.2699966430664,93.87999725341797,93.91000366210938,167300
2024-01-25 00:00:00+00:00,95.20999908447266,96.26000213623047,94.48999786376953,94.91000366210938,195300
2024-01-26 00:00:00+00:00,95.44000244140625,96.12000274658203,94.83999633789062,95.91999816894531,133300
2024-01-29 00:00:00+00:00,95.66999816894531,96.12999725341797,95.05999755859375,96.11000061035156,179300
2024-01-30 00:00:00+00:00,95.12999725341797,96.68000030517578,94.80999755859375,95.95999908447266,168600
2024-01-31 00:00:00+00:00,95.29000091552734,95.80999755859375,92.7300033569336,92.81999969482422,279900
2024-02-01 00:00:00+00:00,93.18000030517578,94.22000122070312,92.37000274658203,94.1500015258789,184200
2024-02-02 00:00:00+00:00,92.86000061035156,94.18000030517578,92.51000213623047,93.62000274658203,159700
2024-02-05 00:00:00+00:00,92.5199966430664,93.98999786376953,91.77999877929688,93.4800033569336,189200
2024-02-06 00:00:00+00:00,93.5199966430664,95.4000015258789,93.44000244140625,94.66999816894531,183900
2024-02-07 00:00:00+00:00,94.51000213623047,94.79000091552734,93.26000213623047,94.37000274658203,225200
2024-02-08 00:00:00+00:00,97.48999786376953,98.26000213623047,90.38999938964844,95.56999969482422,443600
2024-02-09 00:00:00+00:00,94.9800033569336,95.08999633789062,93.29000091552734,94.41000366210938,222100
2024-02-12 00:00:00+00:00,94.68000030517578,97.68000030517578,94.68000030517578,97.25,258100
2024-02-13 00:00:00+00:00,94.18000030517578,95.19000244140625,91.58999633789062,92.16000366210938,310500
2024-02-14 00:00:00+00:00,93.31999969482422,95.7300033569336,93.2699966430664,95.19999694824219,234400
2024-02-15 00:00:00+00:00,95.62999725341797,97.69000244140625,95.05000305175781,97.44000244140625,230800
2024-02-16 00:00:00+00:00,96.62000274658203,97.86000061035156,96.37999725341797,96.81999969482422,221200
2024-02-20 00:00:00+00:00,95.61000061035156,96.54000091552734,94.69999694824219,95.08000183105469,188100
2024-02-21 00:00:00+00:00,94.7699966430664,95.16999816894531,93.95999908447266,94.77999877929688,184900
2024-02-22 00:00:00+00:00,94.77999877929688,95.63999938964844,94.44999694824219,95.62000274658203,228800
2024-02-23 00:00:00+00:00,95.1500015258789,96.63999938964844,94.91999816894531,96.05000305175781,183600
2024-02-26 00:00:00+00:00,95.58999633789062,96.9000015258789,95.5,95.94000244140625,171100
2024-02-27 00:00:00+00:00,96.6500015258789,98.7300033569336,96.4800033569336,98.33000183105469,217700
2024-02-28 00:00:00+00:00,97.51000213623047,99.20999908447266,97.44999694824219,97.88999938964844,188300
2024-02-29 00:00:00+00:00,98.98999786376953,99.5999984741211,97.94999694824219,99.31999969482422,288200
2024-03-01 00:00:00+00:00,99.18000030517578,100.97000122070312,98.27999877929688,100.76000213623047,264500
2024-03-04 00:00:00+00:00,100.77999877929688,102.6500015258789,100.77999877929688,102.04000091552734,167300
2024-03-05 00:00:00+00:00,101.31999969482422,102.05000305175781,98.61000061035156,98.91999816894531,178500
2024-03-06 00:00:00+00:00,100.19999694824219,100.19999694824219,98.94999694824219,99.95999908447266,144900
2024-03-07 00:00:00+00:00,100.70999908447266,102.58000183105469,100.33999633789062,102.5199966430664,258300
2024-03-08 00:00:00+00:00,103.25,104.19999694824219,102.75,103.2699966430664,236200
2024-03-11 00:00:00+00:00,102.38999938964844,102.62000274658203,100.72000122070312,101.63999938964844,199600
2024-03-12 00:00:00+00:00,101.43000030517578,103.20999908447266,100.37999725341797,102.66000366210938,215200
2024-03-13 00:00:00+00:00,102.27999877929688,104.29000091552734,102.27999877929688,103.19000244140625,246100
2024-03-14 00:00:00+00:00,102.41000366210938,103.05999755859375,100.22000122070312,100.9000015258789,250400
2024-03-15 00:00:00+00:00,100.51000213623047,102.5,100.51000213623047,102.38999938964844,544500
2024-03-18 00:00:00+00:00,102.38999938964844,102.61000061035156,101.41000366210938,101.5999984741211,161900
