"('date', '')","('open', 'ARR')","('high', 'ARR')","('low', 'ARR')","('close', 'ARR')","('volume', 'ARR')"
2024-01-02 00:00:00+00:00,14.54408727744502,14.54408727744502,14.127677215624532,14.294240951538086,1562900
2024-01-03 00:00:00+00:00,14.104964256286621,14.157963190318256,13.824834253914464,14.104964256286621,1428500
2024-01-04 00:00:00+00:00,14.13525012416941,14.226104000481286,13.991398755039512,13.998970031738281,1350200
2024-01-05 00:00:00+00:00,13.976253704511018,14.354808807373047,13.90811511454312,14.354808807373047,1124800
2024-01-08 00:00:00+00:00,14.347240130036832,14.869645174270396,14.263957538605439,14.86207389831543,1107800
2024-01-09 00:00:00+00:00,14.771218641772117,15.096776225025115,14.642509863371467,15.06649112701416,1419700
2024-01-10 00:00:00+00:00,15.111921198339003,15.233060177319281,14.960500001741973,15.127063751220703,1181800
2024-01-11 00:00:00+00:00,15.11191914215974,15.119490417570416,14.7030803784951,14.945355415344238,1589000
2024-01-12 00:00:00+00:00,14.999006397008051,15.25192775847278,14.94535663273469,15.167621612548828,1025500
2024-01-16 00:00:00+00:00,14.983678244004217,15.052656933565077,14.71542940887478,14.91469955444336,944500
2024-01-17 00:00:00+00:00,14.753748611158796,15.07564863933066,14.577470407167295,14.646449089050293,1197400
2024-01-18 00:00:00+00:00,14.700098707776158,14.815062689185938,14.378198682720974,14.592799186706543,1047100
2024-01-19 00:00:00+00:00,14.684771485829453,14.684771485829453,14.362871423536886,14.585136413574219,1158900
2024-01-22 00:00:00+00:00,14.69243454315612,14.845720829351967,14.439513194225428,14.569806098937988,1099100
2024-01-23 00:00:00+00:00,14.63878374098532,14.899369531887443,14.462505547682783,14.876376152038574,1535700
2024-01-24 00:00:00+00:00,15.029665011609133,15.106306700590965,14.876378709952442,14.91469955444336,926600
2024-01-25 00:00:00+00:00,15.04498995161917,15.228934067527307,14.930025975561286,15.221269607543945,889300
2024-01-26 00:00:00+00:00,15.221269607543945,15.37455442167237,15.152290929539962,15.221269607543945,932300
2024-01-29 00:00:00+00:00,15.228935352357274,15.581491770258657,15.228935352357274,15.543170928955078,1198600
2024-01-30 00:00:00+00:00,15.458865606489747,15.481858991774876,14.899373054504395,14.899373054504395,1399400
2024-01-31 00:00:00+00:00,14.88404114066246,15.121633560154887,14.600461959838867,14.600461959838867,1300300
2024-02-01 00:00:00+00:00,14.67710529336513,15.06031953842347,14.416519489777754,14.999005317687988,1468200
2024-02-02 00:00:00+00:00,14.74608077395634,14.945352313558644,14.585131527650256,14.807394981384277,1001300
2024-02-05 00:00:00+00:00,14.60812896046451,14.615793422019246,14.04097196203309,14.408857345581055,1645200
2024-02-06 00:00:00+00:00,14.393528124485817,14.58513525438759,14.293891598302919,14.44717788696289,1057200
2024-02-07 00:00:00+00:00,14.539147090555298,14.554476010314392,14.063962272793395,14.17126178741455,1213000
2024-02-08 00:00:00+00:00,14.209583279042457,14.347539163493197,14.086953389787082,14.224910736083984,1189600
2024-02-09 00:00:00+00:00,14.270899678296395,14.500827649439966,14.217248453972932,14.44717788696289,1040100
2024-02-12 00:00:00+00:00,14.49316423431063,14.82272875541078,14.46250785147502,14.761414527893066,1018300
2024-02-13 00:00:00+00:00,14.43951068568984,14.48549597882115,14.102281791752622,14.109946250915527,1925600
2024-02-14 00:00:00+00:00,14.288554088050331,14.327382570178965,14.001230726074164,14.187602996826172,1149400
2024-02-15 00:00:00+00:00,14.241962752456713,14.987451906747852,14.241962752456713,14.979687690734863,2370700
2024-02-16 00:00:00+00:00,14.77778457377621,15.07287367169544,14.66130059294631,14.847674369812012,1239300
2024-02-20 00:00:00+00:00,14.70789565034906,14.816612459008022,14.529287560352355,14.599177360534668,1085300
2024-02-21 00:00:00+00:00,14.52928865415179,14.68459966206143,14.474930245730079,14.66130256652832,687700
2024-02-22 00:00:00+00:00,14.622472043007841,14.793312925750332,14.544816557704822,14.692361831665039,811100
2024-02-23 00:00:00+00:00,14.7234253443898,14.88650203608968,14.630239932980219,14.77001953125,699200
2024-02-26 00:00:00+00:00,14.75448568794662,14.909796656071281,14.622471809387207,14.622471809387207,784600
2024-02-27 00:00:00+00:00,14.754487264926027,14.86320406553999,14.645770464312065,14.824377059936523,844700
2024-02-28 00:00:00+00:00,14.707896522129708,14.839910432392774,14.638006717804819,14.785552024841309,683300
2024-02-29 00:00:00+00:00,14.948624683577592,15.40679044172252,14.902031982404202,15.375727653503418,1325000
2024-03-01 00:00:00+00:00,15.37572948318793,15.499977688539133,15.22041996707665,15.321371078491211,962400
2024-03-04 00:00:00+00:00,15.313601623075403,15.360195799516058,14.964154186700952,15.002981185913086,1114900
2024-03-05 00:00:00+00:00,14.987453310383124,15.111701514401325,14.731191204451157,14.925329208374023,1780000
2024-03-06 00:00:00+00:00,15.11946366470457,15.166057841145227,15.002981185913088,15.002981185913086,835600
2024-03-07 00:00:00+00:00,15.119465880109683,15.181589976644982,15.01074908146173,15.034046173095703,920100
2024-03-08 00:00:00+00:00,15.158297253685822,15.352435277484599,15.049578953172714,15.12723445892334,718100
2024-03-11 00:00:00+00:00,15.088405116093181,15.321370116206054,15.065108023619755,15.27477741241455,1010700
2024-03-12 00:00:00+00:00,15.235948663855048,15.344665453988375,15.080637694102998,15.336899757385254,1031100
2024-03-13 00:00:00+00:00,15.360198909978562,15.569866821799257,15.352433212332555,15.399025917053223,1520300
