"('date', '')","('open', 'BL')","('high', 'BL')","('low', 'BL')","('close', 'BL')","('volume', 'BL')"
2024-07-16 00:00:00+00:00,48.630001068115234,49.209999084472656,48.400001525878906,48.68000030517578,861300
2024-07-17 00:00:00+00:00,48.06999969482422,48.41999816894531,47.36000061035156,47.93000030517578,1028800
2024-07-18 00:00:00+00:00,47.70000076293945,48.185001373291016,46.150001525878906,46.59000015258789,1197600
2024-07-19 00:00:00+00:00,46.59000015258789,47.20000076293945,46.099998474121094,46.77000045776367,996800
2024-07-22 00:00:00+00:00,47.22999954223633,47.22999954223633,45.75,47.0,827300
2024-07-23 00:00:00+00:00,46.970001220703125,48.029998779296875,46.970001220703125,47.7400016784668,1113900
2024-07-24 00:00:00+00:00,47.93000030517578,48.459999084472656,46.79499816894531,46.81999969482422,709800
2024-07-25 00:00:00+00:00,47.189998626708984,48.5099983215332,46.869998931884766,47.5099983215332,781000
2024-07-26 00:00:00+00:00,48.06999969482422,48.34000015258789,47.54999923706055,47.81999969482422,577800
2024-07-29 00:00:00+00:00,47.84000015258789,48.159000396728516,47.349998474121094,47.52000045776367,524300
2024-07-30 00:00:00+00:00,47.33000183105469,47.90999984741211,47.33000183105469,47.630001068115234,559400
2024-07-31 00:00:00+00:00,47.959999084472656,48.209999084472656,47.34000015258789,47.52000045776367,640400
2024-08-01 00:00:00+00:00,47.58000183105469,48.0099983215332,45.81999969482422,46.16999816894531,730600
2024-08-02 00:00:00+00:00,44.439998626708984,45.650001525878906,44.439998626708984,45.56999969482422,750800
2024-08-05 00:00:00+00:00,43.900001525878906,44.560001373291016,43.36800003051758,43.75,1045900
2024-08-06 00:00:00+00:00,43.72999954223633,44.470001220703125,43.53499984741211,44.09000015258789,1163900
2024-08-07 00:00:00+00:00,48.79999923706055,50.47999954223633,47.65999984741211,49.33000183105469,2293500
2024-08-08 00:00:00+00:00,49.66999816894531,51.28499984741211,49.40999984741211,51.18000030517578,1447900
2024-08-09 00:00:00+00:00,51.290000915527344,52.14500045776367,50.810001373291016,51.65999984741211,750600
2024-08-12 00:00:00+00:00,51.529998779296875,51.95000076293945,50.7599983215332,51.060001373291016,529900
2024-08-13 00:00:00+00:00,51.72999954223633,52.33000183105469,51.470001220703125,52.189998626708984,800600
2024-08-14 00:00:00+00:00,52.20000076293945,52.84000015258789,51.810001373291016,51.9900016784668,1189400
2024-08-15 00:00:00+00:00,52.41999816894531,52.790000915527344,51.380001068115234,51.790000915527344,802000
2024-08-16 00:00:00+00:00,51.59000015258789,51.98500061035156,51.25,51.560001373291016,507000
2024-08-19 00:00:00+00:00,51.72999954223633,52.43000030517578,51.52000045776367,52.31999969482422,629600
2024-08-20 00:00:00+00:00,52.4900016784668,52.494998931884766,51.560001373291016,51.59000015258789,787400
2024-08-21 00:00:00+00:00,51.70000076293945,52.08000183105469,50.59000015258789,50.900001525878906,1251800
2024-08-22 00:00:00+00:00,50.900001525878906,51.380001068115234,49.439998626708984,49.5,703900
2024-08-23 00:00:00+00:00,50.0,50.97999954223633,49.540000915527344,50.83000183105469,730200
2024-08-26 00:00:00+00:00,50.90999984741211,51.220001220703125,50.20000076293945,50.25,909100
2024-08-27 00:00:00+00:00,49.97999954223633,50.43000030517578,49.84000015258789,49.95000076293945,579500
2024-08-28 00:00:00+00:00,49.72999954223633,50.119998931884766,48.900001525878906,49.2599983215332,750100
2024-08-29 00:00:00+00:00,49.720001220703125,50.209999084472656,49.400001525878906,49.790000915527344,1017600
2024-08-30 00:00:00+00:00,49.88999938964844,50.25,49.18000030517578,49.54999923706055,738800
2024-09-03 00:00:00+00:00,49.099998474121094,49.650001525878906,48.415000915527344,48.5099983215332,432300
2024-09-04 00:00:00+00:00,48.130001068115234,49.20000076293945,48.0,48.970001220703125,335100
2024-09-05 00:00:00+00:00,49.150001525878906,49.150001525878906,48.2599983215332,48.349998474121094,893700
2024-09-06 00:00:00+00:00,48.41999816894531,48.790000915527344,47.75,47.91999816894531,862700
2024-09-09 00:00:00+00:00,47.90999984741211,48.47999954223633,47.599998474121094,47.709999084472656,562100
2024-09-10 00:00:00+00:00,47.900001525878906,48.38999938964844,47.255001068115234,48.18000030517578,510500
2024-09-11 00:00:00+00:00,48.16999816894531,48.959999084472656,47.65999984741211,48.880001068115234,549100
2024-09-12 00:00:00+00:00,49.040000915527344,49.47999954223633,48.40800094604492,49.2599983215332,426800
2024-09-13 00:00:00+00:00,49.66999816894531,50.15999984741211,49.35499954223633,50.0099983215332,423600
2024-09-16 00:00:00+00:00,50.220001220703125,50.83000183105469,49.560001373291016,50.060001373291016,530200
2024-09-17 00:00:00+00:00,50.349998474121094,51.095001220703125,50.29999923706055,50.790000915527344,298600
2024-09-18 00:00:00+00:00,50.779998779296875,51.68000030517578,50.52000045776367,51.29999923706055,593900
2024-09-19 00:00:00+00:00,52.56999969482422,52.56999969482422,51.290000915527344,51.90999984741211,468100
2024-09-20 00:00:00+00:00,52.029998779296875,52.08000183105469,51.36000061035156,51.97999954223633,1015000
2024-09-23 00:00:00+00:00,51.93000030517578,52.099998474121094,51.18000030517578,51.2400016784668,693200
2024-09-24 00:00:00+00:00,51.470001220703125,52.04399871826172,50.63999938964844,51.11000061035156,1275200
2024-09-25 00:00:00+00:00,51.04999923706055,51.31999969482422,50.165000915527344,50.470001220703125,830700
2024-09-26 00:00:00+00:00,51.529998779296875,52.595001220703125,50.439998626708984,52.290000915527344,651600
2024-09-27 00:00:00+00:00,52.56999969482422,53.01900100708008,52.2400016784668,52.849998474121094,416400
2024-09-30 00:00:00+00:00,54.66999816894531,56.47999954223633,53.15999984741211,55.13999938964844,1689400
2024-10-01 00:00:00+00:00,55.02000045776367,55.02000045776367,53.54499816894531,54.130001068115234,637100
2024-10-02 00:00:00+00:00,54.130001068115234,55.310001373291016,54.0099983215332,54.599998474121094,490000
2024-10-03 00:00:00+00:00,54.209999084472656,54.43000030517578,53.630001068115234,53.88999938964844,498900
2024-10-04 00:00:00+00:00,54.630001068115234,54.81999969482422,54.189998626708984,54.5099983215332,479400
2024-10-07 00:00:00+00:00,54.38999938964844,54.939998626708984,54.0,54.349998474121094,386000
2024-10-08 00:00:00+00:00,54.41999816894531,55.09000015258789,54.35499954223633,54.54999923706055,516800
2024-10-09 00:00:00+00:00,54.20000076293945,55.58000183105469,54.20000076293945,55.400001525878906,864200
2024-10-10 00:00:00+00:00,54.720001220703125,55.16999816894531,54.29499816894531,54.880001068115234,328700
2024-10-11 00:00:00+00:00,54.84000015258789,56.11000061035156,54.61000061035156,56.040000915527344,333300
2024-10-14 00:00:00+00:00,56.13999938964844,56.439998626708984,55.130001068115234,56.400001525878906,528100
2024-10-15 00:00:00+00:00,56.45000076293945,57.72999954223633,56.3120002746582,57.619998931884766,833300
2024-10-16 00:00:00+00:00,57.58000183105469,58.29999923706055,57.54499816894531,58.290000915527344,807600
2024-10-17 00:00:00+00:00,58.54999923706055,59.32500076293945,58.111000061035156,59.189998626708984,699600
2024-10-18 00:00:00+00:00,59.41999816894531,60.220001220703125,58.79999923706055,58.93000030517578,1000400
2024-10-21 00:00:00+00:00,59.0,59.130001068115234,57.0,57.08000183105469,406200
2024-10-22 00:00:00+00:00,57.119998931884766,57.619998931884766,56.72999954223633,57.56999969482422,337500
2024-10-23 00:00:00+00:00,57.54999923706055,57.54999923706055,56.41999816894531,56.86000061035156,554200
2024-10-24 00:00:00+00:00,57.130001068115234,57.5099983215332,56.7599983215332,57.220001220703125,340300
2024-10-25 00:00:00+00:00,57.38999938964844,57.630001068115234,56.029998779296875,56.56999969482422,413200
2024-10-28 00:00:00+00:00,57.2400016784668,58.439998626708984,57.02000045776367,57.040000915527344,822300
2024-10-29 00:00:00+00:00,56.59000015258789,57.94499969482422,56.564998626708984,57.33000183105469,568800
2024-10-30 00:00:00+00:00,57.060001373291016,57.51499938964844,56.04999923706055,56.130001068115234,391600
2024-10-31 00:00:00+00:00,56.25,56.720001220703125,55.369998931884766,55.369998931884766,546200
2024-11-01 00:00:00+00:00,55.470001220703125,56.16999816894531,55.29999923706055,55.5099983215332,395800
2024-11-04 00:00:00+00:00,55.2400016784668,55.95000076293945,54.93000030517578,55.11000061035156,249000
2024-11-05 00:00:00+00:00,54.869998931884766,56.189998626708984,54.869998931884766,55.9900016784668,506600
2024-11-06 00:00:00+00:00,58.52000045776367,58.959999084472656,57.65999984741211,58.630001068115234,1151200
2024-11-07 00:00:00+00:00,58.83000183105469,59.619998931884766,58.2599983215332,59.45000076293945,1313100
2024-11-08 00:00:00+00:00,59.849998474121094,61.20000076293945,57.709999084472656,60.369998931884766,1268200
2024-11-11 00:00:00+00:00,60.31999969482422,62.59000015258789,60.27799987792969,62.52000045776367,1139200
2024-11-12 00:00:00+00:00,62.119998931884766,62.79999923706055,60.880001068115234,61.150001525878906,490700
2024-11-13 00:00:00+00:00,61.41999816894531,63.099998474121094,60.25,62.38999938964844,699100
2024-11-14 00:00:00+00:00,62.68000030517578,63.11000061035156,60.43000030517578,60.560001373291016,530500
2024-11-15 00:00:00+00:00,61.40999984741211,61.40999984741211,58.939998626708984,59.310001373291016,671800
2024-11-18 00:00:00+00:00,59.5,59.58000183105469,57.95000076293945,57.959999084472656,491700
2024-11-19 00:00:00+00:00,59.459999084472656,59.68000030517578,57.3650016784668,57.70000076293945,869200
2024-11-20 00:00:00+00:00,58.04999923706055,58.54999923706055,56.689998626708984,58.529998779296875,1087800
2024-11-21 00:00:00+00:00,59.66999816894531,62.22999954223633,59.255001068115234,61.689998626708984,973100
2024-11-22 00:00:00+00:00,62.15999984741211,63.08000183105469,61.8849983215332,62.70000076293945,577000
2024-11-25 00:00:00+00:00,63.0,63.78499984741211,62.52000045776367,62.77000045776367,745200
2024-11-26 00:00:00+00:00,62.06999969482422,63.5,61.79999923706055,63.06999969482422,771400
2024-11-27 00:00:00+00:00,63.279998779296875,63.59000015258789,61.83000183105469,61.880001068115234,537100
2024-11-29 00:00:00+00:00,62.15999984741211,62.45000076293945,61.349998474121094,62.0099983215332,213300
2024-12-02 00:00:00+00:00,62.150001525878906,62.9900016784668,61.400001525878906,62.369998931884766,562800
2024-12-03 00:00:00+00:00,62.04999923706055,63.119998931884766,61.88199996948242,62.79999923706055,697200
2024-12-04 00:00:00+00:00,63.040000915527344,64.30500030517578,62.66999816894531,63.5,597500
2024-12-05 00:00:00+00:00,63.66999816894531,63.92499923706055,62.78499984741211,62.90999984741211,340200
2024-12-06 00:00:00+00:00,63.52000045776367,64.43000030517578,63.17499923706055,64.2300033569336,452800
2024-12-09 00:00:00+00:00,64.36000061035156,64.66500091552734,62.814998626708984,63.43000030517578,340500
2024-12-10 00:00:00+00:00,63.060001373291016,63.67300033569336,62.68000030517578,63.33000183105469,333100
2024-12-11 00:00:00+00:00,63.689998626708984,64.94999694824219,62.4900016784668,64.68000030517578,581800
2024-12-12 00:00:00+00:00,64.27999877929688,65.00499725341797,63.65999984741211,64.80000305175781,584600
2024-12-13 00:00:00+00:00,64.33000183105469,64.55000305175781,63.2599983215332,63.86000061035156,465500
2024-12-16 00:00:00+00:00,63.75,65.08999633789062,63.584999084472656,64.94000244140625,492400
2024-12-17 00:00:00+00:00,65.04000091552734,65.04000091552734,62.65999984741211,64.45999908447266,723900
2024-12-18 00:00:00+00:00,64.5999984741211,65.0999984741211,61.630001068115234,62.720001220703125,953100
2024-12-19 00:00:00+00:00,63.16999816894531,64.44200134277344,62.125,62.5099983215332,635300
2024-12-20 00:00:00+00:00,61.70000076293945,63.93000030517578,61.70000076293945,63.43000030517578,1073600
2024-12-23 00:00:00+00:00,63.16999816894531,63.540000915527344,61.654998779296875,62.16999816894531,422700
2024-12-24 00:00:00+00:00,62.529998779296875,62.540000915527344,61.83000183105469,62.380001068115234,123700
2024-12-26 00:00:00+00:00,62.15999984741211,62.630001068115234,61.810001373291016,62.4900016784668,210800
2024-12-27 00:00:00+00:00,62.099998474121094,62.290000915527344,60.540000915527344,61.20000076293945,335400
2024-12-30 00:00:00+00:00,60.59000015258789,60.97999954223633,59.54499816894531,60.369998931884766,657300
2024-12-31 00:00:00+00:00,60.77000045776367,60.970001220703125,59.67499923706055,60.7599983215332,578700
2025-01-02 00:00:00+00:00,61.0,61.27000045776367,59.76499938964844,60.33000183105469,426600
2025-01-03 00:00:00+00:00,60.869998931884766,61.65999984741211,60.56999969482422,61.63999938964844,376600
2025-01-06 00:00:00+00:00,60.68000030517578,61.40999984741211,58.310001373291016,58.95000076293945,793400
2025-01-07 00:00:00+00:00,58.9900016784668,59.11000061035156,57.459999084472656,57.75,620700
2025-01-08 00:00:00+00:00,57.34000015258789,57.68000030517578,56.84000015258789,57.09000015258789,500600
2025-01-10 00:00:00+00:00,56.20000076293945,56.400001525878906,55.27000045776367,55.65999984741211,515500
2025-01-13 00:00:00+00:00,55.0099983215332,56.4900016784668,55.0,56.41999816894531,719400
2025-01-14 00:00:00+00:00,56.779998779296875,58.42499923706055,56.20500183105469,58.209999084472656,617800
2025-01-15 00:00:00+00:00,59.540000915527344,59.939998626708984,57.939998626708984,58.66999816894531,425400
2025-01-16 00:00:00+00:00,59.65999984741211,60.25,59.150001525878906,60.0099983215332,651300
2025-01-17 00:00:00+00:00,60.790000915527344,60.900001525878906,59.46500015258789,59.650001525878906,425700
2025-01-21 00:00:00+00:00,60.13999938964844,61.290000915527344,60.0,61.20000076293945,442500
2025-01-22 00:00:00+00:00,61.2599983215332,61.380001068115234,58.81999969482422,59.70000076293945,576600
2025-01-23 00:00:00+00:00,58.97999954223633,60.525001525878906,58.7599983215332,60.45000076293945,349400
2025-01-24 00:00:00+00:00,60.560001373291016,61.02000045776367,59.86000061035156,60.459999084472656,429600
2025-01-27 00:00:00+00:00,60.189998626708984,63.38999938964844,60.029998779296875,61.720001220703125,454600
2025-01-28 00:00:00+00:00,61.54999923706055,65.13999938964844,61.529998779296875,64.9000015258789,976700
2025-01-29 00:00:00+00:00,64.80999755859375,64.80999755859375,62.849998474121094,62.88999938964844,508800
