"('date', '')","('open', 'BL')","('high', 'BL')","('low', 'BL')","('close', 'BL')","('volume', 'BL')"
2024-01-02 00:00:00+00:00,60.58000183105469,61.54999923706055,58.779998779296875,58.970001220703125,757800
2024-01-03 00:00:00+00:00,58.38999938964844,58.53499984741211,56.2599983215332,56.349998474121094,849600
2024-01-04 00:00:00+00:00,56.29999923706055,57.130001068115234,55.779998779296875,55.97999954223633,614800
2024-01-05 00:00:00+00:00,55.2400016784668,56.599998474121094,55.2400016784668,55.709999084472656,617100
2024-01-08 00:00:00+00:00,55.81999969482422,57.970001220703125,55.58000183105469,57.779998779296875,463400
2024-01-09 00:00:00+00:00,56.689998626708984,57.790000915527344,56.52000045776367,57.25,435600
2024-01-10 00:00:00+00:00,57.15999984741211,58.23899841308594,56.619998931884766,58.16999816894531,309200
2024-01-11 00:00:00+00:00,58.099998474121094,58.61000061035156,56.59000015258789,57.849998474121094,408000
2024-01-12 00:00:00+00:00,58.58000183105469,58.8650016784668,57.459999084472656,57.56999969482422,304700
2024-01-16 00:00:00+00:00,56.81999969482422,57.974998474121094,56.43000030517578,57.619998931884766,366500
2024-01-17 00:00:00+00:00,56.52000045776367,60.720001220703125,56.52000045776367,60.43000030517578,1068500
2024-01-18 00:00:00+00:00,60.88999938964844,61.040000915527344,58.275001525878906,58.54999923706055,660000
2024-01-19 00:00:00+00:00,59.06999969482422,60.09000015258789,57.7599983215332,59.810001373291016,358100
2024-01-22 00:00:00+00:00,60.779998779296875,61.17499923706055,59.720001220703125,60.79999923706055,250200
2024-01-23 00:00:00+00:00,61.58000183105469,62.130001068115234,60.099998474121094,61.33000183105469,304400
2024-01-24 00:00:00+00:00,62.369998931884766,62.369998931884766,60.4900016784668,60.54999923706055,369200
2024-01-25 00:00:00+00:00,61.54999923706055,61.939998626708984,59.926998138427734,60.099998474121094,528100
2024-01-26 00:00:00+00:00,60.630001068115234,60.95500183105469,59.810001373291016,59.95000076293945,518100
2024-01-29 00:00:00+00:00,59.86000061035156,62.380001068115234,59.86000061035156,62.290000915527344,299600
2024-01-30 00:00:00+00:00,62.06999969482422,62.279998779296875,59.970001220703125,59.970001220703125,314900
2024-01-31 00:00:00+00:00,60.209999084472656,61.189998626708984,58.38999938964844,58.68000030517578,508900
2024-02-01 00:00:00+00:00,58.95000076293945,60.65999984741211,58.88999938964844,60.529998779296875,842000
2024-02-02 00:00:00+00:00,59.439998626708984,60.54999923706055,59.22999954223633,60.29999923706055,336300
2024-02-05 00:00:00+00:00,59.709999084472656,60.0,57.939998626708984,58.40999984741211,428400
2024-02-06 00:00:00+00:00,58.52000045776367,60.31800079345703,58.11000061035156,59.90999984741211,531300
2024-02-07 00:00:00+00:00,60.119998931884766,60.619998931884766,59.35499954223633,60.2400016784668,599400
2024-02-08 00:00:00+00:00,60.20000076293945,61.77000045776367,59.40999984741211,61.75,587500
2024-02-09 00:00:00+00:00,62.43000030517578,62.709999084472656,61.25,61.939998626708984,468000
2024-02-12 00:00:00+00:00,62.06999969482422,62.560001373291016,60.63999938964844,60.84000015258789,823300
2024-02-13 00:00:00+00:00,57.959999084472656,59.52000045776367,57.40999984741211,58.29999923706055,1613500
2024-02-14 00:00:00+00:00,53.25,61.13999938964844,53.25,58.56999969482422,2358200
2024-02-15 00:00:00+00:00,59.54999923706055,60.14500045776367,57.720001220703125,60.119998931884766,683900
2024-02-16 00:00:00+00:00,59.7400016784668,59.7400016784668,57.54999923706055,57.61000061035156,519100
2024-02-20 00:00:00+00:00,56.650001525878906,57.69300079345703,56.63999938964844,57.45000076293945,604700
2024-02-21 00:00:00+00:00,56.150001525878906,56.81999969482422,55.4900016784668,56.27000045776367,864700
2024-02-22 00:00:00+00:00,56.75,57.20000076293945,56.060001373291016,56.720001220703125,463600
2024-02-23 00:00:00+00:00,56.7400016784668,57.09000015258789,56.31999969482422,56.689998626708984,322600
2024-02-26 00:00:00+00:00,56.400001525878906,57.380001068115234,56.125,56.84000015258789,386800
2024-02-27 00:00:00+00:00,57.310001373291016,57.5,56.459999084472656,57.060001373291016,464100
2024-02-28 00:00:00+00:00,56.560001373291016,56.99800109863281,56.36000061035156,56.689998626708984,276900
2024-02-29 00:00:00+00:00,57.5,57.68000030517578,56.17499923706055,56.72999954223633,611200
2024-03-01 00:00:00+00:00,57.0099983215332,58.810001373291016,56.6349983215332,58.709999084472656,526800
2024-03-04 00:00:00+00:00,61.52000045776367,65.63999938964844,61.0099983215332,65.3499984741211,3328500
2024-03-05 00:00:00+00:00,66.44999694824219,66.44999694824219,61.7599983215332,62.58000183105469,1613000
2024-03-06 00:00:00+00:00,64.44999694824219,66.11000061035156,64.05999755859375,65.77999877929688,1611700
2024-03-07 00:00:00+00:00,66.11000061035156,67.20999908447266,65.8499984741211,66.13999938964844,1511700
2024-03-08 00:00:00+00:00,66.87000274658203,67.80999755859375,66.23999786376953,67.01000213623047,1297100
2024-03-11 00:00:00+00:00,66.66999816894531,67.41999816894531,65.73500061035156,67.13999938964844,1370900
2024-03-12 00:00:00+00:00,67.12999725341797,68.75,66.61000061035156,68.6500015258789,1761700
2024-03-13 00:00:00+00:00,68.5,69.30999755859375,67.8499984741211,68.02999877929688,1523200
2024-03-14 00:00:00+00:00,67.80000305175781,68.54000091552734,66.12000274658203,66.51000213623047,1385200
2024-03-15 00:00:00+00:00,65.91999816894531,67.31999969482422,64.98999786376953,65.62999725341797,11261500
2024-03-18 00:00:00+00:00,64.61000061035156,65.5,63.88999938964844,63.9900016784668,1321900
2024-03-19 00:00:00+00:00,63.279998779296875,65.61000061035156,62.900001525878906,64.27999877929688,740500
2024-03-20 00:00:00+00:00,63.630001068115234,64.67500305175781,62.86000061035156,63.08000183105469,1264200
2024-03-21 00:00:00+00:00,63.11000061035156,64.83000183105469,63.11000061035156,63.33000183105469,869800
2024-03-22 00:00:00+00:00,63.18000030517578,64.45999908447266,63.060001373291016,63.290000915527344,844900
2024-03-25 00:00:00+00:00,62.9900016784668,63.80500030517578,62.83000183105469,63.310001373291016,363800
2024-03-26 00:00:00+00:00,63.7400016784668,63.7400016784668,62.165000915527344,62.33000183105469,532300
2024-03-27 00:00:00+00:00,63.08000183105469,63.8650016784668,62.65999984741211,63.630001068115234,653600
2024-03-28 00:00:00+00:00,63.63999938964844,65.25,63.63999938964844,64.58000183105469,646700
2024-04-01 00:00:00+00:00,64.9000015258789,64.9000015258789,63.18000030517578,64.0,968100
2024-04-02 00:00:00+00:00,62.59000015258789,62.994998931884766,61.84000015258789,62.52000045776367,1062300
2024-04-03 00:00:00+00:00,61.939998626708984,64.0199966430664,61.79999923706055,63.91999816894531,651100
2024-04-04 00:00:00+00:00,64.94999694824219,66.16999816894531,62.4900016784668,62.560001373291016,794300
2024-04-05 00:00:00+00:00,62.36000061035156,63.209999084472656,61.7400016784668,62.20000076293945,535400
2024-04-08 00:00:00+00:00,62.86000061035156,65.01499938964844,62.5099983215332,64.9800033569336,644400
2024-04-09 00:00:00+00:00,65.3499984741211,69.08999633789062,65.0999984741211,68.61000061035156,1101500
2024-04-10 00:00:00+00:00,66.08000183105469,66.4800033569336,63.90999984741211,64.20999908447266,901200
2024-04-11 00:00:00+00:00,64.62999725341797,65.03500366210938,63.63999938964844,64.70999908447266,330700
2024-04-12 00:00:00+00:00,64.0199966430664,64.25,63.21699905395508,63.540000915527344,517000
2024-04-15 00:00:00+00:00,63.56999969482422,63.65999984741211,60.7400016784668,60.84000015258789,802500
2024-04-16 00:00:00+00:00,60.619998931884766,61.27000045776367,59.5,59.68000030517578,616700
2024-04-17 00:00:00+00:00,60.02000045776367,60.93000030517578,58.61000061035156,58.66999816894531,926400
2024-04-18 00:00:00+00:00,58.66999816894531,59.220001220703125,57.70000076293945,57.849998474121094,1063500
2024-04-19 00:00:00+00:00,57.59000015258789,58.48500061035156,56.4900016784668,57.369998931884766,672500
2024-04-22 00:00:00+00:00,57.58000183105469,58.709999084472656,57.20000076293945,58.38999938964844,467400
2024-04-23 00:00:00+00:00,60.220001220703125,61.59000015258789,59.58000183105469,61.459999084472656,641500
2024-04-24 00:00:00+00:00,61.0099983215332,61.650001525878906,59.220001220703125,59.93000030517578,554900
2024-04-25 00:00:00+00:00,58.5099983215332,59.314998626708984,57.970001220703125,58.88999938964844,540400
2024-04-26 00:00:00+00:00,59.209999084472656,60.91999816894531,59.005001068115234,60.83000183105469,592700
2024-04-29 00:00:00+00:00,61.2599983215332,61.95000076293945,60.20000076293945,60.279998779296875,583300
2024-04-30 00:00:00+00:00,59.5099983215332,59.89500045776367,58.0,58.04999923706055,914600
2024-05-01 00:00:00+00:00,58.0,59.47999954223633,56.810001373291016,57.939998626708984,809400
2024-05-02 00:00:00+00:00,59.0,59.78499984741211,57.79999923706055,59.689998626708984,766300
2024-05-03 00:00:00+00:00,60.810001373291016,61.900001525878906,59.689998626708984,60.90999984741211,675200
2024-05-06 00:00:00+00:00,61.209999084472656,61.40999984741211,60.06999969482422,60.709999084472656,734600
2024-05-07 00:00:00+00:00,60.83000183105469,60.95000076293945,59.880001068115234,60.43000030517578,677000
2024-05-08 00:00:00+00:00,59.25,63.30500030517578,59.15999984741211,59.5099983215332,1235100
2024-05-09 00:00:00+00:00,59.33000183105469,59.8650016784668,58.470001220703125,58.9900016784668,831000
2024-05-10 00:00:00+00:00,59.119998931884766,59.119998931884766,57.83000183105469,58.220001220703125,757100
2024-05-13 00:00:00+00:00,58.7599983215332,58.94499969482422,57.75,57.91999816894531,640200
2024-05-14 00:00:00+00:00,58.959999084472656,59.619998931884766,57.779998779296875,57.84000015258789,522100
2024-05-15 00:00:00+00:00,59.0,59.314998626708984,58.02000045776367,58.900001525878906,472100
2024-05-16 00:00:00+00:00,58.83000183105469,59.43000030517578,58.060001373291016,59.06999969482422,418100
2024-05-17 00:00:00+00:00,59.119998931884766,59.5099983215332,58.060001373291016,58.459999084472656,381500
2024-05-20 00:00:00+00:00,58.279998779296875,58.43000030517578,57.279998779296875,57.880001068115234,411300
2024-05-21 00:00:00+00:00,55.43000030517578,55.650001525878906,52.599998474121094,52.66999816894531,3426400
2024-05-22 00:00:00+00:00,52.45000076293945,52.849998474121094,51.869998931884766,52.02000045776367,5740400
2024-05-23 00:00:00+00:00,52.150001525878906,52.255001068115234,50.02000045776367,50.619998931884766,1687700
2024-05-24 00:00:00+00:00,50.650001525878906,50.66999816894531,49.52000045776367,49.63999938964844,1066600
2024-05-28 00:00:00+00:00,50.040000915527344,50.189998626708984,48.349998474121094,48.720001220703125,1699500
2024-05-29 00:00:00+00:00,48.599998474121094,49.6879997253418,48.0,48.86000061035156,1389100
2024-05-30 00:00:00+00:00,48.72999954223633,48.77000045776367,47.369998931884766,47.7400016784668,961700
2024-05-31 00:00:00+00:00,48.04999923706055,48.084999084472656,47.26100158691406,47.720001220703125,946400
2024-06-03 00:00:00+00:00,48.25,48.47999954223633,46.75,46.9900016784668,928100
2024-06-04 00:00:00+00:00,46.93000030517578,48.40999984741211,46.75,47.459999084472656,1551300
2024-06-05 00:00:00+00:00,47.86000061035156,48.43000030517578,47.470001220703125,47.83000183105469,1020300
2024-06-06 00:00:00+00:00,47.560001373291016,48.060001373291016,47.0099983215332,47.13999938964844,863900
2024-06-07 00:00:00+00:00,46.54999923706055,46.95500183105469,45.630001068115234,46.0099983215332,826700
2024-06-10 00:00:00+00:00,45.29999923706055,46.08000183105469,44.91999816894531,45.86000061035156,1123200
2024-06-11 00:00:00+00:00,45.4900016784668,46.31999969482422,45.04999923706055,45.810001373291016,686200
2024-06-12 00:00:00+00:00,47.22999954223633,47.65999984741211,45.7400016784668,46.060001373291016,826300
2024-06-13 00:00:00+00:00,46.630001068115234,46.630001068115234,44.59000015258789,45.41999816894531,1238300
2024-06-14 00:00:00+00:00,45.060001373291016,45.625,44.619998931884766,45.52000045776367,493800
2024-06-17 00:00:00+00:00,45.2599983215332,45.599998474121094,45.04100036621094,45.369998931884766,780200
2024-06-18 00:00:00+00:00,45.09000015258789,45.13999938964844,43.91999816894531,44.060001373291016,878900
2024-06-20 00:00:00+00:00,44.0,44.9900016784668,43.79499816894531,44.88999938964844,709300
2024-06-21 00:00:00+00:00,44.79999923706055,45.900001525878906,44.70500183105469,45.84000015258789,1483500
2024-06-24 00:00:00+00:00,45.619998931884766,49.81999969482422,45.599998474121094,47.52000045776367,2945000
2024-06-25 00:00:00+00:00,47.779998779296875,47.90999984741211,46.540000915527344,46.66999816894531,1725600
2024-06-26 00:00:00+00:00,46.220001220703125,47.65999984741211,45.5,47.16999816894531,1481500
2024-06-27 00:00:00+00:00,47.34000015258789,48.349998474121094,46.83000183105469,47.849998474121094,1448100
2024-06-28 00:00:00+00:00,48.20000076293945,48.709999084472656,47.65999984741211,48.45000076293945,1456400
2024-07-01 00:00:00+00:00,48.08000183105469,48.560001373291016,47.36000061035156,48.04999923706055,1094000
2024-07-02 00:00:00+00:00,48.43000030517578,48.814998626708984,47.7599983215332,48.06999969482422,1193700
2024-07-03 00:00:00+00:00,48.11000061035156,48.63999938964844,47.84000015258789,48.34000015258789,651400
2024-07-05 00:00:00+00:00,48.040000915527344,48.650001525878906,47.915000915527344,48.290000915527344,832800
2024-07-08 00:00:00+00:00,48.41999816894531,48.93000030517578,48.31999969482422,48.779998779296875,849000
2024-07-09 00:00:00+00:00,48.61000061035156,48.61000061035156,46.9900016784668,47.209999084472656,848600
2024-07-10 00:00:00+00:00,47.41999816894531,47.45000076293945,46.66999816894531,47.18000030517578,481100
2024-07-11 00:00:00+00:00,48.29999923706055,48.58000183105469,47.220001220703125,47.88999938964844,1013000
2024-07-12 00:00:00+00:00,48.130001068115234,48.5,47.7400016784668,47.9900016784668,641100
2024-07-15 00:00:00+00:00,48.29999923706055,48.65999984741211,47.83000183105469,48.22999954223633,885400
