"('date', '')","('open', 'BDJ')","('high', 'BDJ')","('low', 'BDJ')","('close', 'BDJ')","('volume', 'BDJ')"
2024-01-02 00:00:00+00:00,6.636248496009114,6.722658313191671,6.610325880480382,6.688094139099121,505300
2024-01-03 00:00:00+00:00,6.696734558377296,6.739939462276601,6.679452679224074,6.714016437530518,464900
2024-01-04 00:00:00+00:00,6.67081128671244,6.7572210913126085,6.67081128671244,6.739939212799072,646400
2024-01-05 00:00:00+00:00,6.731297510689084,6.817706896108675,6.731297510689084,6.791784286499023,511200
2024-01-08 00:00:00+00:00,6.809065134418162,6.843628883361816,6.7658602422223995,6.843628883361816,758200
2024-01-09 00:00:00+00:00,6.7831437485007555,6.852271263017925,6.7831437485007555,6.8090667724609375,662900
2024-01-10 00:00:00+00:00,6.800423991166054,6.852269614581536,6.791783259946334,6.843628883361816,671900
2024-01-11 00:00:00+00:00,6.857554524969714,6.874959468841553,6.83144690167866,6.874959468841553,940900
2024-01-12 00:00:00+00:00,6.874959379375322,6.8836616437146985,6.831446812778674,6.8575544357299805,400600
2024-01-16 00:00:00+00:00,6.84885169561384,6.857554374842535,6.735719355440315,6.753124713897705,856400
2024-01-17 00:00:00+00:00,6.753125203978429,6.787935093486226,6.727017579364274,6.76182746887207,477300
2024-01-18 00:00:00+00:00,6.770530148732327,6.805340038240124,6.744422524118172,6.76182746887207,537800
2024-01-19 00:00:00+00:00,6.7879353963258335,6.7879353963258335,6.7096129339556745,6.727017879486084,481200
2024-01-22 00:00:00+00:00,6.770529102666637,6.787934044731423,6.7270165400213955,6.744421482086182,485900
2024-01-23 00:00:00+00:00,6.770528808301402,6.779231071472168,6.74442118885604,6.779231071472168,400800
2024-01-24 00:00:00+00:00,6.796637044612751,6.814041988563149,6.779232100662353,6.78793478012085,358600
2024-01-25 00:00:00+00:00,6.796637058258057,6.822744681719367,6.770529849763343,6.796637058258057,621400
2024-01-26 00:00:00+00:00,6.796637044612751,6.814041988563149,6.770529836170452,6.78793478012085,568100
2024-01-29 00:00:00+00:00,6.814041228797138,6.831446170806885,6.779231344777646,6.831446170806885,614500
2024-01-30 00:00:00+00:00,6.840149492084639,6.8575544357299805,6.814041869133332,6.8575544357299805,875800
2024-01-31 00:00:00+00:00,6.857553791304778,6.918470880855615,6.831446170806885,6.831446170806885,740100
2024-02-01 00:00:00+00:00,6.866257054787218,6.953281777509712,6.866257054787218,6.9271745681762695,934000
2024-02-02 00:00:00+00:00,6.909768011926443,6.918470274685581,6.848850512746415,6.89236307144165,672900
2024-02-05 00:00:00+00:00,6.883661073808891,6.892363752394352,6.814041304991421,6.84014892578125,563800
2024-02-06 00:00:00+00:00,6.866256789422336,6.892364412713391,6.840149581097877,6.874959468841553,436900
2024-02-07 00:00:00+00:00,6.91847038269043,6.935875323446931,6.892363179038937,6.91847038269043,620500
2024-02-08 00:00:00+00:00,6.883660884689825,6.918470768142206,6.874958621310001,6.901065826416016,443800
2024-02-09 00:00:00+00:00,6.92717306055194,6.935875323446931,6.892363179038937,6.91847038269043,415500
2024-02-12 00:00:00+00:00,6.953281879425049,6.970687239191271,6.944579614508554,6.953281879425049,453700
2024-02-13 00:00:00+00:00,6.909768011926443,6.935875215170372,6.874958130956859,6.89236307144165,589500
2024-02-14 00:00:00+00:00,6.923915548111201,6.985266430327096,6.915150897553763,6.95020866394043,584200
2024-02-15 00:00:00+00:00,6.941445599903707,6.985267606303746,6.941445599903707,6.976503372192383,305900
2024-02-16 00:00:00+00:00,6.976501683940505,7.002794797833505,6.941443920135498,6.941443920135498,494400
2024-02-20 00:00:00+00:00,6.950210324506432,6.976503864539336,6.888859427632388,6.915152549743652,593100
2024-02-21 00:00:00+00:00,6.941446089776557,6.950210324506432,6.880094774980873,6.915152549743652,537700
2024-02-22 00:00:00+00:00,6.976502928768685,6.994031813798895,6.950209392262579,6.985267162322998,548100
2024-02-23 00:00:00+00:00,7.002796649932861,7.020325954393025,6.985267763394319,7.002796649932861,385700
2024-02-26 00:00:00+00:00,7.020325189745903,7.037853656453641,6.950209233307075,6.9589738845825195,477800
2024-02-27 00:00:00+00:00,6.985267730775933,7.002796617232623,6.976503496508398,6.994032382965088,285600
2024-02-28 00:00:00+00:00,6.950209990317234,7.011561302162943,6.950209990317234,7.002796649932861,413900
2024-02-29 00:00:00+00:00,7.03785278835032,7.055382088739009,7.002795023415991,7.029088973999023,450000
2024-03-01 00:00:00+00:00,7.029089678832424,7.099205215731834,7.011560376686006,7.072911262512207,838800
2024-03-04 00:00:00+00:00,7.107969786926309,7.125499090937047,7.090441318758791,7.09920597076416,429100
2024-03-05 00:00:00+00:00,7.1167339354429116,7.15179170514093,7.0904408171301885,7.107969284057617,995100
2024-03-06 00:00:00+00:00,7.160557270050049,7.169321922553513,7.116734843375993,7.160557270050049,472400
2024-03-07 00:00:00+00:00,7.186849594116211,7.21314271286531,7.160556475367112,7.186849594116211,391700
2024-03-08 00:00:00+00:00,7.178085353206738,7.213143125492071,7.143027580921406,7.169321537017822,440700
2024-03-11 00:00:00+00:00,7.178085647576578,7.186850299968151,7.134264057305228,7.151792526245117,392100
2024-03-12 00:00:00+00:00,7.1780849425854525,7.204378897177727,7.151791823836353,7.186849594116211,481200
2024-03-13 00:00:00+00:00,7.195614657271015,7.204379309303154,7.143027580921406,7.169321537017822,433100
2024-03-14 00:00:00+00:00,7.192265649027161,7.192265649027161,7.0775431285183075,7.112842559814453,407600
2024-03-15 00:00:00+00:00,7.095191431417121,7.130490857778214,7.033417224884033,7.033417224884033,426100
2024-03-18 00:00:00+00:00,7.086366053154651,7.086366053154651,7.0334169159388225,7.077541828155518,485400
2024-03-19 00:00:00+00:00,7.077542880354826,7.1746161026142925,7.0687178124390195,7.165791034698486,506400
2024-03-20 00:00:00+00:00,7.139316657548387,7.236389879603798,7.139316657548387,7.227564811706543,559100
2024-03-21 00:00:00+00:00,7.218739969746782,7.298163890838623,7.218739969746782,7.298163890838623,486900
2024-03-22 00:00:00+00:00,7.298163661906989,7.306987887170051,7.2452141023051295,7.271688461303711,306800
2024-03-25 00:00:00+00:00,7.271688461303711,7.28933859503923,7.23638903543737,7.271688461303711,372500
2024-03-26 00:00:00+00:00,7.271690013977968,7.333464653637903,7.2452156493264965,7.254040718078613,684800
2024-03-27 00:00:00+00:00,7.262862913029028,7.306987402838408,7.227563489502451,7.289338111877441,911000
2024-03-28 00:00:00+00:00,7.280514240264893,7.33346380504565,7.245214810945981,7.280514240264893,1314000
2024-04-01 00:00:00+00:00,7.2981637876905525,7.306988013105698,7.22756409313639,7.23638916015625,460200
2024-04-02 00:00:00+00:00,7.192265501880588,7.209915637969971,7.156966071306633,7.209915637969971,428700
2024-04-03 00:00:00+00:00,7.165791019635354,7.236389879603798,7.1569659517381,7.227564811706543,389000
2024-04-04 00:00:00+00:00,7.236389658008008,7.254039793262027,7.130491371298205,7.156965732574463,588200
2024-04-05 00:00:00+00:00,7.156965483313261,7.192264910987128,7.130491122959046,7.183440685272217,505100
2024-04-08 00:00:00+00:00,7.183441508375398,7.245215303481731,7.183441508375398,7.218740940093994,489600
2024-04-09 00:00:00+00:00,7.25404038113144,7.25404038113144,7.192265744340911,7.2010908126831055,333800
2024-04-10 00:00:00+00:00,7.174615867828482,7.192265161477731,7.148141506552224,7.156965732574463,494200
2024-04-11 00:00:00+00:00,7.183441170530098,7.192265396841105,7.148141740471674,7.165791034698486,258700
2024-04-12 00:00:00+00:00,7.144464701271635,7.162237408383551,6.993400080617626,7.002286434173584,705500
2024-04-15 00:00:00+00:00,7.037830794511041,7.108919925974846,6.931197097315334,6.940083026885986,621500
2024-04-16 00:00:00+00:00,6.975627097874984,6.975627097874984,6.93119660572364,6.948968887329102,388900
2024-04-17 00:00:00+00:00,6.975626930324285,7.00228556395446,6.957854649145705,6.984513282775879,281000
2024-04-18 00:00:00+00:00,7.002286364873343,7.020058648084711,6.975627728193964,7.011172294616699,269600
2024-04-19 00:00:00+00:00,7.02005871756084,7.0644892141666515,6.993400080617626,7.002286434173584,325000
2024-04-22 00:00:00+00:00,7.046715475963907,7.1089186668396,7.011170916527675,7.1089186668396,293000
2024-04-23 00:00:00+00:00,7.144464936498486,7.18000950444328,7.126693076250762,7.162237644195557,216900
2024-04-24 00:00:00+00:00,7.188895891634414,7.188895891634414,7.126693109304859,7.14446496963501,234500
2024-04-25 00:00:00+00:00,7.091146945953369,7.117805579493716,7.064488312413022,7.091146945953369,344200
2024-04-26 00:00:00+00:00,7.117805942199985,7.16223685912312,7.117805942199985,7.126692295074463,452500
2024-04-29 00:00:00+00:00,7.1355778004996875,7.153350506248643,7.10003323645103,7.126692295074463,464700
2024-04-30 00:00:00+00:00,7.144464153374165,7.1888950702973,7.10003323645103,7.126692295074463,660800
2024-05-01 00:00:00+00:00,7.126692142636997,7.162236705925369,7.1178057899525955,7.153350353240967,463000
2024-05-02 00:00:00+00:00,7.188894916529338,7.19778126921374,7.1355776478721635,7.153350353240967,259700
2024-05-03 00:00:00+00:00,7.224439605413064,7.233325958251953,7.171122335828979,7.233325958251953,323300
2024-05-06 00:00:00+00:00,7.251098616273723,7.268871323911824,7.233326756084966,7.259984970092773,300700
2024-05-07 00:00:00+00:00,7.251097648432843,7.286642211515387,7.2333257906161865,7.2688703536987305,420400
2024-05-08 00:00:00+00:00,7.277756520113782,7.3221874398661075,7.268871014122764,7.313301086425781,651300
2024-05-09 00:00:00+00:00,7.339959144592285,7.339959144592285,7.3044145831333305,7.339959144592285,407200
2024-05-10 00:00:00+00:00,7.339959159557166,7.357731016598281,7.313300102821703,7.331072807312012,304000
2024-05-13 00:00:00+00:00,7.366618649780339,7.384391357361037,7.339960435858633,7.35773229598999,287300
2024-05-14 00:00:00+00:00,7.380994312622513,7.407834053039551,7.372047448076846,7.407834053039551,369600
2024-05-15 00:00:00+00:00,7.416779550829857,7.434673276623757,7.389939815358814,7.425726413726807,437800
2024-05-16 00:00:00+00:00,7.40783265526994,7.434673243842443,7.389939782774741,7.416779518127441,300800
2024-05-17 00:00:00+00:00,7.434673243842443,7.434673243842443,7.416779518127441,7.416779518127441,200300
2024-05-20 00:00:00+00:00,7.40783265526994,7.443619253480141,7.398886645632242,7.416779518127441,270800
2024-05-21 00:00:00+00:00,7.425725903070436,7.4436187744140625,7.4078321785070615,7.4436187744140625,317800
2024-05-22 00:00:00+00:00,7.443620658002255,7.443620658002255,7.398888041713848,7.407834053039551,262500
2024-05-23 00:00:00+00:00,7.407832595754187,7.407832595754187,7.300472801986132,7.318366527557373,309900
2024-05-24 00:00:00+00:00,7.336259428521523,7.389939752224812,7.336259428521523,7.380992889404297,238700
2024-05-28 00:00:00+00:00,7.416779458539808,7.416779458539808,7.318366527557373,7.318366527557373,476800
2024-05-29 00:00:00+00:00,7.31836639875435,7.31836639875435,7.219952616284197,7.2288994789123535,492600
2024-05-30 00:00:00+00:00,7.228899102244971,7.309419155263251,7.228899102244971,7.28257942199707,540700
2024-05-31 00:00:00+00:00,7.345206291342038,7.380992889404297,7.29152596763875,7.380992889404297,558400
2024-06-03 00:00:00+00:00,7.416778597202192,7.425725458948779,7.354152271415465,7.398885726928711,446900
2024-06-04 00:00:00+00:00,7.407833997892397,7.407833997892397,7.327313924020747,7.363100528717041,287600
2024-06-05 00:00:00+00:00,7.398885726928711,7.425725458948779,7.372045141688945,7.398885726928711,252700
2024-06-06 00:00:00+00:00,7.407834053039551,7.425727782130885,7.372047448076846,7.407834053039551,263500
2024-06-07 00:00:00+00:00,7.4078326246460415,7.4078326246460415,7.354153154162553,7.380992889404297,464900
2024-06-10 00:00:00+00:00,7.3630991000914365,7.3809928255777315,7.327312502338639,7.336259365081787,427300
2024-06-11 00:00:00+00:00,7.300472293101278,7.300472293101278,7.2467928265689165,7.28257942199707,728500
2024-06-12 00:00:00+00:00,7.327312537123197,7.354153125480058,7.291525939200512,7.318366527557373,575600
2024-06-13 00:00:00+00:00,7.309421031328427,7.309421031328427,7.273634426715141,7.300474166870117,345000
2024-06-14 00:00:00+00:00,7.296871255360149,7.314887773834016,7.251828670501709,7.251828670501709,349300
2024-06-17 00:00:00+00:00,7.287862069921266,7.323895963529256,7.1527347541123545,7.2248029708862305,887100
2024-06-18 00:00:00+00:00,7.242818769876335,7.287861347198486,7.2338100825887635,7.287861347198486,353900
2024-06-20 00:00:00+00:00,7.30587880209267,7.30587880209267,7.233811012756591,7.260837078094482,372500
2024-06-21 00:00:00+00:00,7.287862121846725,7.305878639221191,7.260836916227128,7.305878639221191,312800
2024-06-24 00:00:00+00:00,7.3238946985374,7.35091989929662,7.287860811153226,7.3329033851623535,524900
2024-06-25 00:00:00+00:00,7.368938315095156,7.368938315095156,7.278853154331759,7.314887046813965,424600
2024-06-26 00:00:00+00:00,7.305878358914472,7.314887046813965,7.242819261849553,7.314887046813965,495300
2024-06-27 00:00:00+00:00,7.32389497756958,7.332903664537755,7.30587760363323,7.32389497756958,368800
2024-06-28 00:00:00+00:00,7.36893824943421,7.404972141595336,7.341912185976549,7.35992956161499,431400
2024-07-01 00:00:00+00:00,7.3779463593943575,7.3869550475570005,7.341912465859573,7.350921154022217,318000
2024-07-02 00:00:00+00:00,7.341910979395071,7.395962238311768,7.341910979395071,7.395962238311768,320200
2024-07-03 00:00:00+00:00,7.386955193444506,7.431997776031494,7.386955193444506,7.431997776031494,349500
2024-07-05 00:00:00+00:00,7.431998716252315,7.431998716252315,7.386956127966997,7.40497350692749,269300
2024-07-08 00:00:00+00:00,7.4049731309389895,7.422989649868777,7.395964441916161,7.413980960845947,303200
2024-07-09 00:00:00+00:00,7.431998338891606,7.431998338891606,7.386955752893331,7.413980960845947,369000
2024-07-10 00:00:00+00:00,7.450014889473872,7.468031406402588,7.422988825407133,7.468031406402588,333200
2024-07-11 00:00:00+00:00,7.468032063405083,7.468032063405083,7.441006856076569,7.450015544891357,479000
2024-07-12 00:00:00+00:00,7.468030588858655,7.5491070539516745,7.468030588858655,7.5220818519592285,659300
2024-07-15 00:00:00+00:00,7.536593809966659,7.572871000060271,7.491247106120535,7.500316619873047,579700
2024-07-16 00:00:00+00:00,7.527523923890905,7.536593437194824,7.518454410586985,7.536593437194824,645600
2024-07-17 00:00:00+00:00,7.518455099920375,7.563801805681215,7.49124742243046,7.509385585784912,673200
2024-07-18 00:00:00+00:00,7.4821783550681475,7.518455548859696,7.427762131922563,7.464039325714111,1145900
2024-07-19 00:00:00+00:00,7.47310808354317,7.482177597301662,7.3279993230730405,7.4005537033081055,647000
2024-07-22 00:00:00+00:00,7.400553367250805,7.482177257537842,7.391483853904157,7.482177257537842,465600
2024-07-23 00:00:00+00:00,7.500316865351702,7.5184550285339355,7.464038809154305,7.5184550285339355,680600
2024-07-24 00:00:00+00:00,7.482177525596875,7.491247039268451,7.391484118713978,7.409623146057129,700300
2024-07-25 00:00:00+00:00,7.445900069067648,7.527523959354684,7.4368305557209995,7.482177257537842,528800
2024-07-26 00:00:00+00:00,7.509384738736173,7.5638009524943985,7.509384738736173,7.545661926269531,293100
2024-07-29 00:00:00+00:00,7.563800741656977,7.572870254516602,7.509384529415579,7.572870254516602,485900
2024-07-30 00:00:00+00:00,7.600078457630502,7.66356332223778,7.59100894413906,7.654493808746338,726200
2024-07-31 00:00:00+00:00,7.71797840806373,7.745186079637407,7.690769871573768,7.727047920227051,594900
2024-08-01 00:00:00+00:00,7.727049428799485,7.745187591751003,7.5819398006050704,7.6182169914245605,493000
2024-08-02 00:00:00+00:00,7.527523888415183,7.53659340167636,7.427760972375018,7.491246700286865,575300
2024-08-05 00:00:00+00:00,7.3279980509770155,7.436829602437116,7.210096987332836,7.291720867156982,958100
2024-08-06 00:00:00+00:00,7.318930179814754,7.427761755676642,7.300792016296013,7.364276885986328,540100
2024-08-07 00:00:00+00:00,7.400553456643209,7.518454536824584,7.373345781191017,7.382415294647217,590400
2024-08-08 00:00:00+00:00,7.4096232121808,7.5093852687091225,7.4096232121808,7.500316619873047,486000
2024-08-09 00:00:00+00:00,7.518455099920375,7.5365941281913,7.473108394159535,7.509385585784912,340300
2024-08-12 00:00:00+00:00,7.53659340167636,7.545662050021147,7.491246700286866,7.491246700286865,246800
2024-08-13 00:00:00+00:00,7.5093855144845865,7.545662705765518,7.500316865351702,7.5184550285339355,260400
2024-08-14 00:00:00+00:00,7.5365930679944535,7.627285601841649,7.5365930679944535,7.572870254516602,443000
2024-08-15 00:00:00+00:00,7.62400235930655,7.706176499846172,7.62400235930655,7.669654369354248,347800
2024-08-16 00:00:00+00:00,7.633132077288147,7.660524327644473,7.587480068206787,7.587480068206787,475000
2024-08-19 00:00:00+00:00,7.624001763809727,7.697046019088222,7.624001763809727,7.660523891448975,418600
2024-08-20 00:00:00+00:00,7.678784737460861,7.678784737460861,7.605740480112733,7.624001979827881,366400
2024-08-21 00:00:00+00:00,7.633132185390341,7.660524436134602,7.60574080540235,7.642262935638428,494900
2024-08-22 00:00:00+00:00,7.66965377029163,7.678784519890494,7.6331316426523825,7.660523891448975,428400
2024-08-23 00:00:00+00:00,7.660522899196057,7.834002765322913,7.651392150779881,7.824872016906738,1027900
2024-08-26 00:00:00+00:00,7.8522652086671885,7.888787335978172,7.843134459150392,7.87052583694458,788200
2024-08-27 00:00:00+00:00,7.87052488823152,7.87052488823152,7.797480642414307,7.824872016906738,551000
