"('date', '')","('open', 'AGL')","('high', 'AGL')","('low', 'AGL')","('close', 'AGL')","('volume', 'AGL')"
2024-04-18 00:00:00+00:00,5.010000228881836,5.519999980926514,4.940000057220459,5.380000114440918,5733100
2024-04-19 00:00:00+00:00,5.369999885559082,5.760000228881836,5.275000095367432,5.460000038146973,6892100
2024-04-22 00:00:00+00:00,5.429999828338623,5.449999809265137,5.099999904632568,5.159999847412109,4260900
2024-04-23 00:00:00+00:00,5.119999885559082,5.480000019073486,5.119999885559082,5.340000152587891,2232300
2024-04-24 00:00:00+00:00,5.480000019073486,5.570000171661377,5.175000190734863,5.329999923706055,2698600
2024-04-25 00:00:00+00:00,5.21999979019165,5.25,4.994999885559082,5.130000114440918,2868000
2024-04-26 00:00:00+00:00,5.110000133514404,5.309999942779541,4.96999979019165,5.0,2409000
2024-04-29 00:00:00+00:00,5.03000020980835,5.260000228881836,5.03000020980835,5.130000114440918,2515100
2024-04-30 00:00:00+00:00,5.039999961853027,5.519999980926514,5.039999961853027,5.5,3403900
2024-05-01 00:00:00+00:00,5.46999979019165,5.514999866485596,4.880000114440918,4.960000038146973,5920400
2024-05-02 00:00:00+00:00,5.019999980926514,5.110000133514404,4.760000228881836,4.829999923706055,3709700
2024-05-03 00:00:00+00:00,4.860000133514404,4.954999923706055,4.775000095367432,4.829999923706055,3996000
2024-05-06 00:00:00+00:00,4.900000095367432,4.98199987411499,4.800000190734863,4.829999923706055,2974500
2024-05-07 00:00:00+00:00,4.869999885559082,5.010000228881836,4.747000217437744,4.980000019073486,4519300
2024-05-08 00:00:00+00:00,5.300000190734863,5.579999923706055,4.775000095367432,5.190000057220459,7729100
2024-05-09 00:00:00+00:00,5.159999847412109,5.425000190734863,4.929999828338623,5.260000228881836,3976600
2024-05-10 00:00:00+00:00,5.28000020980835,5.349999904632568,5.079999923706055,5.190000057220459,2089600
2024-05-13 00:00:00+00:00,5.260000228881836,5.590000152587891,5.110000133514404,5.210000038146973,4646500
2024-05-14 00:00:00+00:00,5.309999942779541,5.625,5.300000190734863,5.5,6427600
2024-05-15 00:00:00+00:00,5.610000133514404,5.690000057220459,5.289999961853027,5.300000190734863,2104300
2024-05-16 00:00:00+00:00,5.300000190734863,5.590000152587891,5.239999771118164,5.579999923706055,4771900
2024-05-17 00:00:00+00:00,5.570000171661377,5.710000038146973,5.364999771118164,5.409999847412109,5008800
2024-05-20 00:00:00+00:00,5.409999847412109,5.629000186920166,5.349999904632568,5.360000133514404,2393800
2024-05-21 00:00:00+00:00,5.309999942779541,5.579999923706055,5.28000020980835,5.550000190734863,2248900
2024-05-22 00:00:00+00:00,5.489999771118164,6.179999828338623,5.460000038146973,5.989999771118164,4912100
2024-05-23 00:00:00+00:00,5.960000038146973,6.065000057220459,5.599999904632568,5.650000095367432,3738000
2024-05-24 00:00:00+00:00,5.710000038146973,6.139999866485596,5.639999866485596,6.090000152587891,3675900
2024-05-28 00:00:00+00:00,6.150000095367432,6.420000076293945,5.920000076293945,6.110000133514404,3741800
2024-05-29 00:00:00+00:00,5.949999809265137,6.03000020980835,5.650000095367432,5.760000228881836,2445400
2024-05-30 00:00:00+00:00,5.849999904632568,6.335000038146973,5.849999904632568,6.239999771118164,3312100
2024-05-31 00:00:00+00:00,6.309999942779541,6.440000057220459,6.175000190734863,6.300000190734863,3898300
2024-06-03 00:00:00+00:00,6.400000095367432,6.699999809265137,6.260000228881836,6.389999866485596,3325700
2024-06-04 00:00:00+00:00,6.349999904632568,6.440000057220459,6.170000076293945,6.190000057220459,2809500
2024-06-05 00:00:00+00:00,6.429999828338623,6.880000114440918,6.300000190734863,6.829999923706055,4967200
2024-06-06 00:00:00+00:00,6.820000171661377,6.940000057220459,6.625,6.800000190734863,3594300
2024-06-07 00:00:00+00:00,6.690000057220459,6.960000038146973,6.659999847412109,6.800000190734863,2438700
2024-06-10 00:00:00+00:00,6.699999809265137,6.840000152587891,6.510000228881836,6.699999809265137,3099400
2024-06-11 00:00:00+00:00,6.610000133514404,6.739999771118164,6.454999923706055,6.690000057220459,3100800
2024-06-12 00:00:00+00:00,6.96999979019165,7.144999980926514,6.802999973297119,6.880000114440918,3234900
2024-06-13 00:00:00+00:00,6.889999866485596,7.039999961853027,6.679999828338623,6.900000095367432,5772600
2024-06-14 00:00:00+00:00,6.860000133514404,6.985000133514404,6.659999847412109,6.900000095367432,3098300
2024-06-17 00:00:00+00:00,6.849999904632568,6.934999942779541,6.514999866485596,6.650000095367432,3649400
2024-06-18 00:00:00+00:00,6.610000133514404,6.989999771118164,6.610000133514404,6.739999771118164,2754800
2024-06-20 00:00:00+00:00,6.699999809265137,6.699999809265137,6.170000076293945,6.349999904632568,3387800
2024-06-21 00:00:00+00:00,6.389999866485596,6.539999961853027,6.290999889373779,6.519999980926514,4935400
2024-06-24 00:00:00+00:00,6.550000190734863,6.75,6.369999885559082,6.510000228881836,3822000
2024-06-25 00:00:00+00:00,6.460000038146973,6.539999961853027,6.215000152587891,6.28000020980835,2827600
2024-06-26 00:00:00+00:00,6.25,6.619999885559082,6.110000133514404,6.550000190734863,3909700
2024-06-27 00:00:00+00:00,6.489999771118164,6.739999771118164,6.429999828338623,6.590000152587891,3540100
2024-06-28 00:00:00+00:00,6.639999866485596,6.829999923706055,6.389999866485596,6.539999961853027,44234200
2024-07-01 00:00:00+00:00,6.599999904632568,6.71999979019165,5.989999771118164,6.070000171661377,4097500
2024-07-02 00:00:00+00:00,6.110000133514404,6.130000114440918,5.835000038146973,5.880000114440918,2999800
2024-07-03 00:00:00+00:00,5.900000095367432,6.099999904632568,5.829999923706055,5.989999771118164,2679100
2024-07-05 00:00:00+00:00,5.980000019073486,6.03000020980835,5.739999771118164,5.960000038146973,2962500
2024-07-08 00:00:00+00:00,6.050000190734863,6.21999979019165,5.914999961853027,6.039999961853027,3236000
2024-07-09 00:00:00+00:00,6.0,6.079999923706055,5.724999904632568,5.75,1907200
2024-07-10 00:00:00+00:00,5.730000019073486,5.739999771118164,5.460000038146973,5.639999866485596,2978100
2024-07-11 00:00:00+00:00,5.849999904632568,6.269999980926514,5.835000038146973,6.150000095367432,7063700
2024-07-12 00:00:00+00:00,6.289999961853027,6.460000038146973,6.150000095367432,6.289999961853027,3422900
2024-07-15 00:00:00+00:00,6.349999904632568,6.619999885559082,6.309999942779541,6.539999961853027,4841700
2024-07-16 00:00:00+00:00,6.630000114440918,7.724999904632568,6.599999904632568,7.460000038146973,8346600
2024-07-17 00:00:00+00:00,7.360000133514404,7.730000019073486,7.25,7.369999885559082,5786200
2024-07-18 00:00:00+00:00,7.300000190734863,7.400000095367432,6.90500020980835,6.989999771118164,2861900
2024-07-19 00:00:00+00:00,7.010000228881836,7.065000057220459,6.690000057220459,6.889999866485596,4325700
2024-07-22 00:00:00+00:00,7.03000020980835,7.139999866485596,6.789999961853027,7.0,3050000
2024-07-23 00:00:00+00:00,7.010000228881836,7.159999847412109,6.880000114440918,7.059999942779541,4783800
2024-07-24 00:00:00+00:00,7.019999980926514,7.150000095367432,6.760000228881836,6.760000228881836,2840500
2024-07-25 00:00:00+00:00,6.769999980926514,7.059999942779541,6.690000057220459,6.75,2853200
2024-07-26 00:00:00+00:00,6.880000114440918,6.940000057220459,6.559999942779541,6.889999866485596,2552300
2024-07-29 00:00:00+00:00,6.920000076293945,7.019999980926514,6.789999961853027,6.929999828338623,1900500
2024-07-30 00:00:00+00:00,6.929999828338623,7.619999885559082,6.929999828338623,7.519999980926514,4298500
2024-07-31 00:00:00+00:00,7.510000228881836,7.525000095367432,6.579999923706055,6.889999866485596,5155900
2024-08-01 00:00:00+00:00,6.889999866485596,7.079999923706055,6.429999828338623,6.570000171661377,4211000
2024-08-02 00:00:00+00:00,6.230000019073486,6.360000133514404,5.889999866485596,6.340000152587891,5584300
2024-08-05 00:00:00+00:00,5.949999809265137,6.460000038146973,5.760000228881836,6.460000038146973,4830700
2024-08-06 00:00:00+00:00,6.409999847412109,6.630000114440918,6.059999942779541,6.21999979019165,6051700
2024-08-07 00:00:00+00:00,6.21999979019165,6.300000190734863,5.514999866485596,5.639999866485596,5834500
2024-08-08 00:00:00+00:00,5.699999809265137,5.78000020980835,5.5,5.599999904632568,3396200
2024-08-09 00:00:00+00:00,5.539999961853027,5.610000133514404,5.309999942779541,5.519999980926514,5045400
2024-08-12 00:00:00+00:00,5.519999980926514,5.570000171661377,5.320000171661377,5.329999923706055,2680400
2024-08-13 00:00:00+00:00,5.389999866485596,5.690000057220459,5.349999904632568,5.579999923706055,3266800
2024-08-14 00:00:00+00:00,5.619999885559082,5.670000076293945,5.019999980926514,5.130000114440918,3686500
2024-08-15 00:00:00+00:00,5.21999979019165,5.25,4.920000076293945,4.920000076293945,4466800
2024-08-16 00:00:00+00:00,4.880000114440918,5.039999961853027,4.71999979019165,4.849999904632568,6800900
2024-08-19 00:00:00+00:00,4.849999904632568,4.920000076293945,4.730000019073486,4.730000019073486,2303600
2024-08-20 00:00:00+00:00,4.730000019073486,4.820000171661377,4.619999885559082,4.630000114440918,2453200
2024-08-21 00:00:00+00:00,4.670000076293945,4.710000038146973,4.53000020980835,4.590000152587891,2631700
2024-08-22 00:00:00+00:00,4.590000152587891,4.630000114440918,4.375,4.480000019073486,4942400
2024-08-23 00:00:00+00:00,4.519999980926514,4.765999794006348,4.425000190734863,4.480000019073486,2874100
2024-08-26 00:00:00+00:00,4.480000019073486,4.5,4.380000114440918,4.380000114440918,1820500
2024-08-27 00:00:00+00:00,4.349999904632568,4.389999866485596,4.175000190734863,4.190000057220459,2179500
2024-08-28 00:00:00+00:00,4.199999809265137,4.304999828338623,4.065000057220459,4.190000057220459,3300700
2024-08-29 00:00:00+00:00,4.230000019073486,4.260000228881836,4.110000133514404,4.159999847412109,7061700
2024-08-30 00:00:00+00:00,4.199999809265137,4.230000019073486,4.03000020980835,4.079999923706055,3130200
2024-09-03 00:00:00+00:00,3.990000009536743,4.110000133514404,3.799999952316284,3.8499999046325684,4304600
2024-09-04 00:00:00+00:00,3.8299999237060547,4.210000038146973,3.743000030517578,4.170000076293945,4658900
2024-09-05 00:00:00+00:00,4.230000019073486,4.380000114440918,4.074999809265137,4.079999923706055,2681900
2024-09-06 00:00:00+00:00,4.059999942779541,4.070000171661377,3.5399999618530273,3.609999895095825,5874800
2024-09-09 00:00:00+00:00,3.5999999046325684,3.700000047683716,3.4100000858306885,3.4800000190734863,4439900
2024-09-10 00:00:00+00:00,3.440000057220459,3.4800000190734863,3.259999990463257,3.390000104904175,3983300
2024-09-11 00:00:00+00:00,3.3499999046325684,3.4000000953674316,3.180000066757202,3.2100000381469727,6581200
2024-09-12 00:00:00+00:00,3.200000047683716,3.4000000953674316,3.069999933242798,3.309999942779541,4280400
2024-09-13 00:00:00+00:00,3.390000104904175,3.7100000381469727,3.3399999141693115,3.5299999713897705,5187100
2024-09-16 00:00:00+00:00,3.5899999141693115,3.700000047683716,3.259999990463257,3.2799999713897705,7008300
2024-09-17 00:00:00+00:00,3.4600000381469727,3.700000047683716,3.4200000762939453,3.640000104904175,4395900
2024-09-18 00:00:00+00:00,3.609999895095825,4.179999828338623,3.5950000286102295,3.990000009536743,4948800
2024-09-19 00:00:00+00:00,4.070000171661377,4.210000038146973,3.8499999046325684,3.869999885559082,4546400
2024-09-20 00:00:00+00:00,3.880000114440918,3.9200000762939453,3.4800000190734863,3.5199999809265137,5296000
2024-09-23 00:00:00+00:00,3.559999942779541,3.880000114440918,3.515000104904175,3.8399999141693115,3925800
2024-09-24 00:00:00+00:00,3.819999933242798,4.014999866485596,3.759999990463257,3.859999895095825,4653200
2024-09-25 00:00:00+00:00,3.8499999046325684,3.890000104904175,3.630000114440918,3.640000104904175,3141600
2024-09-26 00:00:00+00:00,3.700000047683716,3.7799999713897705,3.569999933242798,3.7300000190734863,3875000
2024-09-27 00:00:00+00:00,3.8299999237060547,3.944999933242798,3.690000057220459,3.740000009536743,3898900
2024-09-30 00:00:00+00:00,3.7100000381469727,4.019999980926514,3.630000114440918,3.930000066757202,8960200
2024-10-01 00:00:00+00:00,3.990000009536743,3.990000009536743,3.5999999046325684,3.6700000762939453,4749200
2024-10-02 00:00:00+00:00,3.619999885559082,3.6700000762939453,3.0399999618530273,3.5799999237060547,13469700
2024-10-03 00:00:00+00:00,3.4700000286102295,3.5199999809265137,3.119999885559082,3.1600000858306885,4047900
2024-10-04 00:00:00+00:00,3.240000009536743,3.25,3.119999885559082,3.2100000381469727,3903400
2024-10-07 00:00:00+00:00,3.200000047683716,3.200000047683716,2.994999885559082,3.1500000953674316,2847600
2024-10-08 00:00:00+00:00,3.119999885559082,3.244999885559082,3.065000057220459,3.1500000953674316,2156500
2024-10-09 00:00:00+00:00,3.119999885559082,3.2170000076293945,3.059999942779541,3.119999885559082,2054400
2024-10-10 00:00:00+00:00,3.0399999618530273,3.380000114440918,3.0,3.319999933242798,5804400
2024-10-11 00:00:00+00:00,3.299999952316284,3.3399999141693115,3.115000009536743,3.2200000286102295,3053300
2024-10-14 00:00:00+00:00,3.2100000381469727,3.5199999809265137,3.1600000858306885,3.5,5679300
2024-10-15 00:00:00+00:00,3.4800000190734863,3.5999999046325684,3.200000047683716,3.319999933242798,4380100
2024-10-16 00:00:00+00:00,3.3399999141693115,3.484999895095825,3.240000009536743,3.259999990463257,4007700
2024-10-17 00:00:00+00:00,3.2300000190734863,3.3399999141693115,3.1510000228881836,3.299999952316284,3609100
2024-10-18 00:00:00+00:00,3.319999933242798,3.4000000953674316,2.9800000190734863,2.9800000190734863,3085700
2024-10-21 00:00:00+00:00,3.0,3.0,2.7699999809265137,2.809999942779541,12438900
2024-10-22 00:00:00+00:00,2.8399999141693115,2.875,2.7300000190734863,2.819999933242798,2449400
2024-10-23 00:00:00+00:00,2.799999952316284,2.859999895095825,2.680000066757202,2.690000057220459,2110200
2024-10-24 00:00:00+00:00,2.7200000286102295,2.759999990463257,2.6500000953674316,2.690000057220459,2706900
2024-10-25 00:00:00+00:00,2.700000047683716,2.7699999809265137,2.5799999237060547,2.5799999237060547,1436000
2024-10-28 00:00:00+00:00,2.640000104904175,2.7899999618530273,2.619999885559082,2.700000047683716,2416400
2024-10-29 00:00:00+00:00,2.640000104904175,2.690000057220459,2.490000009536743,2.5199999809265137,3628100
2024-10-30 00:00:00+00:00,2.369999885559082,2.5,2.3550000190734863,2.4600000381469727,3774200
2024-10-31 00:00:00+00:00,2.450000047683716,2.680000066757202,2.4200000762939453,2.549999952316284,4616100
2024-11-01 00:00:00+00:00,2.549999952316284,2.7249999046325684,2.549999952316284,2.700000047683716,2694500
2024-11-04 00:00:00+00:00,2.690000057220459,2.75,2.569999933242798,2.6700000762939453,3491000
2024-11-05 00:00:00+00:00,2.6600000858306885,2.75,2.555000066757202,2.7300000190734863,3250600
2024-11-06 00:00:00+00:00,3.049999952316284,3.1600000858306885,2.8450000286102295,2.880000114440918,5464200
2024-11-07 00:00:00+00:00,2.8399999141693115,2.890000104904175,2.7300000190734863,2.7899999618530273,4311100
2024-11-08 00:00:00+00:00,1.8600000143051147,2.0199999809265137,1.7999999523162842,1.840000033378601,19089600
2024-11-11 00:00:00+00:00,1.8600000143051147,2.180000066757202,1.8550000190734863,2.1600000858306885,9241500
2024-11-12 00:00:00+00:00,2.130000114440918,2.200000047683716,1.8600000143051147,1.8700000047683716,6703800
2024-11-13 00:00:00+00:00,1.8700000047683716,1.9500000476837158,1.8300000429153442,1.8799999952316284,5630800
2024-11-14 00:00:00+00:00,1.840000033378601,1.850000023841858,1.7000000476837158,1.7100000381469727,5644900
2024-11-15 00:00:00+00:00,1.7300000190734863,1.7300000190734863,1.5750000476837158,1.5800000429153442,3545300
2024-11-18 00:00:00+00:00,1.5800000429153442,1.6050000190734863,1.5,1.5700000524520874,3159100
2024-11-19 00:00:00+00:00,1.559999942779541,1.6200000047683716,1.5199999809265137,1.590000033378601,3554700
2024-11-20 00:00:00+00:00,1.600000023841858,1.7799999713897705,1.5700000524520874,1.6699999570846558,3090400
2024-11-21 00:00:00+00:00,1.659999966621399,1.8200000524520874,1.6399999856948853,1.7799999713897705,4078700
2024-11-22 00:00:00+00:00,1.7799999713897705,1.8899999856948853,1.7050000429153442,1.8899999856948853,2802000
2024-11-25 00:00:00+00:00,1.9199999570846558,2.299999952316284,1.9199999570846558,2.259999990463257,7017000
2024-11-26 00:00:00+00:00,2.190000057220459,2.2100000381469727,1.9700000286102295,2.049999952316284,4577500
2024-11-27 00:00:00+00:00,2.069999933242798,2.190000057220459,2.0399999618530273,2.109999895095825,2934000
2024-11-29 00:00:00+00:00,2.109999895095825,2.2100000381469727,2.0899999141693115,2.0899999141693115,2838100
2024-12-02 00:00:00+00:00,2.0899999141693115,2.390000104904175,2.0899999141693115,2.299999952316284,4501600
2024-12-03 00:00:00+00:00,2.25,2.2699999809265137,2.119999885559082,2.130000114440918,2526100
2024-12-04 00:00:00+00:00,2.109999895095825,2.25,2.0799999237060547,2.2300000190734863,3092000
2024-12-05 00:00:00+00:00,2.2200000286102295,2.244999885559082,2.125,2.2100000381469727,3289600
2024-12-06 00:00:00+00:00,2.240000009536743,2.311000108718872,2.130000114440918,2.1700000762939453,2001200
2024-12-09 00:00:00+00:00,2.2100000381469727,2.25,2.0999999046325684,2.240000009536743,3477900
2024-12-10 00:00:00+00:00,2.25,2.25,2.0199999809265137,2.0999999046325684,3146500
2024-12-11 00:00:00+00:00,2.069999933242798,2.0799999237060547,1.9199999570846558,1.9900000095367432,3341300
2024-12-12 00:00:00+00:00,2.0899999141693115,2.240000009536743,2.0399999618530273,2.2200000286102295,4055100
2024-12-13 00:00:00+00:00,2.2300000190734863,2.2799999713897705,2.130000114440918,2.240000009536743,3071300
2024-12-16 00:00:00+00:00,2.25,2.3299999237060547,2.180000066757202,2.190000057220459,5989500
2024-12-17 00:00:00+00:00,2.2100000381469727,2.325000047683716,1.9900000095367432,2.0,3411800
2024-12-18 00:00:00+00:00,2.009999990463257,2.1500000953674316,1.899999976158142,1.9500000476837158,3718900
2024-12-19 00:00:00+00:00,1.940000057220459,1.968999981880188,1.7999999523162842,1.8799999952316284,2564400
2024-12-20 00:00:00+00:00,1.8300000429153442,1.9900000095367432,1.8300000429153442,1.9700000286102295,5237300
2024-12-23 00:00:00+00:00,1.9500000476837158,1.9600000381469727,1.815000057220459,1.850000023841858,2166700
2024-12-24 00:00:00+00:00,1.8799999952316284,1.9199999570846558,1.8109999895095825,1.909999966621399,1131600
2024-12-26 00:00:00+00:00,1.8799999952316284,1.937999963760376,1.8300000429153442,1.8899999856948853,1784600
2024-12-27 00:00:00+00:00,1.899999976158142,1.9299999475479126,1.8300000429153442,1.899999976158142,2558500
2024-12-30 00:00:00+00:00,1.9199999570846558,1.9600000381469727,1.8300000429153442,1.909999966621399,3077500
2024-12-31 00:00:00+00:00,1.9199999570846558,1.9700000286102295,1.8300000429153442,1.899999976158142,2668400
2025-01-02 00:00:00+00:00,1.9299999475479126,1.9950000047683716,1.899999976158142,1.9199999570846558,1574100
2025-01-03 00:00:00+00:00,1.9299999475479126,2.119999885559082,1.909999966621399,2.0899999141693115,3926000
2025-01-06 00:00:00+00:00,2.119999885559082,2.180000066757202,2.049999952316284,2.059999942779541,2310900
2025-01-07 00:00:00+00:00,2.0299999713897705,2.1700000762939453,2.0299999713897705,2.1500000953674316,3580800
2025-01-08 00:00:00+00:00,2.130000114440918,2.259999990463257,2.059999942779541,2.190000057220459,4037800
2025-01-10 00:00:00+00:00,2.200000047683716,2.5899999141693115,2.1710000038146973,2.430000066757202,6909100
2025-01-13 00:00:00+00:00,2.430000066757202,2.9000000953674316,2.377000093460083,2.880000114440918,7788200
2025-01-14 00:00:00+00:00,2.890000104904175,3.0450000762939453,2.700000047683716,2.75,6033600
2025-01-15 00:00:00+00:00,2.880000114440918,2.940000057220459,2.75,2.819999933242798,5408100
2025-01-16 00:00:00+00:00,2.799999952316284,3.2149999141693115,2.7899999618530273,2.9600000381469727,10034400
