"('date', '')","('open', 'AGL')","('high', 'AGL')","('low', 'AGL')","('close', 'AGL')","('volume', 'AGL')"
2024-01-02 00:00:00+00:00,12.430000305175781,13.279999732971191,12.369999885559082,12.930000305175781,3435700
2024-01-03 00:00:00+00:00,12.619999885559082,12.704999923706055,11.920000076293945,12.109999656677246,3563300
2024-01-04 00:00:00+00:00,12.130000114440918,12.180000305175781,11.914999961853027,12.079999923706055,3721400
2024-01-05 00:00:00+00:00,7.75,8.819999694824219,7.590000152587891,8.630000114440918,36888200
2024-01-08 00:00:00+00:00,8.380000114440918,9.260000228881836,8.260000228881836,9.180000305175781,13472100
2024-01-09 00:00:00+00:00,9.1899995803833,9.300000190734863,8.420000076293945,8.4399995803833,9053600
2024-01-10 00:00:00+00:00,8.470000267028809,8.529999732971191,7.835000038146973,7.980000019073486,8342700
2024-01-11 00:00:00+00:00,7.96999979019165,8.199999809265137,7.670000076293945,7.940000057220459,7033000
2024-01-12 00:00:00+00:00,7.760000228881836,7.940000057220459,7.309999942779541,7.380000114440918,5356900
2024-01-16 00:00:00+00:00,7.300000190734863,7.534999847412109,7.0,7.489999771118164,6792400
2024-01-17 00:00:00+00:00,7.380000114440918,7.46999979019165,7.130000114440918,7.260000228881836,4121100
2024-01-18 00:00:00+00:00,7.210000038146973,7.2129998207092285,6.579999923706055,6.730000019073486,6874800
2024-01-19 00:00:00+00:00,6.760000228881836,6.869999885559082,6.360000133514404,6.369999885559082,7061200
2024-01-22 00:00:00+00:00,6.400000095367432,6.730000019073486,6.244999885559082,6.71999979019165,7632400
2024-01-23 00:00:00+00:00,6.849999904632568,6.940000057220459,6.440000057220459,6.5,7496200
2024-01-24 00:00:00+00:00,6.590000152587891,6.800000190734863,6.46999979019165,6.510000228881836,3368400
2024-01-25 00:00:00+00:00,6.309999942779541,6.349999904632568,5.795000076293945,5.800000190734863,11005300
2024-01-26 00:00:00+00:00,5.849999904632568,5.985000133514404,5.710000038146973,5.820000171661377,6314100
2024-01-29 00:00:00+00:00,5.809999942779541,6.058000087738037,5.6570000648498535,5.960000038146973,7233000
2024-01-30 00:00:00+00:00,5.989999771118164,6.0,5.699999809265137,5.710000038146973,5291200
2024-01-31 00:00:00+00:00,5.71999979019165,5.980000019073486,5.630000114440918,5.889999866485596,8223800
2024-02-01 00:00:00+00:00,5.840000152587891,6.15500020980835,5.75,6.010000228881836,5173700
2024-02-02 00:00:00+00:00,5.989999771118164,6.150000095367432,5.800000190734863,6.079999923706055,4306200
2024-02-05 00:00:00+00:00,6.039999961853027,6.070000171661377,5.775000095367432,5.809999942779541,5918300
2024-02-06 00:00:00+00:00,5.820000171661377,5.994999885559082,5.739999771118164,5.920000076293945,4738700
2024-02-07 00:00:00+00:00,5.909999847412109,6.559999942779541,5.849999904632568,6.550000190734863,6793400
2024-02-08 00:00:00+00:00,6.559999942779541,7.099999904632568,6.46999979019165,7.090000152587891,7563500
2024-02-09 00:00:00+00:00,7.090000152587891,7.380000114440918,6.75,6.820000171661377,4818300
2024-02-12 00:00:00+00:00,6.889999866485596,7.519999980926514,6.885000228881836,7.449999809265137,6172600
2024-02-13 00:00:00+00:00,7.090000152587891,7.239999771118164,6.889999866485596,7.0,4631400
2024-02-14 00:00:00+00:00,7.139999866485596,7.21999979019165,7.010000228881836,7.159999847412109,3203700
2024-02-15 00:00:00+00:00,7.260000228881836,7.429999828338623,7.090000152587891,7.260000228881836,2954200
2024-02-16 00:00:00+00:00,7.170000076293945,7.300000190734863,7.079999923706055,7.110000133514404,2436300
2024-02-20 00:00:00+00:00,7.050000190734863,7.110000133514404,6.764999866485596,6.789999961853027,2929400
2024-02-21 00:00:00+00:00,6.739999771118164,6.869999885559082,6.380000114440918,6.409999847412109,4449100
2024-02-22 00:00:00+00:00,6.440000057220459,6.519999980926514,6.09499979019165,6.130000114440918,5999700
2024-02-23 00:00:00+00:00,6.090000152587891,6.489999771118164,6.059999942779541,6.269999980926514,4436500
2024-02-26 00:00:00+00:00,5.900000095367432,6.619999885559082,5.75,6.170000076293945,5796600
2024-02-27 00:00:00+00:00,6.340000152587891,6.724999904632568,6.25,6.480000019073486,8157900
2024-02-28 00:00:00+00:00,6.119999885559082,7.110000133514404,5.96999979019165,6.360000133514404,11166500
2024-02-29 00:00:00+00:00,6.46999979019165,6.519999980926514,5.789999961853027,6.130000114440918,8065100
2024-03-01 00:00:00+00:00,6.090000152587891,6.139999866485596,5.730000019073486,6.039999961853027,7038800
2024-03-04 00:00:00+00:00,6.059999942779541,6.150000095367432,5.925000190734863,6.050000190734863,3558300
2024-03-05 00:00:00+00:00,5.980000019073486,6.260000228881836,5.965000152587891,5.980000019073486,3148800
2024-03-06 00:00:00+00:00,5.909999847412109,5.994999885559082,5.664999961853027,5.78000020980835,3493700
2024-03-07 00:00:00+00:00,5.800000190734863,6.039999961853027,5.690000057220459,5.929999828338623,3555700
2024-03-08 00:00:00+00:00,5.989999771118164,6.170000076293945,5.840000152587891,5.920000076293945,3272100
2024-03-11 00:00:00+00:00,5.920000076293945,6.090000152587891,5.860000133514404,5.960000038146973,3206300
2024-03-12 00:00:00+00:00,5.960000038146973,6.010000228881836,5.730999946594238,5.769999980926514,8443100
2024-03-13 00:00:00+00:00,5.730000019073486,5.829999923706055,5.300000190734863,5.300000190734863,6469100
2024-03-14 00:00:00+00:00,5.260000228881836,5.289999961853027,5.09499979019165,5.230000019073486,5613700
2024-03-15 00:00:00+00:00,5.21999979019165,5.349999904632568,5.139999866485596,5.320000171661377,4876400
2024-03-18 00:00:00+00:00,5.309999942779541,5.460000038146973,5.150000095367432,5.400000095367432,3294000
2024-03-19 00:00:00+00:00,5.46999979019165,5.764999866485596,5.389999866485596,5.460000038146973,4858700
2024-03-20 00:00:00+00:00,5.440000057220459,5.550000190734863,5.199999809265137,5.510000228881836,2798400
2024-03-21 00:00:00+00:00,5.5,5.71999979019165,5.400000095367432,5.429999828338623,5150800
2024-03-22 00:00:00+00:00,5.440000057220459,5.449999809265137,4.880000114440918,4.889999866485596,3705700
2024-03-25 00:00:00+00:00,4.889999866485596,4.909999847412109,4.440000057220459,4.760000228881836,7142900
2024-03-26 00:00:00+00:00,4.789999961853027,5.005000114440918,4.704999923706055,4.989999771118164,6008400
2024-03-27 00:00:00+00:00,5.079999923706055,5.760000228881836,5.059999942779541,5.730000019073486,6465800
2024-03-28 00:00:00+00:00,5.730000019073486,6.159999847412109,5.650000095367432,6.099999904632568,4748100
2024-04-01 00:00:00+00:00,6.150000095367432,6.199999809265137,5.78000020980835,5.840000152587891,3549700
2024-04-02 00:00:00+00:00,5.650000095367432,5.6579999923706055,5.010000228881836,5.079999923706055,4754800
2024-04-03 00:00:00+00:00,5.119999885559082,5.119999885559082,4.679999828338623,4.75,6474500
2024-04-04 00:00:00+00:00,4.760000228881836,4.929999828338623,4.699999809265137,4.840000152587891,4326400
2024-04-05 00:00:00+00:00,4.809999942779541,4.869999885559082,4.690000057220459,4.75,2714200
2024-04-08 00:00:00+00:00,4.769999980926514,5.204999923706055,4.670000076293945,5.179999828338623,3800800
2024-04-09 00:00:00+00:00,5.199999809265137,5.570000171661377,5.179999828338623,5.559999942779541,4227100
2024-04-10 00:00:00+00:00,5.369999885559082,5.639999866485596,5.284999847412109,5.400000095367432,3802000
2024-04-11 00:00:00+00:00,5.429999828338623,5.550000190734863,5.239999771118164,5.329999923706055,2558400
2024-04-12 00:00:00+00:00,5.289999961853027,5.389999866485596,4.940000057220459,4.949999809265137,2927900
2024-04-15 00:00:00+00:00,4.949999809265137,5.050000190734863,4.449999809265137,4.460000038146973,5917700
2024-04-16 00:00:00+00:00,4.599999904632568,4.789999961853027,4.449999809265137,4.480000019073486,5839800
2024-04-17 00:00:00+00:00,4.489999771118164,5.050000190734863,4.409999847412109,5.010000228881836,6790100
