"('date', '')","('open', 'CCIF')","('high', 'CCIF')","('low', 'CCIF')","('close', 'CCIF')","('volume', 'CCIF')"
2019-06-04 00:00:00+00:00,3.7842248787484354,3.884812694477323,3.6335648035788117,3.6468582153320312,189100
2019-06-05 00:00:00+00:00,3.6114106725612736,3.6114106725612736,3.2835035319237664,3.4474573135375977,391000
2019-06-06 00:00:00+00:00,3.438593685936143,3.5848225030168037,3.3544012918877324,3.358832359313965,163700
2019-06-07 00:00:00+00:00,3.30464301538317,3.5889133208081305,3.30464301538317,3.5000789165496826,223000
2019-06-10 00:00:00+00:00,3.5267303977254443,3.6644238755106926,3.357944762324948,3.5533807277679443,158200
2019-06-11 00:00:00+00:00,3.5311726121867983,3.63777395043034,3.5178475508053717,3.5889151096343994,68900
2019-06-12 00:00:00+00:00,3.5489402403636867,3.588915856422226,3.4689892200446844,3.5267317295074463,103700
2019-06-13 00:00:00+00:00,3.5222874117153316,3.557821385216637,3.4956370904377967,3.5000789165496826,59200
2019-06-14 00:00:00+00:00,3.4867554024603966,3.5311726269137838,3.4778719575697195,3.495638847351074,73200
2019-06-17 00:00:00+00:00,3.5134043891090534,3.5134043891090534,3.317968464700994,3.335735559463501,603200
2019-06-18 00:00:00+00:00,3.353504507242814,3.411246806531645,3.238019485068989,3.380154848098755,162800
2019-06-19 00:00:00+00:00,3.3579452725843315,3.5844732182668237,3.3579452725843315,3.571148157119751,137800
2019-06-20 00:00:00+00:00,3.566706089542956,3.922044277191162,3.566706089542956,3.922044277191162,197400
2019-06-21 00:00:00+00:00,3.9264840997831056,4.037527200235814,3.9264840997831056,3.9886679649353027,122200
2019-06-24 00:00:00+00:00,3.9531356839051517,4.033086881658316,3.9531356839051517,3.9975531101226807,70100
2019-06-25 00:00:00+00:00,4.041970819351174,4.041970819351174,3.984228330663757,4.037528991699219,52300
2019-06-26 00:00:00+00:00,4.050854619914513,4.07750516597274,4.017541755038774,4.033087730407715,116800
2019-06-27 00:00:00+00:00,4.019763095624018,4.170781884251067,3.9309286386657853,4.157456398010254,54400
2019-06-28 00:00:00+00:00,4.175222347876307,4.246290321012949,4.148572228596573,4.219639778137207,111800
2019-07-01 00:00:00+00:00,4.2507317006238114,4.272940415626056,4.219639753778273,4.241848468780518,49800
2019-07-02 00:00:00+00:00,4.232963930457548,4.35289071229853,4.228522527260263,4.25961446762085,25900
2019-07-03 00:00:00+00:00,4.277381351197745,4.286264581188234,4.246289410837158,4.25961446762085,35600
2019-07-05 00:00:00+00:00,4.2063148975415485,4.264057389900158,4.1929894137384665,4.210756301879883,84300
2019-07-08 00:00:00+00:00,4.224079769456446,4.2640553545926,4.217417030735146,4.237404823303223,45700
2019-07-09 00:00:00+00:00,4.198712750509414,4.283220981485302,4.198712750509414,4.247638702392578,46700
2019-07-10 00:00:00+00:00,4.225397817730012,4.300120740704562,4.223173873240849,4.256532192230225,72700
2019-07-11 00:00:00+00:00,4.207606218722738,4.260979608013264,4.207606218722738,4.252084255218506,35800
2019-07-12 00:00:00+00:00,4.212054107207113,4.265427496497639,4.212054107207113,4.252084255218506,24700
2019-07-15 00:00:00+00:00,4.252083870042528,4.336591622720541,4.252083870042528,4.327695846557617,114800
2019-07-16 00:00:00+00:00,4.2698751879277586,4.318800686476004,4.251194141990309,4.292113780975342,84500
2019-07-17 00:00:00+00:00,4.265427765944688,4.3770669744064055,4.265427765944688,4.349935531616211,125200
2019-07-18 00:00:00+00:00,4.358831405639648,4.358831405639648,4.279660595725092,4.358831405639648,134100
2019-07-19 00:00:00+00:00,4.336592099665449,4.385517601420573,4.336592099665449,4.381070137023926,42900
2019-07-22 00:00:00+00:00,4.376622523636879,4.438891270845142,4.372174634786567,4.42110013961792,37300
2019-07-23 00:00:00+00:00,4.425547837250866,4.470025875484144,4.398861353650106,4.452234745025635,132400
2019-07-24 00:00:00+00:00,4.425548495911109,4.5367431838695484,4.403309473484606,4.4744744300842285,46500
2019-07-25 00:00:00+00:00,4.447786662775096,4.510055828756584,4.441559788594346,4.48781681060791,24000
2019-07-26 00:00:00+00:00,4.416653094322799,4.505608758905651,4.416653094322799,4.47002649307251,11200
2019-07-29 00:00:00+00:00,4.43889083476287,4.554533388465955,4.43889083476287,4.541190147399902,75900
2019-07-30 00:00:00+00:00,4.581221168909003,4.754684608387983,4.581221168909003,4.698642730712891,67500
2019-07-31 00:00:00+00:00,4.679071734673066,4.736892587544353,4.67106545066742,4.705313682556152,26100
2019-08-01 00:00:00+00:00,4.647937246844171,4.7146543051525835,4.647937246844171,4.696863174438477,54200
2019-08-02 00:00:00+00:00,4.6790731710941476,4.732446576096188,4.6746252813004485,4.723550796508789,21700
2019-08-05 00:00:00+00:00,4.647935907277328,4.714207987943867,4.594562530517578,4.594562530517578,54500
2019-08-06 00:00:00+00:00,4.594562530517578,4.639040556570983,4.554532391904292,4.594562530517578,40800
2019-08-07 00:00:00+00:00,4.594563581300617,4.616802599413415,4.554978392047714,4.603459358215332,14100
2019-08-08 00:00:00+00:00,4.554533477420758,4.61457869965172,4.541190236094098,4.612354755401611,64000
2019-08-09 00:00:00+00:00,4.544193210979326,4.646660535644338,4.544193210979326,4.637750148773193,72600
2019-08-12 00:00:00+00:00,4.602108362112589,4.637749051422867,4.530826983492033,4.588743209838867,140100
2019-08-13 00:00:00+00:00,4.544193050369683,4.584288940131427,4.4907320056442295,4.535283088684082,42900
2019-08-14 00:00:00+00:00,4.602108134377367,4.602108134377367,4.464000576351922,4.504096031188965,39000
2019-08-15 00:00:00+00:00,4.521919137945258,4.521919137945258,4.459993373629874,4.490733623504639,72800
2019-08-16 00:00:00+00:00,4.455091975386533,4.517463415995389,4.455091975386533,4.5085530281066895,42400
2019-08-19 00:00:00+00:00,4.464003207308739,4.53973939432914,4.464003207308739,4.530829429626465,29300
2019-08-20 00:00:00+00:00,4.504096275284895,4.566467694306868,4.450635241067717,4.477365970611572,155100
2019-08-21 00:00:00+00:00,4.44617955976054,4.508550971924113,4.44617955976054,4.459545135498047,39000
2019-08-22 00:00:00+00:00,4.517462356901319,4.517462356901319,4.455090930915099,4.513007164001465,33900
2019-08-23 00:00:00+00:00,4.508553880563636,4.553104978689293,4.4773683667981325,4.530829429626465,40200
2019-08-26 00:00:00+00:00,4.54864768644519,4.593198764027601,4.499641841000989,4.57537841796875,59100
2019-08-27 00:00:00+00:00,4.557557032694636,4.597652912139893,4.5308267296448035,4.597652912139893,71300
2019-08-28 00:00:00+00:00,4.588742793947071,4.660024166107178,4.5865151979582555,4.660024166107178,53600
2019-08-29 00:00:00+00:00,4.677841763153842,4.686752141878518,4.619925576054175,4.673386573791504,38800
2019-08-30 00:00:00+00:00,4.669379641297799,4.704575061798096,4.655568801601251,4.704575061798096,33400
2019-09-03 00:00:00+00:00,4.686756267776836,4.735762119293213,4.677845881208068,4.735762119293213,41300
2019-09-04 00:00:00+00:00,4.731307885176718,4.7535834312438965,4.7134875332971164,4.7535834312438965,30800
2019-09-05 00:00:00+00:00,4.7535817299432175,4.766946882851872,4.615473733651946,4.74467134475708,66800
2019-09-06 00:00:00+00:00,4.704575281765107,4.7442254710613385,4.6778445545106,4.713485240936279,57600
2019-09-09 00:00:00+00:00,4.697412001063362,4.724203084629061,4.697412001063362,4.7063422203063965,51500
2019-09-10 00:00:00+00:00,4.679549318788375,4.733132321652596,4.679549318788375,4.724201679229736,57300
