"('date', '')","('open', 'BLND')","('high', 'BLND')","('low', 'BLND')","('close', 'BLND')","('volume', 'BLND')"
2024-01-02 00:00:00+00:00,2.4700000286102295,2.630000114440918,2.3499999046325684,2.5399999618530273,1575400
2024-01-03 00:00:00+00:00,2.450000047683716,2.4700000286102295,2.3299999237060547,2.369999885559082,1422200
2024-01-04 00:00:00+00:00,2.369999885559082,2.630000114440918,2.369999885559082,2.450000047683716,1543300
2024-01-05 00:00:00+00:00,2.309999942779541,2.559999942779541,2.25,2.5299999713897705,2003600
2024-01-08 00:00:00+00:00,2.5299999713897705,2.680000066757202,2.4800000190734863,2.640000104904175,1986400
2024-01-09 00:00:00+00:00,2.5799999237060547,2.619999885559082,2.5,2.5899999141693115,1005000
2024-01-10 00:00:00+00:00,2.5899999141693115,2.6050000190734863,2.5299999713897705,2.5299999713897705,1418300
2024-01-11 00:00:00+00:00,2.5,2.549999952316284,2.2699999809265137,2.359999895095825,1396500
2024-01-12 00:00:00+00:00,2.380000114440918,2.4800000190734863,2.380000114440918,2.4100000858306885,685400
2024-01-16 00:00:00+00:00,2.380000114440918,2.4000000953674316,2.2699999809265137,2.299999952316284,895100
2024-01-17 00:00:00+00:00,2.240000009536743,2.2899999618530273,2.1500000953674316,2.2300000190734863,989900
2024-01-18 00:00:00+00:00,2.2799999713897705,2.372999906539917,2.2149999141693115,2.2699999809265137,1038200
2024-01-19 00:00:00+00:00,2.2799999713897705,2.4200000762939453,2.2300000190734863,2.4100000858306885,1264600
2024-01-22 00:00:00+00:00,2.430000066757202,2.5999999046325684,2.4100000858306885,2.5199999809265137,1928400
2024-01-23 00:00:00+00:00,2.5399999618530273,2.5999999046325684,2.5,2.559999942779541,1445200
2024-01-24 00:00:00+00:00,2.609999895095825,2.609999895095825,2.4549999237060547,2.4700000286102295,1059200
2024-01-25 00:00:00+00:00,2.5,2.549999952316284,2.4000000953674316,2.509999990463257,1179900
2024-01-26 00:00:00+00:00,2.5199999809265137,2.569999933242798,2.494999885559082,2.5399999618530273,1165300
2024-01-29 00:00:00+00:00,2.5399999618530273,2.859999895095825,2.5350000858306885,2.8499999046325684,2899500
2024-01-30 00:00:00+00:00,2.8499999046325684,2.9100000858306885,2.640000104904175,2.759999990463257,2174800
2024-01-31 00:00:00+00:00,2.7699999809265137,2.859999895095825,2.7100000381469727,2.7300000190734863,1348800
2024-02-01 00:00:00+00:00,2.7799999713897705,2.8299999237060547,2.509999990463257,2.5999999046325684,1432400
2024-02-02 00:00:00+00:00,2.5399999618530273,2.6449999809265137,2.490000009536743,2.619999885559082,853500
2024-02-05 00:00:00+00:00,2.559999942779541,2.7100000381469727,2.493000030517578,2.690000057220459,984100
2024-02-06 00:00:00+00:00,2.6700000762939453,2.940000057220459,2.619999885559082,2.819999933242798,1903100
2024-02-07 00:00:00+00:00,2.8299999237060547,2.8299999237060547,2.609999895095825,2.7300000190734863,1195300
2024-02-08 00:00:00+00:00,2.7200000286102295,2.809999942779541,2.684999942779541,2.7300000190734863,1087300
2024-02-09 00:00:00+00:00,2.7300000190734863,2.825000047683716,2.7100000381469727,2.7699999809265137,977600
2024-02-12 00:00:00+00:00,2.7799999713897705,2.950000047683716,2.7699999809265137,2.859999895095825,2589600
2024-02-13 00:00:00+00:00,2.740000009536743,2.740000009536743,2.5,2.640000104904175,1749800
2024-02-14 00:00:00+00:00,2.700000047683716,2.759999990463257,2.6500000953674316,2.75,679700
2024-02-15 00:00:00+00:00,2.75,2.8399999141693115,2.683000087738037,2.8399999141693115,1118500
2024-02-16 00:00:00+00:00,2.859999895095825,3.369999885559082,2.809999942779541,3.0999999046325684,5026500
2024-02-20 00:00:00+00:00,3.0299999713897705,3.140000104904175,2.825000047683716,2.8499999046325684,2495100
2024-02-21 00:00:00+00:00,2.819999933242798,2.819999933242798,2.2950000762939453,2.4100000858306885,2798700
2024-02-22 00:00:00+00:00,2.490000009536743,2.490000009536743,2.2200000286102295,2.2300000190734863,1823600
2024-02-23 00:00:00+00:00,2.309999942779541,2.319999933242798,2.1700000762939453,2.2300000190734863,1445000
2024-02-26 00:00:00+00:00,2.3299999237060547,2.390000104904175,2.25,2.369999885559082,911700
2024-02-27 00:00:00+00:00,2.380000114440918,2.509999990463257,2.380000114440918,2.4700000286102295,876800
2024-02-28 00:00:00+00:00,2.430000066757202,2.4700000286102295,2.359999895095825,2.4000000953674316,594000
2024-02-29 00:00:00+00:00,2.4600000381469727,2.5209999084472656,2.369999885559082,2.4600000381469727,986700
2024-03-01 00:00:00+00:00,2.4600000381469727,2.8450000286102295,2.380000114440918,2.75,2042900
2024-03-04 00:00:00+00:00,2.75,2.819999933242798,2.684999942779541,2.740000009536743,771200
2024-03-05 00:00:00+00:00,2.680000066757202,2.890000104904175,2.484999895095825,2.640000104904175,1705900
