"('date', '')","('open', 'ARAY')","('high', 'ARAY')","('low', 'ARAY')","('close', 'ARAY')","('volume', 'ARAY')"
2024-01-02 00:00:00+00:00,2.819999933242798,2.9200000762939453,2.809999942779541,2.8499999046325684,375500
2024-01-03 00:00:00+00:00,2.75,2.7899999618530273,2.690000057220459,2.700000047683716,496400
2024-01-04 00:00:00+00:00,2.7200000286102295,2.7699999809265137,2.680000066757202,2.740000009536743,345600
2024-01-05 00:00:00+00:00,2.7100000381469727,2.819999933242798,2.680000066757202,2.7699999809265137,396100
2024-01-08 00:00:00+00:00,2.7799999713897705,2.890000104904175,2.7699999809265137,2.819999933242798,306300
2024-01-09 00:00:00+00:00,2.7899999618530273,2.799999952316284,2.75,2.7799999713897705,199400
2024-01-10 00:00:00+00:00,2.7799999713897705,2.819999933242798,2.759999990463257,2.819999933242798,358500
2024-01-11 00:00:00+00:00,2.809999942779541,2.880000114440918,2.7799999713897705,2.8499999046325684,345100
2024-01-12 00:00:00+00:00,2.9000000953674316,2.9000000953674316,2.819999933242798,2.8299999237060547,204300
2024-01-16 00:00:00+00:00,2.8299999237060547,2.8299999237060547,2.7699999809265137,2.7799999713897705,223800
2024-01-17 00:00:00+00:00,2.7699999809265137,2.7899999618530273,2.7300000190734863,2.7799999713897705,222000
2024-01-18 00:00:00+00:00,2.7799999713897705,2.819999933242798,2.7300000190734863,2.7799999713897705,249100
2024-01-19 00:00:00+00:00,2.799999952316284,2.799999952316284,2.7300000190734863,2.7799999713897705,254400
2024-01-22 00:00:00+00:00,2.8399999141693115,2.940000057220459,2.819999933242798,2.940000057220459,522200
2024-01-23 00:00:00+00:00,2.9700000286102295,2.990000009536743,2.890000104904175,2.9100000858306885,253100
2024-01-24 00:00:00+00:00,2.950000047683716,2.950000047683716,2.799999952316284,2.799999952316284,183700
2024-01-25 00:00:00+00:00,2.859999895095825,2.859999895095825,2.759999990463257,2.7899999618530273,237300
2024-01-26 00:00:00+00:00,2.7799999713897705,2.809999942779541,2.7300000190734863,2.75,202800
2024-01-29 00:00:00+00:00,2.740000009536743,2.869999885559082,2.7100000381469727,2.859999895095825,502400
2024-01-30 00:00:00+00:00,2.8299999237060547,2.8299999237060547,2.700000047683716,2.700000047683716,241800
2024-01-31 00:00:00+00:00,2.700000047683716,2.759999990463257,2.5899999141693115,2.5899999141693115,481700
2024-02-01 00:00:00+00:00,2.5999999046325684,2.7200000286102295,2.5,2.559999942779541,1516300
2024-02-02 00:00:00+00:00,2.5,2.5299999713897705,2.4000000953674316,2.450000047683716,1118000
2024-02-05 00:00:00+00:00,2.4700000286102295,2.4700000286102295,2.369999885559082,2.380000114440918,525900
2024-02-06 00:00:00+00:00,2.369999885559082,2.5999999046325684,2.359999895095825,2.5799999237060547,588600
2024-02-07 00:00:00+00:00,2.5799999237060547,2.5799999237060547,2.4600000381469727,2.4700000286102295,411600
2024-02-08 00:00:00+00:00,2.490000009536743,2.5,2.4200000762939453,2.490000009536743,300100
2024-02-09 00:00:00+00:00,2.5,2.6500000953674316,2.4700000286102295,2.640000104904175,496200
2024-02-12 00:00:00+00:00,2.6700000762939453,2.8299999237060547,2.6700000762939453,2.809999942779541,460600
2024-02-13 00:00:00+00:00,2.700000047683716,2.880000114440918,2.6600000858306885,2.75,1209800
2024-02-14 00:00:00+00:00,2.799999952316284,2.819999933242798,2.6700000762939453,2.7200000286102295,529100
2024-02-15 00:00:00+00:00,2.740000009536743,2.859999895095825,2.7100000381469727,2.8399999141693115,432100
2024-02-16 00:00:00+00:00,2.819999933242798,2.8399999141693115,2.7699999809265137,2.7799999713897705,228500
2024-02-20 00:00:00+00:00,2.740000009536743,2.759999990463257,2.700000047683716,2.7300000190734863,204700
2024-02-21 00:00:00+00:00,2.700000047683716,2.7300000190734863,2.6600000858306885,2.700000047683716,193400
2024-02-22 00:00:00+00:00,2.690000057220459,2.700000047683716,2.5999999046325684,2.609999895095825,324700
2024-02-23 00:00:00+00:00,2.619999885559082,2.6500000953674316,2.549999952316284,2.640000104904175,306200
2024-02-26 00:00:00+00:00,2.619999885559082,2.6700000762939453,2.609999895095825,2.6700000762939453,244800
2024-02-27 00:00:00+00:00,2.690000057220459,2.7300000190734863,2.680000066757202,2.7100000381469727,227500
2024-02-28 00:00:00+00:00,2.6600000858306885,2.690000057220459,2.5999999046325684,2.609999895095825,246900
2024-02-29 00:00:00+00:00,2.680000066757202,2.680000066757202,2.5799999237060547,2.5999999046325684,486000
2024-03-01 00:00:00+00:00,2.5899999141693115,2.6600000858306885,2.569999933242798,2.609999895095825,391300
2024-03-04 00:00:00+00:00,2.5999999046325684,2.609999895095825,2.5299999713897705,2.5399999618530273,431200
2024-03-05 00:00:00+00:00,2.5299999713897705,2.5399999618530273,2.5,2.509999990463257,222700
2024-03-06 00:00:00+00:00,2.5299999713897705,2.640000104904175,2.490000009536743,2.619999885559082,694800
2024-03-07 00:00:00+00:00,2.680000066757202,2.950000047683716,2.6500000953674316,2.8499999046325684,1333100
2024-03-08 00:00:00+00:00,2.8499999046325684,2.950000047683716,2.8399999141693115,2.9000000953674316,667700
2024-03-11 00:00:00+00:00,2.9000000953674316,2.9200000762939453,2.740000009536743,2.759999990463257,343800
2024-03-12 00:00:00+00:00,2.7699999809265137,2.7799999713897705,2.7200000286102295,2.7200000286102295,217100
2024-03-13 00:00:00+00:00,2.740000009536743,2.7699999809265137,2.6600000858306885,2.680000066757202,244400
2024-03-14 00:00:00+00:00,2.6600000858306885,2.680000066757202,2.559999942779541,2.5899999141693115,356600
2024-03-15 00:00:00+00:00,2.5899999141693115,2.630000114440918,2.569999933242798,2.609999895095825,636700
2024-03-18 00:00:00+00:00,2.619999885559082,2.630000114440918,2.569999933242798,2.569999933242798,251400
2024-03-19 00:00:00+00:00,2.5799999237060547,2.619999885559082,2.5799999237060547,2.5999999046325684,139700
2024-03-20 00:00:00+00:00,2.569999933242798,2.640000104904175,2.5299999713897705,2.5999999046325684,298000
2024-03-21 00:00:00+00:00,2.630000114440918,2.640000104904175,2.5299999713897705,2.5399999618530273,455400
2024-03-22 00:00:00+00:00,2.5399999618530273,2.559999942779541,2.4800000190734863,2.490000009536743,311200
2024-03-25 00:00:00+00:00,2.509999990463257,2.5399999618530273,2.4600000381469727,2.4800000190734863,433600
2024-03-26 00:00:00+00:00,2.4600000381469727,2.5,2.369999885559082,2.369999885559082,1146200
2024-03-27 00:00:00+00:00,2.4000000953674316,2.440000057220459,2.380000114440918,2.430000066757202,607400
2024-03-28 00:00:00+00:00,2.440000057220459,2.509999990463257,2.4200000762939453,2.4700000286102295,423700
2024-04-01 00:00:00+00:00,2.4700000286102295,2.4800000190734863,2.369999885559082,2.4100000858306885,489000
2024-04-02 00:00:00+00:00,2.3499999046325684,2.450000047683716,2.3299999237060547,2.430000066757202,455100
2024-04-03 00:00:00+00:00,2.4200000762939453,2.4700000286102295,2.4000000953674316,2.4000000953674316,287000
2024-04-04 00:00:00+00:00,2.430000066757202,2.5199999809265137,2.4000000953674316,2.4100000858306885,355100
2024-04-05 00:00:00+00:00,2.4100000858306885,2.4200000762939453,2.390000104904175,2.4000000953674316,342200
2024-04-08 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.380000114440918,2.4000000953674316,414900
2024-04-09 00:00:00+00:00,2.4200000762939453,2.4200000762939453,2.380000114440918,2.4100000858306885,467000
2024-04-10 00:00:00+00:00,2.380000114440918,2.4200000762939453,2.3299999237060547,2.369999885559082,675800
2024-04-11 00:00:00+00:00,2.390000104904175,2.390000104904175,2.319999933242798,2.3399999141693115,478600
2024-04-12 00:00:00+00:00,2.3499999046325684,2.359999895095825,2.2699999809265137,2.2799999713897705,429800
2024-04-15 00:00:00+00:00,2.299999952316284,2.3299999237060547,2.2200000286102295,2.309999942779541,764600
2024-04-16 00:00:00+00:00,2.299999952316284,2.299999952316284,2.2300000190734863,2.2300000190734863,382600
2024-04-17 00:00:00+00:00,2.240000009536743,2.25,2.1700000762939453,2.190000057220459,464400
2024-04-18 00:00:00+00:00,2.2200000286102295,2.25,2.1700000762939453,2.2100000381469727,693500
2024-04-19 00:00:00+00:00,2.180000066757202,2.2200000286102295,2.0999999046325684,2.140000104904175,634000
2024-04-22 00:00:00+00:00,2.1500000953674316,2.190000057220459,2.0999999046325684,2.1700000762939453,1250000
2024-04-23 00:00:00+00:00,2.180000066757202,2.25,2.1700000762939453,2.2200000286102295,414400
2024-04-24 00:00:00+00:00,2.2100000381469727,2.2300000190734863,2.1600000858306885,2.200000047683716,293900
2024-04-25 00:00:00+00:00,2.180000066757202,2.2100000381469727,2.140000104904175,2.180000066757202,359200
2024-04-26 00:00:00+00:00,2.200000047683716,2.2300000190734863,2.1600000858306885,2.190000057220459,344300
2024-04-29 00:00:00+00:00,2.200000047683716,2.2200000286102295,2.1700000762939453,2.2200000286102295,452300
2024-04-30 00:00:00+00:00,2.180000066757202,2.180000066757202,2.119999885559082,2.130000114440918,455900
2024-05-01 00:00:00+00:00,2.1500000953674316,2.2100000381469727,2.140000104904175,2.1700000762939453,626700
2024-05-02 00:00:00+00:00,1.8200000524520874,1.8300000429153442,1.5099999904632568,1.5399999618530273,5309100
2024-05-03 00:00:00+00:00,1.600000023841858,1.6200000047683716,1.5399999618530273,1.6200000047683716,1537400
2024-05-06 00:00:00+00:00,1.659999966621399,1.7999999523162842,1.649999976158142,1.7899999618530273,1417300
2024-05-07 00:00:00+00:00,1.7799999713897705,1.7999999523162842,1.7100000381469727,1.75,863400
2024-05-08 00:00:00+00:00,1.75,1.7599999904632568,1.649999976158142,1.6699999570846558,715900
2024-05-09 00:00:00+00:00,1.649999976158142,1.7699999809265137,1.6299999952316284,1.690000057220459,1151400
2024-05-10 00:00:00+00:00,1.6699999570846558,1.7200000286102295,1.6200000047683716,1.6200000047683716,530700
2024-05-13 00:00:00+00:00,1.6299999952316284,1.6699999570846558,1.5800000429153442,1.5800000429153442,717700
2024-05-14 00:00:00+00:00,1.5800000429153442,1.6299999952316284,1.5800000429153442,1.600000023841858,600700
2024-05-15 00:00:00+00:00,1.600000023841858,1.7000000476837158,1.600000023841858,1.690000057220459,760600
2024-05-16 00:00:00+00:00,1.690000057220459,1.7200000286102295,1.6399999856948853,1.6699999570846558,665200
2024-05-17 00:00:00+00:00,1.6699999570846558,1.7100000381469727,1.6299999952316284,1.6299999952316284,511500
2024-05-20 00:00:00+00:00,1.649999976158142,1.7000000476837158,1.5800000429153442,1.600000023841858,781400
2024-05-21 00:00:00+00:00,1.600000023841858,1.6100000143051147,1.5099999904632568,1.5199999809265137,796400
2024-05-22 00:00:00+00:00,1.5199999809265137,1.5499999523162842,1.5,1.5299999713897705,343900
2024-05-23 00:00:00+00:00,1.5299999713897705,1.559999942779541,1.4900000095367432,1.4900000095367432,776300
2024-05-24 00:00:00+00:00,1.5,1.5499999523162842,1.4600000381469727,1.5099999904632568,883800
2024-05-28 00:00:00+00:00,1.5099999904632568,1.600000023841858,1.5099999904632568,1.590000033378601,526200
2024-05-29 00:00:00+00:00,1.590000033378601,1.6200000047683716,1.5700000524520874,1.5800000429153442,297800
2024-05-30 00:00:00+00:00,1.590000033378601,1.6100000143051147,1.5700000524520874,1.5700000524520874,240200
2024-05-31 00:00:00+00:00,1.649999976158142,1.7899999618530273,1.6200000047683716,1.7699999809265137,1219900
2024-06-03 00:00:00+00:00,1.7699999809265137,1.7699999809265137,1.690000057220459,1.7000000476837158,724400
2024-06-04 00:00:00+00:00,1.6799999475479126,1.7200000286102295,1.6799999475479126,1.7100000381469727,309000
2024-06-05 00:00:00+00:00,1.7300000190734863,1.75,1.7100000381469727,1.7400000095367432,455900
2024-06-06 00:00:00+00:00,1.7400000095367432,1.8300000429153442,1.7300000190734863,1.809999942779541,490300
2024-06-07 00:00:00+00:00,1.7699999809265137,1.8300000429153442,1.7599999904632568,1.7799999713897705,580500
2024-06-10 00:00:00+00:00,1.7599999904632568,1.8200000524520874,1.7599999904632568,1.7799999713897705,543200
2024-06-11 00:00:00+00:00,1.7599999904632568,1.7799999713897705,1.7100000381469727,1.7799999713897705,586100
2024-06-12 00:00:00+00:00,1.8300000429153442,1.9700000286102295,1.8200000524520874,1.850000023841858,737100
2024-06-13 00:00:00+00:00,1.8600000143051147,1.9299999475479126,1.75,1.7599999904632568,475200
2024-06-14 00:00:00+00:00,1.7300000190734863,1.7699999809265137,1.7100000381469727,1.7300000190734863,389000
2024-06-17 00:00:00+00:00,1.7400000095367432,1.8799999952316284,1.7000000476837158,1.8700000047683716,544000
2024-06-18 00:00:00+00:00,1.9199999570846558,1.9199999570846558,1.7400000095367432,1.7400000095367432,374200
2024-06-20 00:00:00+00:00,1.75,1.840000033378601,1.7400000095367432,1.8300000429153442,429400
2024-06-21 00:00:00+00:00,1.8600000143051147,1.9199999570846558,1.840000033378601,1.8799999952316284,566000
2024-06-24 00:00:00+00:00,1.8799999952316284,1.8899999856948853,1.7000000476837158,1.7000000476837158,641200
2024-06-25 00:00:00+00:00,1.690000057220459,1.7300000190734863,1.6399999856948853,1.649999976158142,350900
2024-06-26 00:00:00+00:00,1.659999966621399,1.7899999618530273,1.649999976158142,1.7899999618530273,423700
2024-06-27 00:00:00+00:00,1.7999999523162842,1.8300000429153442,1.7300000190734863,1.7899999618530273,337000
2024-06-28 00:00:00+00:00,1.809999942779541,1.8600000143051147,1.75,1.8200000524520874,1356100
2024-07-01 00:00:00+00:00,1.8300000429153442,1.850000023841858,1.7200000286102295,1.7599999904632568,424600
2024-07-02 00:00:00+00:00,1.7400000095367432,1.7599999904632568,1.6799999475479126,1.75,411000
2024-07-03 00:00:00+00:00,1.75,1.7899999618530273,1.7300000190734863,1.7300000190734863,221900
2024-07-05 00:00:00+00:00,1.7100000381469727,1.7300000190734863,1.690000057220459,1.7200000286102295,606400
2024-07-08 00:00:00+00:00,1.75,1.8200000524520874,1.7200000286102295,1.75,392200
2024-07-09 00:00:00+00:00,1.7300000190734863,1.7400000095367432,1.6799999475479126,1.7000000476837158,322200
2024-07-10 00:00:00+00:00,1.7100000381469727,1.7300000190734863,1.659999966621399,1.690000057220459,294800
2024-07-11 00:00:00+00:00,1.7400000095367432,1.9800000190734863,1.7300000190734863,1.9700000286102295,1170100
2024-07-12 00:00:00+00:00,1.9700000286102295,2.0,1.8700000047683716,1.9700000286102295,623700
2024-07-15 00:00:00+00:00,2.0,2.0,1.8600000143051147,1.9199999570846558,342200
2024-07-16 00:00:00+00:00,1.9500000476837158,2.0899999141693115,1.940000057220459,2.069999933242798,907700
2024-07-17 00:00:00+00:00,2.049999952316284,2.0899999141693115,1.940000057220459,1.9500000476837158,497100
2024-07-18 00:00:00+00:00,1.9299999475479126,1.9600000381469727,1.7799999713897705,1.7999999523162842,730100
2024-07-19 00:00:00+00:00,1.8200000524520874,1.840000033378601,1.7699999809265137,1.7999999523162842,290600
2024-07-22 00:00:00+00:00,1.7899999618530273,1.9700000286102295,1.7599999904632568,1.9500000476837158,630000
2024-07-23 00:00:00+00:00,1.9199999570846558,2.0299999713897705,1.8899999856948853,2.0299999713897705,588500
2024-07-24 00:00:00+00:00,2.0299999713897705,2.049999952316284,1.9199999570846558,1.940000057220459,247000
2024-07-25 00:00:00+00:00,1.9299999475479126,1.9600000381469727,1.8600000143051147,1.8700000047683716,460400
2024-07-26 00:00:00+00:00,1.9299999475479126,1.940000057220459,1.850000023841858,1.9199999570846558,329300
2024-07-29 00:00:00+00:00,1.9199999570846558,1.9500000476837158,1.809999942779541,1.8200000524520874,489000
2024-07-30 00:00:00+00:00,1.809999942779541,1.909999966621399,1.809999942779541,1.909999966621399,374800
2024-07-31 00:00:00+00:00,1.909999966621399,1.9199999570846558,1.8300000429153442,1.840000033378601,358200
2024-08-01 00:00:00+00:00,1.840000033378601,1.850000023841858,1.6699999570846558,1.690000057220459,685400
2024-08-02 00:00:00+00:00,1.6399999856948853,1.6799999475479126,1.5499999523162842,1.600000023841858,960500
2024-08-05 00:00:00+00:00,1.5099999904632568,1.590000033378601,1.4700000286102295,1.4700000286102295,1233200
2024-08-06 00:00:00+00:00,1.4900000095367432,1.5800000429153442,1.4600000381469727,1.5,662300
2024-08-07 00:00:00+00:00,1.5199999809265137,1.5800000429153442,1.4800000190734863,1.5,754500
2024-08-08 00:00:00+00:00,1.5,1.5299999713897705,1.4900000095367432,1.5199999809265137,263400
2024-08-09 00:00:00+00:00,1.5099999904632568,1.559999942779541,1.4800000190734863,1.5199999809265137,292900
2024-08-12 00:00:00+00:00,1.5,1.5299999713897705,1.399999976158142,1.409999966621399,856700
2024-08-13 00:00:00+00:00,1.440000057220459,1.4700000286102295,1.4299999475479126,1.4500000476837158,456600
2024-08-14 00:00:00+00:00,1.4600000381469727,1.5099999904632568,1.4199999570846558,1.4299999475479126,982200
2024-08-15 00:00:00+00:00,1.7699999809265137,2.1700000762939453,1.7699999809265137,2.1700000762939453,14709600
2024-08-16 00:00:00+00:00,2.180000066757202,2.380000114440918,2.109999895095825,2.2899999618530273,2959100
2024-08-19 00:00:00+00:00,2.1600000858306885,2.359999895095825,2.130000114440918,2.3499999046325684,1981700
2024-08-20 00:00:00+00:00,2.319999933242798,2.3499999046325684,2.2300000190734863,2.2699999809265137,621700
2024-08-21 00:00:00+00:00,2.319999933242798,2.490000009536743,2.2699999809265137,2.490000009536743,1380900
2024-08-22 00:00:00+00:00,2.490000009536743,2.490000009536743,2.2699999809265137,2.2699999809265137,668000
2024-08-23 00:00:00+00:00,2.2799999713897705,2.4100000858306885,2.2699999809265137,2.2799999713897705,754800
2024-08-26 00:00:00+00:00,2.309999942779541,2.309999942779541,2.190000057220459,2.2300000190734863,817900
2024-08-27 00:00:00+00:00,2.190000057220459,2.359999895095825,2.190000057220459,2.3399999141693115,830400
2024-08-28 00:00:00+00:00,2.3299999237060547,2.3399999141693115,2.190000057220459,2.2200000286102295,406500
2024-08-29 00:00:00+00:00,2.200000047683716,2.2300000190734863,2.1600000858306885,2.180000066757202,549000
2024-08-30 00:00:00+00:00,2.190000057220459,2.240000009536743,2.119999885559082,2.180000066757202,541400
