"('date', '')","('open', 'BBDO')","('high', 'BBDO')","('low', 'BBDO')","('close', 'BBDO')","('volume', 'BBDO')"
2025-09-26 00:00:00+00:00,2.880000114440918,2.890500068664551,2.869999885559082,2.880000114440918,8265
