"('date', '')","('open', 'ATO')","('high', 'ATO')","('low', 'ATO')","('close', 'ATO')","('volume', 'ATO')"
2024-02-20 00:00:00+00:00,109.29913231208556,110.82263590165319,108.80088402555617,108.93502807617188,843300
2024-02-21 00:00:00+00:00,109.260796504188,110.18064448924135,108.9350202077387,109.89319610595703,831900
2024-02-22 00:00:00+00:00,108.91585271498029,109.81654039958602,108.30262072427485,109.41410827636719,922100
2024-02-23 00:00:00+00:00,109.41893092164723,110.03651668214448,108.79169331302262,108.81099700927734,733100
2024-02-26 00:00:00+00:00,108.5890490061967,108.5890490061967,107.13192914705422,107.71092224121094,682500
2024-02-27 00:00:00+00:00,108.12586464679829,108.67590220300265,107.61441975927222,108.58905029296875,498200
2024-02-28 00:00:00+00:00,108.52149963378906,109.30312999546348,107.93286205996911,108.52149963378906,619400
2024-02-29 00:00:00+00:00,109.14874995144787,109.58298745580261,108.67591241258546,108.95575714111328,1189100
2024-03-01 00:00:00+00:00,108.67590284142916,109.26454043197292,107.36353123256471,108.78205108642578,578300
2024-03-04 00:00:00+00:00,108.38640700913363,110.9918465475125,108.38640700913363,110.66375732421875,981000
2024-03-05 00:00:00+00:00,111.02080305680931,111.38749231465196,109.7373796110551,110.45146179199219,1395500
2024-03-06 00:00:00+00:00,111.01115745864503,111.59979509135273,110.39357164108347,111.1655502319336,1120100
2024-03-07 00:00:00+00:00,112.04367076348798,112.53581193255269,111.14624033152424,111.54187774658203,797000
2024-03-08 00:00:00+00:00,111.99541727232322,112.5454547961023,111.26203881541956,111.76382446289062,999700
2024-03-11 00:00:00+00:00,111.97612533101794,113.0376003916031,111.45503596770457,112.90250396728516,845100
2024-03-12 00:00:00+00:00,112.49721952466591,113.0569089421307,111.72523361352803,112.43931579589844,1264700
2024-03-13 00:00:00+00:00,113.01830768556366,113.13410041743718,111.75418058571977,112.15947723388672,1051100
2024-03-14 00:00:00+00:00,112.70950608272682,112.70950608272682,110.509348638594,110.87604522705078,1289300
2024-03-15 00:00:00+00:00,110.00757358086273,111.86033094792741,109.83387711756271,110.53831481933594,2832300
2024-03-18 00:00:00+00:00,110.74095695669699,112.36212145669288,110.29706764103425,111.36819458007812,861400
2024-03-19 00:00:00+00:00,111.83139087013454,112.59372499419524,111.29100510612346,111.7252426147461,805800
2024-03-20 00:00:00+00:00,111.31029405493975,112.44896924082197,111.22344950386052,112.4200210571289,979200
2024-03-21 00:00:00+00:00,112.58406422814916,113.07620543122623,112.03402665842889,112.73846435546875,473800
2024-03-22 00:00:00+00:00,113.51044682743138,113.77099521073474,112.26562336616882,112.4875717163086,538300
2024-03-25 00:00:00+00:00,112.80601301484074,112.88321307880454,111.59013777512249,112.03402709960938,466500
2024-03-26 00:00:00+00:00,111.98578445107016,112.13052537066483,110.7313091584245,111.21379852294922,514300
2024-03-27 00:00:00+00:00,111.86997565475701,114.15697771517193,111.49363456866635,114.11837768554688,833600
2024-03-28 00:00:00+00:00,113.92537827013157,114.88071244453936,113.7613336648222,114.70701599121094,1265400
2024-04-01 00:00:00+00:00,114.88072675658795,115.17986782261997,113.36571036578101,113.72274780273438,650800
2024-04-02 00:00:00+00:00,113.40429365492858,114.92896176880248,113.40429365492858,113.64553833007812,674900
2024-04-03 00:00:00+00:00,113.48148429554605,113.74203264590805,112.25596468691059,112.87355041503906,628600
2024-04-04 00:00:00+00:00,113.82889354806288,113.82889354806288,111.12695743971302,112.06298065185547,768700
2024-04-05 00:00:00+00:00,111.53223960816004,112.3331736939002,110.98220204515118,112.15947723388672,525700
2024-04-08 00:00:00+00:00,112.32352203035643,112.86390774586405,111.88927719850648,112.25597381591797,676000
2024-04-09 00:00:00+00:00,112.66126299185034,113.15340418924876,112.14017361146433,112.55511474609375,558700
2024-04-10 00:00:00+00:00,110.85675112316709,111.20414404639197,109.72772780378786,111.04975128173828,627500
2024-04-11 00:00:00+00:00,111.85068352917501,111.85068352917501,109.94002248296646,110.37425994873047,793100
2024-04-12 00:00:00+00:00,110.21020601776794,111.44537745896953,109.26453110406158,109.99790954589844,668400
2024-04-15 00:00:00+00:00,110.68305119507424,111.17519238126334,108.63730111371326,109.1004867553711,904200
2024-04-16 00:00:00+00:00,108.78205773075528,108.88819862003176,107.08369306927761,108.39606475830078,973100
2024-04-17 00:00:00+00:00,109.06188275419161,110.92429182560038,108.83994178962011,110.5479507446289,687700
2024-04-18 00:00:00+00:00,110.92429881435442,111.04975075738415,110.03652017572863,110.55760955810547,563700
2024-04-19 00:00:00+00:00,111.00150267339455,113.15340849112194,111.00150267339455,113.09550476074219,1108300
2024-04-22 00:00:00+00:00,112.87355994154092,114.3113761459849,112.31387052749851,113.94468688964844,603800
2024-04-23 00:00:00+00:00,113.72273056729534,114.68770920148911,113.4718340609882,113.54903411865234,657500
2024-04-24 00:00:00+00:00,112.60336249970739,114.54296431083355,112.08227313841586,114.5043716430664,728000
2024-04-25 00:00:00+00:00,114.33067304430801,114.59121403896421,112.9314495924053,114.03152465820312,523300
2024-04-26 00:00:00+00:00,114.1762730363184,114.33067315344931,112.82530146023409,112.83495330810547,733100
2024-04-29 00:00:00+00:00,113.17270523144626,114.48507690429688,113.17270523144626,114.48507690429688,618800
2024-04-30 00:00:00+00:00,113.96399654119878,114.50438968371803,112.91217316705618,113.77100372314453,784000
2024-05-01 00:00:00+00:00,114.0604749795121,115.70094312332681,113.54903746626381,114.5043716430664,498500
2024-05-02 00:00:00+00:00,114.9096702301721,115.39215960060895,114.25348439188981,114.88072204589844,529700
2024-05-03 00:00:00+00:00,115.51759934393402,115.68164395607683,114.15698320468609,115.1412582397461,608200
2024-05-06 00:00:00+00:00,115.39216032293258,115.59480497632013,114.59122619606491,115.26670837402344,478800
2024-05-07 00:00:00+00:00,115.79743722328071,116.29922287854569,115.02545136357772,116.12552642822266,747800
2024-05-08 00:00:00+00:00,116.09658266018893,116.5597756660592,115.41144868070403,116.36677551269531,991600
2024-05-09 00:00:00+00:00,115.08335752502954,117.22561133696843,113.4911412570585,115.49829864501953,1878000
2024-05-10 00:00:00+00:00,115.51759728313705,115.58514549647336,112.76740950844031,113.07620239257812,3140300
2024-05-13 00:00:00+00:00,113.53939725245179,114.12802748558505,112.07262550721222,112.25597381591797,1282700
2024-05-14 00:00:00+00:00,113.6262424037909,113.6262424037909,112.47791539004712,113.14375305175781,1217700
2024-05-15 00:00:00+00:00,114.34997307920065,114.43681762616283,113.41394258574753,113.68413543701172,1274100
2024-05-16 00:00:00+00:00,113.86748933197494,115.26670553566446,113.61659280253839,114.40787506103516,1339100
2024-05-17 00:00:00+00:00,114.59122515446887,114.6105214898622,113.84819476546839,114.48507690429688,1703600
2024-05-20 00:00:00+00:00,114.34997654677139,114.78421401915631,113.95433174384904,114.13768005371094,646000
2024-05-21 00:00:00+00:00,114.17627912600238,114.78421305467371,113.61658971485552,114.3499755859375,957200
2024-05-22 00:00:00+00:00,113.7999357366219,114.24382504482533,112.79635702851735,113.08585357666016,1200300
2024-05-23 00:00:00+00:00,112.47790427580546,112.47790427580546,109.86281312965468,109.99790954589844,1351000
2024-05-24 00:00:00+00:00,110.31377662838574,110.95518842962196,109.030945611348,109.43911743164062,797200
2024-05-28 00:00:00+00:00,109.62376423959437,110.46926190835241,108.82685421486056,108.88516235351562,1227300
2024-05-29 00:00:00+00:00,108.16599735403392,108.9240327860576,107.84528777446555,108.20486450195312,1165900
2024-05-30 00:00:00+00:00,108.68107563900303,109.44883158865434,108.34093247512331,109.41967010498047,1306600
2024-05-31 00:00:00+00:00,109.90558498970364,112.8405513614818,109.67234503508325,112.65589904785156,1985400
2024-06-03 00:00:00+00:00,112.65590522049195,113.29732439904824,112.08252208926577,112.25745391845703,892500
2024-06-04 00:00:00+00:00,111.68405938627387,113.12238853212591,111.02320665675774,112.62674713134766,880300
2024-06-05 00:00:00+00:00,112.2380177355372,112.36436192648634,111.16899314006443,111.77153778076172,1087100
2024-06-06 00:00:00+00:00,111.5285765985125,112.25745801095434,111.12039737247555,112.19914245605469,1125300
2024-06-07 00:00:00+00:00,111.13011946738594,112.3060472733081,111.13011946738594,111.54801177978516,1073200
2024-06-10 00:00:00+00:00,111.46055361489853,112.33520542252603,111.22730621260338,112.22830963134766,1060600
2024-06-11 00:00:00+00:00,111.76181076412324,112.53928719613435,111.2467357791059,112.49069213867188,1098500
2024-06-12 00:00:00+00:00,113.96788863502087,114.43437597784863,112.24773185088337,112.90858459472656,1185700
2024-06-13 00:00:00+00:00,112.79196155055433,113.29732345938882,112.0047720330048,112.89886474609375,1537600
2024-06-14 00:00:00+00:00,112.23801349642561,113.02521043904608,111.96589896398986,112.87943267822266,818900
2024-06-17 00:00:00+00:00,112.43239923396135,113.75410489870902,112.0630945421677,113.0155029296875,800900
2024-06-18 00:00:00+00:00,112.94746985495027,114.04564856236769,112.64620123047413,113.70550537109375,699100
2024-06-20 00:00:00+00:00,113.52084035770416,115.04663171497546,113.41393716458744,113.88042449951172,735600
2024-06-21 00:00:00+00:00,113.7249434115418,114.58988958125727,112.95719478448461,113.0155029296875,1457000
2024-06-24 00:00:00+00:00,112.7045059049902,115.03692793912153,112.7045059049902,114.69677734375,821900
2024-06-25 00:00:00+00:00,114.63847543379136,115.01749320080057,112.70451203103077,113.24874114990234,1214800
2024-06-26 00:00:00+00:00,112.10195901060914,113.04464681747459,111.46054722746842,112.84056091308594,931900
2024-06-27 00:00:00+00:00,112.97661769016634,113.55972133081546,111.2953279881535,113.26817321777344,644600
2024-06-28 00:00:00+00:00,113.71522011422965,113.75409467906101,112.32548593341016,113.3653564453125,1452600
2024-07-01 00:00:00+00:00,113.62775210458504,113.99705676844896,112.49069887172716,112.71422576904297,853400
2024-07-02 00:00:00+00:00,112.76281322222549,113.26817515678698,112.3546414082402,113.239013671875,806400
2024-07-03 00:00:00+00:00,113.24873123048629,113.71521858763505,111.91731262207031,111.91731262207031,403100
2024-07-05 00:00:00+00:00,112.03392886433099,112.59759892478932,111.0134993561547,111.39251708984375,1429200
2024-07-08 00:00:00+00:00,111.47998693385102,111.82985062192077,110.39152130268232,110.86772918701172,867600
2024-07-09 00:00:00+00:00,110.44982619030603,111.75209069209721,110.26517386872841,111.53828430175781,942100
2024-07-10 00:00:00+00:00,112.0241999073015,113.77351809569583,111.4216627426269,113.7152099609375,803200
2024-07-11 00:00:00+00:00,114.69677651452176,116.89314126045142,114.46353653716446,116.49468994140625,940900
2024-07-12 00:00:00+00:00,117.18469748185163,118.40921293109868,116.74736418035033,117.53456115722656,816000
2024-07-15 00:00:00+00:00,116.93201663798317,117.84555039294534,116.52384482113143,117.42765808105469,588400
2024-07-16 00:00:00+00:00,117.94272549816881,119.03119102085316,117.35962188102407,118.89512634277344,697500
2024-07-17 00:00:00+00:00,119.38105211049348,121.84953135745792,119.07978350254912,121.14009094238281,794700
2024-07-18 00:00:00+00:00,120.52782764291723,121.55798508572178,119.69205044094532,119.75035858154297,1169200
2024-07-19 00:00:00+00:00,120.48895652558663,120.48895652558663,118.38005406376219,119.48795318603516,1031800
2024-07-22 00:00:00+00:00,119.61429612537367,120.54726340731945,119.2449914787568,120.03218841552734,925300
2024-07-23 00:00:00+00:00,120.03219192241643,121.62601200245983,119.41021371628072,121.03318786621094,629500
2024-07-24 00:00:00+00:00,121.50939142418594,122.44235875731339,121.23727687884443,122.35489654541016,837700
2024-07-25 00:00:00+00:00,122.93799231442168,124.29857236840334,121.19839453737893,121.41220092773438,900400
2024-07-26 00:00:00+00:00,122.00502983137376,122.80193987199151,121.72319479798192,122.60757446289062,504400
2024-07-29 00:00:00+00:00,122.9185623710282,123.82237560223301,122.0341827147185,123.4627914428711,620400
2024-07-30 00:00:00+00:00,123.24898563419995,124.87196719187155,122.46179609230522,124.60956573486328,1105000
2024-07-31 00:00:00+00:00,124.72618303173306,125.10520077089123,123.76406164883656,124.27913665771484,1809400
2024-08-01 00:00:00+00:00,124.86223011318563,126.61154831622824,124.10419469672199,126.41718292236328,813500
2024-08-02 00:00:00+00:00,128.35115999639268,128.51637133107388,124.35688199297647,126.32972717285156,678800
2024-08-05 00:00:00+00:00,127.17523466527567,127.894403026943,123.42392424849477,123.67660522460938,1203900
2024-08-06 00:00:00+00:00,123.5405370798657,125.51336740953664,123.35588475803868,123.92926788330078,1054500
2024-08-07 00:00:00+00:00,124.50266351974125,125.71746586661675,123.55025521738222,124.49295043945312,1097800
2024-08-08 00:00:00+00:00,124.10420949974542,124.83309093552599,122.52983034378123,123.37532806396484,1237200
2024-08-09 00:00:00+00:00,123.70575690225277,124.63872424073972,122.6270117951911,124.4443588256836,674500
2024-08-12 00:00:00+00:00,124.67758775401455,125.42591015073177,124.41520112445399,125.01773834228516,591100
2024-08-13 00:00:00+00:00,125.58141248330736,125.639720625101,124.70676069814118,125.1732406616211,461100
2024-08-14 00:00:00+00:00,124.86223879252177,125.70775129975695,124.40547192916772,125.03717803955078,725500
2024-08-15 00:00:00+00:00,124.47350462181903,126.07703772584671,123.84180594303231,125.3967514038086,846600
2024-08-16 00:00:00+00:00,125.69802277856778,125.97013731339491,124.78448905630667,125.57169342041016,876000
2024-08-19 00:00:00+00:00,125.50366603207557,126.3394506836093,125.2509924691955,125.76606750488281,653700
2024-08-20 00:00:00+00:00,125.66887246512744,126.31029167173253,125.35789077137159,125.62027740478516,478300
2024-08-21 00:00:00+00:00,125.62999732991484,126.41718683838653,125.29955983806656,125.94097900390625,648600
2024-08-22 00:00:00+00:00,126.01873434708693,126.66015354457238,125.54252648911194,126.06732940673828,433100
2024-08-23 00:00:00+00:00,126.44633612959448,126.8156407558153,125.92154808681707,126.42689514160156,507800
2024-08-26 00:00:00+00:00,126.89139551142868,128.10398825287749,126.67625784888996,127.31189727783203,656800
2024-08-27 00:00:00+00:00,127.08699445139823,127.45858368458578,126.40245734094115,126.45135498046875,430800
2024-08-28 00:00:00+00:00,126.71538666336949,127.7519509371882,126.12864484879155,126.23621368408203,652200
2024-08-29 00:00:00+00:00,126.39268235573817,126.60782003006084,125.28765838503215,126.52958679199219,503300
2024-08-30 00:00:00+00:00,126.50024192940803,128.17244556255955,126.10909068917289,127.84973907470703,872100
2024-09-03 00:00:00+00:00,127.91819400179358,130.06955583713452,127.78128956467546,128.93521118164062,1029500
2024-09-04 00:00:00+00:00,129.34592550013687,130.32381860758474,128.29957271286466,129.2774658203125,822600
2024-09-05 00:00:00+00:00,130.36292683567828,130.50961975362688,128.2800097568172,128.51470947265625,631500
2024-09-06 00:00:00+00:00,128.82765399122147,129.3948338309799,127.77152755734018,127.90843200683594,879200
2024-09-09 00:00:00+00:00,128.22134073782144,131.05723973025798,127.98665593945758,130.84210205078125,1656800
2024-09-10 00:00:00+00:00,131.28215252112284,133.31617201928847,131.28215252112284,133.1890411376953,1656900
2024-09-11 00:00:00+00:00,132.70009015568243,133.0912563469988,129.64906847073735,131.80043029785156,927800
2024-09-12 00:00:00+00:00,131.46794291971082,132.0840203108789,130.90076316492275,131.7906494140625,795600
2024-09-13 00:00:00+00:00,132.19157962920283,133.9420166015625,130.93987767827488,133.9420166015625,887200
2024-09-16 00:00:00+00:00,134.35273662367146,135.49686979596063,133.99092094019835,135.21328735351562,762500
2024-09-17 00:00:00+00:00,134.9492387614568,135.7119941346523,134.74387465876714,135.09591674804688,740300
2024-09-18 00:00:00+00:00,135.01769762894,135.5261912603878,133.08145868874593,133.51173400878906,629300
2024-09-19 00:00:00+00:00,133.2281719965843,133.84423455237794,131.9666814404309,133.23794555664062,1021600
2024-09-20 00:00:00+00:00,134.3820653060843,134.3820653060843,132.3773815071491,133.54107666015625,2146600
2024-09-23 00:00:00+00:00,133.9322514215055,134.4505335935426,133.4726404506099,134.31362915039062,732600
2024-09-24 00:00:00+00:00,133.3259404127853,135.41863103014867,133.02279594208463,133.4628448486328,698100
2024-09-25 00:00:00+00:00,134.430962670582,134.430962670582,133.1303630858386,133.56063842773438,761500
2024-09-26 00:00:00+00:00,133.44330022577873,134.91991344871,133.0619225101096,133.74644470214844,527500
2024-09-27 00:00:00+00:00,134.15716222928702,135.35996661316523,133.9713601453007,134.73411560058594,729000
2024-09-30 00:00:00+00:00,135.12525763119206,135.85867743575943,134.25493339329734,135.6435546875,648600
2024-10-01 00:00:00+00:00,135.72177544005336,136.54321697623502,134.7830064293663,135.90757751464844,771000
2024-10-02 00:00:00+00:00,134.90034626671908,136.24006992164297,134.48963296715036,136.0444793701172,620400
2024-10-03 00:00:00+00:00,136.14227294921875,136.24984178263173,135.00791341894816,136.14227294921875,744200
2024-10-04 00:00:00+00:00,135.26219401831435,136.9441565875027,135.0372678398033,136.7485809326172,674200
2024-10-07 00:00:00+00:00,136.21071577182195,136.5236487087525,133.63886720819394,134.61676025390625,953300
2024-10-08 00:00:00+00:00,135.27195910040584,136.10315931194057,134.65588165073623,135.17416381835938,897800
2024-10-09 00:00:00+00:00,134.95902194453527,136.04448388710105,134.46030183309975,134.9883575439453,676600
2024-10-10 00:00:00+00:00,134.88078585641455,135.99559829630584,134.69499870456363,135.1448211669922,581500
2024-10-11 00:00:00+00:00,135.66311260373416,136.56277251170374,135.64356548417734,136.27919006347656,490200
2024-10-14 00:00:00+00:00,136.31828236683822,137.46243034243514,136.07380910942175,137.1788330078125,484500
2024-10-15 00:00:00+00:00,137.94160265449932,139.69203971479496,137.79492465345334,138.86082458496094,529900
2024-10-16 00:00:00+00:00,139.3986637642657,140.99261936352295,139.28130644619603,140.7579345703125,446200
2024-10-17 00:00:00+00:00,140.8361709399381,141.12954185943852,139.30087158338262,140.5819091796875,675900
2024-10-18 00:00:00+00:00,140.69926039602194,140.69926039602194,139.2324207836246,140.09295654296875,779000
2024-10-21 00:00:00+00:00,140.58191508536012,140.58191508536012,138.57724604773398,139.06619262695312,649500
2024-10-22 00:00:00+00:00,138.52834592851724,139.05640165918706,137.6482331487807,138.7825927734375,841900
2024-10-23 00:00:00+00:00,138.75325822775082,140.15165318910596,138.5381205413885,139.9462890625,684300
2024-10-24 00:00:00+00:00,140.2591998523123,140.61124196437174,139.1150667184852,139.51600646972656,587500
2024-10-25 00:00:00+00:00,140.03428626431156,140.03428626431156,137.43308708678242,137.60911560058594,682100
2024-10-28 00:00:00+00:00,138.14696863783416,138.8608264549798,137.77536446822663,138.3621063232422,591100
2024-10-29 00:00:00+00:00,137.5797925060185,138.01006788835082,136.9539414739348,137.3450927734375,787200
2024-10-30 00:00:00+00:00,137.88292928105113,138.42077347885171,136.14228072923447,136.53343200683594,540300
2024-10-31 00:00:00+00:00,136.35740332240053,137.63844077450173,135.5066411809361,135.7119903564453,1099900
2024-11-01 00:00:00+00:00,135.88804103266943,136.18139704555574,134.8612502231706,135.3404083251953,852000
2024-11-04 00:00:00+00:00,134.7145479354466,135.86846955133336,134.13759458823546,134.6265411376953,864500
2024-11-05 00:00:00+00:00,134.44072574019913,134.92967224121094,133.64863479599407,134.92967224121094,893200
2024-11-06 00:00:00+00:00,135.87824395252287,136.84636349817922,133.62908682677852,135.80979919433594,1132500
2024-11-07 00:00:00+00:00,136.8268002201667,141.31532595025953,135.9075783223686,138.31320190429688,1344800
2024-11-08 00:00:00+00:00,139.3888933773674,142.05855261839497,138.66526194241612,141.00242614746094,801700
2024-11-11 00:00:00+00:00,141.6869283501952,143.6720501170862,141.28598860458592,142.8799591064453,1080200
2024-11-12 00:00:00+00:00,143.202660393112,145.10954885317238,142.85061829883443,143.5742645263672,714400
2024-11-13 00:00:00+00:00,144.42503982515754,144.47393746631215,143.1342137217087,143.2711181640625,831400
2024-11-14 00:00:00+00:00,143.58405294208904,143.58405294208904,140.99262714284666,141.1490936279297,616900
2024-11-15 00:00:00+00:00,141.15889490041982,142.86041958512098,140.5819265495767,141.68695068359375,1553600
2024-11-18 00:00:00+00:00,142.11720321011964,144.5130382735656,141.86295638086222,143.720947265625,1209900
2024-11-19 00:00:00+00:00,143.26133213034444,143.61337422595335,141.88249934575433,143.53514099121094,880700
2024-11-20 00:00:00+00:00,142.92885928391917,144.10232802132384,142.85062604523023,143.96542358398438,720700
2024-11-21 00:00:00+00:00,144.71839546076424,147.05555921496185,143.96541364664012,146.93820190429688,697200
2024-11-22 00:00:00+00:00,147.40762834327757,147.89657494992326,146.6350843487562,146.73287963867188,538100
2024-11-25 00:00:00+00:00,147.79513540698434,148.69021140444943,147.0181011399606,147.71644592285156,1828400
2024-11-26 00:00:00+00:00,148.20824803111896,148.25743083611934,147.1263013635346,147.86399841308594,603600
2024-11-27 00:00:00+00:00,148.95578367598182,150.14592645547722,148.55250570572986,148.94593811035156,935400
2024-11-29 00:00:00+00:00,149.26069237004114,149.27052292694546,148.3164336102935,148.83775329589844,367200
2024-12-02 00:00:00+00:00,148.73938526572041,148.73938526572041,145.9853135205895,146.12301635742188,862200
2024-12-03 00:00:00+00:00,147.07712308024173,147.22465649129376,143.51651001432245,143.63453674316406,1000100
2024-12-04 00:00:00+00:00,142.87715827416105,143.38863242774258,141.1362040540504,141.63783264160156,902300
2024-12-05 00:00:00+00:00,141.23455382958846,142.70994791098298,140.65423575960963,140.69357299804688,616600
2024-12-06 00:00:00+00:00,140.6935570316813,141.70667466040624,139.2378392389474,139.63128662109375,673100
2024-12-09 00:00:00+00:00,139.4739336667564,139.9460556048545,138.43132417456715,138.73623657226562,583400
2024-12-10 00:00:00+00:00,138.30342906888612,139.60176793667793,136.88704847967082,138.79522705078125,903900
2024-12-11 00:00:00+00:00,139.0509556543233,139.32636132163626,137.3788455289282,137.73294067382812,792000
2024-12-12 00:00:00+00:00,138.4804875505463,138.8936111177321,137.53624370451246,137.9198455810547,647900
2024-12-13 00:00:00+00:00,138.52965533505218,138.92310273530597,137.4968765460511,138.27392578125,612100
2024-12-16 00:00:00+00:00,138.45096949180999,139.35587602343807,137.96901705050436,138.14605712890625,680100
2024-12-17 00:00:00+00:00,137.37886559710898,139.10998933145456,136.0411742996875,139.06082153320312,960500
2024-12-18 00:00:00+00:00,139.06080604068904,140.82143626123099,134.07396716115687,134.17233276367188,1376200
2024-12-19 00:00:00+00:00,133.88708272944893,137.37885153146294,133.81823881385432,135.7067413330078,1139300
2024-12-20 00:00:00+00:00,135.3526625822845,138.1460719591646,135.3526625822845,137.39854431152344,2109500
2024-12-23 00:00:00+00:00,136.71986397315416,137.38870214679125,135.4116793010258,136.9165802001953,870100
2024-12-24 00:00:00+00:00,136.99526267854424,137.8214797949063,136.66084360884798,137.76246643066406,215700
2024-12-26 00:00:00+00:00,137.54605122497304,137.9788358354542,136.6313142143057,137.70343017578125,336800
2024-12-27 00:00:00+00:00,136.74934037644468,138.2345648214917,136.42475191988152,137.0739288330078,387200
2024-12-30 00:00:00+00:00,136.39525615962648,137.19196652201117,135.4018295980146,136.65098571777344,567500
2024-12-31 00:00:00+00:00,137.1723135097184,137.59525261261237,136.2477308094104,136.9854278564453,474200
2025-01-02 00:00:00+00:00,138.17556201855444,138.17556201855444,135.10674729813928,136.021484375,567200
2025-01-03 00:00:00+00:00,136.00183126077593,137.07394736289564,135.51986378888063,136.51329040527344,791300
2025-01-06 00:00:00+00:00,136.1395169404268,136.57230155310472,133.92642608708255,134.2706756591797,946500
2025-01-07 00:00:00+00:00,134.27069117856593,135.72642413646446,134.1428338980296,134.38873291015625,611900
2025-01-08 00:00:00+00:00,134.32970299947274,137.41819361094832,134.32970299947274,137.23130798339844,954900
2025-01-10 00:00:00+00:00,136.051008902871,136.6608336335081,134.52643206779405,134.7919921875,779800
2025-01-13 00:00:00+00:00,135.09691294762155,136.24771843546228,134.39855320278653,135.99197387695312,785200
2025-01-14 00:00:00+00:00,136.3952614629704,138.93294105457835,136.34607865913028,138.41163635253906,1049900
2025-01-15 00:00:00+00:00,140.00505742500738,140.3788287247737,138.1165548198718,138.76573181152344,1223900
2025-01-16 00:00:00+00:00,138.66736163419225,142.61159124958542,138.66736163419225,142.56240844726562,673900
2025-01-17 00:00:00+00:00,142.3165134592303,143.585345747367,142.11979725288535,142.9853515625,1045900
2025-01-21 00:00:00+00:00,143.90993066494883,145.27712852652024,142.9656868945673,143.07388305664062,1251900
2025-01-22 00:00:00+00:00,142.26734349380177,143.12306732328972,139.1886828074119,139.36573791503906,818200
2025-01-23 00:00:00+00:00,140.1034217871486,140.6444026087148,136.74935570192258,137.27066040039062,1247300
