"('date', '')","('open', 'ADV')","('high', 'ADV')","('low', 'ADV')","('close', 'ADV')","('volume', 'ADV')"
2024-01-02 00:00:00+00:00,3.619999885559082,3.700000047683716,3.5799999237060547,3.5999999046325684,539600
2024-01-03 00:00:00+00:00,3.569999933242798,3.7899999618530273,3.5,3.75,978500
2024-01-04 00:00:00+00:00,3.75,3.759999990463257,3.619999885559082,3.619999885559082,463600
2024-01-05 00:00:00+00:00,3.6700000762939453,3.700000047683716,3.4700000286102295,3.609999895095825,434300
2024-01-08 00:00:00+00:00,3.5399999618530273,3.805000066757202,3.25,3.7799999713897705,742100
2024-01-09 00:00:00+00:00,3.6500000953674316,3.805000066757202,3.6500000953674316,3.7200000286102295,590300
2024-01-10 00:00:00+00:00,3.755000114440918,3.9000000953674316,3.700000047683716,3.869999885559082,575400
2024-01-11 00:00:00+00:00,3.8399999141693115,3.9649999141693115,3.7699999809265137,3.9100000858306885,574800
2024-01-12 00:00:00+00:00,3.9700000286102295,4.125999927520752,3.805000066757202,3.8399999141693115,919200
2024-01-16 00:00:00+00:00,3.9000000953674316,3.9000000953674316,3.694999933242798,3.740000009536743,527500
2024-01-17 00:00:00+00:00,3.6700000762939453,3.75,3.509999990463257,3.680000066757202,497900
2024-01-18 00:00:00+00:00,3.7899999618530273,3.7899999618530273,3.6700000762939453,3.7200000286102295,406600
2024-01-19 00:00:00+00:00,3.75,3.9000000953674316,3.690000057220459,3.880000114440918,560000
2024-01-22 00:00:00+00:00,3.880000114440918,4.010000228881836,3.880000114440918,3.9600000381469727,503700
2024-01-23 00:00:00+00:00,4.0,4.059999942779541,3.8299999237060547,3.9700000286102295,736200
2024-01-24 00:00:00+00:00,4.0,4.135000228881836,3.9000000953674316,3.9200000762939453,446000
2024-01-25 00:00:00+00:00,3.990000009536743,4.099999904632568,3.944999933242798,4.059999942779541,510400
2024-01-26 00:00:00+00:00,4.070000171661377,4.099999904632568,4.019999980926514,4.039999961853027,496800
2024-01-29 00:00:00+00:00,4.03000020980835,4.389999866485596,3.990000009536743,4.380000114440918,812600
2024-01-30 00:00:00+00:00,4.360000133514404,4.375,4.190000057220459,4.230000019073486,668700
2024-01-31 00:00:00+00:00,4.130000114440918,4.257999897003174,4.03000020980835,4.03000020980835,810700
2024-02-01 00:00:00+00:00,4.21999979019165,4.21999979019165,4.031000137329102,4.139999866485596,416400
2024-02-02 00:00:00+00:00,4.079999923706055,4.110000133514404,3.869999885559082,3.869999885559082,529500
2024-02-05 00:00:00+00:00,3.8499999046325684,3.859999895095825,3.680000066757202,3.680000066757202,438300
2024-02-06 00:00:00+00:00,3.740000009536743,3.740000009536743,3.6500000953674316,3.6600000858306885,288400
2024-02-07 00:00:00+00:00,3.759999990463257,4.039999961853027,3.635999917984009,3.990000009536743,819300
2024-02-08 00:00:00+00:00,3.990000009536743,4.079999923706055,3.7899999618530273,3.890000104904175,522400
2024-02-09 00:00:00+00:00,3.890000104904175,4.000999927520752,3.8499999046325684,3.950000047683716,648400
2024-02-12 00:00:00+00:00,3.940000057220459,4.070000171661377,3.940000057220459,4.0,645200
2024-02-13 00:00:00+00:00,3.8499999046325684,3.9100000858306885,3.7200000286102295,3.75,611200
2024-02-14 00:00:00+00:00,3.7699999809265137,3.869999885559082,3.759999990463257,3.8499999046325684,405900
2024-02-15 00:00:00+00:00,3.9000000953674316,4.074999809265137,3.7750000953674316,4.039999961853027,642600
2024-02-16 00:00:00+00:00,4.099999904632568,4.130000114440918,3.9200000762939453,3.940000057220459,489100
2024-02-20 00:00:00+00:00,3.869999885559082,4.045000076293945,3.819999933242798,4.019999980926514,421100
2024-02-21 00:00:00+00:00,4.019999980926514,4.039999961853027,3.819999933242798,3.8399999141693115,521300
2024-02-22 00:00:00+00:00,3.819999933242798,3.930000066757202,3.819999933242798,3.859999895095825,397800
2024-02-23 00:00:00+00:00,3.859999895095825,3.924999952316284,3.819999933242798,3.8399999141693115,269400
2024-02-26 00:00:00+00:00,3.819999933242798,3.9200000762939453,3.799999952316284,3.869999885559082,592200
2024-02-27 00:00:00+00:00,3.9000000953674316,4.050000190734863,3.9000000953674316,3.990000009536743,497500
