"('date', '')","('open', 'AFB')","('high', 'AFB')","('low', 'AFB')","('close', 'AFB')","('volume', 'AFB')"
2025-09-26 00:00:00+00:00,10.770000457763672,10.819999694824219,10.770500183105469,10.819999694824219,83857
