"('date', '')","('open', 'AMG')","('high', 'AMG')","('low', 'AMG')","('close', 'AMG')","('volume', 'AMG')"
2024-02-07 00:00:00+00:00,154.6174345893404,155.91691187366135,152.52828352024832,154.24758911132812,247600
2024-02-08 00:00:00+00:00,153.7977701272377,155.3271500805706,152.07846458121608,154.2375946044922,395500
2024-02-09 00:00:00+00:00,154.51748233985137,156.23678791040626,153.50789632274203,155.8269500732422,186200
2024-02-12 00:00:00+00:00,155.97688129615713,159.08562403457978,155.41711023437077,157.0664520263672,193700
2024-02-13 00:00:00+00:00,153.84773439369468,155.1971790559752,152.55824776344,153.92770385742188,260100
2024-02-14 00:00:00+00:00,155.14729467752258,155.377212303919,153.20795101534233,154.9273681640625,231700
2024-02-15 00:00:00+00:00,156.18697629710306,157.73643801093922,156.18697629710306,156.75677490234375,166700
2024-02-16 00:00:00+00:00,156.24693824624003,157.87637447883222,155.6571422157091,156.6667938232422,158700
2024-02-20 00:00:00+00:00,155.09732096699756,157.33656598542083,155.09732096699756,156.0869903564453,308200
2024-02-21 00:00:00+00:00,156.5168489399568,156.5168489399568,155.2272783765558,156.16696166992188,142900
2024-02-22 00:00:00+00:00,157.46653246542846,157.9763538493142,157.05666798333502,157.67645263671875,104100
2024-02-23 00:00:00+00:00,158.28623763859508,159.5957904342328,157.5964694629121,157.60647583007812,183300
2024-02-26 00:00:00+00:00,157.11663967565664,158.6461190273875,156.54684111991807,156.62680053710938,106500
2024-02-27 00:00:00+00:00,157.09662190456743,157.42651165890723,156.11695900761111,156.8367156982422,152600
2024-02-28 00:00:00+00:00,156.47684897747183,158.2662497245264,156.23692497823544,156.3768768310547,132800
2024-02-29 00:00:00+00:00,157.0266703323325,157.21660826447692,155.4172163462774,156.25692749023438,361600
2024-03-01 00:00:00+00:00,156.68679997441862,157.64646555963859,155.14731418661447,157.18663024902344,172200
2024-03-04 00:00:00+00:00,157.58647741714248,162.0149812742972,156.7967523497302,159.3558807373047,183900
2024-03-05 00:00:00+00:00,158.8960077497455,159.94565415586462,157.14660215741574,158.52613830566406,137700
2024-03-06 00:00:00+00:00,159.9856699379732,159.9856699379732,158.0263437747138,158.94602966308594,123600
2024-03-07 00:00:00+00:00,159.58578347794943,160.59543497693514,159.36585697264846,160.07562255859375,104800
2024-03-08 00:00:00+00:00,160.8153626456119,161.89499770118871,158.8660279287123,159.0459747314453,123300
2024-03-11 00:00:00+00:00,158.7461106897762,159.51585364392366,157.9463791370941,158.70611572265625,150700
2024-03-12 00:00:00+00:00,159.04599294236726,159.6557864624611,157.03666555874864,157.97634887695312,162900
2024-03-13 00:00:00+00:00,157.68644693273612,161.0952775189929,157.68644693273612,160.96533203125,231200
2024-03-14 00:00:00+00:00,160.6754303726132,161.24524418813547,158.65612711406112,160.85537719726562,321700
2024-03-15 00:00:00+00:00,159.85571504650616,162.56478647356212,159.85571504650616,160.98532104492188,379500
2024-03-18 00:00:00+00:00,160.94532450002768,162.23487970524198,160.07562483264147,161.20523071289062,236500
2024-03-19 00:00:00+00:00,161.6250882958659,162.87466381245423,160.6854203204217,161.885009765625,231300
2024-03-20 00:00:00+00:00,161.09528645810656,163.6644213124361,161.09528645810656,162.1149444580078,487600
2024-03-21 00:00:00+00:00,162.94465669309275,165.0339434155922,162.94465669309275,163.66441345214844,295000
2024-03-22 00:00:00+00:00,164.1342584965405,164.1342584965405,162.58478168440368,163.67440795898438,197700
2024-03-25 00:00:00+00:00,163.69439684239754,164.92397491102798,163.27454128856297,163.4244842529297,171300
2024-03-26 00:00:00+00:00,164.1242469625616,164.9739644548055,163.2145675369172,163.5244598388672,173100
2024-03-27 00:00:00+00:00,164.63406635156903,166.37346560744732,163.97428685621895,166.30349731445312,226800
2024-03-28 00:00:00+00:00,166.76338894161185,167.84300896855754,166.24356115757894,167.4131622314453,234200
2024-04-01 00:00:00+00:00,167.243188772049,167.243188772049,164.9739553821662,165.8336639404297,292800
2024-04-02 00:00:00+00:00,165.8536982890452,165.8536982890452,163.50448971411402,164.32421875,286800
2024-04-03 00:00:00+00:00,164.01431857259658,166.67340412087393,164.01431857259658,166.23355102539062,235000
2024-04-04 00:00:00+00:00,167.93298017403637,168.57276231165648,163.74440005668842,163.83436584472656,208100
2024-04-05 00:00:00+00:00,163.29452988153076,166.21353637333763,163.13458055917252,165.82366943359375,298000
2024-04-08 00:00:00+00:00,166.72337407539513,168.47277992002546,166.67338800054114,168.2528533935547,213400
2024-04-09 00:00:00+00:00,169.56238974773777,169.59237833902134,166.7733439831156,169.46243286132812,219400
2024-04-10 00:00:00+00:00,167.16322814933255,168.7026985904223,165.8836639440192,166.6833953857422,209900
2024-04-11 00:00:00+00:00,166.86331648653282,167.1832151446018,164.94397029894168,166.1135711669922,189700
2024-04-12 00:00:00+00:00,165.48379552426644,165.8136853258112,161.14527253475438,162.1149444580078,331200
2024-04-15 00:00:00+00:00,163.15458060554994,164.62406736032108,160.18558799708006,161.02529907226562,273200
2024-04-16 00:00:00+00:00,160.10563652721908,160.79540474375676,158.5661507460983,159.92568969726562,302600
2024-04-17 00:00:00+00:00,160.89534922651646,161.7050717647808,158.83605110361995,158.85604858398438,252000
2024-04-18 00:00:00+00:00,159.66577079608294,160.11561495490994,157.8563877938091,158.13629150390625,258700
2024-04-19 00:00:00+00:00,158.54616966642064,159.5658124469761,156.996692759925,158.44619750976562,399700
2024-04-22 00:00:00+00:00,159.545824647702,162.50481123661407,158.14629077144664,161.57513427734375,282500
2024-04-23 00:00:00+00:00,161.6650915076778,163.2945429456494,160.82538037852763,161.41517639160156,233500
2024-04-24 00:00:00+00:00,160.85537429304145,162.6547662390333,160.85537429304145,162.01498413085938,218500
2024-04-25 00:00:00+00:00,160.3955175892334,160.3955175892334,156.93670094325614,159.52581787109375,188300
2024-04-26 00:00:00+00:00,159.30590343565876,161.41518777422831,159.30590343565876,160.14561462402344,134500
2024-04-29 00:00:00+00:00,160.35554271081728,161.6750866244987,158.1862812799923,158.8660430908203,258700
2024-04-30 00:00:00+00:00,157.76642963338497,158.67610910833707,155.94704017626296,156.04701232910156,184500
2024-05-01 00:00:00+00:00,155.67712024461403,160.80538332113983,155.67712024461403,158.5861358642578,489900
2024-05-02 00:00:00+00:00,159.51583902882294,160.595458984375,157.89637858827638,160.595458984375,232500
2024-05-03 00:00:00+00:00,162.13494978514868,163.1546078343915,159.59580340321597,160.2955780029297,341400
2024-05-06 00:00:00+00:00,157.82640897850334,161.1052942887397,154.94738177786297,157.17662048339844,1143400
2024-05-07 00:00:00+00:00,154.2376137677162,158.9160328982651,154.2376137677162,155.50718688964844,510400
2024-05-08 00:00:00+00:00,155.00735544133104,159.22592399208312,155.00735544133104,156.71678161621094,523000
2024-05-09 00:00:00+00:00,157.21661544652352,158.60614296974194,156.83673956488093,157.17662048339844,192400
2024-05-10 00:00:00+00:00,157.9463601347171,158.06631451442408,156.76676805797487,157.61647033691406,158000
2024-05-13 00:00:00+00:00,158.14628704609748,158.64611729292687,156.0769977561003,156.5768280029297,214300
2024-05-14 00:00:00+00:00,157.70643667101183,159.0859730568826,157.1366381118101,158.9660186767578,225700
2024-05-15 00:00:00+00:00,160.30562374763502,161.22536727557886,159.67579324025036,160.43557739257812,206700
2024-05-16 00:00:00+00:00,159.83577731865807,160.9554626118877,158.9160336485669,158.926025390625,176800
2024-05-17 00:00:00+00:00,159.61583248800807,159.85575632722973,157.7563464612022,159.29591369628906,183200
2024-05-20 00:00:00+00:00,159.45586767773608,159.68579976737192,157.08652831846882,157.23648071289062,138400
2024-05-21 00:00:00+00:00,156.98655125017592,159.26591919260005,156.85658233750274,159.115966796875,245000
2024-05-22 00:00:00+00:00,158.7860610554614,159.51585482758853,157.2164880782723,158.3061981201172,155500
2024-05-23 00:00:00+00:00,158.91603092448628,160.23565781823376,156.87658674155685,157.09652709960938,179400
2024-05-24 00:00:00+00:00,157.95628038897124,160.88546231703032,157.36644730684264,160.42559814453125,157100
2024-05-28 00:00:00+00:00,160.6255457132582,160.94546450127504,158.67608826930382,159.895751953125,378800
2024-05-29 00:00:00+00:00,158.22623081167308,158.69610204198352,157.3364775732367,158.4061737060547,198900
2024-05-30 00:00:00+00:00,159.15595759800445,160.5755629541489,158.12624374633228,160.5255889892578,182500
2024-05-31 00:00:00+00:00,160.58558204279072,162.73498135026924,160.455613113324,162.55503845214844,310800
2024-06-03 00:00:00+00:00,163.20483761754377,163.20483761754377,160.94546832808157,162.11514282226562,239300
2024-06-04 00:00:00+00:00,161.01544880330593,162.9149324212381,158.5961199992424,159.38589477539062,190400
2024-06-05 00:00:00+00:00,159.76579259393577,159.76579259393577,157.51641496532682,158.38616943359375,312400
2024-06-06 00:00:00+00:00,158.75608047247758,158.75608047247758,156.01683283892427,156.46670532226562,265800
2024-06-07 00:00:00+00:00,155.78688619240265,156.96655238331434,155.39699470927133,155.58694458007812,187300
2024-06-10 00:00:00+00:00,154.4272788100394,155.49697494331357,153.94741583691498,155.0970916748047,260800
2024-06-11 00:00:00+00:00,154.52723185960187,154.80715315246988,152.93766028027076,153.847412109375,211900
2024-06-12 00:00:00+00:00,156.63663652245685,158.93600312227684,154.62719821701288,155.23703002929688,215400
2024-06-13 00:00:00+00:00,154.43727469133572,154.43727469133572,151.69804219404796,151.96795654296875,281100
2024-06-14 00:00:00+00:00,150.08849567097323,150.4883789737665,147.55919640710874,148.3589630126953,397400
2024-06-17 00:00:00+00:00,148.68884876514775,151.97794711130842,147.08930056659216,151.68801879882812,579400
2024-06-18 00:00:00+00:00,152.02792981256854,153.45752681181546,151.53805990308865,152.98765563964844,297700
2024-06-20 00:00:00+00:00,152.867696263607,155.79687826405782,152.84769752596202,155.14706420898438,295900
2024-06-21 00:00:00+00:00,155.31702365948263,157.4664228071147,154.47725968823207,156.88658142089844,1269100
2024-06-24 00:00:00+00:00,157.6563623063487,161.00544148329809,157.32645178481846,159.60581970214844,272300
2024-06-25 00:00:00+00:00,158.9959945521945,160.59555801080433,157.796329585521,159.90574645996094,346800
2024-06-26 00:00:00+00:00,158.65608199241223,158.6660889881669,156.74660686041042,156.94656372070312,361400
2024-06-27 00:00:00+00:00,157.08653234615457,157.26647522407447,154.96710850505946,155.59693908691406,270900
2024-06-28 00:00:00+00:00,156.4366984042298,157.18649088254415,154.90712296883385,156.186767578125,628100
2024-07-01 00:00:00+00:00,156.44669792205806,158.16622314383122,154.77716191402982,154.94711303710938,290000
2024-07-02 00:00:00+00:00,156.3967354856915,158.19624070664443,154.33730766515546,157.96629333496094,334300
2024-07-03 00:00:00+00:00,157.94630119120947,158.92602582546604,156.53668757418941,156.66665649414062,255800
2024-07-05 00:00:00+00:00,156.51668900265514,156.8665982854046,154.08736852587344,154.7371826171875,420800
2024-07-08 00:00:00+00:00,156.22679547961602,156.80663693965718,154.54725206870884,154.80718994140625,224600
2024-07-09 00:00:00+00:00,153.33755954218694,156.68662333320395,152.32782927980338,154.67718505859375,315500
2024-07-10 00:00:00+00:00,155.06708268370625,159.66581599550153,155.06708268370625,159.495849609375,317400
2024-07-11 00:00:00+00:00,160.97545522222853,165.30425908120546,159.30591908800153,165.0243377685547,308800
2024-07-12 00:00:00+00:00,165.38422351698253,168.61334086314682,164.4744868781885,166.8438262939453,312200
2024-07-15 00:00:00+00:00,167.1837357262157,169.84300356475234,166.8438334398197,168.30343627929688,176200
2024-07-16 00:00:00+00:00,168.63332606263685,172.2223444550858,168.54335462292306,171.8124542236328,242000
2024-07-17 00:00:00+00:00,171.43255396476548,172.7022068770508,170.23288900842886,172.47227478027344,211000
2024-07-18 00:00:00+00:00,171.94242078659096,174.69165994038536,169.31314355077325,169.43310546875,311500
2024-07-19 00:00:00+00:00,168.93324498577053,169.53308508898368,167.4336599823052,167.89353942871094,181700
2024-07-22 00:00:00+00:00,168.98323575394966,171.3625821960743,167.29370086047913,171.26260375976562,209400
2024-07-23 00:00:00+00:00,170.71276361961614,172.65222947142607,170.5028302465423,171.63250732421875,200700
2024-07-24 00:00:00+00:00,170.34284495513668,172.50225084888174,168.7432816439404,169.22315979003906,315000
2024-07-25 00:00:00+00:00,168.87326774071414,175.7213788423231,168.87326774071414,173.75192260742188,222600
2024-07-26 00:00:00+00:00,174.05183334220393,177.44089473285342,173.58196216892085,176.9710235595703,349100
2024-07-29 00:00:00+00:00,176.9510359631167,187.23818269777612,175.7113734963634,183.84912109375,608500
2024-07-30 00:00:00+00:00,184.488938552515,185.5486581073315,181.94964797953563,184.7688751220703,414500
2024-07-31 00:00:00+00:00,185.88855281134124,189.75747710022648,183.09931626225475,185.56863403320312,326600
2024-08-01 00:00:00+00:00,185.64863753782373,185.65864453502832,177.53088818352623,178.87051391601562,185900
2024-08-02 00:00:00+00:00,176.02128222076885,176.02128222076885,168.9232409523614,169.50308227539062,216100
2024-08-05 00:00:00+00:00,161.03542694950136,164.11457646670428,158.54611050338636,160.74549865722656,290500
2024-08-06 00:00:00+00:00,161.22538623270475,164.62443946410062,160.16568194013666,161.1654052734375,178600
2024-08-07 00:00:00+00:00,163.81467270987258,165.6841505382022,159.7757969900337,159.8657684326172,202200
2024-08-08 00:00:00+00:00,161.49541687411156,163.76493516209214,160.87555449147814,163.46499633789062,234800
2024-08-09 00:00:00+00:00,163.28502328451705,165.59452602898713,162.17526044237317,165.0146484375,190200
2024-08-12 00:00:00+00:00,165.03465403356526,165.1546234512188,162.96509004591488,164.11483764648438,177900
2024-08-13 00:00:00+00:00,165.54454226914422,168.04400688501693,165.13462641081597,167.3341522216797,139200
2024-08-14 00:00:00+00:00,168.21395923788384,168.21395923788384,166.19438766969307,167.5041046142578,176400
2024-08-15 00:00:00+00:00,170.53348973276576,172.29310743970956,169.41371914150852,171.94317626953125,188200
2024-08-16 00:00:00+00:00,171.28332595203304,173.5828212940057,171.28332595203304,172.21311950683594,245300
2024-08-19 00:00:00+00:00,172.4930658662437,173.8927600707718,171.15335637683503,171.9631805419922,120400
2024-08-20 00:00:00+00:00,171.7332280029212,171.92318976446006,169.1637709219331,170.153564453125,180600
2024-08-21 00:00:00+00:00,170.63344695390214,172.633018627712,168.38392882086603,172.31309509277344,267900
2024-08-22 00:00:00+00:00,172.7429921989019,173.43284685334785,170.95338229933535,172.65301513671875,131300
2024-08-23 00:00:00+00:00,174.37265228859587,176.83211691575272,172.8629659042998,173.81277465820312,138400
2024-08-26 00:00:00+00:00,175.43242446194606,175.50240153863157,172.19311281333628,173.39285278320312,130000
2024-08-27 00:00:00+00:00,172.40306709254247,174.12269990194756,172.14311301904962,173.0729217529297,117200
2024-08-28 00:00:00+00:00,172.1131410583382,173.72279700941579,171.16334747974466,171.17335510253906,147000
2024-08-29 00:00:00+00:00,172.48304220611735,174.75254487917687,171.2833023548246,173.3128662109375,117600
2024-08-30 00:00:00+00:00,174.04273212070606,174.04273212070606,170.96338970356973,173.79278564453125,191800
2024-09-03 00:00:00+00:00,171.82320315554577,172.52305022536382,169.4337154957601,170.64344787597656,143200
2024-09-04 00:00:00+00:00,170.00357724702803,171.96316420269739,168.54389846607376,169.39370727539062,109500
2024-09-05 00:00:00+00:00,170.22351861129127,170.25351096375638,166.844253104221,168.1239776611328,141000
2024-09-06 00:00:00+00:00,167.9840268571615,169.46370567945368,163.4149980893482,163.86489868164062,130300
2024-09-09 00:00:00+00:00,164.854669444416,167.50409554334095,163.77489901857498,165.25457763671875,160600
2024-09-10 00:00:00+00:00,165.27458831344094,165.33457302061436,162.21524620343058,164.73471069335938,128000
2024-09-11 00:00:00+00:00,163.74490982929038,165.074626714881,159.84575148471637,164.98464965820312,231600
2024-09-12 00:00:00+00:00,165.61453341488516,167.8540593929481,164.474778063443,167.0442352294922,118300
2024-09-13 00:00:00+00:00,167.93402264981864,170.07356365928507,167.93402264981864,169.22373962402344,133800
2024-09-16 00:00:00+00:00,169.88361700406526,174.50262294513507,168.51391521325945,173.7827911376953,249500
2024-09-17 00:00:00+00:00,175.66237252004825,176.33222721546804,172.71300728467048,175.8223419189453,178700
2024-09-18 00:00:00+00:00,176.19226693190743,178.42180049877916,174.46264157636423,175.7223663330078,236300
2024-09-19 00:00:00+00:00,179.01168331674717,180.11143874479143,177.85192791508004,179.7015380859375,211900
2024-09-20 00:00:00+00:00,179.24161387918423,179.24161387918423,176.8021338566235,178.20184326171875,782700
2024-09-23 00:00:00+00:00,179.27161136735614,180.92126729320657,177.7119477687503,178.0118865966797,155000
2024-09-24 00:00:00+00:00,178.17183591299175,179.6615070063623,177.57195832478186,178.1318359375,215600
2024-09-25 00:00:00+00:00,178.40180301105156,178.811718901887,174.91254463860005,175.09251403808594,134300
2024-09-26 00:00:00+00:00,176.80213928222656,178.12186402562773,175.82235334745823,176.80213928222656,184100
2024-09-27 00:00:00+00:00,177.55196555864674,179.46156019474606,176.12227911484305,176.24224853515625,126600
2024-09-30 00:00:00+00:00,175.76236061464482,178.00187122052114,174.93253650424535,177.76193237304688,164800
2024-10-01 00:00:00+00:00,177.15207027977226,177.15207027977226,173.94275075193045,175.7323760986328,119300
2024-10-02 00:00:00+00:00,175.5324197799515,180.34138757270478,175.34245801590973,180.21141052246094,170300
2024-10-03 00:00:00+00:00,178.71171676551634,178.89167089191685,176.80212217259893,178.43177795410156,123600
2024-10-04 00:00:00+00:00,180.78128132126153,182.11098305190652,179.0316561166516,181.1411895751953,160100
2024-10-07 00:00:00+00:00,181.6011091387313,181.91104032492427,178.5917590903958,179.3415985107422,113700
2024-10-08 00:00:00+00:00,179.94147182482055,180.16142595525906,177.48200691976885,177.6819610595703,94600
2024-10-09 00:00:00+00:00,177.73194486919365,186.5900486109618,177.73194486919365,185.48028564453125,269400
2024-10-10 00:00:00+00:00,184.7604249782391,186.21011138489646,182.760853312361,186.2001190185547,179600
2024-10-11 00:00:00+00:00,186.94996905757085,189.78935732376178,186.65003023947529,187.95974731445312,112000
2024-10-14 00:00:00+00:00,188.28967945421067,190.0692971270409,188.28967945421067,189.95932006835938,127600
2024-10-15 00:00:00+00:00,190.23925751505922,192.82869930320288,188.53962455685968,190.87911987304688,142600
2024-10-16 00:00:00+00:00,192.1288556115336,194.2384044821647,192.1288556115336,192.81871032714844,158600
2024-10-17 00:00:00+00:00,193.37857300579796,196.2379610838726,191.70893250383259,196.16798400878906,183700
2024-10-18 00:00:00+00:00,195.5081015034603,196.6478566193233,193.9284382278748,194.5782928466797,142000
2024-10-21 00:00:00+00:00,194.02843800910287,194.20839213089857,190.61916476133587,191.7289276123047,175100
2024-10-22 00:00:00+00:00,190.26924821128944,193.13862880254928,190.26924821128944,192.43878173828125,163000
2024-10-23 00:00:00+00:00,191.85889198007433,192.0788460800267,186.0501388302434,188.1796875,140000
2024-10-24 00:00:00+00:00,189.3794269429795,190.9690827249556,188.45962582531686,190.029296875,200800
2024-10-25 00:00:00+00:00,191.87890627961275,193.0886539195822,189.93931921110348,191.3090362548828,158000
2024-10-28 00:00:00+00:00,192.9586851891131,195.50814237095466,191.85891455991947,194.76829528808594,128400
2024-10-29 00:00:00+00:00,192.80869904707652,196.12797999456333,192.50876025377138,195.50811767578125,154600
2024-10-30 00:00:00+00:00,195.49810714835226,199.477265586382,195.28816067502376,196.2779541015625,177800
2024-10-31 00:00:00+00:00,196.57789352727403,197.07778646392606,192.73871943511173,193.8584747314453,151400
2024-11-01 00:00:00+00:00,195.06821831183353,196.84783590902737,193.1386236834362,193.76849365234375,299400
2024-11-04 00:00:00+00:00,184.0105880239287,190.95909660314842,173.54282899492696,177.02207946777344,503300
2024-11-05 00:00:00+00:00,174.21269601076563,179.51156442116456,174.21269601076563,177.72193908691406,423800
2024-11-06 00:00:00+00:00,187.08993452334192,189.8593303961352,184.84041631838522,186.16012573242188,351700
2024-11-07 00:00:00+00:00,185.91018668702867,185.96017903357225,182.89082897095884,183.1307830810547,134500
2024-11-08 00:00:00+00:00,183.40071402930477,185.42028566570352,181.40114238093557,184.91038513183594,173800
2024-11-11 00:00:00+00:00,186.20011848946433,187.5898201830799,185.1803326712183,186.9099578857422,114200
2024-11-12 00:00:00+00:00,187.05992399574743,187.05992399574743,183.83060496903568,184.0105743408203,146800
2024-11-13 00:00:00+00:00,185.30030686887264,187.26988622541282,183.50068927717075,186.7899932861328,254300
2024-11-14 00:00:00+00:00,187.2399179520209,188.83965174630606,185.2602250691992,187.169921875,175000
2024-11-15 00:00:00+00:00,186.93997514993015,187.129947078277,183.79048712037124,186.3900604248047,177900
2024-11-18 00:00:00+00:00,185.28023087159121,187.53987760767544,184.36038048365018,185.11026000976562,151600
2024-11-19 00:00:00+00:00,182.6006782736953,184.5003670703777,182.01076142069962,183.08059692382812,163900
2024-11-20 00:00:00+00:00,183.54052491012212,185.50020157913826,181.70080883003922,185.33023071289062,144300
2024-11-21 00:00:00+00:00,186.4500298832498,188.40972163970957,185.6301695839887,186.5600128173828,141400
2024-11-22 00:00:00+00:00,186.17010088255523,189.96949381002352,186.17010088255523,187.56988525390625,161400
2024-11-25 00:00:00+00:00,189.3995586108307,193.06898240951293,189.05961689718666,189.15960693359375,323900
2024-11-26 00:00:00+00:00,188.98964570434163,189.74951814819752,187.27991363524288,189.2196044921875,141300
2024-11-27 00:00:00+00:00,188.85964158629633,191.0992870728614,187.21990577216343,188.42971801757812,109900
2024-11-29 00:00:00+00:00,189.3495885084374,189.48956541274555,186.94996481929073,187.50987243652344,83300
2024-12-02 00:00:00+00:00,186.9999533792265,186.9999533792265,184.91029278841668,185.38021850585938,160700
2024-12-03 00:00:00+00:00,186.1700783821148,186.2500673584965,184.23038765978632,184.58033752441406,142900
2024-12-04 00:00:00+00:00,185.48019090127747,187.2399179078146,184.47035865781703,186.0301055908203,147500
2024-12-05 00:00:00+00:00,185.23023102925202,186.60002130226883,184.4103707020075,185.08026123046875,233200
2024-12-06 00:00:00+00:00,185.50020320689157,186.69001453740395,183.68050342683742,184.390380859375,129300
2024-12-09 00:00:00+00:00,185.09026779861009,188.1397810685249,184.41038431880676,184.69033813476562,165200
2024-12-10 00:00:00+00:00,184.6003522269241,186.05011629719732,183.07059917435697,185.33023071289062,197700
2024-12-11 00:00:00+00:00,187.19991191278297,190.06946114010563,185.81013586600213,188.75965881347656,234500
2024-12-12 00:00:00+00:00,189.08961727691627,190.33941649275107,188.49971570856337,188.81967163085938,196600
2024-12-13 00:00:00+00:00,188.65968146670846,188.95963631037458,185.64016248478728,186.5600128173828,209800
2024-12-16 00:00:00+00:00,186.7099964129454,188.97962063985278,186.19007570506338,188.44970703125,183800
2024-12-17 00:00:00+00:00,187.02995139516094,187.02995139516094,184.8203149158409,186.6400146484375,192500
2024-12-18 00:00:00+00:00,186.9499606960164,188.3497449645636,178.3013562681666,178.46133422851562,255900
2024-12-19 00:00:00+00:00,180.08106994000985,182.24072664551676,178.29136417653265,179.5111541748047,277400
2024-12-20 00:00:00+00:00,179.18122773107933,184.54036758946657,179.18122773107933,182.5006866455078,794900
2024-12-23 00:00:00+00:00,181.53082928612736,185.4901998105456,181.53082928612736,184.61033630371094,275700
2024-12-24 00:00:00+00:00,184.31038154700042,187.6098544430554,184.2603865283876,187.4598846435547,87300
2024-12-26 00:00:00+00:00,186.55002486994533,189.8494977252074,185.98010912621334,189.43955993652344,135300
2024-12-27 00:00:00+00:00,187.98979184331014,189.55953163093446,185.6001764962401,187.60984802246094,209800
2024-12-30 00:00:00+00:00,185.80015403316602,187.60986087206555,184.17041095983433,185.22024536132812,150400
2024-12-31 00:00:00+00:00,186.05010660497425,186.85997403104489,184.6103355113653,184.89028930664062,137700
2025-01-02 00:00:00+00:00,185.87012527000988,188.74966742128439,185.31021768644817,186.86996459960938,134200
2025-01-03 00:00:00+00:00,187.31991017488778,189.2096059547957,185.90012485828967,188.51971435546875,233100
2025-01-06 00:00:00+00:00,187.79984753557306,188.9296710069987,183.38055895471015,184.17042541503906,311100
2025-01-07 00:00:00+00:00,184.14041536086992,184.21041143997135,179.32119751980693,180.4610137939453,199800
2025-01-08 00:00:00+00:00,179.42117310190704,180.97092718709735,178.37133870507893,180.75096130371094,175500
2025-01-10 00:00:00+00:00,178.03139453493836,178.03139453493836,173.97204916216847,176.84158325195312,260500
2025-01-13 00:00:00+00:00,174.50197225784444,179.42118035955093,173.61211578681838,178.4213409423828,281200
2025-01-14 00:00:00+00:00,179.8910829567521,182.02074552329185,179.13121058977083,181.98074340820312,188100
2025-01-15 00:00:00+00:00,186.81998162707205,187.43987711874078,183.2705490167353,186.8499755859375,219900
2025-01-16 00:00:00+00:00,187.13992623670856,187.13992623670856,184.36037410984383,185.64016723632812,133900
2025-01-17 00:00:00+00:00,186.79000693137314,188.59971383245872,186.71001794737052,186.969970703125,149000
2025-01-21 00:00:00+00:00,189.14960117052414,189.14960117052414,187.40989046318373,188.69967651367188,254700
2025-01-22 00:00:00+00:00,188.21975056191667,188.21975056191667,185.5901682882402,186.8499755859375,187800
2025-01-23 00:00:00+00:00,187.13993514191694,187.3698939278102,185.9701248967143,186.1700897216797,172700
2025-01-24 00:00:00+00:00,185.9101393753421,188.0097929490968,184.79032413600626,186.66001892089844,146600
