"('date', '')","('open', 'BUXX')","('high', 'BUXX')","('low', 'BUXX')","('close', 'BUXX')","('volume', 'BUXX')"
2023-08-10 00:00:00+00:00,17.97878425725714,17.98776936248119,17.969799152033094,17.97429084777832,1250500
2023-08-11 00:00:00+00:00,17.987765809230464,18.01471940584468,17.978780705781308,18.003040313720703,22400
2023-08-14 00:00:00+00:00,18.005735619881207,18.08659812167759,17.98776541337836,18.014719009399414,14100
2023-08-15 00:00:00+00:00,18.059643884724345,18.077614090589435,17.987764774997142,17.996749877929688,14300
2023-08-16 00:00:00+00:00,18.15847700952561,18.176447215806352,18.005735397338867,18.005735397338867,11400
2023-08-17 00:00:00+00:00,17.987764774997142,18.005734980862233,17.978779672064597,17.996749877929688,5600
2023-08-18 00:00:00+00:00,18.14949468214429,18.14949468214429,18.032690048217773,18.032690048217773,44200
2023-08-21 00:00:00+00:00,18.025500327454797,18.032687723968003,18.02370262145996,18.02370262145996,8700
2023-08-22 00:00:00+00:00,18.01471751895192,18.04167282647604,18.01471751895192,18.02370262145996,6600
2023-08-23 00:00:00+00:00,18.032690048217773,18.041675151883915,18.02819835325135,18.032690048217773,9000
2023-08-24 00:00:00+00:00,18.046165466308594,18.046165466308594,18.046165466308594,18.046165466308594,600
2023-08-25 00:00:00+00:00,18.068635223680904,18.068635223680904,18.05066501161376,18.055156707763672,5800
2023-08-28 00:00:00+00:00,18.050666856908084,18.068637070812297,18.050666856908084,18.058753967285156,8500
2023-08-29 00:00:00+00:00,18.05964237452005,18.05964237452005,18.041672170157685,18.050657272338867,4100
2023-08-30 00:00:00+00:00,18.068626403808594,18.068626403808594,18.032685997217964,18.068626403808594,1800
2023-08-31 00:00:00+00:00,18.086594893371,18.086594893371,18.068626403808594,18.068626403808594,25000
2023-09-01 00:00:00+00:00,18.073119700222644,18.073119700222644,18.05964290342269,18.06413459777832,2200
2023-09-05 00:00:00+00:00,18.074915803588663,18.077611505456254,18.050656200513277,18.068626403808594,12400
2023-09-06 00:00:00+00:00,18.08659912793304,18.08659912793304,18.07761573791504,18.07761573791504,3000
2023-09-07 00:00:00+00:00,18.08030942192271,18.08030942192271,18.073122024536133,18.073122024536133,1000
2023-09-08 00:00:00+00:00,18.094685930429147,18.094685930429147,18.073122024536133,18.073122024536133,400
2023-09-11 00:00:00+00:00,18.085697062040275,18.085697062040275,18.070422560473435,18.081205368041992,2800
2023-09-12 00:00:00+00:00,18.086597331159464,18.086597331159464,18.077613942033896,18.08210563659668,2900
2023-09-13 00:00:00+00:00,18.08659553527832,18.095580637244865,18.082103841161533,18.08659553527832,2900
2023-09-14 00:00:00+00:00,18.07761377898312,18.07761377898312,18.061439565743445,18.06952667236328,1600
2023-09-15 00:00:00+00:00,18.068631270914274,18.10456997345272,18.068631270914274,18.095584869384766,2200
2023-09-18 00:00:00+00:00,18.12253677885846,18.12253677885846,18.10456657409668,18.10456657409668,2600
2023-09-19 00:00:00+00:00,18.10456873525582,18.112655842483903,18.094685635577004,18.100975036621094,162300
2023-09-20 00:00:00+00:00,18.122538576729102,18.131523680001372,18.095583266912293,18.10007667541504,8400
2023-09-21 00:00:00+00:00,18.167460577029864,18.167460577029864,18.088394075304297,18.10456657409668,14800
2023-09-22 00:00:00+00:00,18.122544829272655,18.122544829272655,18.10457461652813,18.11355972290039,7300
2023-09-25 00:00:00+00:00,18.23934436105981,18.23934436105981,18.113556322926573,18.122541427612305,14600
2023-09-26 00:00:00+00:00,18.12254374853368,18.13602055042148,18.12254374853368,18.131528854370117,1300
2023-09-27 00:00:00+00:00,18.20379925307692,18.20379925307692,18.1405605227305,18.16766357421875,5700
2023-09-28 00:00:00+00:00,18.21283121761502,18.21283121761502,18.158626844865683,18.163143157958984,3600
2023-09-29 00:00:00+00:00,18.24897043195356,18.24897043195356,18.17669735338275,18.18572998046875,10500
2023-10-02 00:00:00+00:00,18.158626556396484,18.16766090556551,18.140557858058433,18.158626556396484,6600
2023-10-03 00:00:00+00:00,18.068293374808874,18.10443078865932,18.068293374808874,18.077327728271484,8200
2023-10-04 00:00:00+00:00,18.080025167487424,18.14055339659516,18.068280344143606,18.136940002441406,4400
2023-10-05 00:00:00+00:00,18.16314286941804,18.185727880777648,18.158626556396484,18.158626556396484,2700
2023-10-06 00:00:00+00:00,18.145073698551595,18.158626083515166,18.140557385647654,18.15410804748535,10800
2023-10-09 00:00:00+00:00,18.167662617112907,18.3212431212031,18.15862826709277,18.203798294067383,12700
2023-10-10 00:00:00+00:00,18.258005142211914,18.276073844697716,18.185732055395007,18.258005142211914,33400
