"('date', '')","('open', 'CIVB')","('high', 'CIVB')","('low', 'CIVB')","('close', 'CIVB')","('volume', 'CIVB')"
1994-04-06 00:00:00+00:00,6.906837040378201,7.020063877105713,6.906837040378201,7.020063877105713,1600
1994-04-07 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-08 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-11 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-12 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-13 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-14 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-15 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-18 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-19 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-20 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-21 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-22 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-25 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-26 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-28 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-04-29 00:00:00+00:00,7.020063877105713,7.020063877105713,7.020063877105713,7.020063877105713,0
1994-05-02 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,1600
1994-05-03 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-04 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-05 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-06 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-09 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-10 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-11 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-12 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-13 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-16 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
1994-05-17 00:00:00+00:00,7.133290767669678,7.133290767669678,7.133290767669678,7.133290767669678,0
