"('date', '')","('open', 'ARE')","('high', 'ARE')","('low', 'ARE')","('close', 'ARE')","('volume', 'ARE')"
2024-02-07 00:00:00+00:00,109.15032640686893,109.61282778994888,107.30032087454912,108.42882537841797,1097900
2024-02-08 00:00:00+00:00,108.01256558056991,109.97357390701639,107.74432099945469,109.05782318115234,1028100
2024-02-09 00:00:00+00:00,108.43807984375243,109.31682966866843,106.19032278866906,107.48532104492188,1259200
2024-02-12 00:00:00+00:00,108.12357190484119,110.25108107283347,108.12357190484119,109.10407257080078,1251200
2024-02-13 00:00:00+00:00,105.36706299693651,105.45956185729621,102.85105447477277,104.31255340576172,1279400
2024-02-14 00:00:00+00:00,105.26531306743689,105.9313091022628,104.14605355835762,104.83980560302734,1304300
2024-02-15 00:00:00+00:00,106.1903118811128,110.49156875381797,106.1903118811128,110.42681884765625,933900
2024-02-16 00:00:00+00:00,108.1883141033454,110.91707628143983,107.92006247556735,110.33432006835938,882700
2024-02-20 00:00:00+00:00,109.19658214412456,110.36208057792412,108.75257769990719,109.91808319091797,899300
2024-02-21 00:00:00+00:00,109.89033239237472,112.45258697160828,109.20582525830878,112.31383514404297,1009500
2024-02-22 00:00:00+00:00,112.50808106476343,113.09083730933511,110.9540761745904,111.99008178710938,1290100
2024-02-23 00:00:00+00:00,112.00858510760189,113.96034157047414,111.66633858991887,112.78559112548828,803600
2024-02-26 00:00:00+00:00,112.38782647511982,112.50807428383901,109.55732051109081,110.17707061767578,769100
2024-02-27 00:00:00+00:00,111.47208174275137,112.94283270620798,111.09282723335541,112.57283020019531,940000
2024-02-28 00:00:00+00:00,111.49058651395468,114.82059518726467,111.38883564123256,112.29534149169922,1358300
2024-02-29 00:00:00+00:00,114.05284088967791,117.142346659906,113.36833377953695,115.37559509277344,1851200
2024-03-01 00:00:00+00:00,114.61709400400561,115.079595378457,112.61908467891435,114.95008850097656,948500
2024-03-04 00:00:00+00:00,114.94084598526737,117.21635194882174,113.10933739853719,116.55960083007812,1043600
2024-03-05 00:00:00+00:00,115.6623411420722,116.59659586679687,114.42283382552499,114.81134033203125,879500
2024-03-06 00:00:00+00:00,116.15258630470498,116.24508516131021,113.29433140950444,114.33032989501953,873100
2024-03-07 00:00:00+00:00,115.16284562954303,115.83810076129879,114.37659468126549,114.83909606933594,646300
2024-03-08 00:00:00+00:00,116.4208550747748,118.39110853375539,116.34685315570785,117.63260650634766,812900
2024-03-11 00:00:00+00:00,117.4753427198878,118.74259190033013,117.17934213863005,117.35509490966797,942200
2024-03-12 00:00:00+00:00,117.02210333908513,117.68810646793386,114.94084709003843,116.50409698486328,627500
2024-03-13 00:00:00+00:00,116.67059182268396,117.86384619153951,115.42183954832235,115.80109405517578,767400
2024-03-14 00:00:00+00:00,115.11659374548807,115.35709644555523,112.21208556579265,114.22859191894531,1261900
2024-03-15 00:00:00+00:00,112.83183399709976,115.51433621808472,112.83183399709976,114.46908569335938,2083700
2024-03-18 00:00:00+00:00,114.79284067888331,115.46809579635217,113.74759010455527,114.18234252929688,903900
2024-03-19 00:00:00+00:00,113.88634268779614,114.99634318018659,113.03533478260505,114.2470932006836,630400
2024-03-20 00:00:00+00:00,113.69209009574524,117.48459991613095,113.59033922982665,116.69834899902344,916500
2024-03-21 00:00:00+00:00,117.66960464122012,120.0191125861103,116.97585254534665,118.94610595703125,959100
2024-03-22 00:00:00+00:00,119.2328476773119,119.53810027559345,115.50509481719072,116.11559295654297,858200
2024-03-25 00:00:00+00:00,116.62434928187194,117.93785150291892,116.62434928187194,116.98509979248047,1235200
2024-03-26 00:00:00+00:00,117.54009631841367,117.54009631841367,114.73733918283042,114.87609100341797,1046600
2024-03-27 00:00:00+00:00,116.25923766316322,119.35262824281676,115.82934102143835,119.32459259033203,1162700
2024-03-28 00:00:00+00:00,120.04419445529645,121.1656632791423,119.96008750206421,120.4740982055664,812300
2024-04-01 00:00:00+00:00,120.8759526628667,120.8759526628667,117.03491871298914,117.28724670410156,616200
2024-04-02 00:00:00+00:00,115.81999285213037,116.52091268126935,114.66114073105565,115.85737609863281,723000
2024-04-03 00:00:00+00:00,115.71720309999748,115.96953112825653,114.34339894693174,115.41814422607422,614100
2024-04-04 00:00:00+00:00,116.98819280750173,117.71714829048256,114.27796803657606,114.492919921875,654400
2024-04-05 00:00:00+00:00,113.34341700180387,116.65175971283526,113.08174138569841,116.4274673461914,551100
2024-04-08 00:00:00+00:00,117.2872590194214,118.59564421140023,117.14707361847265,118.41807556152344,716800
2024-04-09 00:00:00+00:00,118.92273625396275,121.3152070946027,118.90404819495018,121.11895751953125,724700
2024-04-10 00:00:00+00:00,116.41812119021643,116.5489589998863,113.75462702175696,114.72657012939453,689800
2024-04-11 00:00:00+00:00,115.72654276854843,116.5396052384577,113.90414686435852,115.79196166992188,691600
2024-04-12 00:00:00+00:00,115.51158746431378,115.53028265279727,113.3060258115316,113.86676025390625,535300
2024-04-15 00:00:00+00:00,115.42749001093044,115.74523694006042,110.67057662798543,111.38084411621094,572800
2024-04-16 00:00:00+00:00,110.74533182975762,110.74533182975762,108.55846540849082,109.33414459228516,778100
2024-04-17 00:00:00+00:00,109.61451695150862,110.61449562633948,108.7921069157074,108.82948303222656,611500
2024-04-18 00:00:00+00:00,109.53040813925438,109.79209087836846,107.1566324690728,108.88556671142578,1137200
2024-04-19 00:00:00+00:00,109.54909988835693,110.69860443890484,107.53044731647961,108.11922454833984,951600
2024-04-22 00:00:00+00:00,108.74537660973567,111.0817760605634,108.14725892073379,110.81075286865234,1050300
2024-04-23 00:00:00+00:00,113.35276570635729,115.13777132233697,111.48364599573412,111.6705551147461,1239800
2024-04-24 00:00:00+00:00,110.41824389155973,111.9883046705616,109.24069652477694,111.82008361816406,879300
2024-04-25 00:00:00+00:00,109.77338907485928,110.50234455029816,107.93230519810334,109.62386322021484,1382800
2024-04-26 00:00:00+00:00,109.83880743311262,111.12850446497116,108.5865007773878,108.63322448730469,888300
2024-04-29 00:00:00+00:00,110.2687057019665,111.37148652013289,109.67058801721102,111.35279846191406,700200
2024-04-30 00:00:00+00:00,110.19394788913442,110.87617254065972,108.17529532709308,108.28744506835938,1054200
2024-05-01 00:00:00+00:00,108.06313934309317,112.15651553627477,107.47436927823995,109.14723205566406,770100
2024-05-02 00:00:00+00:00,110.61448115241583,110.61448115241583,108.56779322972677,110.4369125366211,815900
2024-05-03 00:00:00+00:00,112.98827227832601,114.29665732050665,111.61446834054257,112.62379455566406,706000
2024-05-06 00:00:00+00:00,113.90413276092981,114.09104897751422,111.43689574301254,112.02567291259766,510300
2024-05-07 00:00:00+00:00,113.36209808736525,113.605078483446,111.36214083581667,111.87614440917969,663600
2024-05-08 00:00:00+00:00,110.90420451292185,111.17522769772708,109.88553780152897,110.37150573730469,515200
2024-05-09 00:00:00+00:00,110.86682004416367,113.32471673816063,110.72664178643572,112.6518325805664,428500
2024-05-10 00:00:00+00:00,113.28734273440546,114.04433390838979,112.7639915158608,113.63312530517578,551700
2024-05-13 00:00:00+00:00,114.53029913824379,114.61440609249337,112.17520459750592,112.82005310058594,407300
2024-05-14 00:00:00+00:00,114.24993086976023,116.19381688535918,114.23124281178097,115.90409851074219,690500
2024-05-15 00:00:00+00:00,118.51152112811239,118.84796321281551,116.78258699457554,116.97884368896484,745500
2024-05-16 00:00:00+00:00,116.9788521545594,117.48351531813587,115.88541886520656,115.94149017333984,771600
2024-05-17 00:00:00+00:00,116.43680969515833,116.4928881353211,115.02562943830716,116.04429626464844,486600
2024-05-20 00:00:00+00:00,116.04429180565926,116.30596741594434,115.37140759056872,115.61439514160156,380800
2024-05-21 00:00:00+00:00,114.98822631673801,116.12839029129147,114.8013100987069,115.40877532958984,484400
2024-05-22 00:00:00+00:00,115.06300091519732,116.30595998463316,114.14712920759311,114.74524688720703,573700
2024-05-23 00:00:00+00:00,114.13777962426003,114.60505949894727,110.39954062676212,110.82943725585938,703000
2024-05-24 00:00:00+00:00,111.40886949010802,112.14717256511003,110.4743097187321,110.6518783569336,486100
2024-05-28 00:00:00+00:00,111.39951677722031,112.14716741201704,109.21265043514592,109.3154525756836,754000
2024-05-29 00:00:00+00:00,107.31550204262052,107.93230779431892,106.33421141431019,107.70801544189453,684100
2024-05-30 00:00:00+00:00,108.6893081665039,109.53975388133354,107.99772877715841,108.6893081665039,839500
2024-05-31 00:00:00+00:00,109.63320010542448,111.27802723357229,108.71733555904524,111.21260833740234,2160600
2024-06-03 00:00:00+00:00,111.69857672811962,111.69857672811962,109.46497952511726,109.96964263916016,1318200
2024-06-04 00:00:00+00:00,109.37152233516615,111.08176832530795,109.37152233516615,109.82011413574219,888100
2024-06-05 00:00:00+00:00,109.95096648015796,110.03507344320438,108.25006785844823,108.70800018310547,782600
2024-06-06 00:00:00+00:00,107.64260251882638,109.33415354542416,107.05383238722415,108.7921142578125,703400
2024-06-07 00:00:00+00:00,106.63327157762608,108.12856582912809,105.30619837505088,106.99774932861328,987700
2024-06-10 00:00:00+00:00,106.39962321874138,107.57717046816191,105.39029700495237,106.46504211425781,781700
2024-06-11 00:00:00+00:00,106.07252977183836,107.08185599543474,105.99776328191457,106.12860107421875,859100
2024-06-12 00:00:00+00:00,109.75469723870461,111.52101456227325,107.76408044570269,108.15660095214844,928300
2024-06-13 00:00:00+00:00,108.502386962803,110.46496103735109,107.49306070842108,109.41825866699219,616600
2024-06-14 00:00:00+00:00,108.60519803040934,109.70797892559207,108.06315161257996,108.70800018310547,495400
2024-06-17 00:00:00+00:00,108.12856291449772,108.78275903385708,107.1846626771921,107.63324737548828,780300
2024-06-18 00:00:00+00:00,107.82016886416747,108.63323134326095,107.12858946454988,108.10053253173828,667200
2024-06-20 00:00:00+00:00,107.6706316823315,108.61453905905759,107.25942309640622,107.79212188720703,758200
2024-06-21 00:00:00+00:00,108.10053146341494,109.02575080859401,107.65194674768463,108.93228912353516,1935300
2024-06-24 00:00:00+00:00,109.34348829909554,110.92289652283355,108.81078953874083,110.30608367919922,840900
2024-06-25 00:00:00+00:00,109.96964763057962,110.71729830682831,107.47437472854689,108.66126251220703,702100
2024-06-26 00:00:00+00:00,107.8201596731465,108.74537181847487,107.60520779588589,108.10987091064453,588500
2024-06-27 00:00:00+00:00,108.04445152996745,108.8014426336509,107.1659630974583,108.77340698242188,562500
2024-06-28 00:00:00+00:00,109.4066347615785,110.6730867935068,108.7166968799882,110.55022430419922,1097300
2024-07-01 00:00:00+00:00,109.90754681820225,111.23071073633534,108.49932591630177,109.45388793945312,742100
2024-07-02 00:00:00+00:00,109.86974271746708,110.74870094763335,109.31212769941726,110.63528442382812,731700
2024-07-03 00:00:00+00:00,110.83375643197924,112.20417903608482,110.66363525390625,110.66363525390625,373100
2024-07-05 00:00:00+00:00,110.78651154973576,111.58040562088699,109.95480475824742,110.38956451416016,534400
2024-07-08 00:00:00+00:00,110.67309446802132,111.32522688797003,109.4916993366149,110.24779510498047,429800
2024-07-09 00:00:00+00:00,109.93589598231573,110.30449065602656,108.7923064548202,109.6712646484375,599800
2024-07-10 00:00:00+00:00,110.09657452418215,110.57858576316126,109.08530056674047,110.52188110351562,640100
2024-07-11 00:00:00+00:00,113.3477660585003,118.22456103632629,112.94136587612621,117.97883605957031,1373300
2024-07-12 00:00:00+00:00,119.33036394543649,121.75931209793326,118.89561139327462,119.10353088378906,1566900
2024-07-15 00:00:00+00:00,119.13188660558946,120.4172450710661,118.347438516532,120.0864486694336,674700
2024-07-16 00:00:00+00:00,121.42850929741402,121.74039933277304,120.20931590585319,120.58735656738281,687700
2024-07-17 00:00:00+00:00,120.25655776247375,122.10898425629246,120.1242420993912,121.99557495117188,726500
2024-07-18 00:00:00+00:00,121.34345205576217,122.99740518378675,119.254746399365,119.3870620727539,702800
2024-07-19 00:00:00+00:00,119.47212578734953,119.60444146020512,117.35506060033326,118.33798217773438,918600
2024-07-22 00:00:00+00:00,118.51755684679253,119.43432059015194,117.48737657897739,118.93340301513672,931100
2024-07-23 00:00:00+00:00,117.20385198189773,118.423052641163,112.77125507464615,114.74655151367188,1864600
2024-07-24 00:00:00+00:00,114.34959350823627,114.34959350823627,109.22706604003906,109.22706604003906,1568300
2024-07-25 00:00:00+00:00,108.83957419999392,110.465167844937,108.33865660698571,109.6429214477539,1328400
2024-07-26 00:00:00+00:00,110.72980460799127,113.08314165400816,110.57858257241477,112.39320373535156,920100
2024-07-29 00:00:00+00:00,110.98497808183302,111.88283544540676,110.07766753877003,110.97552490234375,735100
2024-07-30 00:00:00+00:00,111.3913857325073,112.62948553398603,110.54077978808296,112.48771667480469,1094800
2024-07-31 00:00:00+00:00,112.40265859673565,113.48954355904458,110.71089990439916,110.85266876220703,1181400
2024-08-01 00:00:00+00:00,111.94899321222009,112.22307773193599,107.52584981082141,108.70724487304688,1180100
2024-08-02 00:00:00+00:00,107.53530609162074,108.37645882333105,105.17251589902699,107.13835906982422,1659500
2024-08-05 00:00:00+00:00,104.7566596645767,107.8471931902874,102.6490549081571,105.98531341552734,1271800
2024-08-06 00:00:00+00:00,106.10818155519647,110.83376206325242,105.94751354848184,108.89627838134766,1167200
2024-08-07 00:00:00+00:00,109.91700022936648,110.29504088334696,105.90025699018608,106.12708282470703,1037800
2024-08-08 00:00:00+00:00,106.13653445694698,107.59200681701245,105.78683892538346,107.062744140625,655300
2024-08-09 00:00:00+00:00,107.5353075642179,107.70542874884084,106.21214359611321,107.41244506835938,442600
2024-08-12 00:00:00+00:00,106.96823819427355,107.28012823114953,104.94569036046651,105.46549987792969,814500
2024-08-13 00:00:00+00:00,106.55237804057278,107.78103175043161,105.44659402809762,107.42189025878906,685600
2024-08-14 00:00:00+00:00,107.83774087822874,108.46152093822039,106.93043032696542,107.02494049072266,527200
2024-08-15 00:00:00+00:00,107.45969126482348,109.62400786978127,106.72250190457805,108.72615051269531,762600
2024-08-16 00:00:00+00:00,108.54657767353612,109.19871006009345,107.7432304674466,108.3953628540039,851300
2024-08-19 00:00:00+00:00,108.5465790985566,109.32157398682459,108.36701194867116,109.27432250976562,627700
2024-08-20 00:00:00+00:00,109.07584921483962,109.40663839755577,108.41426363874395,108.50877380371094,455300
2024-08-21 00:00:00+00:00,108.83011509316923,109.52949895435518,107.84719353143217,109.45388793945312,623800
2024-08-22 00:00:00+00:00,109.5294995572866,112.27033757193634,109.10420021478203,111.86393737792969,1353300
2024-08-23 00:00:00+00:00,112.32704385569888,115.50263443844773,111.84503263938966,114.54806518554688,819100
2024-08-26 00:00:00+00:00,115.7956197938612,116.48555770998756,114.15111982164716,114.97337341308594,1278500
2024-08-27 00:00:00+00:00,114.32123939990134,114.40630359607219,112.82795427302113,113.94319152832031,536600
2024-08-28 00:00:00+00:00,113.65020854809887,114.24562908228334,112.28923908634759,112.5727767944336,705400
2024-08-29 00:00:00+00:00,112.57278498597618,112.78071169228093,110.50297831406048,111.35358428955078,1083500
2024-08-30 00:00:00+00:00,112.2608952175235,113.05479653359372,110.9282851946876,113.00753784179688,1037000
2024-09-03 00:00:00+00:00,112.27034185856456,112.54442639156076,111.1929100864628,111.93009948730469,812400
2024-09-04 00:00:00+00:00,112.22308492017028,113.75417561472432,110.40846371891905,111.13619995117188,732300
2024-09-05 00:00:00+00:00,112.07186485825615,113.0547864323636,110.75815410311817,110.9377212524414,726100
2024-09-06 00:00:00+00:00,111.3724802882843,111.3724802882843,109.13255969531816,109.90755462646484,770500
2024-09-09 00:00:00+00:00,110.09658040260516,112.44047167217732,109.62402231855678,111.7599868774414,907900
2024-09-10 00:00:00+00:00,112.62948862895294,113.79198465338794,111.7883358415368,113.1871109008789,899600
2024-09-11 00:00:00+00:00,111.920650493449,114.09442047883952,110.48407714713677,113.96210479736328,1334000
2024-09-12 00:00:00+00:00,114.09441810176322,115.74837129642111,112.68619711501178,115.21910858154297,829100
2024-09-13 00:00:00+00:00,116.20202488091788,118.73493638862618,116.01300453986387,117.59134674072266,1966000
2024-09-16 00:00:00+00:00,118.01664714331774,118.73493017023608,116.57061348839743,117.86542510986328,923300
2024-09-17 00:00:00+00:00,118.07335487549766,118.649876274396,116.43830084684126,117.20384979248047,904100
2024-09-18 00:00:00+00:00,117.20384924002228,118.64042253516335,116.24927996280532,117.06208038330078,1434700
2024-09-19 00:00:00+00:00,118.53645344128635,118.61206445596088,115.31361145541429,115.5120849609375,1429200
2024-09-20 00:00:00+00:00,114.68983181862967,115.23800086102439,113.1965467213461,114.59532165527344,1960600
2024-09-23 00:00:00+00:00,115.24745547402625,115.74836583564162,114.81270294864945,115.47428131103516,691000
2024-09-24 00:00:00+00:00,115.08678085823337,118.34743563143023,114.5953236737266,117.58189392089844,1077100
2024-09-25 00:00:00+00:00,117.90322936559186,118.70657658045921,116.9392141498837,117.44012451171875,1271200
2024-09-26 00:00:00+00:00,118.62152474741653,118.62152474741653,114.55752259829366,114.91666412353516,1116100
2024-09-27 00:00:00+00:00,116.2492857135202,116.97702197171758,114.25509007280101,114.3779525756836,1115100
2024-09-30 00:00:00+00:00,113.55632516165312,115.00849773575992,111.85575205773898,113.45123291015625,2064000
2024-10-01 00:00:00+00:00,113.74740046425151,114.38750981600609,111.33984903467605,111.88441467285156,1708200
2024-10-02 00:00:00+00:00,110.69018135920828,111.4926960018146,109.68703076698905,111.05322265625,1713700
2024-10-03 00:00:00+00:00,110.3653503426977,111.06278003955146,109.01827009118759,110.23159790039062,1024800
2024-10-04 00:00:00+00:00,109.88765866632954,110.12650334958784,107.90047644123118,109.77301788330078,1079900
2024-10-07 00:00:00+00:00,109.19024283451883,109.30489091339832,107.3559173062172,108.49281311035156,1004700
2024-10-08 00:00:00+00:00,108.72209930419922,108.91317212919233,107.55653612044252,108.72209930419922,917100
2024-10-09 00:00:00+00:00,109.07558971709074,109.30488586425781,108.03423038231212,109.30488586425781,745800
2024-10-10 00:00:00+00:00,108.99916146107307,110.00231209519366,108.83674881789901,109.96409606933594,1525600
2024-10-11 00:00:00+00:00,110.6328616932193,112.74424784702902,110.6328616932193,112.3525390625,1251400
2024-10-14 00:00:00+00:00,112.03725965601625,114.70276716826483,111.66466253710678,114.64544677734375,1163100
2024-10-15 00:00:00+00:00,115.2855510676522,117.15809252761946,115.15179862686605,115.79190063476562,1127700
2024-10-16 00:00:00+00:00,116.63264197516146,117.60712511328644,116.25048900942087,117.1963119506836,750000
2024-10-17 00:00:00+00:00,116.71862262267928,117.1963120078476,115.74413948407896,115.83967590332031,1266400
2024-10-18 00:00:00+00:00,116.79505655768662,116.79505655768662,115.56261704939638,116.35558319091797,1760100
2024-10-21 00:00:00+00:00,116.08807575023324,116.26959275904903,113.96713372617124,114.1868667602539,1805700
2024-10-22 00:00:00+00:00,115.2664471294157,115.2664471294157,110.62330584207922,112.7060317993164,2144000
2024-10-23 00:00:00+00:00,112.78246981314396,115.79190719016863,112.40987266572257,114.54991912841797,1934200
2024-10-24 00:00:00+00:00,114.19642232241326,115.19957293868454,111.11055300116693,111.15831756591797,1499900
2024-10-25 00:00:00+00:00,111.015010615419,111.683780130549,107.93869708608278,107.9769058227539,1215400
2024-10-28 00:00:00+00:00,108.81764726843448,109.41953329112205,107.60431210514514,107.69029998779297,1188000
2024-10-29 00:00:00+00:00,107.69029237130161,108.02467347136752,106.41008107381329,106.66803741455078,1389100
2024-10-30 00:00:00+00:00,106.79223812725235,109.6774861048154,106.5247332369271,108.3495101928711,1527600
2024-10-31 00:00:00+00:00,107.57564544713583,108.41638340937429,106.40053367022364,106.57250213623047,1428400
2024-11-01 00:00:00+00:00,107.54698102007252,107.90047376655836,105.60756340632398,105.91328430175781,1114000
2024-11-04 00:00:00+00:00,106.47695804782994,108.0055698686039,106.15213277374036,107.9482421875,1123800
2024-11-05 00:00:00+00:00,107.00242151521496,109.06604314313849,106.95464966145391,108.76031494140625,792100
2024-11-06 00:00:00+00:00,109.39086959101141,111.32073150678397,105.7604273352884,107.99601745605469,1228700
2024-11-07 00:00:00+00:00,107.91002991925734,108.89407618204608,107.19349583668867,108.64567565917969,731800
2024-11-08 00:00:00+00:00,108.53102414650641,109.43863832907412,108.12021099394578,108.9513931274414,876500
2024-11-11 00:00:00+00:00,108.91318302640595,109.57239672982301,105.98972623553335,106.39098358154297,1770100
2024-11-12 00:00:00+00:00,105.83686040529602,106.50562992671482,103.36243285624295,103.49618530273438,1034500
2024-11-13 00:00:00+00:00,104.63308107237135,105.60757151252722,103.7732459991254,104.16494750976562,866700
2024-11-14 00:00:00+00:00,103.9834236491048,104.54710092353618,103.16180459836085,103.43885803222656,1012800
2024-11-15 00:00:00+00:00,102.02489625268446,102.73187447752795,100.21923102191957,100.86888885498047,1257800
2024-11-18 00:00:00+00:00,100.23833920177556,100.60138780076957,99.05367156312516,100.52495574951172,1744500
2024-11-19 00:00:00+00:00,100.12369464306158,100.5345077918988,99.41670912899481,99.82752227783203,1003300
2024-11-20 00:00:00+00:00,99.3498348146772,99.95172809600852,98.29891964066695,99.65555572509766,1135200
2024-11-21 00:00:00+00:00,99.7033260135051,101.50899125123368,99.50269735253097,101.16505432128906,1186100
2024-11-22 00:00:00+00:00,101.27014762420097,103.48662603536089,101.05996313270937,103.46752166748047,1308500
2024-11-25 00:00:00+00:00,104.44201027859849,107.33680688063734,104.44201027859849,107.04064178466797,2326200
2024-11-26 00:00:00+00:00,106.83045654634526,107.18394932445864,105.93239814673719,106.76358032226562,1134800
2024-11-27 00:00:00+00:00,105.94194795823076,107.4036762650627,105.43559839196467,105.58845520019531,814700
2024-11-29 00:00:00+00:00,105.43560561734056,106.53429270207526,105.09166866405035,105.31140899658203,715300
2024-12-02 00:00:00+00:00,105.0916702727206,105.39739120377368,104.18406330867735,104.8050537109375,1118900
2024-12-03 00:00:00+00:00,104.1840584693313,104.75728427730925,103.01849519603122,103.20001220703125,999800
2024-12-04 00:00:00+00:00,103.01849416848977,103.3910913044071,98.86259799089996,100.24789428710938,1996300
2024-12-05 00:00:00+00:00,99.903959596482,100.92621460835858,98.76705650598835,100.7255859375,1186100
2024-12-06 00:00:00+00:00,100.72558760103574,101.27015322777758,98.89126204663816,99.2160873413086,1115800
2024-12-09 00:00:00+00:00,100.28611361200265,102.40705571021336,99.64601156656768,101.98668670654297,1507600
2024-12-10 00:00:00+00:00,102.29240506744507,102.29240506744507,99.49314496733257,99.83708190917969,972200
2024-12-11 00:00:00+00:00,100.056814953326,100.33386836341143,98.44222260986781,98.77660369873047,977900
2024-12-12 00:00:00+00:00,98.41357006290379,99.40716486771096,97.98364523898903,98.08873748779297,932300
2024-12-13 00:00:00+00:00,97.7161368977104,98.23204229481958,96.86585039755677,98.07918548583984,1235400
2024-12-16 00:00:00+00:00,97.56328242816815,99.33073169146537,96.81808086627838,96.84674835205078,1286100
2024-12-17 00:00:00+00:00,96.49325293348772,98.52820702974212,95.92002714613056,97.74479675292969,1473200
2024-12-18 00:00:00+00:00,97.37220882817005,98.41357554552506,93.5315891298813,93.56024932861328,2237400
2024-12-19 00:00:00+00:00,94.5920517437204,95.21304938681544,92.87236708422049,92.94879913330078,1876700
2024-12-20 00:00:00+00:00,94.1525810193681,96.25441140493336,93.65577997545962,94.74491119384766,4019500
2024-12-23 00:00:00+00:00,94.04749179200955,94.74491423706482,92.80549643130693,94.49652099609375,1415700
2024-12-24 00:00:00+00:00,93.96150198709711,95.04108467839481,93.44559656885038,95.00286865234375,425800
2024-12-26 00:00:00+00:00,94.3723128910099,95.79582520467947,94.20034442238823,95.19393920898438,641700
2024-12-27 00:00:00+00:00,94.53472021263649,95.9009120562248,93.47424926395794,93.96149444580078,1305500
2024-12-30 00:00:00+00:00,93.62712326121189,93.83730776537912,92.1367346519706,93.43605041503906,1065500
2024-12-31 00:00:00+00:00,94.0945951718017,94.78219370934536,93.40698924557171,94.4722900390625,1326100
2025-01-02 00:00:00+00:00,94.78219539877804,94.91777779515057,93.29078164999373,94.42386627197266,1134800
2025-01-03 00:00:00+00:00,94.52070729575838,96.53508482978971,94.44322953167573,96.031494140625,1095400
2025-01-06 00:00:00+00:00,96.09928121039421,97.16457456038361,94.54975555002497,94.6466064453125,1434000
2025-01-07 00:00:00+00:00,95.29547309985345,96.33171421320502,94.14301533679168,94.28828430175781,1849500
2025-01-08 00:00:00+00:00,93.93963455991185,94.51101641942867,93.21329717929397,94.31732940673828,1880700
2025-01-10 00:00:00+00:00,92.97118604358096,93.513515597789,91.58630245592602,91.99304962158203,1780600
2025-01-13 00:00:00+00:00,92.10927157028988,94.71440419367526,91.37324756954527,94.5885009765625,1655800
2025-01-14 00:00:00+00:00,94.57882137181836,95.38262917844163,94.40450009318116,94.72408294677734,967700
2025-01-15 00:00:00+00:00,97.38731955227495,97.59069314457547,94.71440314887965,95.32452392578125,920800
2025-01-16 00:00:00+00:00,95.48915592424689,97.19362976820571,94.99524442057691,96.93214416503906,1020300
2025-01-17 00:00:00+00:00,97.29047398638659,99.49853852896791,96.83530136093258,98.5785140991211,1085200
2025-01-21 00:00:00+00:00,99.05305270103186,100.22487617104476,98.95620919061578,99.56632995605469,1164700
2025-01-22 00:00:00+00:00,98.9271565960012,98.9271565960012,97.38731744661037,97.45510864257812,646200
