"('date', '')","('open', 'AII')","('high', 'AII')","('low', 'AII')","('close', 'AII')","('volume', 'AII')"
2025-05-08 00:00:00+00:00,18.5,19.450000762939453,16.700000762939453,16.899999618530273,3693300
2025-05-09 00:00:00+00:00,17.59000015258789,18.059999465942383,16.110000610351562,17.25,824500
2025-05-12 00:00:00+00:00,17.559999465942383,17.559999465942383,16.809999465942383,17.25,143200
2025-05-13 00:00:00+00:00,17.200000762939453,17.479999542236328,16.93000030517578,17.40999984741211,86300
2025-05-14 00:00:00+00:00,17.239999771118164,17.325000762939453,17.0,17.25,75700
2025-05-15 00:00:00+00:00,17.25,17.25,16.44499969482422,16.700000762939453,188900
2025-05-16 00:00:00+00:00,16.540000915527344,16.719999313354492,16.39299964904785,16.43000030517578,51800
2025-05-19 00:00:00+00:00,16.34000015258789,16.440000534057617,16.020000457763672,16.43000030517578,106700
2025-05-20 00:00:00+00:00,16.59000015258789,16.950000762939453,16.149999618530273,16.889999389648438,103100
2025-05-21 00:00:00+00:00,16.610000610351562,16.899999618530273,16.34000015258789,16.670000076293945,31700
2025-05-22 00:00:00+00:00,16.81999969482422,16.843000411987305,16.5,16.540000915527344,45600
2025-05-23 00:00:00+00:00,16.299999237060547,16.673999786376953,16.299999237060547,16.540000915527344,63400
2025-05-27 00:00:00+00:00,16.610000610351562,16.649999618530273,16.389999389648438,16.489999771118164,76000
2025-05-28 00:00:00+00:00,16.299999237060547,16.799999237060547,16.299999237060547,16.799999237060547,68600
2025-05-29 00:00:00+00:00,16.739999771118164,16.899999618530273,16.579999923706055,16.75,25500
2025-05-30 00:00:00+00:00,16.459999084472656,16.950000762939453,16.459999084472656,16.56999969482422,105900
2025-06-02 00:00:00+00:00,16.479999542236328,16.6299991607666,16.28499984741211,16.600000381469727,353700
2025-06-03 00:00:00+00:00,16.540000915527344,16.729999542236328,16.30500030517578,16.68000030517578,177500
2025-06-04 00:00:00+00:00,16.649999618530273,16.959999084472656,16.34000015258789,16.489999771118164,107600
2025-06-05 00:00:00+00:00,16.5,16.700000762939453,16.319000244140625,16.56999969482422,87700
2025-06-06 00:00:00+00:00,16.8700008392334,17.450000762939453,16.68000030517578,17.0,90600
2025-06-09 00:00:00+00:00,17.209999084472656,17.399999618530273,16.597999572753906,17.0,181800
2025-06-10 00:00:00+00:00,17.530000686645508,17.530000686645508,16.389999389648438,16.40999984741211,134800
2025-06-11 00:00:00+00:00,17.030000686645508,17.030000686645508,16.09000015258789,16.110000610351562,107600
2025-06-12 00:00:00+00:00,16.0,16.104999542236328,15.774999618530273,16.0,253600
2025-06-13 00:00:00+00:00,15.930000305175781,16.6200008392334,15.774999618530273,16.459999084472656,191500
2025-06-16 00:00:00+00:00,16.6200008392334,16.68000030517578,16.139999389648438,16.540000915527344,198200
2025-06-17 00:00:00+00:00,16.59000015258789,16.770000457763672,16.15999984741211,16.489999771118164,146500
2025-06-18 00:00:00+00:00,16.329999923706055,16.850000381469727,16.329999923706055,16.719999313354492,135400
2025-06-20 00:00:00+00:00,16.8700008392334,16.940000534057617,16.420000076293945,16.6299991607666,618300
2025-06-23 00:00:00+00:00,16.549999237060547,17.010000228881836,16.424999237060547,17.010000228881836,175800
2025-06-24 00:00:00+00:00,17.040000915527344,17.989999771118164,16.950000762939453,17.860000610351562,407700
2025-06-25 00:00:00+00:00,17.850000381469727,18.0,17.302000045776367,17.649999618530273,148500
2025-06-26 00:00:00+00:00,17.639999389648438,18.0,17.59000015258789,17.979999542236328,100900
2025-06-27 00:00:00+00:00,17.8799991607666,17.989999771118164,17.549999237060547,17.81999969482422,112800
2025-06-30 00:00:00+00:00,17.920000076293945,18.5,17.614999771118164,18.389999389648438,478300
2025-07-01 00:00:00+00:00,18.389999389648438,19.0,18.139999389648438,18.43000030517578,395300
2025-07-02 00:00:00+00:00,18.56999969482422,19.170000076293945,17.7450008392334,17.850000381469727,280600
2025-07-03 00:00:00+00:00,18.3700008392334,18.5,17.764999389648438,17.809999465942383,27800
2025-07-07 00:00:00+00:00,17.809999465942383,18.479999542236328,17.290000915527344,17.530000686645508,95900
2025-07-08 00:00:00+00:00,17.520000457763672,17.989999771118164,17.399999618530273,17.780000686645508,132300
2025-07-09 00:00:00+00:00,17.799999237060547,17.889999389648438,17.46500015258789,17.760000228881836,279000
2025-07-10 00:00:00+00:00,17.93000030517578,18.020000457763672,17.200000762939453,17.239999771118164,69100
2025-07-11 00:00:00+00:00,17.049999237060547,17.670000076293945,17.030000686645508,17.34000015258789,31900
2025-07-14 00:00:00+00:00,17.280000686645508,18.06999969482422,17.280000686645508,18.06999969482422,48100
2025-07-15 00:00:00+00:00,18.06999969482422,18.43000030517578,17.65999984741211,17.670000076293945,173000
2025-07-16 00:00:00+00:00,17.75,18.190000534057617,17.649999618530273,17.729999542236328,105200
2025-07-17 00:00:00+00:00,17.690000534057617,17.989999771118164,17.510000228881836,17.829999923706055,99700
2025-07-18 00:00:00+00:00,17.81999969482422,18.0,17.510000228881836,17.65999984741211,57700
2025-07-21 00:00:00+00:00,17.799999237060547,17.799999237060547,16.8799991607666,16.889999389648438,72900
2025-07-22 00:00:00+00:00,16.799999237060547,17.59000015258789,16.799999237060547,17.5,89600
2025-07-23 00:00:00+00:00,17.510000228881836,17.75,17.3700008392334,17.549999237060547,90300
2025-07-24 00:00:00+00:00,17.549999237060547,17.950000762939453,17.350000381469727,17.510000228881836,81600
2025-07-25 00:00:00+00:00,17.3799991607666,17.510000228881836,17.219999313354492,17.329999923706055,41400
2025-07-28 00:00:00+00:00,17.440000534057617,17.56999969482422,17.100000381469727,17.18000030517578,36300
2025-07-29 00:00:00+00:00,17.059999465942383,17.68000030517578,16.961000442504883,17.600000381469727,123700
2025-07-30 00:00:00+00:00,17.770000457763672,18.780000686645508,17.690000534057617,18.600000381469727,66700
2025-07-31 00:00:00+00:00,18.68000030517578,18.864999771118164,18.520999908447266,18.65999984741211,40200
2025-08-01 00:00:00+00:00,18.559999465942383,18.770000457763672,18.1299991607666,18.479999542236328,52100
2025-08-04 00:00:00+00:00,18.594999313354492,18.9950008392334,18.399999618530273,18.579999923706055,60100
2025-08-05 00:00:00+00:00,18.65999984741211,18.878999710083008,18.549999237060547,18.719999313354492,48800
2025-08-06 00:00:00+00:00,18.725000381469727,19.0,18.1299991607666,18.190000534057617,52600
2025-08-07 00:00:00+00:00,18.219999313354492,18.315000534057617,17.600000381469727,17.649999618530273,40100
2025-08-08 00:00:00+00:00,17.780000686645508,18.094999313354492,17.149999618530273,17.56999969482422,45400
2025-08-11 00:00:00+00:00,17.670000076293945,17.799999237060547,17.020000457763672,17.790000915527344,72300
2025-08-12 00:00:00+00:00,18.059999465942383,18.059999465942383,17.549999237060547,17.770000457763672,47800
2025-08-13 00:00:00+00:00,17.889999389648438,18.729999542236328,16.899999618530273,17.59000015258789,75800
2025-08-14 00:00:00+00:00,17.440000534057617,18.81999969482422,17.3799991607666,18.65999984741211,91100
2025-08-15 00:00:00+00:00,18.709999084472656,19.610000610351562,18.415000915527344,19.06999969482422,116700
2025-08-18 00:00:00+00:00,19.139999389648438,19.459999084472656,18.559999465942383,18.760000228881836,58500
2025-08-19 00:00:00+00:00,18.84000015258789,19.09000015258789,18.149999618530273,18.31999969482422,32000
2025-08-20 00:00:00+00:00,18.329999923706055,18.518999099731445,17.694000244140625,17.950000762939453,46800
2025-08-21 00:00:00+00:00,17.950000762939453,18.420000076293945,17.950000762939453,18.09000015258789,59300
2025-08-22 00:00:00+00:00,18.1200008392334,18.5,17.969999313354492,18.399999618530273,160000
2025-08-25 00:00:00+00:00,18.639999389648438,19.780000686645508,18.3700008392334,19.56999969482422,180300
2025-08-26 00:00:00+00:00,19.610000610351562,19.610000610351562,18.760000228881836,18.93000030517578,113300
2025-08-27 00:00:00+00:00,18.899999618530273,19.8799991607666,18.899999618530273,19.469999313354492,68000
2025-08-28 00:00:00+00:00,19.56999969482422,19.71500015258789,19.260000228881836,19.5,102200
2025-08-29 00:00:00+00:00,19.440000534057617,20.31999969482422,19.3700008392334,19.989999771118164,104400
2025-09-02 00:00:00+00:00,19.850000381469727,20.110000610351562,19.56999969482422,19.739999771118164,71200
2025-09-03 00:00:00+00:00,19.799999237060547,20.184999465942383,19.520000457763672,19.690000534057617,44700
2025-09-04 00:00:00+00:00,19.81999969482422,20.100000381469727,19.389999389648438,19.6299991607666,68300
2025-09-05 00:00:00+00:00,19.59000015258789,19.860000610351562,19.200000762939453,19.670000076293945,105400
2025-09-08 00:00:00+00:00,19.65999984741211,20.084999084472656,19.31999969482422,19.56999969482422,97300
2025-09-09 00:00:00+00:00,19.459999084472656,20.610000610351562,19.309999465942383,19.540000915527344,74000
2025-09-10 00:00:00+00:00,19.40999984741211,19.75,19.09000015258789,19.389999389648438,63000
2025-09-11 00:00:00+00:00,19.399999618530273,20.209999084472656,19.399999618530273,20.049999237060547,107600
2025-09-12 00:00:00+00:00,19.84000015258789,20.34000015258789,19.719999313354492,19.940000534057617,58000
