"('date', '')","('open', 'ATEX')","('high', 'ATEX')","('low', 'ATEX')","('close', 'ATEX')","('volume', 'ATEX')"
2024-01-02 00:00:00+00:00,33.290000915527344,34.665000915527344,33.290000915527344,33.619998931884766,97800
2024-01-03 00:00:00+00:00,33.369998931884766,33.529998779296875,32.61000061035156,33.09000015258789,95500
2024-01-04 00:00:00+00:00,33.220001220703125,33.900001525878906,32.5,32.95000076293945,100100
2024-01-05 00:00:00+00:00,32.65999984741211,33.45000076293945,32.09000015258789,32.2599983215332,88500
2024-01-08 00:00:00+00:00,32.31999969482422,32.400001525878906,31.850000381469727,32.369998931884766,52700
2024-01-09 00:00:00+00:00,31.969999313354492,31.969999313354492,31.46500015258789,31.690000534057617,59900
2024-01-10 00:00:00+00:00,31.690000534057617,31.94499969482422,31.290000915527344,31.75,54200
2024-01-11 00:00:00+00:00,31.559999465942383,31.559999465942383,30.68000030517578,30.719999313354492,84100
2024-01-12 00:00:00+00:00,31.1299991607666,31.46500015258789,30.0,30.190000534057617,80200
2024-01-16 00:00:00+00:00,30.0,30.239999771118164,29.559999465942383,29.940000534057617,96700
2024-01-17 00:00:00+00:00,29.489999771118164,30.34000015258789,29.489999771118164,29.700000762939453,68600
2024-01-18 00:00:00+00:00,29.84000015258789,29.84000015258789,29.21500015258789,29.709999084472656,77000
2024-01-19 00:00:00+00:00,29.850000381469727,29.850000381469727,29.1200008392334,29.6200008392334,119400
2024-01-22 00:00:00+00:00,29.75,30.540000915527344,29.75,30.200000762939453,83000
2024-01-23 00:00:00+00:00,30.450000762939453,30.80500030517578,29.920000076293945,29.969999313354492,90100
2024-01-24 00:00:00+00:00,30.100000381469727,30.31999969482422,29.25,29.260000228881836,112000
2024-01-25 00:00:00+00:00,29.6200008392334,30.200000762939453,29.260000228881836,30.030000686645508,91300
2024-01-26 00:00:00+00:00,30.18000030517578,30.450000762939453,29.7549991607666,29.950000762939453,55400
2024-01-29 00:00:00+00:00,29.860000610351562,30.860000610351562,29.639999389648438,30.600000381469727,118700
2024-01-30 00:00:00+00:00,30.600000381469727,30.920000076293945,30.05500030517578,30.190000534057617,67600
2024-01-31 00:00:00+00:00,30.190000534057617,30.979999542236328,29.809999465942383,29.81999969482422,85900
2024-02-01 00:00:00+00:00,29.780000686645508,31.170000076293945,29.610000610351562,30.719999313354492,187900
2024-02-02 00:00:00+00:00,30.549999237060547,31.479999542236328,30.459999084472656,31.209999084472656,128400
2024-02-05 00:00:00+00:00,30.850000381469727,31.15999984741211,30.1299991607666,30.1299991607666,162500
2024-02-06 00:00:00+00:00,30.18000030517578,31.739999771118164,30.18000030517578,31.190000534057617,186800
2024-02-07 00:00:00+00:00,31.56999969482422,31.579999923706055,30.670000076293945,30.760000228881836,143200
2024-02-08 00:00:00+00:00,30.649999618530273,32.4900016784668,30.649999618530273,31.850000381469727,270200
2024-02-09 00:00:00+00:00,32.11000061035156,32.68000030517578,31.43000030517578,31.889999389648438,144100
2024-02-12 00:00:00+00:00,31.899999618530273,33.40999984741211,31.899999618530273,32.34000015258789,186800
2024-02-13 00:00:00+00:00,31.209999084472656,31.649999618530273,30.510000228881836,30.670000076293945,182400
2024-02-14 00:00:00+00:00,31.079999923706055,31.780000686645508,30.44499969482422,31.010000228881836,226600
2024-02-15 00:00:00+00:00,33.4900016784668,37.84000015258789,33.20000076293945,37.7599983215332,426100
2024-02-16 00:00:00+00:00,37.5,40.0099983215332,37.5,38.65999984741211,330400
2024-02-20 00:00:00+00:00,38.2599983215332,40.20000076293945,38.2599983215332,39.849998474121094,269500
2024-02-21 00:00:00+00:00,39.91999816894531,40.45000076293945,38.790000915527344,38.9900016784668,123400
2024-02-22 00:00:00+00:00,38.900001525878906,39.04999923706055,38.025001525878906,38.5099983215332,93000
2024-02-23 00:00:00+00:00,38.5099983215332,38.9900016784668,38.06999969482422,38.25,93000
2024-02-26 00:00:00+00:00,37.790000915527344,38.29999923706055,37.599998474121094,38.2599983215332,69700
2024-02-27 00:00:00+00:00,38.349998474121094,38.90999984741211,38.0099983215332,38.79999923706055,108700
2024-02-28 00:00:00+00:00,38.459999084472656,38.68000030517578,37.39500045776367,37.41999816894531,66500
2024-02-29 00:00:00+00:00,38.0,40.380001068115234,37.599998474121094,39.70000076293945,196900
2024-03-01 00:00:00+00:00,39.540000915527344,40.27000045776367,39.189998626708984,39.4900016784668,152000
2024-03-04 00:00:00+00:00,39.33000183105469,39.5,38.150001525878906,38.849998474121094,105900
2024-03-05 00:00:00+00:00,38.88999938964844,38.88999938964844,37.349998474121094,37.4900016784668,76700
2024-03-06 00:00:00+00:00,37.540000915527344,37.779998779296875,36.77000045776367,36.84000015258789,57900
2024-03-07 00:00:00+00:00,36.939998626708984,37.52000045776367,36.02000045776367,36.06999969482422,75900
2024-03-08 00:00:00+00:00,36.310001373291016,36.474998474121094,35.560001373291016,36.0,121500
2024-03-11 00:00:00+00:00,35.81999969482422,36.83000183105469,35.79999923706055,36.22999954223633,195500
2024-03-12 00:00:00+00:00,36.11000061035156,36.119998931884766,35.130001068115234,35.279998779296875,92000
2024-03-13 00:00:00+00:00,35.029998779296875,35.45000076293945,34.34000015258789,34.52000045776367,71800
2024-03-14 00:00:00+00:00,34.369998931884766,34.59000015258789,34.029998779296875,34.59000015258789,71700
2024-03-15 00:00:00+00:00,34.279998779296875,35.005001068115234,34.209999084472656,34.59000015258789,108000
2024-03-18 00:00:00+00:00,34.720001220703125,34.720001220703125,33.84000015258789,34.029998779296875,114100
2024-03-19 00:00:00+00:00,33.58000183105469,34.53499984741211,33.58000183105469,34.33000183105469,68500
2024-03-20 00:00:00+00:00,34.33000183105469,35.279998779296875,33.88999938964844,34.97999954223633,66000
2024-03-21 00:00:00+00:00,34.9900016784668,35.189998626708984,34.369998931884766,34.369998931884766,71500
2024-03-22 00:00:00+00:00,34.5,34.63999938964844,33.689998626708984,33.7599983215332,90100
2024-03-25 00:00:00+00:00,33.880001068115234,33.880001068115234,33.06999969482422,33.5,46900
2024-03-26 00:00:00+00:00,33.81999969482422,33.84000015258789,33.0,33.0099983215332,58700
2024-03-27 00:00:00+00:00,33.0099983215332,33.66999816894531,33.0099983215332,33.560001373291016,47800
2024-03-28 00:00:00+00:00,33.5,33.810001373291016,33.400001525878906,33.61000061035156,106000
2024-04-01 00:00:00+00:00,33.630001068115234,34.709999084472656,32.880001068115234,32.959999084472656,53500
2024-04-02 00:00:00+00:00,32.470001220703125,33.33000183105469,32.470001220703125,32.810001373291016,81500
2024-04-03 00:00:00+00:00,32.7599983215332,33.0099983215332,32.349998474121094,32.560001373291016,70600
2024-04-04 00:00:00+00:00,33.0,33.665000915527344,32.54999923706055,32.54999923706055,62300
2024-04-05 00:00:00+00:00,32.7400016784668,33.08000183105469,32.400001525878906,33.08000183105469,42900
2024-04-08 00:00:00+00:00,33.15999984741211,33.43000030517578,32.84000015258789,32.91999816894531,40800
2024-04-09 00:00:00+00:00,32.7599983215332,33.30500030517578,32.7400016784668,33.119998931884766,104800
2024-04-10 00:00:00+00:00,32.36000061035156,32.720001220703125,32.07500076293945,32.54999923706055,92000
2024-04-11 00:00:00+00:00,32.54999923706055,33.65999984741211,32.5,33.18000030517578,62900
2024-04-12 00:00:00+00:00,32.970001220703125,33.189998626708984,32.02000045776367,32.130001068115234,93100
2024-04-15 00:00:00+00:00,32.40999984741211,32.91999816894531,31.80500030517578,32.27000045776367,68800
2024-04-16 00:00:00+00:00,32.38999938964844,32.61000061035156,31.989999771118164,32.06999969482422,79500
2024-04-17 00:00:00+00:00,32.13999938964844,33.209999084472656,31.530000686645508,31.6200008392334,130500
2024-04-18 00:00:00+00:00,31.639999389648438,32.2400016784668,31.299999237060547,31.309999465942383,96100
2024-04-19 00:00:00+00:00,31.1200008392334,32.41999816894531,31.1200008392334,31.719999313354492,105500
2024-04-22 00:00:00+00:00,31.829999923706055,32.33000183105469,31.420000076293945,31.790000915527344,119700
2024-04-23 00:00:00+00:00,31.790000915527344,32.58000183105469,31.489999771118164,31.610000610351562,83000
2024-04-24 00:00:00+00:00,31.56999969482422,32.86000061035156,31.389999389648438,32.15999984741211,152600
2024-04-25 00:00:00+00:00,31.940000534057617,32.58000183105469,31.68000030517578,31.889999389648438,127900
2024-04-26 00:00:00+00:00,31.899999618530273,32.5,31.670000076293945,32.209999084472656,75400
2024-04-29 00:00:00+00:00,32.20000076293945,32.9900016784668,32.0099983215332,32.2400016784668,127000
2024-04-30 00:00:00+00:00,31.920000076293945,32.63999938964844,31.469999313354492,31.520000457763672,221100
2024-05-01 00:00:00+00:00,31.770000457763672,32.66999816894531,31.43000030517578,32.0,133900
2024-05-02 00:00:00+00:00,32.119998931884766,32.279998779296875,31.645000457763672,32.16999816894531,176700
2024-05-03 00:00:00+00:00,32.52000045776367,32.709999084472656,31.954999923706055,31.979999542236328,98400
2024-05-06 00:00:00+00:00,32.11000061035156,32.279998779296875,31.31999969482422,31.530000686645508,93700
2024-05-07 00:00:00+00:00,31.649999618530273,31.93000030517578,31.459999084472656,31.860000610351562,67900
2024-05-08 00:00:00+00:00,31.700000762939453,32.31999969482422,31.25,31.600000381469727,67500
2024-05-09 00:00:00+00:00,31.790000915527344,31.829999923706055,31.200000762939453,31.75,98200
2024-05-10 00:00:00+00:00,31.84000015258789,31.93000030517578,31.405000686645508,31.799999237060547,46600
2024-05-13 00:00:00+00:00,31.979999542236328,32.900001525878906,31.979999542236328,32.34000015258789,105900
2024-05-14 00:00:00+00:00,32.779998779296875,33.060001373291016,32.125,32.150001525878906,133500
2024-05-15 00:00:00+00:00,32.56999969482422,33.2400016784668,32.525001525878906,32.720001220703125,112800
2024-05-16 00:00:00+00:00,32.650001525878906,33.2599983215332,32.595001220703125,33.0099983215332,78500
2024-05-17 00:00:00+00:00,33.18000030517578,33.540000915527344,32.91999816894531,33.52000045776367,70900
2024-05-20 00:00:00+00:00,33.349998474121094,33.560001373291016,32.630001068115234,33.0,139600
2024-05-21 00:00:00+00:00,32.88999938964844,33.189998626708984,32.665000915527344,32.79999923706055,90600
2024-05-22 00:00:00+00:00,32.5,33.22999954223633,32.43000030517578,33.189998626708984,119200
2024-05-23 00:00:00+00:00,33.22999954223633,33.5099983215332,32.4900016784668,32.619998931884766,75100
2024-05-24 00:00:00+00:00,32.599998474121094,32.84000015258789,32.19499969482422,32.369998931884766,78000
2024-05-28 00:00:00+00:00,32.540000915527344,32.91999816894531,32.279998779296875,32.869998931884766,96900
2024-05-29 00:00:00+00:00,32.470001220703125,33.29999923706055,32.34000015258789,33.119998931884766,102200
2024-05-30 00:00:00+00:00,33.380001068115234,34.15999984741211,33.334999084472656,33.4900016784668,87600
2024-05-31 00:00:00+00:00,33.470001220703125,34.13999938964844,33.470001220703125,33.650001525878906,166700
2024-06-03 00:00:00+00:00,33.65999984741211,33.93000030517578,33.005001068115234,33.4900016784668,84300
2024-06-04 00:00:00+00:00,33.470001220703125,33.59000015258789,33.0099983215332,33.38999938964844,71300
2024-06-05 00:00:00+00:00,33.599998474121094,33.72999954223633,33.060001373291016,33.459999084472656,76400
2024-06-06 00:00:00+00:00,33.31999969482422,33.720001220703125,33.22999954223633,33.2400016784668,58400
2024-06-07 00:00:00+00:00,32.880001068115234,33.349998474121094,32.25,32.36000061035156,154400
2024-06-10 00:00:00+00:00,32.0,32.4900016784668,31.549999237060547,32.16999816894531,112800
2024-06-11 00:00:00+00:00,31.920000076293945,32.27000045776367,31.510000228881836,31.780000686645508,123700
2024-06-12 00:00:00+00:00,32.630001068115234,32.900001525878906,31.549999237060547,31.649999618530273,100400
2024-06-13 00:00:00+00:00,31.940000534057617,32.02000045776367,31.125,31.5,110600
2024-06-14 00:00:00+00:00,31.18000030517578,31.520000457763672,30.559999465942383,31.170000076293945,170500
2024-06-17 00:00:00+00:00,31.010000228881836,31.649999618530273,30.75,30.770000457763672,212500
2024-06-18 00:00:00+00:00,30.649999618530273,31.15999984741211,30.020000457763672,30.059999465942383,212500
2024-06-20 00:00:00+00:00,30.0,30.719999313354492,29.81999969482422,30.299999237060547,156700
2024-06-21 00:00:00+00:00,30.020000457763672,30.600000381469727,29.31999969482422,29.5,221100
2024-06-24 00:00:00+00:00,29.559999465942383,30.209999084472656,29.299999237060547,30.0,192600
2024-06-25 00:00:00+00:00,30.100000381469727,31.416000366210938,30.049999237060547,31.25,216600
2024-06-26 00:00:00+00:00,31.110000610351562,31.75,30.700000762939453,31.020000457763672,179700
2024-06-27 00:00:00+00:00,34.0,37.599998474121094,33.61000061035156,36.290000915527344,638400
2024-06-28 00:00:00+00:00,36.619998931884766,40.29999923706055,36.349998474121094,39.59000015258789,779600
2024-07-01 00:00:00+00:00,39.689998626708984,40.20000076293945,38.939998626708984,39.28499984741211,326200
2024-07-02 00:00:00+00:00,39.5,39.56999969482422,38.66999816894531,39.18000030517578,122600
2024-07-03 00:00:00+00:00,38.97999954223633,39.61000061035156,38.7599983215332,38.86000061035156,59700
2024-07-05 00:00:00+00:00,38.61000061035156,39.18000030517578,37.88999938964844,38.54999923706055,98000
2024-07-08 00:00:00+00:00,38.90999984741211,39.97999954223633,38.90999984741211,39.97999954223633,207700
2024-07-09 00:00:00+00:00,40.119998931884766,41.16999816894531,39.84000015258789,40.41999816894531,208000
2024-07-10 00:00:00+00:00,40.7400016784668,40.790000915527344,39.939998626708984,40.689998626708984,282600
2024-07-11 00:00:00+00:00,41.11000061035156,42.40999984741211,41.11000061035156,41.5099983215332,134500
2024-07-12 00:00:00+00:00,41.959999084472656,41.959999084472656,40.810001373291016,40.869998931884766,187700
2024-07-15 00:00:00+00:00,41.02000045776367,42.02000045776367,40.71900177001953,41.650001525878906,141500
2024-07-16 00:00:00+00:00,42.060001373291016,42.40999984741211,41.150001525878906,42.18000030517578,192800
2024-07-17 00:00:00+00:00,42.0099983215332,42.36000061035156,41.31999969482422,41.61000061035156,130600
2024-07-18 00:00:00+00:00,41.31999969482422,42.18000030517578,40.689998626708984,40.689998626708984,103300
2024-07-19 00:00:00+00:00,40.900001525878906,40.900001525878906,39.7400016784668,39.79999923706055,57000
2024-07-22 00:00:00+00:00,39.70000076293945,39.97999954223633,39.209999084472656,39.65999984741211,67400
2024-07-23 00:00:00+00:00,39.41999816894531,40.36000061035156,39.41999816894531,40.029998779296875,69300
2024-07-24 00:00:00+00:00,39.959999084472656,40.58700180053711,39.29999923706055,39.310001373291016,71000
2024-07-25 00:00:00+00:00,39.439998626708984,40.75,39.439998626708984,39.880001068115234,96700
2024-07-26 00:00:00+00:00,40.40999984741211,41.119998931884766,39.880001068115234,40.27000045776367,56600
2024-07-29 00:00:00+00:00,40.4900016784668,40.4900016784668,39.31999969482422,40.11000061035156,76600
2024-07-30 00:00:00+00:00,39.97999954223633,40.720001220703125,39.97999954223633,40.529998779296875,48500
2024-07-31 00:00:00+00:00,40.81999969482422,41.72999954223633,40.09000015258789,40.2599983215332,92900
2024-08-01 00:00:00+00:00,40.380001068115234,40.57500076293945,38.869998931884766,39.36000061035156,86000
2024-08-02 00:00:00+00:00,38.369998931884766,39.04999923706055,38.13999938964844,38.40999984741211,86900
2024-08-05 00:00:00+00:00,37.38999938964844,37.59000015258789,36.5,37.11000061035156,124700
2024-08-06 00:00:00+00:00,37.0099983215332,39.06999969482422,36.54999923706055,37.900001525878906,177100
2024-08-07 00:00:00+00:00,41.16999816894531,41.16999816894531,37.025001525878906,37.029998779296875,189500
2024-08-08 00:00:00+00:00,37.13999938964844,39.83000183105469,36.84000015258789,38.68000030517578,211800
2024-08-09 00:00:00+00:00,38.40999984741211,39.400001525878906,37.90999984741211,38.15999984741211,158500
2024-08-12 00:00:00+00:00,38.25,38.369998931884766,37.209999084472656,37.380001068115234,189800
2024-08-13 00:00:00+00:00,37.79999923706055,39.13999938964844,37.689998626708984,37.849998474121094,192000
2024-08-14 00:00:00+00:00,37.790000915527344,38.27000045776367,37.505001068115234,38.0,232700
2024-08-15 00:00:00+00:00,38.70000076293945,39.775001525878906,38.52000045776367,38.630001068115234,283000
2024-08-16 00:00:00+00:00,38.59000015258789,39.380001068115234,38.27000045776367,38.439998626708984,267200
2024-08-19 00:00:00+00:00,38.189998626708984,39.36000061035156,38.060001373291016,38.849998474121094,471800
