"('date', '')","('open', 'BFLY')","('high', 'BFLY')","('low', 'BFLY')","('close', 'BFLY')","('volume', 'BFLY')"
2025-09-26 00:00:00+00:00,1.9600000381469727,2.049999952316284,1.8799999952316284,2.009999990463257,5504508
