"('date', '')","('open', 'AEVA')","('high', 'AEVA')","('low', 'AEVA')","('close', 'AEVA')","('volume', 'AEVA')"
2024-01-02 00:00:00+00:00,3.8499999046325684,3.884999990463257,3.5799999237060547,3.6500000953674316,161980
2024-01-03 00:00:00+00:00,3.9000000953674316,5.300000190734863,3.9000000953674316,5.050000190734863,2016160
2024-01-04 00:00:00+00:00,5.050000190734863,5.050000190734863,4.599999904632568,5.0,605840
2024-01-05 00:00:00+00:00,5.0,6.0,4.800000190734863,5.599999904632568,605300
2024-01-08 00:00:00+00:00,5.900000095367432,6.400000095367432,5.5,5.849999904632568,666060
2024-01-09 00:00:00+00:00,6.150000095367432,6.25,4.849999904632568,5.0,874860
2024-01-10 00:00:00+00:00,5.199999809265137,5.949999809265137,5.099999904632568,5.5,583060
2024-01-11 00:00:00+00:00,5.599999904632568,5.900000095367432,5.150000095367432,5.800000190734863,518560
2024-01-12 00:00:00+00:00,5.800000190734863,5.849999904632568,5.449999809265137,5.650000095367432,462880
2024-01-16 00:00:00+00:00,5.5,5.525000095367432,5.0,5.050000190734863,372100
2024-01-17 00:00:00+00:00,5.099999904632568,5.099999904632568,4.65500020980835,4.699999809265137,449800
2024-01-18 00:00:00+00:00,4.75,4.764999866485596,4.054999828338623,4.650000095367432,391620
2024-01-19 00:00:00+00:00,4.849999904632568,4.849999904632568,4.349999904632568,4.625,233500
2024-01-22 00:00:00+00:00,4.864999771118164,4.900000095367432,4.355000019073486,4.675000190734863,238620
2024-01-23 00:00:00+00:00,4.800000190734863,4.900000095367432,4.599999904632568,4.71999979019165,128940
2024-01-24 00:00:00+00:00,4.824999809265137,4.849999904632568,4.275000095367432,4.414999961853027,170360
2024-01-25 00:00:00+00:00,4.585000038146973,4.585000038146973,4.210000038146973,4.460000038146973,196280
2024-01-26 00:00:00+00:00,4.5,4.75,4.175000190734863,4.275000095367432,174680
2024-01-29 00:00:00+00:00,4.199999809265137,4.34499979019165,3.950000047683716,4.324999809265137,167800
2024-01-30 00:00:00+00:00,4.425000190734863,4.425000190734863,4.050000190734863,4.090000152587891,153780
2024-01-31 00:00:00+00:00,4.150000095367432,4.5,4.050000190734863,4.260000228881836,168020
2024-02-01 00:00:00+00:00,4.414999961853027,4.474999904632568,4.050000190734863,4.135000228881836,165640
2024-02-02 00:00:00+00:00,4.099999904632568,4.400000095367432,4.070000171661377,4.349999904632568,102880
2024-02-05 00:00:00+00:00,4.300000190734863,4.349999904632568,4.099999904632568,4.170000076293945,117460
2024-02-06 00:00:00+00:00,4.25,4.644999980926514,4.150000095367432,4.480000019073486,166840
2024-02-07 00:00:00+00:00,4.400000095367432,4.639999866485596,4.105000019073486,4.210000038146973,127360
2024-02-08 00:00:00+00:00,4.099999904632568,4.5,4.099999904632568,4.394999980926514,122840
2024-02-09 00:00:00+00:00,4.340000152587891,5.400000095367432,4.304999828338623,5.349999904632568,439660
2024-02-12 00:00:00+00:00,5.25,5.75,5.0,5.099999904632568,324700
2024-02-13 00:00:00+00:00,5.0,5.199999809265137,4.675000190734863,4.704999923706055,261500
2024-02-14 00:00:00+00:00,4.75,4.949999809265137,4.599999904632568,4.925000190734863,153580
2024-02-15 00:00:00+00:00,4.90500020980835,5.699999809265137,4.900000095367432,5.349999904632568,254700
2024-02-16 00:00:00+00:00,5.400000095367432,5.599999904632568,5.150000095367432,5.300000190734863,158460
2024-02-20 00:00:00+00:00,5.199999809265137,5.25,4.755000114440918,4.760000228881836,286260
2024-02-21 00:00:00+00:00,4.75,4.804999828338623,4.5,4.699999809265137,200740
2024-02-22 00:00:00+00:00,4.724999904632568,4.849999904632568,4.699999809265137,4.760000228881836,91180
2024-02-23 00:00:00+00:00,4.699999809265137,5.150000095367432,4.610000133514404,4.764999866485596,167320
2024-02-26 00:00:00+00:00,4.849999904632568,5.25,4.769999980926514,5.050000190734863,208440
2024-02-27 00:00:00+00:00,5.050000190734863,5.150000095367432,4.75,4.824999809265137,156100
2024-02-28 00:00:00+00:00,4.65500020980835,5.099999904632568,4.65500020980835,4.710000038146973,140580
2024-02-29 00:00:00+00:00,4.824999809265137,5.099999904632568,4.739999771118164,5.050000190734863,256880
2024-03-01 00:00:00+00:00,5.099999904632568,5.300000190734863,4.760000228881836,5.150000095367432,174720
2024-03-04 00:00:00+00:00,5.199999809265137,5.400000095367432,4.900000095367432,5.150000095367432,308780
2024-03-05 00:00:00+00:00,5.25,5.25,4.809999942779541,5.050000190734863,289100
2024-03-06 00:00:00+00:00,5.099999904632568,5.599999904632568,4.974999904632568,5.449999809265137,397260
2024-03-07 00:00:00+00:00,5.5,6.099999904632568,5.400000095367432,5.949999809265137,413620
2024-03-08 00:00:00+00:00,6.050000190734863,7.25,6.005000114440918,6.599999904632568,747460
2024-03-11 00:00:00+00:00,6.849999904632568,7.050000190734863,6.199999809265137,6.5,271000
2024-03-12 00:00:00+00:00,6.25,6.300000190734863,4.744999885559082,5.5,800340
2024-03-13 00:00:00+00:00,5.349999904632568,5.59499979019165,5.099999904632568,5.150000095367432,338780
2024-03-14 00:00:00+00:00,5.25,5.25,4.849999904632568,4.875,263020
2024-03-15 00:00:00+00:00,4.800000190734863,5.5,4.755000114440918,4.965000152587891,556440
2024-03-18 00:00:00+00:00,5.0,5.300000190734863,4.900000095367432,5.050000190734863,348520
2024-03-19 00:00:00+00:00,5.159999847412109,5.539999961853027,4.650000095367432,5.199999809265137,552500
2024-03-20 00:00:00+00:00,5.0,5.090000152587891,4.440000057220459,4.809999942779541,747000
2024-03-21 00:00:00+00:00,4.760000228881836,4.960000038146973,4.300000190734863,4.360000133514404,633200
2024-03-22 00:00:00+00:00,4.260000228881836,4.300000190734863,3.880000114440918,4.090000152587891,713700
2024-03-25 00:00:00+00:00,4.0,4.150000095367432,3.890000104904175,3.9000000953674316,366200
2024-03-26 00:00:00+00:00,3.890000104904175,3.9000000953674316,3.4800000190734863,3.4800000190734863,561400
2024-03-27 00:00:00+00:00,3.4100000858306885,3.7070000171661377,3.309999942779541,3.5399999618530273,600200
2024-03-28 00:00:00+00:00,3.5299999713897705,4.005000114440918,3.5,3.930000066757202,669200
2024-04-01 00:00:00+00:00,3.859999895095825,4.179999828338623,3.7899999618530273,4.139999866485596,373300
2024-04-02 00:00:00+00:00,3.9700000286102295,4.090000152587891,3.8329999446868896,4.039999961853027,279100
2024-04-03 00:00:00+00:00,3.990000009536743,4.144999980926514,3.9000000953674316,4.110000133514404,290200
2024-04-04 00:00:00+00:00,4.159999847412109,4.449999809265137,4.119999885559082,4.170000076293945,356100
2024-04-05 00:00:00+00:00,4.119999885559082,4.25,3.940000057220459,3.990000009536743,234100
2024-04-08 00:00:00+00:00,3.990000009536743,4.159999847412109,3.990000009536743,4.039999961853027,172200
2024-04-09 00:00:00+00:00,4.070000171661377,4.300000190734863,4.070000171661377,4.190000057220459,144600
2024-04-10 00:00:00+00:00,4.019999980926514,4.079999923706055,3.8350000381469727,3.9000000953674316,301400
2024-04-11 00:00:00+00:00,3.9100000858306885,4.039999961853027,3.7200000286102295,3.890000104904175,187600
2024-04-12 00:00:00+00:00,3.8299999237060547,3.8299999237060547,3.5299999713897705,3.5799999237060547,210400
2024-04-15 00:00:00+00:00,3.569999933242798,3.640000104904175,3.4049999713897705,3.440000057220459,256600
2024-04-16 00:00:00+00:00,3.4100000858306885,3.440000057220459,3.180000066757202,3.180000066757202,250300
2024-04-17 00:00:00+00:00,3.2100000381469727,3.25,2.940000057220459,2.9800000190734863,412700
2024-04-18 00:00:00+00:00,2.9800000190734863,3.109999895095825,2.799999952316284,3.0999999046325684,374100
2024-04-19 00:00:00+00:00,3.0799999237060547,3.2149999141693115,3.069999933242798,3.109999895095825,244900
2024-04-22 00:00:00+00:00,3.130000114440918,3.200000047683716,2.9100000858306885,2.990000009536743,256600
2024-04-23 00:00:00+00:00,3.0,3.2100000381469727,2.9800000190734863,3.0899999141693115,252900
2024-04-24 00:00:00+00:00,3.180000066757202,3.180000066757202,3.0,3.130000114440918,199200
2024-04-25 00:00:00+00:00,3.059999942779541,3.0899999141693115,2.9100000858306885,2.940000057220459,217700
2024-04-26 00:00:00+00:00,2.9600000381469727,3.130000114440918,2.9600000381469727,3.0899999141693115,187800
2024-04-29 00:00:00+00:00,3.119999885559082,3.319999933242798,3.119999885559082,3.240000009536743,194500
2024-04-30 00:00:00+00:00,3.190000057220459,3.2699999809265137,3.109999895095825,3.119999885559082,256000
2024-05-01 00:00:00+00:00,3.119999885559082,3.240000009536743,3.0250000953674316,3.069999933242798,197800
2024-05-02 00:00:00+00:00,3.130000114440918,3.2200000286102295,3.002000093460083,3.0999999046325684,333400
2024-05-03 00:00:00+00:00,3.200000047683716,3.619999885559082,3.200000047683716,3.4200000762939453,481400
2024-05-06 00:00:00+00:00,3.5399999618530273,3.6500000953674316,3.390000104904175,3.440000057220459,254200
2024-05-07 00:00:00+00:00,3.4600000381469727,3.5199999809265137,3.380000114440918,3.450000047683716,186800
2024-05-08 00:00:00+00:00,3.4800000190734863,3.5999999046325684,3.319999933242798,3.4600000381469727,288700
2024-05-09 00:00:00+00:00,3.4700000286102295,3.630000114440918,3.359999895095825,3.490000009536743,231800
2024-05-10 00:00:00+00:00,3.5,3.549999952316284,3.2300000190734863,3.3499999046325684,272300
2024-05-13 00:00:00+00:00,3.390000104904175,3.5799999237060547,3.390000104904175,3.4200000762939453,159600
2024-05-14 00:00:00+00:00,3.490000009536743,3.819999933242798,3.4600000381469727,3.7899999618530273,328200
2024-05-15 00:00:00+00:00,3.859999895095825,3.869999885559082,3.5899999141693115,3.5999999046325684,178400
2024-05-16 00:00:00+00:00,3.5799999237060547,3.5999999046325684,3.380000114440918,3.4000000953674316,219600
2024-05-17 00:00:00+00:00,3.4100000858306885,3.5799999237060547,3.3499999046325684,3.4000000953674316,160300
2024-05-20 00:00:00+00:00,3.4000000953674316,3.640000104904175,3.380000114440918,3.4700000286102295,287000
2024-05-21 00:00:00+00:00,3.4600000381469727,3.5,3.259999990463257,3.299999952316284,179900
2024-05-22 00:00:00+00:00,3.2699999809265137,3.4700000286102295,3.259999990463257,3.450000047683716,206500
2024-05-23 00:00:00+00:00,3.4700000286102295,3.490000009536743,3.25,3.2799999713897705,309900
2024-05-24 00:00:00+00:00,3.309999942779541,3.4800000190734863,3.2799999713897705,3.4100000858306885,169700
2024-05-28 00:00:00+00:00,3.450000047683716,3.490000009536743,3.2850000858306885,3.299999952316284,179000
2024-05-29 00:00:00+00:00,3.25,3.319999933242798,3.140000104904175,3.1600000858306885,196300
2024-05-30 00:00:00+00:00,3.119999885559082,3.309999942779541,3.119999885559082,3.259999990463257,133800
2024-05-31 00:00:00+00:00,3.2799999713897705,3.3499999046325684,3.130000114440918,3.2300000190734863,154700
2024-06-03 00:00:00+00:00,3.2699999809265137,3.369999885559082,3.1700000762939453,3.309999942779541,204100
2024-06-04 00:00:00+00:00,3.2300000190734863,3.2699999809265137,3.0799999237060547,3.0899999141693115,210900
2024-06-05 00:00:00+00:00,3.0999999046325684,3.1500000953674316,2.9600000381469727,3.059999942779541,446100
2024-06-06 00:00:00+00:00,3.0399999618530273,3.2100000381469727,3.0399999618530273,3.1600000858306885,138400
2024-06-07 00:00:00+00:00,3.0899999141693115,3.1500000953674316,3.0,3.119999885559082,246700
2024-06-10 00:00:00+00:00,3.0799999237060547,3.200000047683716,3.059999942779541,3.109999895095825,121100
2024-06-11 00:00:00+00:00,3.059999942779541,3.140000104904175,2.9200000762939453,2.990000009536743,193700
2024-06-12 00:00:00+00:00,3.0299999713897705,3.180000066757202,2.940000057220459,2.990000009536743,170700
2024-06-13 00:00:00+00:00,2.9200000762939453,2.9800000190734863,2.740000009536743,2.7899999618530273,136600
2024-06-14 00:00:00+00:00,2.7699999809265137,2.7699999809265137,2.5199999809265137,2.759999990463257,176700
2024-06-17 00:00:00+00:00,2.700000047683716,2.8320000171661377,2.700000047683716,2.759999990463257,172100
2024-06-18 00:00:00+00:00,2.7699999809265137,2.880000114440918,2.7300000190734863,2.7699999809265137,216100
2024-06-20 00:00:00+00:00,2.7300000190734863,2.75,2.559999942779541,2.559999942779541,265800
2024-06-21 00:00:00+00:00,2.509999990463257,2.630000114440918,2.440000057220459,2.5999999046325684,199800
2024-06-24 00:00:00+00:00,2.5999999046325684,2.6600000858306885,2.5,2.5799999237060547,116500
2024-06-25 00:00:00+00:00,2.5199999809265137,2.569999933242798,2.4800000190734863,2.5299999713897705,173000
2024-06-26 00:00:00+00:00,2.5,2.619999885559082,2.4800000190734863,2.5199999809265137,147600
2024-06-27 00:00:00+00:00,2.5,2.5999999046325684,2.493000030517578,2.569999933242798,196100
2024-06-28 00:00:00+00:00,2.5399999618530273,2.630000114440918,2.4600000381469727,2.5199999809265137,929700
2024-07-01 00:00:00+00:00,2.5199999809265137,2.5450000762939453,2.4100000858306885,2.490000009536743,212100
2024-07-02 00:00:00+00:00,2.4600000381469727,2.490000009536743,2.240000009536743,2.2899999618530273,374200
2024-07-03 00:00:00+00:00,2.2899999618530273,2.4000000953674316,2.259999990463257,2.3299999237060547,283200
2024-07-05 00:00:00+00:00,2.2799999713897705,2.380000114440918,2.2009999752044678,2.3499999046325684,428700
2024-07-08 00:00:00+00:00,2.3299999237060547,2.640000104904175,2.299999952316284,2.5399999618530273,264200
2024-07-09 00:00:00+00:00,2.5899999141693115,2.7799999713897705,2.569999933242798,2.7200000286102295,297300
2024-07-10 00:00:00+00:00,2.740000009536743,2.759999990463257,2.569999933242798,2.609999895095825,318500
2024-07-11 00:00:00+00:00,2.7699999809265137,2.9000000953674316,2.7300000190734863,2.859999895095825,226200
2024-07-12 00:00:00+00:00,2.890000104904175,3.069999933242798,2.880000114440918,3.0299999713897705,239000
2024-07-15 00:00:00+00:00,3.0899999141693115,3.4800000190734863,3.0899999141693115,3.4000000953674316,411200
2024-07-16 00:00:00+00:00,3.440000057220459,3.869999885559082,3.4200000762939453,3.759999990463257,613900
2024-07-17 00:00:00+00:00,3.619999885559082,3.75,3.299999952316284,3.380000114440918,385700
2024-07-18 00:00:00+00:00,3.359999895095825,3.4700000286102295,3.2300000190734863,3.309999942779541,256100
2024-07-19 00:00:00+00:00,3.299999952316284,3.3399999141693115,3.119999885559082,3.2899999618530273,255300
2024-07-22 00:00:00+00:00,3.2699999809265137,3.2750000953674316,3.0799999237060547,3.190000057220459,214900
2024-07-23 00:00:00+00:00,3.2100000381469727,3.9800000190734863,3.200000047683716,3.6600000858306885,1037600
2024-07-24 00:00:00+00:00,3.619999885559082,3.7200000286102295,3.299999952316284,3.4200000762939453,491400
2024-07-25 00:00:00+00:00,3.4200000762939453,3.4600000381469727,3.2799999713897705,3.369999885559082,325000
2024-07-26 00:00:00+00:00,3.450000047683716,3.6600000858306885,3.364000082015991,3.6600000858306885,225200
2024-07-29 00:00:00+00:00,3.7200000286102295,3.8889999389648438,3.450000047683716,3.549999952316284,384300
2024-07-30 00:00:00+00:00,3.559999942779541,3.559999942779541,3.384999990463257,3.5199999809265137,324800
