"('date', '')","('open', 'DDS')","('high', 'DDS')","('low', 'DDS')","('close', 'DDS')","('volume', 'DDS')"
1980-03-17 00:00:00+00:00,0.35900622606277466,0.3718282752667843,0.35900622606277466,0.35900622606277466,26400
1980-03-18 00:00:00+00:00,0.35900622606277466,0.35900622606277466,0.35900622606277466,0.35900622606277466,0
1980-03-19 00:00:00+00:00,0.35900622606277466,0.35900622606277466,0.35900622606277466,0.35900622606277466,0
1980-03-20 00:00:00+00:00,0.3654172923095743,0.3718283176422119,0.3654172923095743,0.3718283176422119,24000
1980-03-21 00:00:00+00:00,0.3718283176422119,0.3718283176422119,0.3718283176422119,0.3718283176422119,0
1980-03-24 00:00:00+00:00,0.3718283176422119,0.3718283176422119,0.3718283176422119,0.3718283176422119,0
1980-03-25 00:00:00+00:00,0.3718283176422119,0.3718283176422119,0.3718283176422119,0.3718283176422119,0
1980-03-26 00:00:00+00:00,0.3590064755750752,0.3590064755750752,0.3558012545108795,0.3558012545108795,9600
1980-03-27 00:00:00+00:00,0.3493901193141937,0.3493901193141937,0.3493901193141937,0.3493901193141937,2400
1980-03-28 00:00:00+00:00,0.3493901193141937,0.3493901193141937,0.3493901193141937,0.3493901193141937,2400
1980-03-31 00:00:00+00:00,0.34618495123194637,0.34618495123194637,0.33977392315864563,0.33977392315864563,12000
1980-04-01 00:00:00+00:00,0.3365685527815538,0.3365685527815538,0.3269523084163666,0.3269523084163666,14400
1980-04-02 00:00:00+00:00,0.3237470562682874,0.3237470562682874,0.3141308128833771,0.3141308128833771,9600
1980-04-03 00:00:00+00:00,0.31413086312717164,0.3173360824584961,0.3109250568668358,0.3173360824584961,16800
1980-04-07 00:00:00+00:00,0.3173360824584961,0.3173360824584961,0.3173360824584961,0.3173360824584961,0
1980-04-08 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,2400
1980-04-09 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,0
1980-04-10 00:00:00+00:00,0.3141308128833771,0.3141308128833771,0.3141308128833771,0.3141308128833771,2400
1980-04-11 00:00:00+00:00,0.3141308128833771,0.3141308128833771,0.3141308128833771,0.3141308128833771,0
1980-04-14 00:00:00+00:00,0.31413085206418145,0.31413085206418145,0.3077198266983032,0.3077198266983032,4800
1980-04-15 00:00:00+00:00,0.3077198266983032,0.3077198266983032,0.3077198266983032,0.3077198266983032,0
1980-04-16 00:00:00+00:00,0.307719788317131,0.3141308128833771,0.307719788317131,0.3141308128833771,7200
1980-04-17 00:00:00+00:00,0.3141308831598391,0.3205413222312927,0.3141308831598391,0.3205413222312927,24000
1980-04-18 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,0
1980-04-21 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,21600
1980-04-22 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,0
1980-04-23 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,0
1980-04-24 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,0
1980-04-25 00:00:00+00:00,0.3205413222312927,0.3205413222312927,0.3205413222312927,0.3205413222312927,2400
1980-04-28 00:00:00+00:00,0.3205413222312927,0.32374712869606836,0.3205413222312927,0.3205413222312927,7200
1980-04-29 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,7200
1980-04-30 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,0
1980-05-01 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,0
1980-05-02 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,0
1980-05-05 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,2400
1980-05-06 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,0
1980-05-07 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,2400
1980-05-08 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,4800
1980-05-09 00:00:00+00:00,0.3269523084163666,0.3269523084163666,0.3269523084163666,0.3269523084163666,0
1980-05-12 00:00:00+00:00,0.3333634820145835,0.33977392315864563,0.3333634820145835,0.33977392315864563,24000
1980-05-13 00:00:00+00:00,0.3365684832826676,0.3365684832826676,0.33336326479911804,0.33336326479911804,72000
1980-05-14 00:00:00+00:00,0.33336326479911804,0.33336326479911804,0.33336326479911804,0.33336326479911804,0
1980-05-15 00:00:00+00:00,0.3429795710539515,0.34618479013442993,0.3429795710539515,0.34618479013442993,24000
1980-05-16 00:00:00+00:00,0.3525958951039157,0.36541736125946045,0.3525958951039157,0.36541736125946045,93600
1980-05-19 00:00:00+00:00,0.36541736125946045,0.36541736125946045,0.36541736125946045,0.36541736125946045,0
1980-05-20 00:00:00+00:00,0.3622121810913086,0.3622121810913086,0.3622121810913086,0.3622121810913086,2400
1980-05-21 00:00:00+00:00,0.362212150542361,0.37823883690669813,0.35900634372620305,0.3750336170196533,57600
1980-05-22 00:00:00+00:00,0.3846498727798462,0.3846498727798462,0.3846498727798462,0.3846498727798462,4800
1980-05-23 00:00:00+00:00,0.3846498727798462,0.3846498727798462,0.3846498727798462,0.3846498727798462,0
1980-05-27 00:00:00+00:00,0.3846498037573715,0.38785502314567566,0.38144458436906736,0.38785502314567566,4800
1980-05-28 00:00:00+00:00,0.3846498727798462,0.3846498727798462,0.3846498727798462,0.3846498727798462,4800
1980-05-29 00:00:00+00:00,0.3846498727798462,0.3846498727798462,0.3846498727798462,0.3846498727798462,0
1980-05-30 00:00:00+00:00,0.3846498727798462,0.3846498727798462,0.3846498727798462,0.3846498727798462,0
