"('date', '')","('open', 'AUPH')","('high', 'AUPH')","('low', 'AUPH')","('close', 'AUPH')","('volume', 'AUPH')"
2024-03-21 00:00:00+00:00,5.199999809265137,5.25,5.0,5.010000228881836,1871000
2024-03-22 00:00:00+00:00,5.03000020980835,5.03000020980835,4.940000057220459,4.96999979019165,1792200
2024-03-25 00:00:00+00:00,5.0,5.070000171661377,4.960000038146973,4.989999771118164,969000
2024-03-26 00:00:00+00:00,4.980000019073486,5.070000171661377,4.929999828338623,4.929999828338623,948700
2024-03-27 00:00:00+00:00,4.949999809265137,5.014999866485596,4.849999904632568,5.0,1438800
2024-03-28 00:00:00+00:00,4.989999771118164,5.039999961853027,4.96999979019165,5.010000228881836,1375000
2024-04-01 00:00:00+00:00,5.0,5.409999847412109,4.96999979019165,5.400000095367432,2477400
2024-04-02 00:00:00+00:00,5.349999904632568,5.349999904632568,5.039999961853027,5.079999923706055,1164400
2024-04-03 00:00:00+00:00,5.039999961853027,5.199999809265137,5.0,5.179999828338623,1185500
2024-04-04 00:00:00+00:00,5.239999771118164,5.300000190734863,5.065000057220459,5.090000152587891,1203500
2024-04-05 00:00:00+00:00,5.070000171661377,5.159999847412109,5.010000228881836,5.050000190734863,1053100
2024-04-08 00:00:00+00:00,5.050000190734863,5.050000190734863,4.96999979019165,4.980000019073486,831200
2024-04-09 00:00:00+00:00,4.989999771118164,5.260000228881836,4.980000019073486,5.110000133514404,1499700
2024-04-10 00:00:00+00:00,4.989999771118164,5.059999942779541,4.949999809265137,4.989999771118164,1651800
2024-04-11 00:00:00+00:00,5.019999980926514,5.110000133514404,4.96999979019165,5.079999923706055,855200
2024-04-12 00:00:00+00:00,5.019999980926514,5.110000133514404,4.96999979019165,5.099999904632568,1721800
2024-04-15 00:00:00+00:00,5.090000152587891,5.22599983215332,5.019999980926514,5.039999961853027,1339600
2024-04-16 00:00:00+00:00,5.010000228881836,5.079999923706055,4.960000038146973,5.0,855900
2024-04-17 00:00:00+00:00,5.039999961853027,5.090000152587891,4.909999847412109,4.909999847412109,1145100
2024-04-18 00:00:00+00:00,4.909999847412109,4.954999923706055,4.710000038146973,4.809999942779541,2097900
2024-04-19 00:00:00+00:00,4.789999961853027,5.010000228881836,4.769999980926514,4.989999771118164,1573700
2024-04-22 00:00:00+00:00,4.980000019073486,5.059999942779541,4.920000076293945,5.050000190734863,1167200
2024-04-23 00:00:00+00:00,5.039999961853027,5.15500020980835,5.019999980926514,5.090000152587891,920700
2024-04-24 00:00:00+00:00,5.090000152587891,5.159999847412109,5.0,5.03000020980835,786000
2024-04-25 00:00:00+00:00,4.960000038146973,5.010000228881836,4.769999980926514,4.869999885559082,1540500
2024-04-26 00:00:00+00:00,4.889999866485596,5.010000228881836,4.860000133514404,4.909999847412109,985300
2024-04-29 00:00:00+00:00,4.929999828338623,5.070000171661377,4.920000076293945,5.010000228881836,940000
2024-04-30 00:00:00+00:00,5.099999904632568,5.179999828338623,4.980000019073486,5.090000152587891,1581100
2024-05-01 00:00:00+00:00,5.079999923706055,5.309999942779541,5.070000171661377,5.199999809265137,1667900
2024-05-02 00:00:00+00:00,5.679999828338623,5.789999961853027,5.03000020980835,5.170000076293945,3438100
2024-05-03 00:00:00+00:00,5.400000095367432,5.545000076293945,5.090000152587891,5.099999904632568,1696400
2024-05-06 00:00:00+00:00,5.119999885559082,5.179999828338623,5.039999961853027,5.159999847412109,1336100
2024-05-07 00:00:00+00:00,5.139999866485596,5.199999809265137,5.045000076293945,5.119999885559082,1015200
2024-05-08 00:00:00+00:00,5.150000095367432,5.199999809265137,5.034999847412109,5.150000095367432,931100
2024-05-09 00:00:00+00:00,5.170000076293945,5.210000038146973,5.099999904632568,5.170000076293945,792100
2024-05-10 00:00:00+00:00,5.150000095367432,5.193999767303467,5.019999980926514,5.019999980926514,1189000
2024-05-13 00:00:00+00:00,5.079999923706055,5.13100004196167,4.989999771118164,5.019999980926514,845800
2024-05-14 00:00:00+00:00,5.090000152587891,5.21999979019165,5.079999923706055,5.199999809265137,1444800
2024-05-15 00:00:00+00:00,5.25,5.514999866485596,5.130000114440918,5.309999942779541,1761000
2024-05-16 00:00:00+00:00,5.300000190734863,5.800000190734863,5.289999961853027,5.769999980926514,2745300
2024-05-17 00:00:00+00:00,5.800000190734863,5.829999923706055,5.650000095367432,5.760000228881836,2333000
2024-05-20 00:00:00+00:00,5.679999828338623,5.925000190734863,5.639999866485596,5.78000020980835,2414200
2024-05-21 00:00:00+00:00,5.760000228881836,5.809999942779541,5.554999828338623,5.590000152587891,1392700
2024-05-22 00:00:00+00:00,5.590000152587891,5.625,5.5,5.53000020980835,889800
2024-05-23 00:00:00+00:00,5.550000190734863,5.559999942779541,5.170000076293945,5.239999771118164,1048900
2024-05-24 00:00:00+00:00,5.260000228881836,5.284999847412109,5.130000114440918,5.210000038146973,682000
2024-05-28 00:00:00+00:00,5.239999771118164,5.329999923706055,5.224999904632568,5.289999961853027,819400
2024-05-29 00:00:00+00:00,5.199999809265137,5.25,5.110000133514404,5.159999847412109,902200
2024-05-30 00:00:00+00:00,5.239999771118164,5.429999828338623,5.21999979019165,5.380000114440918,898600
2024-05-31 00:00:00+00:00,5.449999809265137,5.65500020980835,5.340000152587891,5.420000076293945,1619000
2024-06-03 00:00:00+00:00,5.369999885559082,5.679999828338623,5.340000152587891,5.360000133514404,1104500
2024-06-04 00:00:00+00:00,5.349999904632568,5.409999847412109,5.25,5.269999980926514,694500
2024-06-05 00:00:00+00:00,5.260000228881836,5.570000171661377,5.164999961853027,5.460000038146973,1403600
2024-06-06 00:00:00+00:00,5.480000019073486,5.489999771118164,5.349999904632568,5.389999866485596,744300
2024-06-07 00:00:00+00:00,5.340000152587891,5.364999771118164,5.25,5.300000190734863,761200
2024-06-10 00:00:00+00:00,5.28000020980835,5.409999847412109,5.215000152587891,5.400000095367432,653300
2024-06-11 00:00:00+00:00,5.349999904632568,5.559999942779541,5.329999923706055,5.550000190734863,955200
2024-06-12 00:00:00+00:00,5.659999847412109,5.699999809265137,5.434999942779541,5.449999809265137,814700
2024-06-13 00:00:00+00:00,5.389999866485596,5.485000133514404,5.340000152587891,5.349999904632568,1234400
2024-06-14 00:00:00+00:00,5.263999938964844,5.71999979019165,5.150000095367432,5.650000095367432,2873200
2024-06-17 00:00:00+00:00,5.610000133514404,5.710000038146973,5.400000095367432,5.539999961853027,1453900
2024-06-18 00:00:00+00:00,5.489999771118164,5.630000114440918,5.409999847412109,5.420000076293945,908200
2024-06-20 00:00:00+00:00,5.360000133514404,5.53000020980835,5.309999942779541,5.460000038146973,1047100
2024-06-21 00:00:00+00:00,5.489999771118164,5.570000171661377,5.46999979019165,5.53000020980835,1100100
2024-06-24 00:00:00+00:00,5.519999980926514,5.695000171661377,5.519999980926514,5.659999847412109,780500
2024-06-25 00:00:00+00:00,5.659999847412109,5.697999954223633,5.570000171661377,5.570000171661377,682500
2024-06-26 00:00:00+00:00,5.539999961853027,5.559999942779541,5.460000038146973,5.510000228881836,878700
2024-06-27 00:00:00+00:00,5.539999961853027,5.619999885559082,5.460000038146973,5.619999885559082,585700
2024-06-28 00:00:00+00:00,5.630000114440918,5.769999980926514,5.5,5.710000038146973,3605300
2024-07-01 00:00:00+00:00,5.690000057220459,5.760000228881836,5.480000019073486,5.489999771118164,845500
2024-07-02 00:00:00+00:00,5.5,5.550000190734863,5.420000076293945,5.429999828338623,571000
2024-07-03 00:00:00+00:00,5.420000076293945,5.534999847412109,5.360000133514404,5.46999979019165,388400
2024-07-05 00:00:00+00:00,5.480000019073486,5.610000133514404,5.440000057220459,5.610000133514404,813600
2024-07-08 00:00:00+00:00,5.610000133514404,5.769999980926514,5.570000171661377,5.630000114440918,968800
2024-07-09 00:00:00+00:00,5.619999885559082,5.619999885559082,5.5,5.519999980926514,767300
2024-07-10 00:00:00+00:00,5.550000190734863,5.635000228881836,5.449999809265137,5.5,753300
2024-07-11 00:00:00+00:00,5.570000171661377,5.900000095367432,5.550000190734863,5.860000133514404,2445500
2024-07-12 00:00:00+00:00,5.900000095367432,5.954999923706055,5.590000152587891,5.610000133514404,1351500
2024-07-15 00:00:00+00:00,5.610000133514404,5.675000190734863,5.539999961853027,5.670000076293945,1600600
2024-07-16 00:00:00+00:00,5.730000019073486,5.885000228881836,5.699999809265137,5.800000190734863,1852900
2024-07-17 00:00:00+00:00,5.670000076293945,5.840000152587891,5.659999847412109,5.840000152587891,1063700
2024-07-18 00:00:00+00:00,5.820000171661377,5.849999904632568,5.53000020980835,5.570000171661377,1359100
2024-07-19 00:00:00+00:00,5.599999904632568,5.755000114440918,5.510000228881836,5.559999942779541,2053400
2024-07-22 00:00:00+00:00,5.579999923706055,5.650000095367432,5.260000228881836,5.429999828338623,1516300
2024-07-23 00:00:00+00:00,5.389999866485596,5.570000171661377,5.380000114440918,5.449999809265137,1528100
2024-07-24 00:00:00+00:00,5.429999828338623,5.730000019073486,5.369999885559082,5.559999942779541,1516100
2024-07-25 00:00:00+00:00,5.550000190734863,5.710000038146973,5.46999979019165,5.599999904632568,1508700
2024-07-26 00:00:00+00:00,5.659999847412109,5.699999809265137,5.590000152587891,5.679999828338623,1012800
2024-07-29 00:00:00+00:00,5.699999809265137,5.710000038146973,5.590000152587891,5.679999828338623,925300
2024-07-30 00:00:00+00:00,5.699999809265137,5.789999961853027,5.599999904632568,5.619999885559082,1383900
2024-07-31 00:00:00+00:00,5.659999847412109,6.070000171661377,5.619999885559082,5.880000114440918,2368000
2024-08-01 00:00:00+00:00,5.769999980926514,5.900000095367432,5.585000038146973,5.610000133514404,1617500
2024-08-02 00:00:00+00:00,5.5,5.574999809265137,5.300000190734863,5.5,2032600
2024-08-05 00:00:00+00:00,5.260000228881836,5.53000020980835,5.224999904632568,5.369999885559082,2899100
2024-08-06 00:00:00+00:00,5.369999885559082,5.644999980926514,5.195000171661377,5.619999885559082,1631100
2024-08-07 00:00:00+00:00,5.739999771118164,5.739999771118164,5.25,5.320000171661377,1381900
2024-08-08 00:00:00+00:00,5.349999904632568,5.489999771118164,5.300000190734863,5.46999979019165,1196900
2024-08-09 00:00:00+00:00,5.449999809265137,5.510000228881836,5.315000057220459,5.400000095367432,890100
2024-08-12 00:00:00+00:00,5.449999809265137,5.485000133514404,5.289999961853027,5.460000038146973,978700
2024-08-13 00:00:00+00:00,5.449999809265137,5.480000019073486,5.369999885559082,5.449999809265137,959400
2024-08-14 00:00:00+00:00,5.480000019073486,5.639999866485596,5.409999847412109,5.590000152587891,1092400
2024-08-15 00:00:00+00:00,5.679999828338623,5.71999979019165,5.53000020980835,5.590000152587891,1194400
2024-08-16 00:00:00+00:00,5.599999904632568,6.320000171661377,5.510000228881836,6.260000228881836,2922500
2024-08-19 00:00:00+00:00,6.25,6.519999980926514,6.230000019073486,6.440000057220459,2025100
2024-08-20 00:00:00+00:00,6.460000038146973,6.53000020980835,6.320000171661377,6.429999828338623,1207800
2024-08-21 00:00:00+00:00,6.429999828338623,6.699999809265137,6.340000152587891,6.590000152587891,1862000
2024-08-22 00:00:00+00:00,6.650000095367432,6.739999771118164,6.550000190734863,6.650000095367432,1675300
2024-08-23 00:00:00+00:00,6.670000076293945,6.940000057220459,6.619999885559082,6.760000228881836,1701500
2024-08-26 00:00:00+00:00,6.800000190734863,6.829999923706055,6.579999923706055,6.710000038146973,1128000
2024-08-27 00:00:00+00:00,6.710000038146973,6.78000020980835,6.519999980926514,6.730000019073486,880100
2024-08-28 00:00:00+00:00,6.699999809265137,6.960000038146973,6.599999904632568,6.610000133514404,2359500
2024-08-29 00:00:00+00:00,6.630000114440918,7.03000020980835,6.625,6.900000095367432,1393400
2024-08-30 00:00:00+00:00,6.909999847412109,6.980000019073486,6.71999979019165,6.809999942779541,1128200
2024-09-03 00:00:00+00:00,6.789999961853027,6.920000076293945,6.639999866485596,6.679999828338623,1022800
2024-09-04 00:00:00+00:00,6.670000076293945,7.010000228881836,6.610000133514404,6.980000019073486,1299900
2024-09-05 00:00:00+00:00,6.949999809265137,7.03000020980835,6.820000171661377,6.909999847412109,1493500
2024-09-06 00:00:00+00:00,6.929999828338623,7.445000171661377,6.84499979019165,7.260000228881836,2678600
2024-09-09 00:00:00+00:00,7.25,7.329999923706055,6.78000020980835,6.869999885559082,1576700
2024-09-10 00:00:00+00:00,6.869999885559082,6.929999828338623,6.539999961853027,6.559999942779541,1346000
2024-09-11 00:00:00+00:00,6.5,6.619999885559082,6.420000076293945,6.53000020980835,879000
2024-09-12 00:00:00+00:00,6.53000020980835,6.625,6.425000190734863,6.579999923706055,1131000
2024-09-13 00:00:00+00:00,6.849999904632568,7.190000057220459,6.715000152587891,7.03000020980835,1952000
2024-09-16 00:00:00+00:00,7.099999904632568,7.360000133514404,7.010000228881836,7.130000114440918,1261100
2024-09-17 00:00:00+00:00,7.119999885559082,7.400000095367432,7.110000133514404,7.139999866485596,1674600
2024-09-18 00:00:00+00:00,7.170000076293945,7.340000152587891,6.985000133514404,7.079999923706055,929400
2024-09-19 00:00:00+00:00,7.21999979019165,7.28000020980835,7.114999771118164,7.199999809265137,740500
2024-09-20 00:00:00+00:00,7.179999828338623,7.315000057220459,7.150000095367432,7.199999809265137,2965000
2024-09-23 00:00:00+00:00,7.159999847412109,7.21999979019165,6.954999923706055,6.980000019073486,932200
2024-09-24 00:00:00+00:00,7.150000095367432,7.150000095367432,6.804999828338623,7.019999980926514,987300
2024-09-25 00:00:00+00:00,7.03000020980835,7.199999809265137,6.934999942779541,7.199999809265137,807200
2024-09-26 00:00:00+00:00,7.269999980926514,7.28000020980835,7.090000152587891,7.159999847412109,1017600
2024-09-27 00:00:00+00:00,7.210000038146973,7.309999942779541,7.110000133514404,7.28000020980835,791000
2024-09-30 00:00:00+00:00,7.239999771118164,7.445000171661377,7.215000152587891,7.329999923706055,918100
2024-10-01 00:00:00+00:00,7.300000190734863,7.340000152587891,7.105000019073486,7.260000228881836,873200
2024-10-02 00:00:00+00:00,7.21999979019165,7.309999942779541,7.039999961853027,7.119999885559082,1143600
2024-10-03 00:00:00+00:00,7.039999961853027,7.119999885559082,6.90500020980835,7.019999980926514,1048600
2024-10-04 00:00:00+00:00,7.079999923706055,7.159999847412109,6.989999771118164,7.119999885559082,820200
2024-10-07 00:00:00+00:00,7.119999885559082,7.199999809265137,6.829999923706055,6.840000152587891,606200
2024-10-08 00:00:00+00:00,6.820000171661377,6.914999961853027,6.760000228881836,6.820000171661377,522300
2024-10-09 00:00:00+00:00,6.829999923706055,6.855000019073486,6.710000038146973,6.75,699700
2024-10-10 00:00:00+00:00,6.699999809265137,6.980000019073486,6.639999866485596,6.980000019073486,963200
2024-10-11 00:00:00+00:00,7.0,7.110000133514404,6.914999961853027,7.079999923706055,895100
2024-10-14 00:00:00+00:00,7.079999923706055,7.125,6.989999771118164,7.119999885559082,536600
2024-10-15 00:00:00+00:00,7.130000114440918,7.255000114440918,7.079999923706055,7.199999809265137,793200
2024-10-16 00:00:00+00:00,7.260000228881836,7.324999809265137,7.170000076293945,7.179999828338623,685100
2024-10-17 00:00:00+00:00,7.159999847412109,7.300000190734863,7.125,7.179999828338623,701400
2024-10-18 00:00:00+00:00,7.199999809265137,7.224999904632568,6.949999809265137,7.03000020980835,1079000
2024-10-21 00:00:00+00:00,7.03000020980835,7.199999809265137,6.940000057220459,7.170000076293945,1019600
2024-10-22 00:00:00+00:00,7.130000114440918,7.159999847412109,7.0,7.070000171661377,530400
2024-10-23 00:00:00+00:00,7.039999961853027,7.050000190734863,6.849999904632568,6.989999771118164,812000
2024-10-24 00:00:00+00:00,7.019999980926514,7.074999809265137,6.940000057220459,7.039999961853027,622200
2024-10-25 00:00:00+00:00,7.050000190734863,7.179999828338623,6.995999813079834,7.050000190734863,808700
2024-10-28 00:00:00+00:00,7.119999885559082,7.320000171661377,7.090000152587891,7.239999771118164,1072200
2024-10-29 00:00:00+00:00,7.210000038146973,7.5,7.179999828338623,7.489999771118164,1037100
2024-10-30 00:00:00+00:00,7.480000019073486,7.485000133514404,7.324999809265137,7.360000133514404,891500
2024-10-31 00:00:00+00:00,7.369999885559082,7.389999866485596,7.210000038146973,7.210000038146973,825200
2024-11-01 00:00:00+00:00,7.199999809265137,7.369999885559082,7.159999847412109,7.320000171661377,821000
2024-11-04 00:00:00+00:00,7.28000020980835,7.28000020980835,7.03000020980835,7.210000038146973,1196700
2024-11-05 00:00:00+00:00,7.170000076293945,7.349999904632568,7.090000152587891,7.320000171661377,962200
2024-11-06 00:00:00+00:00,7.449999809265137,7.565000057220459,7.320000171661377,7.519999980926514,1650800
2024-11-07 00:00:00+00:00,7.840000152587891,8.739999771118164,7.800000190734863,8.34000015258789,4245700
2024-11-08 00:00:00+00:00,8.390000343322754,8.399999618530273,7.980000019073486,8.319999694824219,2230100
2024-11-11 00:00:00+00:00,8.289999961853027,8.701000213623047,8.289999961853027,8.489999771118164,1961300
2024-11-12 00:00:00+00:00,8.449999809265137,8.579999923706055,8.274999618530273,8.380000114440918,1551800
2024-11-13 00:00:00+00:00,8.430000305175781,8.479999542236328,8.0600004196167,8.279999732971191,1579100
2024-11-14 00:00:00+00:00,8.329999923706055,8.40999984741211,8.100000381469727,8.329999923706055,1406500
2024-11-15 00:00:00+00:00,8.359999656677246,8.390000343322754,8.069999694824219,8.119999885559082,1444500
2024-11-18 00:00:00+00:00,8.130000114440918,8.140000343322754,7.869999885559082,8.010000228881836,1195600
2024-11-19 00:00:00+00:00,7.949999809265137,8.140000343322754,7.889999866485596,8.130000114440918,1260900
2024-11-20 00:00:00+00:00,8.069999694824219,8.260000228881836,7.909999847412109,8.239999771118164,1273500
2024-11-21 00:00:00+00:00,8.310999870300293,8.829999923706055,8.300000190734863,8.770000457763672,2417400
2024-11-22 00:00:00+00:00,8.75,9.039999961853027,8.649999618530273,8.859999656677246,1595800
2024-11-25 00:00:00+00:00,8.9399995803833,8.994999885559082,8.6899995803833,8.710000038146973,1620500
2024-11-26 00:00:00+00:00,8.699999809265137,8.779999732971191,8.649999618530273,8.710000038146973,750600
2024-11-27 00:00:00+00:00,8.75,8.90999984741211,8.699999809265137,8.850000381469727,1215700
2024-11-29 00:00:00+00:00,8.869999885559082,9.020000457763672,8.770000457763672,8.859999656677246,772000
2024-12-02 00:00:00+00:00,8.850000381469727,9.239999771118164,8.760000228881836,9.100000381469727,2327600
2024-12-03 00:00:00+00:00,9.100000381469727,9.170000076293945,8.8149995803833,8.850000381469727,1329200
2024-12-04 00:00:00+00:00,8.850000381469727,8.914999961853027,8.710000038146973,8.720000267028809,887100
2024-12-05 00:00:00+00:00,8.710000038146973,8.994999885559082,8.710000038146973,8.880000114440918,1195300
2024-12-06 00:00:00+00:00,8.850000381469727,9.15999984741211,8.845000267028809,8.930000305175781,1196000
2024-12-09 00:00:00+00:00,8.9399995803833,9.1899995803833,8.875,9.130000114440918,1688000
2024-12-10 00:00:00+00:00,9.5,10.670000076293945,9.430000305175781,10.4399995803833,4636900
2024-12-11 00:00:00+00:00,10.489999771118164,10.489999771118164,9.979999542236328,10.109999656677246,2126400
2024-12-12 00:00:00+00:00,10.050000190734863,10.149999618530273,9.680000305175781,9.6899995803833,1353600
2024-12-13 00:00:00+00:00,9.649999618530273,9.6850004196167,9.220000267028809,9.369999885559082,1279700
2024-12-16 00:00:00+00:00,9.369999885559082,9.65999984741211,9.260000228881836,9.630000114440918,1090000
2024-12-17 00:00:00+00:00,9.600000381469727,9.760000228881836,9.399999618530273,9.550000190734863,1432900
2024-12-18 00:00:00+00:00,9.569999694824219,9.595000267028809,8.96500015258789,9.100000381469727,1184700
2024-12-19 00:00:00+00:00,9.149999618530273,9.208000183105469,8.920000076293945,9.039999961853027,1135400
2024-12-20 00:00:00+00:00,8.949999809265137,9.229999542236328,8.920000076293945,9.029999732971191,1584300
2024-12-23 00:00:00+00:00,9.010000228881836,9.050000190734863,8.930000305175781,8.949999809265137,938600
2024-12-24 00:00:00+00:00,8.989999771118164,9.010000228881836,8.890000343322754,8.979999542236328,487400
2024-12-26 00:00:00+00:00,8.970000267028809,9.260000228881836,8.899999618530273,9.25,771700
2024-12-27 00:00:00+00:00,9.180000305175781,9.255000114440918,8.989999771118164,9.199999809265137,821300
2024-12-30 00:00:00+00:00,9.140000343322754,9.305000305175781,8.994999885559082,9.170000076293945,1045600
2024-12-31 00:00:00+00:00,9.1899995803833,9.234999656677246,8.90999984741211,8.979999542236328,1250300
2025-01-02 00:00:00+00:00,9.050000190734863,9.109999656677246,8.75,8.770000457763672,1526700
2025-01-03 00:00:00+00:00,8.770000457763672,8.960000038146973,8.520000457763672,8.539999961853027,1604900
2025-01-06 00:00:00+00:00,8.630000114440918,8.680000305175781,8.329999923706055,8.380000114440918,1668700
2025-01-07 00:00:00+00:00,8.399999618530273,8.571000099182129,8.34000015258789,8.420000076293945,1407500
2025-01-08 00:00:00+00:00,8.380000114440918,8.529999732971191,8.270000457763672,8.34000015258789,1380500
2025-01-10 00:00:00+00:00,8.199999809265137,8.270000457763672,7.789999961853027,8.069999694824219,2415000
2025-01-13 00:00:00+00:00,7.940000057220459,7.954999923706055,7.579999923706055,7.769999980926514,2698900
2025-01-14 00:00:00+00:00,7.849999904632568,7.940000057220459,7.519999980926514,7.550000190734863,1604300
2025-01-15 00:00:00+00:00,7.730000019073486,7.78000020980835,7.610000133514404,7.690000057220459,1146300
2025-01-16 00:00:00+00:00,7.679999828338623,7.75,7.599999904632568,7.739999771118164,1048900
2025-01-17 00:00:00+00:00,7.809999942779541,8.029999732971191,7.670000076293945,8.010000228881836,1596300
2025-01-21 00:00:00+00:00,8.069999694824219,8.1899995803833,7.690000057220459,7.730000019073486,1790900
2025-01-22 00:00:00+00:00,7.679999828338623,7.835000038146973,7.644000053405762,7.730000019073486,1148600
2025-01-23 00:00:00+00:00,7.690000057220459,8.04699993133545,7.664999961853027,8.029999732971191,1043600
2025-01-24 00:00:00+00:00,8.0,8.109999656677246,7.965000152587891,8.0,946000
