"('date', '')","('open', 'ACLX')","('high', 'ACLX')","('low', 'ACLX')","('close', 'ACLX')","('volume', 'ACLX')"
2024-01-02 00:00:00+00:00,54.560001373291016,58.529998779296875,54.25,56.150001525878906,533100
2024-01-03 00:00:00+00:00,55.56999969482422,56.61899948120117,53.45000076293945,54.45000076293945,379500
2024-01-04 00:00:00+00:00,54.689998626708984,56.56999969482422,54.31999969482422,54.349998474121094,722800
2024-01-05 00:00:00+00:00,53.439998626708984,53.8849983215332,51.369998931884766,51.849998474121094,526100
2024-01-08 00:00:00+00:00,51.720001220703125,54.30500030517578,51.439998626708984,54.15999984741211,513000
2024-01-09 00:00:00+00:00,52.68000030517578,55.529998779296875,52.15999984741211,55.20000076293945,374300
2024-01-10 00:00:00+00:00,55.20000076293945,56.40999984741211,54.439998626708984,55.150001525878906,432500
2024-01-11 00:00:00+00:00,54.290000915527344,54.970001220703125,53.5099983215332,54.27000045776367,388500
2024-01-12 00:00:00+00:00,55.08000183105469,56.35499954223633,55.08000183105469,55.560001373291016,237800
2024-01-16 00:00:00+00:00,54.630001068115234,55.689998626708984,54.380001068115234,54.75,308300
2024-01-17 00:00:00+00:00,54.029998779296875,54.939998626708984,53.61000061035156,54.83000183105469,180200
2024-01-18 00:00:00+00:00,55.20000076293945,56.59000015258789,52.779998779296875,53.18000030517578,257000
2024-01-19 00:00:00+00:00,53.7400016784668,55.33000183105469,53.279998779296875,55.27000045776367,444700
2024-01-22 00:00:00+00:00,55.779998779296875,57.689998626708984,55.779998779296875,56.900001525878906,472100
2024-01-23 00:00:00+00:00,57.75,58.209999084472656,55.0,56.08000183105469,374400
2024-01-24 00:00:00+00:00,56.970001220703125,57.61899948120117,56.029998779296875,56.15999984741211,276200
2024-01-25 00:00:00+00:00,57.189998626708984,60.0,56.06999969482422,59.34000015258789,621300
2024-01-26 00:00:00+00:00,59.459999084472656,63.02000045776367,58.2599983215332,62.81999969482422,658800
2024-01-29 00:00:00+00:00,62.959999084472656,65.41999816894531,62.1870002746582,64.38999938964844,692000
2024-01-30 00:00:00+00:00,64.27999877929688,64.27999877929688,61.869998931884766,63.63999938964844,320100
2024-01-31 00:00:00+00:00,63.029998779296875,64.74500274658203,61.560001373291016,61.84000015258789,388300
2024-02-01 00:00:00+00:00,62.36000061035156,64.86000061035156,62.099998474121094,63.81999969482422,576000
2024-02-02 00:00:00+00:00,62.08000183105469,64.19999694824219,60.80099868774414,63.540000915527344,290200
2024-02-05 00:00:00+00:00,62.970001220703125,66.81500244140625,62.380001068115234,66.47000122070312,398100
2024-02-06 00:00:00+00:00,67.25,67.5199966430664,64.1500015258789,65.88999938964844,495700
2024-02-07 00:00:00+00:00,66.06999969482422,66.06999969482422,63.7599983215332,63.869998931884766,485800
2024-02-08 00:00:00+00:00,63.83000183105469,64.83999633789062,61.119998931884766,61.560001373291016,434500
2024-02-09 00:00:00+00:00,61.58000183105469,65.0199966430664,61.17499923706055,64.88999938964844,422500
2024-02-12 00:00:00+00:00,65.26000213623047,66.05500030517578,63.80500030517578,64.56999969482422,411400
2024-02-13 00:00:00+00:00,62.09000015258789,63.369998931884766,60.349998474121094,61.09000015258789,478800
2024-02-14 00:00:00+00:00,63.18000030517578,64.4800033569336,61.474998474121094,64.44000244140625,386300
2024-02-15 00:00:00+00:00,65.13999938964844,66.30999755859375,63.66999816894531,63.790000915527344,305500
2024-02-16 00:00:00+00:00,63.369998931884766,63.369998931884766,60.470001220703125,61.38999938964844,371800
2024-02-20 00:00:00+00:00,60.93000030517578,61.70000076293945,59.13999938964844,59.91999816894531,353600
2024-02-21 00:00:00+00:00,59.06999969482422,60.0099983215332,58.16999816894531,59.970001220703125,394200
2024-02-22 00:00:00+00:00,60.0,61.90999984741211,60.0,60.5,338000
2024-02-23 00:00:00+00:00,60.709999084472656,62.63999938964844,59.630001068115234,62.0099983215332,240700
2024-02-26 00:00:00+00:00,62.0099983215332,64.91000366210938,61.16999816894531,64.29000091552734,323200
2024-02-27 00:00:00+00:00,64.38999938964844,67.80000305175781,64.38999938964844,67.62000274658203,489400
2024-02-28 00:00:00+00:00,67.16999816894531,68.12000274658203,66.56999969482422,67.31999969482422,511100
2024-02-29 00:00:00+00:00,69.4000015258789,70.05000305175781,64.5199966430664,65.81999969482422,819800
2024-03-01 00:00:00+00:00,66.5199966430664,69.9800033569336,66.5199966430664,66.81999969482422,710000
2024-03-04 00:00:00+00:00,68.08999633789062,68.08999633789062,66.17500305175781,67.91000366210938,316100
2024-03-05 00:00:00+00:00,67.63999938964844,70.0,67.12000274658203,69.63999938964844,441800
2024-03-06 00:00:00+00:00,70.37999725341797,73.30000305175781,69.66999816894531,72.94999694824219,565900
2024-03-07 00:00:00+00:00,73.68000030517578,75.0999984741211,70.58999633789062,70.7699966430664,620600
2024-03-08 00:00:00+00:00,73.08000183105469,74.55500030517578,70.6500015258789,72.3499984741211,406300
2024-03-11 00:00:00+00:00,71.58999633789062,72.08499908447266,68.5999984741211,68.83999633789062,457100
2024-03-12 00:00:00+00:00,69.0999984741211,69.33499908447266,67.81999969482422,68.33000183105469,480100
2024-03-13 00:00:00+00:00,68.0,70.66000366210938,67.05000305175781,70.55000305175781,553600
2024-03-14 00:00:00+00:00,70.16999816894531,70.56999969482422,68.30999755859375,69.56999969482422,450700
2024-03-15 00:00:00+00:00,68.77999877929688,71.26000213623047,68.77999877929688,70.62000274658203,726600
2024-03-18 00:00:00+00:00,70.95999908447266,71.37000274658203,68.125,69.11000061035156,473800
2024-03-19 00:00:00+00:00,69.05000305175781,73.22000122070312,68.68499755859375,73.04000091552734,704500
2024-03-20 00:00:00+00:00,72.94000244140625,73.91000366210938,71.6449966430664,73.48999786376953,411100
2024-03-21 00:00:00+00:00,74.56999969482422,74.56999969482422,71.91999816894531,72.04000091552734,339700
2024-03-22 00:00:00+00:00,72.54000091552734,72.54000091552734,68.95999908447266,70.2300033569336,477500
2024-03-25 00:00:00+00:00,71.0199966430664,71.80999755859375,68.29000091552734,68.83000183105469,478100
2024-03-26 00:00:00+00:00,68.80999755859375,70.41999816894531,67.77999877929688,70.12999725341797,325700
2024-03-27 00:00:00+00:00,70.5999984741211,71.38500213623047,69.3499984741211,70.44999694824219,318200
2024-03-28 00:00:00+00:00,70.98999786376953,70.98999786376953,69.0199966430664,69.55000305175781,336400
2024-04-01 00:00:00+00:00,69.19000244140625,69.19000244140625,66.16000366210938,66.9800033569336,417700
2024-04-02 00:00:00+00:00,65.27999877929688,66.16999816894531,64.19999694824219,64.38999938964844,436700
2024-04-03 00:00:00+00:00,63.58000183105469,64.7249984741211,62.7599983215332,63.20000076293945,440800
2024-04-04 00:00:00+00:00,63.119998931884766,64.48500061035156,61.75,62.0099983215332,389600
2024-04-05 00:00:00+00:00,62.33000183105469,63.96500015258789,61.119998931884766,62.220001220703125,319400
2024-04-08 00:00:00+00:00,62.79999923706055,62.79999923706055,60.244998931884766,60.70000076293945,407300
2024-04-09 00:00:00+00:00,60.599998474121094,61.31999969482422,59.41999816894531,60.560001373291016,490000
2024-04-10 00:00:00+00:00,58.900001525878906,60.290000915527344,58.5099983215332,59.08000183105469,521300
2024-04-11 00:00:00+00:00,59.540000915527344,60.5099983215332,59.220001220703125,60.16999816894531,326600
2024-04-12 00:00:00+00:00,59.72999954223633,59.79999923706055,57.54999923706055,58.06999969482422,496300
2024-04-15 00:00:00+00:00,58.08000183105469,59.13999938964844,56.869998931884766,56.959999084472656,382000
2024-04-16 00:00:00+00:00,56.34000015258789,56.75,54.79999923706055,55.220001220703125,747600
2024-04-17 00:00:00+00:00,55.869998931884766,55.869998931884766,53.25,53.54999923706055,472400
2024-04-18 00:00:00+00:00,53.2400016784668,54.88999938964844,52.59000015258789,54.5,692200
2024-04-19 00:00:00+00:00,54.22999954223633,55.119998931884766,51.029998779296875,51.650001525878906,742700
2024-04-22 00:00:00+00:00,52.279998779296875,53.349998474121094,50.540000915527344,52.0,438400
2024-04-23 00:00:00+00:00,52.25,55.939998626708984,52.25,54.439998626708984,409000
2024-04-24 00:00:00+00:00,54.540000915527344,54.939998626708984,52.540000915527344,52.81999969482422,312900
2024-04-25 00:00:00+00:00,51.52000045776367,51.96500015258789,49.65999984741211,51.380001068115234,631800
2024-04-26 00:00:00+00:00,51.349998474121094,52.68000030517578,50.869998931884766,51.91999816894531,339700
2024-04-29 00:00:00+00:00,52.08000183105469,52.45000076293945,50.59000015258789,51.11000061035156,388000
2024-04-30 00:00:00+00:00,50.619998931884766,51.595001220703125,49.80799865722656,50.02000045776367,500300
2024-05-01 00:00:00+00:00,50.27000045776367,53.970001220703125,50.189998626708984,52.18000030517578,542100
2024-05-02 00:00:00+00:00,52.459999084472656,54.04999923706055,51.31999969482422,53.290000915527344,295400
2024-05-03 00:00:00+00:00,54.689998626708984,55.849998474121094,52.369998931884766,52.689998626708984,403000
2024-05-06 00:00:00+00:00,52.540000915527344,53.68000030517578,51.02000045776367,52.66999816894531,261500
2024-05-07 00:00:00+00:00,52.779998779296875,52.970001220703125,51.29999923706055,52.41999816894531,311300
2024-05-08 00:00:00+00:00,52.08000183105469,52.64500045776367,50.73500061035156,52.25,545500
2024-05-09 00:00:00+00:00,52.119998931884766,53.47999954223633,51.59000015258789,52.72999954223633,377200
2024-05-10 00:00:00+00:00,51.810001373291016,52.72999954223633,47.880001068115234,49.7400016784668,925500
2024-05-13 00:00:00+00:00,50.439998626708984,51.189998626708984,48.4900016784668,49.77000045776367,587900
2024-05-14 00:00:00+00:00,50.68000030517578,51.849998474121094,49.459999084472656,50.619998931884766,354300
2024-05-15 00:00:00+00:00,52.2599983215332,54.560001373291016,51.220001220703125,51.720001220703125,642600
2024-05-16 00:00:00+00:00,51.720001220703125,53.11000061035156,51.0,52.790000915527344,538400
2024-05-17 00:00:00+00:00,52.93000030517578,54.880001068115234,52.314998626708984,53.619998931884766,439300
2024-05-20 00:00:00+00:00,53.72999954223633,54.400001525878906,53.58000183105469,54.36000061035156,305300
2024-05-21 00:00:00+00:00,54.209999084472656,55.44499969482422,53.0099983215332,53.27000045776367,582200
2024-05-22 00:00:00+00:00,53.18000030517578,54.34000015258789,52.22999954223633,54.2599983215332,405000
2024-05-23 00:00:00+00:00,54.349998474121094,54.349998474121094,50.439998626708984,50.630001068115234,849700
2024-05-24 00:00:00+00:00,50.709999084472656,52.314998626708984,50.70000076293945,51.900001525878906,438300
