"('date', '')","('open', 'BSL')","('high', 'BSL')","('low', 'BSL')","('close', 'BSL')","('volume', 'BSL')"
2010-08-25 00:00:00+00:00,6.109611838165233,6.138476196155229,6.0133977193415475,6.042262077331543,57000
2010-08-26 00:00:00+00:00,6.0615053069049125,6.0615053069049125,5.971705617968893,6.029433727264404,69200
2010-08-27 00:00:00+00:00,6.039060161015761,6.074338987694098,6.0294384959994,6.058302879333496,11500
2010-08-30 00:00:00+00:00,6.04546925648125,6.07754083311665,5.981326103210449,5.981326103210449,62800
2010-08-31 00:00:00+00:00,6.042264027402187,6.0679211748166795,6.019814099878836,6.064713954925537,40700
2010-09-01 00:00:00+00:00,6.035847627508774,6.0903691245233205,6.029433189809546,6.045469284057617,36600
2010-09-02 00:00:00+00:00,6.067919895975599,6.244312670810346,6.067919895975599,6.1641340255737305,59600
2010-09-03 00:00:00+00:00,6.164133928011492,6.167341147175937,6.132062959796061,6.154512882232666,20300
2010-09-07 00:00:00+00:00,6.186586024796765,6.353357181470103,6.125650068709867,6.189792633056641,20200
2010-09-08 00:00:00+00:00,6.292424670875504,6.29883850199837,6.103202889164845,6.205831527709961,57000
2010-09-09 00:00:00+00:00,6.237900320960048,6.253935809118075,6.157721656740585,6.189792633056641,55900
2010-09-10 00:00:00+00:00,6.221862748018416,6.244312670810346,6.1192341799898715,6.1641340255737305,50100
2010-09-13 00:00:00+00:00,6.202619153077999,6.253933429718018,6.180169233512294,6.253933429718018,55500
2010-09-14 00:00:00+00:00,6.205828740016366,6.286007404327393,6.196207080081765,6.286007404327393,44900
2010-09-15 00:00:00+00:00,6.2860107421875,6.2860107421875,6.234406803173027,6.2860107421875,51500
2010-09-16 00:00:00+00:00,6.208604830252821,6.282785415649414,6.208604830252821,6.282785415649414,32900
2010-09-17 00:00:00+00:00,6.2892301564782125,6.292455476532332,6.234400945891983,6.263428211212158,55600
2010-09-20 00:00:00+00:00,6.327932134018015,6.327932134018015,6.256976337154508,6.289228916168213,51300
2010-09-21 00:00:00+00:00,6.289230938533722,6.289230938533722,6.195698490834354,6.244077682495117,32000
2010-09-22 00:00:00+00:00,6.227953275877165,6.256980555040367,6.215052604675293,6.215052604675293,59100
2010-09-23 00:00:00+00:00,6.244076817997819,6.256977482865467,6.131193078363173,6.1892476081848145,70300
2010-09-24 00:00:00+00:00,6.192476726664988,6.192476726664988,6.160224121961752,6.176350116729736,67600
2010-09-27 00:00:00+00:00,6.218274873095634,6.256977482865467,6.1763463281502755,6.1892476081848145,21200
2010-09-28 00:00:00+00:00,6.166675263446557,6.192477226257324,6.144098007715732,6.192477226257324,17400
2010-09-29 00:00:00+00:00,6.186025268211342,6.211827225543277,6.115069424173132,6.137646675109863,121000
2010-09-30 00:00:00+00:00,6.169899970526499,6.192477226257324,6.160224618952035,6.192477226257324,70900
2010-10-01 00:00:00+00:00,6.215053890630036,6.25698184967041,6.211828568370419,6.25698184967041,48500
2010-10-04 00:00:00+00:00,6.250527671589802,6.250527671589802,6.186023108365287,6.224725723266602,41500
2010-10-05 00:00:00+00:00,6.205374178216842,6.247302727115987,6.127968336211052,6.140869617462158,108600
2010-10-06 00:00:00+00:00,6.173124327739595,6.2086022517459405,6.1569983341915595,6.18280029296875,36400
2010-10-07 00:00:00+00:00,6.1505434005337385,6.211823240572914,6.1505434005337385,6.173120021820068,80500
2010-10-08 00:00:00+00:00,6.189246862023044,6.221499443054199,6.160219600611685,6.221499443054199,39800
2010-10-11 00:00:00+00:00,6.247300994067141,6.289228916168213,6.2085977762173385,6.289228916168213,61600
2010-10-12 00:00:00+00:00,6.266653454990588,6.324707984924316,6.227950229979139,6.324707984924316,52900
2010-10-13 00:00:00+00:00,6.321485682656817,6.347287639926144,6.273107089672728,6.337611675262451,57200
2010-10-14 00:00:00+00:00,6.347282102349883,6.369858718368068,6.337606146127811,6.360182762145996,39200
2010-10-15 00:00:00+00:00,6.36986525671653,6.395667217959829,6.347288617524552,6.353739261627197,46900
2010-10-18 00:00:00+00:00,6.246707918166657,6.321305007709153,6.246707918166657,6.292114734649658,47500
2010-10-19 00:00:00+00:00,6.243458643937722,6.32454252243042,6.243458643937722,6.32454252243042,45800
2010-10-20 00:00:00+00:00,6.32454778849959,6.405631734505995,6.295357518447571,6.37319803237915,69300
2010-10-21 00:00:00+00:00,6.389414719280077,6.405631259831102,6.259679920386403,6.331034183502197,72800
2010-10-22 00:00:00+00:00,6.324543405001909,6.350490224995538,6.227242984681043,6.272649765014648,72400
2010-10-25 00:00:00+00:00,6.3180618284380134,6.3180618284380134,6.227248191833496,6.227248191833496,92500
2010-10-26 00:00:00+00:00,6.236979754657613,6.285630020193234,6.227250072723502,6.269413471221924,52300
2010-10-27 00:00:00+00:00,6.288868504197451,6.3050856590271,6.233731415019052,6.3050856590271,46100
2010-10-28 00:00:00+00:00,6.314816058124927,6.360223478238651,6.298599520055129,6.327789783477783,52800
2010-10-29 00:00:00+00:00,6.36022324791643,6.37968321661974,6.256435923337113,6.35049295425415,69400
2010-11-01 00:00:00+00:00,6.337522533524292,6.405632762158282,6.318061937953284,6.389416217803955,77600
2010-11-02 00:00:00+00:00,6.41860405386608,6.4510371302521685,6.392656602963163,6.421846866607666,89200
2010-11-03 00:00:00+00:00,6.392661873358932,6.447799014742594,6.3796887558331346,6.434825897216797,62000
2010-11-04 00:00:00+00:00,6.4250903279298734,6.470497748600429,6.34400639934401,6.428333759307861,73100
2010-11-05 00:00:00+00:00,6.451037927517704,6.470498518099971,6.399144256541035,6.460768222808838,62600
2010-11-08 00:00:00+00:00,6.454285882816387,6.4705030530008685,6.4121224775803105,6.434825897216797,40900
2010-11-09 00:00:00+00:00,6.382932189870031,6.483476170526666,6.382932189870031,6.434825897216797,48300
2010-11-10 00:00:00+00:00,6.40887618035011,6.4705001622767835,6.40887618035011,6.43157958984375,62100
2010-11-11 00:00:00+00:00,6.38941620344435,6.476986408831029,6.38941620344435,6.43157958984375,76900
2010-11-12 00:00:00+00:00,6.327787498249885,6.444548509773231,6.327787498249885,6.425087928771973,35000
2010-11-15 00:00:00+00:00,6.399143465688892,6.470497718429357,6.389413790221576,6.421846866607666,40300
2010-11-16 00:00:00+00:00,6.340764583903326,6.408875422956494,6.272654363471596,6.399145126342773,84900
2010-11-17 00:00:00+00:00,6.3600067984409625,6.389360725739409,6.271945016545622,6.311083793640137,98700
2010-11-18 00:00:00+00:00,6.304559024349045,6.457851234599546,6.304559024349045,6.428497314453125,61500
2010-11-19 00:00:00+00:00,6.457847831290508,6.457847831290508,6.307817315910631,6.369786739349365,56500
2010-11-22 00:00:00+00:00,6.35348527003962,6.438285458090243,6.275208316936721,6.333916187286377,63300
2010-11-23 00:00:00+00:00,6.203448577665981,6.330648425235788,5.978402167120743,6.278463840484619,137000
2010-11-24 00:00:00+00:00,6.245853012759525,6.337176415741076,6.193668388795722,6.2817301750183105,104100
2010-11-26 00:00:00+00:00,6.307823343882897,6.343700511015396,6.262161947234169,6.337177276611328,12200
2010-11-29 00:00:00+00:00,6.3926167488098145,6.4121858091893005,6.311078271457877,6.3926167488098145,100200
2010-11-30 00:00:00+00:00,6.425238385927992,6.44806908180461,6.399146073199027,6.40893030166626,49100
2010-12-01 00:00:00+00:00,6.415453535370953,6.467638160828882,6.392622839494335,6.40893030166626,50700
2010-12-02 00:00:00+00:00,6.4121904373168945,6.4448059762164345,6.369790672210256,6.4121904373168945,47700
2010-12-03 00:00:00+00:00,6.38936102091081,6.4643763398769,6.38936102091081,6.421976566314697,54800
2010-12-06 00:00:00+00:00,6.386095854348674,6.5035115036994,6.37957262447598,6.395880699157715,53200
2010-12-07 00:00:00+00:00,6.431760060052583,6.457852368978345,6.425237449388429,6.448068141937256,50700
2010-12-08 00:00:00+00:00,6.428497189383288,6.506774722977214,6.428497189383288,6.4872050285339355,94300
2010-12-09 00:00:00+00:00,6.5817909355578585,6.5817909355578585,6.444806165821452,6.490467548370361,77100
2010-12-10 00:00:00+00:00,6.513301372528076,6.513301372528076,6.454594119051286,6.513301372528076,52600
2010-12-13 00:00:00+00:00,6.51330004056224,6.51330004056224,6.4448079478009195,6.4578537940979,61900
2010-12-14 00:00:00+00:00,6.44480402885678,6.506773471832275,6.44480402885678,6.506773471832275,61300
2010-12-15 00:00:00+00:00,6.526450511967,6.5526874744311865,6.437900529073423,6.480535984039307,83400
2010-12-16 00:00:00+00:00,6.503494160085087,6.506773859045388,6.434622358534626,6.4542999267578125,55700
2010-12-17 00:00:00+00:00,6.4280629664113125,6.5100535638769195,6.4280629664113125,6.490375995635986,53100
2010-12-20 00:00:00+00:00,6.4903793939596675,6.510056972503662,6.480540291918198,6.510056972503662,48700
2010-12-21 00:00:00+00:00,6.510055983793789,6.542852360078818,6.483819007873535,6.483819007873535,56300
2010-12-22 00:00:00+00:00,6.523172309508887,6.559248375747875,6.470698372545997,6.503494739532471,82500
2010-12-23 00:00:00+00:00,6.526454357833648,6.55597103619157,6.506776780774666,6.513336181640625,64200
2010-12-27 00:00:00+00:00,6.5428467594937425,6.588761271667296,6.516609806031953,6.519888877868652,71300
2010-12-28 00:00:00+00:00,6.55596492345548,6.578922179542257,6.480533760445125,6.519888877868652,71000
2010-12-29 00:00:00+00:00,6.4704237197194,6.582550764396174,6.4704237197194,6.536380767822266,33600
2010-12-30 00:00:00+00:00,6.589151660691388,6.612236676505521,6.556172797091411,6.579258441925049,58000
2010-12-31 00:00:00+00:00,6.605638544681368,6.605638544681368,6.579255591037407,6.582552909851074,27500
2011-01-03 00:00:00+00:00,6.6089364925142675,6.612233811327934,6.53308495039605,6.582552909851074,63900
2011-01-04 00:00:00+00:00,6.60563724022006,6.60563724022006,6.539679554625665,6.575956344604492,50600
2011-01-05 00:00:00+00:00,6.592444755650604,6.595742702484131,6.572657703668483,6.595742702484131,62400
2011-01-06 00:00:00+00:00,6.605643272399902,6.612238543766764,6.589153521433542,6.605643272399902,82900
2011-01-07 00:00:00+00:00,6.556172149076487,6.61223602294922,6.556172149076487,6.612236022949219,77100
2011-01-10 00:00:00+00:00,6.605635904489803,6.625422954559325,6.585848225401301,6.625422954559326,83300
2011-01-11 00:00:00+00:00,6.635321103183005,6.6617040634155265,6.585852502355059,6.661704063415527,126800
2011-01-12 00:00:00+00:00,6.734256321044222,6.859575211388145,6.618830646584177,6.645213603973389,134500
2011-01-13 00:00:00+00:00,6.724361686464184,6.787021438787345,6.595744862923338,6.615531921386719,101900
2011-01-14 00:00:00+00:00,6.674896370001446,6.674896370001446,6.6023433742149455,6.63202428817749,65700
2011-01-18 00:00:00+00:00,6.658404634555166,6.671595797229257,6.533085129545431,6.651808738708496,72700
2011-01-19 00:00:00+00:00,6.645213603973388,6.661703345478721,6.618830646584177,6.645213603973389,68900
2011-01-20 00:00:00+00:00,6.655105449296274,6.681488398758514,6.6155307105933465,6.658403396606445,74500
2011-01-21 00:00:00+00:00,6.67819167370988,6.697978732173261,6.612233973472947,6.615531921386719,113000
2011-01-24 00:00:00+00:00,6.681492352967424,6.681492352967424,6.572662543401152,6.579258441925049,123100
2011-01-25 00:00:00+00:00,6.64191542134671,6.678192222359282,6.5561706556020045,6.5627665519714355,145600
2011-01-26 00:00:00+00:00,6.622126268799734,6.635318057370258,6.5561685839853165,6.592445373535156,123800
2011-01-27 00:00:00+00:00,6.6386148721606695,6.678189605852624,6.615529872931635,6.618827819824219,107400
2011-01-28 00:00:00+00:00,6.6617040634155265,6.6682993317091155,6.615533411244071,6.661704063415527,81300
2011-01-31 00:00:00+00:00,6.661700500408757,6.69138139342296,6.589146926810016,6.618827819824219,103200
2011-02-01 00:00:00+00:00,6.592445376285228,6.658403061127161,6.592445376285228,6.655105113983154,83300
2011-02-02 00:00:00+00:00,6.651807668448798,6.694679726515646,6.638615878877984,6.69138240814209,73600
2011-02-03 00:00:00+00:00,6.694676232888858,6.750740051269531,6.648506251523181,6.750740051269531,88000
2011-02-04 00:00:00+00:00,6.760633888284528,6.780420933295701,6.70786801557552,6.750740051269531,91000
2011-02-07 00:00:00+00:00,6.767237807066673,6.793620774717204,6.734258940248617,6.76393985748291,56600
2011-02-08 00:00:00+00:00,6.783718188403732,6.783718188403732,6.641909684051927,6.740846157073975,90400
2011-02-09 00:00:00+00:00,6.74085346109223,6.783725538875815,6.701278703198628,6.773832321166992,97100
2011-02-10 00:00:00+00:00,6.744151323993458,6.790321350097656,6.744151323993458,6.790321350097656,71200
2011-02-11 00:00:00+00:00,6.793620256789914,6.843088238735909,6.783726408792909,6.82659912109375,110900
2011-02-14 00:00:00+00:00,6.823295505032984,6.843082555574386,6.773827564169981,6.777124881744385,69900
2011-02-15 00:00:00+00:00,6.787024358125244,6.82659912109375,6.787024358125244,6.82659912109375,73100
2011-02-16 00:00:00+00:00,6.863064570074063,6.879641767163608,6.806701214638264,6.873010635375977,118600
2011-02-17 00:00:00+00:00,6.899537920878869,6.909484623448557,6.823281764984131,6.823281764984131,124700
2011-02-18 00:00:00+00:00,6.800069704641726,6.803385270351136,6.737075220921948,6.753653049468994,85100
2011-02-22 00:00:00+00:00,6.773547865370047,6.773547865370047,6.630981658530883,6.687345027923584,67000
2011-02-23 00:00:00+00:00,6.7039207406685515,6.737075768075843,6.640926884212204,6.657504081726074,84400
2011-02-24 00:00:00+00:00,6.680714181205903,6.796756491686246,6.680714181205903,6.72381591796875,72000
2011-02-25 00:00:00+00:00,6.780176942764769,6.780176942764769,6.703920196207354,6.753653049468994,76300
2011-02-28 00:00:00+00:00,6.79343771398465,6.839854363286576,6.763598258753579,6.786806583404541,98600
2011-03-01 00:00:00+00:00,6.826598934847497,6.8431761439748025,6.770235538482666,6.770235538482666,46600
2011-03-02 00:00:00+00:00,6.803382993388158,6.849799633026124,6.790120734989147,6.849799633026123,63100
2011-03-03 00:00:00+00:00,6.892906574370592,6.892906574370592,6.7636019863137244,6.819965362548828,82100
2011-03-04 00:00:00+00:00,6.853119496403095,6.866381130741485,6.829911162026149,6.86306619644165,58000
2011-03-07 00:00:00+00:00,6.889590097498114,6.909482865195541,6.84317279636454,6.86306619644165,62000
2011-03-08 00:00:00+00:00,6.896220954457928,6.906167655009929,6.750339807306886,6.853119850158691,76500
2011-03-09 00:00:00+00:00,6.873012685437031,6.982423863049642,6.846488782754571,6.975793361663818,172800
2011-03-10 00:00:00+00:00,6.945953892098586,7.032156101531789,6.942638325215814,6.975793361663818,157500
2011-03-11 00:00:00+00:00,7.038788914383899,7.065312823393574,6.982425528690853,7.035473346710205,74400
2011-03-14 00:00:00+00:00,7.035469963061099,7.052047793456602,6.989053302712831,7.018892765045166,111200
2011-03-15 00:00:00+00:00,7.0188911471261015,7.032152776006007,6.9658433668476345,6.979104995727539,114900
2011-03-16 00:00:00+00:00,7.005773237720566,7.049100764913288,6.99910726870575,7.035769462585449,39000
2011-03-17 00:00:00+00:00,7.042434276080727,7.069097514470128,7.022437006214113,7.059099197387695,110900
2011-03-18 00:00:00+00:00,7.032436370849609,7.095761804121216,7.019104433023257,7.032436370849609,107500
2011-03-21 00:00:00+00:00,7.082428769775648,7.089094737656782,6.939113638839682,6.979108810424805,96900
2011-03-22 00:00:00+00:00,6.959110221378475,7.012437323473678,6.852457288591314,6.899118423461914,95700
2011-03-23 00:00:00+00:00,6.852454662322998,6.882450867635759,6.775797975724332,6.852454662322998,118200
2011-03-24 00:00:00+00:00,6.875790535413129,6.892455460739073,6.835795986034665,6.8391289710998535,69200
2011-03-25 00:00:00+00:00,6.875788664616589,6.875788664616589,6.78913361930679,6.8257951736450195,126200
2011-03-28 00:00:00+00:00,6.849125158718014,6.892453315377139,6.719141960144043,6.719141960144043,128300
2011-03-29 00:00:00+00:00,6.715811774839307,6.779137226353284,6.632489046526904,6.6424880027771,130900
2011-03-30 00:00:00+00:00,6.672481128189545,6.729140582481527,6.672481128189545,6.69914436340332,38900
2011-03-31 00:00:00+00:00,6.712475307205354,6.729140225643789,6.639151573181152,6.639151573181152,65800
2011-04-01 00:00:00+00:00,6.682484781189553,6.72247998380407,6.662487497733383,6.7024827003479,46900
2011-04-04 00:00:00+00:00,6.729140582481527,6.729140582481527,6.679147095918407,6.69914436340332,39100
2011-04-05 00:00:00+00:00,6.7158079048322445,6.779133319854736,6.699143623053399,6.779133319854736,47300
2011-04-06 00:00:00+00:00,6.782467563724939,6.862457275390625,6.782467563724939,6.862457275390625,33400
2011-04-07 00:00:00+00:00,6.875787538175802,6.899118423461914,6.849124304979012,6.899118423461914,54500
2011-04-08 00:00:00+00:00,6.8957890400399044,6.8957890400399044,6.869125792922624,6.8924560546875,39500
2011-04-11 00:00:00+00:00,6.8924466845479335,6.979102278798084,6.8924466845479335,6.9691033363342285,74800
2011-04-12 00:00:00+00:00,6.982444752096555,6.982444752096555,6.862459822217815,6.8924560546875,71600
2011-04-13 00:00:00+00:00,6.925780413986485,6.99577115018172,6.802462585264367,6.875786304473877,74600
2011-04-14 00:00:00+00:00,6.852459157504023,6.972444057464599,6.829128901556532,6.9724440574646,42500
2011-04-15 00:00:00+00:00,6.999107161985512,7.039102339762786,6.9691109375780025,7.032436370849609,81500
2011-04-18 00:00:00+00:00,6.935277718503445,7.092745140990461,6.935277718503445,7.032438278198242,74400
2011-04-19 00:00:00+00:00,7.075992301211308,7.122897346853464,7.025736164842346,7.072641849517822,84000
2011-04-20 00:00:00+00:00,7.05923848191219,7.126246222899524,7.05923848191219,7.086041450500488,60700
2011-04-21 00:00:00+00:00,7.13294792175293,7.13294792175293,7.08604224220786,7.13294792175293,67500
2011-04-25 00:00:00+00:00,7.176500073937399,7.243507799656832,7.08939028611535,7.153047561645508,92300
2011-04-26 00:00:00+00:00,7.18990403801306,7.18990403801306,7.035787103435682,7.0826921463012695,105500
2011-04-27 00:00:00+00:00,7.1161936839251565,7.203303477076092,7.049186593139641,7.173150062561035,75600
2011-04-28 00:00:00+00:00,7.236806018291556,7.236806018291556,7.032433054856759,7.079338073730469,128500
2011-04-29 00:00:00+00:00,7.032436872031921,7.122897148132323,7.032436872031921,7.122897148132324,60000
2011-05-02 00:00:00+00:00,7.186548775659727,7.213351728261759,7.153044925148987,7.19659948348999,70000
2011-05-03 00:00:00+00:00,7.233459205415489,7.240160108347434,7.1262473146374825,7.166451454162598,52000
2011-05-04 00:00:00+00:00,7.129597470425907,7.20330548252066,7.08604224220786,7.13294792175293,75000
2011-05-05 00:00:00+00:00,7.153045566632932,7.169797173874185,7.049184195864887,7.062585353851318,49100
2011-05-06 00:00:00+00:00,7.132946501499005,7.183201983331388,7.062588315707171,7.116194248199463,33600
2011-05-09 00:00:00+00:00,7.096092183273134,7.226756563843955,7.096092183273134,7.116194248199463,63000
2011-05-10 00:00:00+00:00,7.153047561645508,7.156398011834782,7.099441636683175,7.153047561645508,30200
2011-05-11 00:00:00+00:00,7.169803734683661,7.169803734683661,7.005635405170465,7.0223870277404785,68400
2011-05-12 00:00:00+00:00,7.0592373793332,7.0960916950232935,7.022383063643107,7.069288730621338,69000
2011-05-13 00:00:00+00:00,7.089390794164535,7.089390794164535,7.035784865360624,7.069288730621338,20800
2011-05-16 00:00:00+00:00,7.069288730621338,7.102792595882051,7.042485766219382,7.069288730621338,49100
2011-05-17 00:00:00+00:00,7.072657558070254,7.079393576582973,6.9749872167820754,7.018770694732666,78100
2011-05-18 00:00:00+00:00,7.018769152926268,7.102967438693251,6.981721701626574,7.042344570159912,35700
2011-05-19 00:00:00+00:00,7.079389627953483,7.106333044594206,7.045710196557148,7.062549591064453,32600
2011-05-20 00:00:00+00:00,7.028875459713367,7.055818894208078,7.01203541166533,7.02550745010376,25900
2011-05-23 00:00:00+00:00,6.974982468196255,7.035605308774378,6.941303683325427,6.9480390548706055,71900
2011-05-24 00:00:00+00:00,6.981723246490328,6.981723246490328,6.850374097192094,6.8941569328308105,68000
2011-05-25 00:00:00+00:00,6.863843699955744,6.941306607989301,6.853740317190174,6.890787124633789,61000
2011-05-26 00:00:00+00:00,6.910997409766749,6.910997409766749,6.772912233340849,6.786383628845215,70100
2011-05-27 00:00:00+00:00,6.803222169648038,6.843636989593506,6.799854160922252,6.843636989593506,46900
2011-05-31 00:00:00+00:00,6.843635970259866,6.921098232269287,6.843635970259866,6.921098232269287,50500
2011-06-01 00:00:00+00:00,6.904258833530504,6.937938273389956,6.897522817082236,6.921098232269287,44300
2011-06-02 00:00:00+00:00,6.951412568981617,6.971620626771604,6.884054303494786,6.954780578613281,37300
2011-06-03 00:00:00+00:00,6.907629630498701,6.974987895029559,6.900893611330972,6.937941074371338,38600
2011-06-06 00:00:00+00:00,6.937939382851367,6.971618828096575,6.907627946368878,6.931203365325928,33900
2011-06-07 00:00:00+00:00,6.961514015902356,6.971618041049841,6.877315733485725,6.890787124633789,51400
2011-06-08 00:00:00+00:00,6.8402705939102715,6.904261490026292,6.8402705939102715,6.88742208480835,40500
2011-06-09 00:00:00+00:00,6.921099372292804,6.921099372292804,6.823429687232596,6.840269088745117,52700
2011-06-10 00:00:00+00:00,6.850374178778535,6.860478206684152,6.820062737443773,6.836902141571045,38200
2011-06-13 00:00:00+00:00,6.793115828424236,6.87731409072876,6.793115828424236,6.87731409072876,42400
