"('date', '')","('open', 'BCO')","('high', 'BCO')","('low', 'BCO')","('close', 'BCO')","('volume', 'BCO')"
2024-01-02 00:00:00+00:00,86.06035266911938,86.48265072995623,84.31223755445279,84.71489715576172,203200
2024-01-03 00:00:00+00:00,84.06671753444064,84.06671753444064,81.67042830192503,81.71952819824219,233400
2024-01-04 00:00:00+00:00,81.78827315202345,82.38734732677881,81.11063015273793,81.32669067382812,203300
2024-01-05 00:00:00+00:00,80.85529457672229,82.60340975278642,80.85529457672229,81.00260925292969,190000
2024-01-08 00:00:00+00:00,81.42490901110241,82.53466560835611,81.26777135517136,82.44627380371094,181300
2024-01-09 00:00:00+00:00,81.29724602313769,81.59187542958976,80.59996442012066,81.02226257324219,157500
2024-01-10 00:00:00+00:00,80.93386128909036,81.56239689793811,80.72761625214567,81.12045288085938,138000
2024-01-11 00:00:00+00:00,80.6981520933219,80.82582830166874,79.49018830475026,80.39370727539062,215700
2024-01-12 00:00:00+00:00,81.51329000678962,81.51329000678962,79.07770888809637,79.76517486572266,216800
2024-01-16 00:00:00+00:00,78.95986464171365,79.4116241536035,78.34114450083801,79.00896453857422,176500
2024-01-17 00:00:00+00:00,77.75189480451488,79.51965596612844,77.75189480451488,79.36251831054688,158800
2024-01-18 00:00:00+00:00,79.87321667175348,80.42318353916025,79.02862041524361,79.98124694824219,177800
2024-01-19 00:00:00+00:00,80.31513805671868,80.60976739004003,79.11698975722344,80.41334533691406,146200
2024-01-22 00:00:00+00:00,81.37579658784924,81.97487075174963,80.61958477773578,81.85701751708984,165400
2024-01-23 00:00:00+00:00,82.72126107101784,83.20248200889856,81.29722922440169,81.55257415771484,210700
2024-01-24 00:00:00+00:00,82.64269393546816,82.64269393546816,80.48209617350203,80.57048797607422,145700
2024-01-25 00:00:00+00:00,81.79809123719686,81.83737564711295,79.90266154197211,80.94367218017578,202700
2024-01-26 00:00:00+00:00,81.60167859018668,81.9945152418772,80.66869809856561,81.07135772705078,163700
2024-01-29 00:00:00+00:00,81.14991760253906,81.57221568427642,80.43299765688882,81.14991760253906,152400
2024-01-30 00:00:00+00:00,80.61958853419439,81.18920128915471,80.48209683371924,80.53120422363281,118700
2024-01-31 00:00:00+00:00,80.77671505663533,81.54274228021937,79.3526908582019,79.3919677734375,294000
2024-02-01 00:00:00+00:00,79.61787059278987,81.48383921475828,79.41163302038224,80.9240493774414,197600
2024-02-02 00:00:00+00:00,79.95901222076833,80.05748992463147,78.10774708516892,79.2303237915039,220300
2024-02-05 00:00:00+00:00,78.50164020543296,78.9152195411157,77.8221830733867,78.18653106689453,145100
2024-02-06 00:00:00+00:00,77.9305016432402,79.28940837882988,77.9305016432402,79.0826187133789,307100
2024-02-07 00:00:00+00:00,79.11216610952638,79.220485588677,78.00928779496755,78.12744903564453,126500
2024-02-08 00:00:00+00:00,78.42285782880646,80.24458269610179,77.99942923692318,80.22489166259766,185300
2024-02-09 00:00:00+00:00,80.39229503980582,81.46564047326571,80.21504567982136,81.28839111328125,200300
2024-02-12 00:00:00+00:00,81.35732029446874,81.86936982285914,81.22930227777532,81.5739517211914,175700
2024-02-13 00:00:00+00:00,78.84628509755788,80.17565146420594,77.97973689482889,78.31453704833984,298400
2024-02-14 00:00:00+00:00,79.42728403240432,80.86497008130708,78.77736714729743,80.66802215576172,172100
2024-02-15 00:00:00+00:00,81.4065488058606,81.90875655611714,80.29382135214917,81.4557876586914,213000
2024-02-16 00:00:00+00:00,80.84526353738943,81.35732058037371,79.61436729743893,79.72268676757812,176100
2024-02-20 00:00:00+00:00,78.67888384760396,79.89993073160433,78.67888384760396,79.81130981445312,210000
2024-02-21 00:00:00+00:00,79.54542683871614,80.05748381365959,79.12199828792552,79.60450744628906,580600
2024-02-22 00:00:00+00:00,80.12641837677401,80.29381844987736,79.47650160431083,79.79161071777344,259600
2024-02-23 00:00:00+00:00,79.71283977799595,81.35732291141105,79.71283977799595,80.74679565429688,186900
2024-02-26 00:00:00+00:00,80.3135133799137,81.00281976410821,78.66903784900573,78.70842742919922,208000
2024-02-27 00:00:00+00:00,78.8462868946869,79.35833640960826,78.40316726663562,79.00384521484375,210200
2024-02-28 00:00:00+00:00,78.21607278974628,79.47650936670229,77.98958457070202,78.24561309814453,308000
2024-02-29 00:00:00+00:00,80.69756159419737,85.40451554112252,79.7128445154992,81.56411743164062,554800
2024-03-01 00:00:00+00:00,81.32777022854351,82.42080665662239,81.1012895346067,81.17021942138672,237000
2024-03-04 00:00:00+00:00,81.03236087125642,82.00722857409063,80.82557120779427,81.83982849121094,235700
2024-03-05 00:00:00+00:00,81.11114494906,82.2140232210436,80.76648797627035,81.73151397705078,227000
2024-03-06 00:00:00+00:00,82.39126428326216,82.97225118251617,81.5542563897007,82.94271087646484,182400
2024-03-07 00:00:00+00:00,83.2972032098376,84.13421862772844,82.92301347337396,82.991943359375,202800
2024-03-08 00:00:00+00:00,83.64185800618458,84.18344780721024,82.78515157690465,82.9033203125,138600
2024-03-11 00:00:00+00:00,82.36173948269517,82.70638897283457,81.67244050241636,82.64730834960938,153600
2024-03-12 00:00:00+00:00,82.64729573640908,83.46461262600175,82.24355817186537,83.37598419189453,186400
2024-03-13 00:00:00+00:00,83.19873129150895,84.51825588403496,83.06087152236661,83.84864807128906,175800
2024-03-14 00:00:00+00:00,83.57292985756291,83.69109108281826,82.20417390453188,82.66698455810547,196300
2024-03-15 00:00:00+00:00,82.12540043411865,83.91758509830038,82.12540043411865,83.20858764648438,508400
2024-03-18 00:00:00+00:00,83.18889148456203,84.51825786838529,82.56851499606215,83.92742919921875,183000
2024-03-19 00:00:00+00:00,83.74032874322806,85.25679371903671,83.74032874322806,84.16375732421875,168600
2024-03-20 00:00:00+00:00,83.90773286309569,85.02046034454808,83.45476395437716,84.95153045654297,245300
2024-03-21 00:00:00+00:00,85.67037552131507,87.09821210821931,85.67037552131507,86.12334442138672,165300
2024-03-22 00:00:00+00:00,85.89686203794685,86.36952196229097,84.92198685749824,86.05441284179688,197100
2024-03-25 00:00:00+00:00,86.14303426726804,87.64964986187526,85.59158771665587,87.62010955810547,200500
2024-03-26 00:00:00+00:00,88.07309513072158,89.33353174944904,87.63981722573595,88.91995239257812,400500
2024-03-27 00:00:00+00:00,89.57970047931823,89.76679910043639,88.33895504178668,89.73725128173828,151300
2024-03-28 00:00:00+00:00,89.82587954582254,91.82485371143461,89.82587954582254,90.96814727783203,269300
2024-04-01 00:00:00+00:00,90.90907539787574,91.05678445410406,89.55016860872342,89.76680755615234,174400
2024-04-02 00:00:00+00:00,88.88056040469192,89.27444871558725,87.8367552539001,89.13658142089844,206700
2024-04-03 00:00:00+00:00,88.64422095928143,89.65848577916962,88.4275895302123,88.7426986694336,194900
2024-04-04 00:00:00+00:00,89.77664472051704,90.04252251067372,86.61570413537126,86.79295349121094,158700
2024-04-05 00:00:00+00:00,86.75355953621704,87.9549153860201,86.75355953621704,87.23606872558594,250900
2024-04-08 00:00:00+00:00,87.66934726584992,88.22078634375093,87.21637837860352,87.57087707519531,140800
2024-04-09 00:00:00+00:00,87.65949517708941,89.0282585805579,87.51179365224905,88.69345092773438,126900
2024-04-10 00:00:00+00:00,86.86188653964892,87.31485546265665,85.68022913291526,86.30059814453125,155300
2024-04-11 00:00:00+00:00,86.38922539451659,87.10806459467972,85.88701762280085,86.87173461914062,176400
2024-04-12 00:00:00+00:00,86.18242846493382,86.52708542489172,85.03031137893275,85.64083862304688,124100
2024-04-15 00:00:00+00:00,86.21197219256021,86.66494108915425,84.64626833150368,85.16816711425781,152100
2024-04-16 00:00:00+00:00,84.42962171673443,86.11348665066389,83.74032291786042,85.7786865234375,196800
2024-04-17 00:00:00+00:00,86.63540193662126,87.03913198585263,84.7841292331583,84.90229797363281,154700
2024-04-18 00:00:00+00:00,84.80382185444769,85.82792832862386,84.37054401577485,84.97122192382812,181600
2024-04-19 00:00:00+00:00,84.90230254787618,85.99533903957327,84.90230254787618,85.70977020263672,162300
2024-04-22 00:00:00+00:00,86.48769335927065,87.58072979801914,86.2415141165398,86.7831039428711,323400
2024-04-23 00:00:00+00:00,86.69448265121657,88.34880745581131,86.69448265121657,88.00415802001953,131900
2024-04-24 00:00:00+00:00,87.50195959129337,88.0533987473447,86.8126606462292,87.76782989501953,131300
2024-04-25 00:00:00+00:00,86.8914220416439,87.01944005403524,85.62113626763194,85.79838562011719,197600
2024-04-26 00:00:00+00:00,86.37936573446949,87.77766189806616,86.37936573446949,87.37393188476562,121900
2024-04-29 00:00:00+00:00,87.7579742827613,90.05235898795159,87.7579742827613,88.75253295898438,457500
2024-04-30 00:00:00+00:00,88.35865612778578,88.99871614156025,86.09380411463334,86.12334442138672,174400
2024-05-01 00:00:00+00:00,86.35967382452922,87.41332066435638,85.67037496213545,85.78854370117188,227100
2024-05-02 00:00:00+00:00,87.0686756720769,87.56103417397212,85.9460988887794,87.52164459228516,290800
2024-05-03 00:00:00+00:00,88.82147379901318,89.53047126823301,88.52606319536811,89.19567108154297,156900
2024-05-06 00:00:00+00:00,90.09175312694731,90.98784917225984,89.07749585388842,89.2448959350586,159200
2024-05-07 00:00:00+00:00,89.53045824045873,90.44624525281037,89.22519840727276,89.5993881225586,332700
2024-05-08 00:00:00+00:00,92.27782144059204,96.80751775869045,90.40685779471833,91.5392837524414,547200
2024-05-09 00:00:00+00:00,91.1158597468092,95.60616671185787,90.39702056812436,95.13350677490234,507100
2024-05-10 00:00:00+00:00,95.1956896412898,96.14340067117845,94.5046527023307,95.44248962402344,266900
2024-05-13 00:00:00+00:00,96.0348256747418,97.49588515423059,95.9361071699056,96.00521087646484,330800
2024-05-14 00:00:00+00:00,97.12073877852941,97.6834425090679,96.23226475369717,96.74560546875,289600
2024-05-15 00:00:00+00:00,97.71305997204065,97.72292654925555,96.03481544169507,96.0644302368164,240900
2024-05-16 00:00:00+00:00,95.41289056317801,96.31123873194757,94.83043859138631,96.19277954101562,207800
2024-05-17 00:00:00+00:00,96.39020736059823,96.72585927697376,95.10684434839371,95.7583999633789,229000
2024-05-20 00:00:00+00:00,95.63992659751526,96.38032654571617,95.36351182193161,95.44248962402344,167900
2024-05-21 00:00:00+00:00,95.89661265658795,99.09513872311362,95.4918645508948,98.82859802246094,341000
2024-05-22 00:00:00+00:00,98.71013856912067,99.21361274267197,97.84140516896917,97.98948669433594,286300
2024-05-23 00:00:00+00:00,97.99934204814575,98.62128287710271,97.37740875092716,98.36460876464844,198400
2024-05-24 00:00:00+00:00,98.71999978311463,100.29951827329681,98.21652567533403,100.01322937011719,308100
2024-05-28 00:00:00+00:00,100.33901764195997,101.31634363285711,99.60849167626081,101.14852142333984,231900
2024-05-29 00:00:00+00:00,100.25017859125441,101.05968241577919,98.87797098055677,99.21361541748047,187800
2024-05-30 00:00:00+00:00,99.93426637486354,100.82274041224844,99.42091812081927,100.7240219116211,136700
2024-05-31 00:00:00+00:00,101.05966651775917,102.17519980419563,99.66771090519228,101.91852569580078,332100
2024-06-03 00:00:00+00:00,102.13571610970435,102.599701337558,100.83261234700872,101.71121978759766,210300
2024-06-04 00:00:00+00:00,101.13863212083118,101.53351360817837,100.09220258133833,100.97080993652344,261400
2024-06-05 00:00:00+00:00,101.33608541230899,102.38251504248697,100.71414456802401,102.29367065429688,119400
2024-06-06 00:00:00+00:00,101.97776481778823,102.67867592638635,100.81286849589904,101.37557220458984,167700
2024-06-07 00:00:00+00:00,100.39823913574219,101.19787627443577,99.37155774170175,100.39823913574219,214400
2024-06-10 00:00:00+00:00,99.31232477237882,100.99056939752381,99.31232477237882,100.59568786621094,251500
2024-06-11 00:00:00+00:00,100.14157188662482,101.02017929703977,99.50976447984863,100.18106079101562,318000
2024-06-12 00:00:00+00:00,102.93535118578704,103.39933643819323,99.29258793579498,99.68746948242188,429400
2024-06-13 00:00:00+00:00,99.25309594105026,99.35181444170195,97.47613280236475,98.99642181396484,238500
2024-06-14 00:00:00+00:00,97.70319674277387,98.23628570953453,96.17303354938275,96.75548553466797,302200
2024-06-17 00:00:00+00:00,96.2125063700943,99.58872839663222,95.63992859060296,99.15436553955078,300700
2024-06-18 00:00:00+00:00,99.17411066273573,101.16825887179343,98.6212810753082,100.54631805419922,280100
2024-06-20 00:00:00+00:00,100.26002727742681,102.41212352905997,100.0823309802557,101.08927917480469,263600
2024-06-21 00:00:00+00:00,101.01030540006616,102.66880172927006,100.74376470954161,101.46441650390625,776200
2024-06-24 00:00:00+00:00,101.90865850453707,104.14959917277315,101.07940659461964,101.43479919433594,431600
2024-06-25 00:00:00+00:00,101.49403765971948,102.72803775783586,100.92146733831504,102.40226745605469,403100
2024-06-26 00:00:00+00:00,101.5532684219067,102.52072022042823,100.71414238238252,101.46441650390625,279600
2024-06-27 00:00:00+00:00,101.8395593476127,101.8395593476127,100.29952216958894,100.92146301269531,272500
2024-06-28 00:00:00+00:00,102.1751976434112,102.44173832329881,100.46733836883675,101.08927917480469,601300
2024-07-01 00:00:00+00:00,101.72109328412596,101.72109328412596,98.59167095698385,99.49989318847656,232200
2024-07-02 00:00:00+00:00,99.46040737429877,101.03992598506146,98.96680733770175,100.10208892822266,157500
2024-07-03 00:00:00+00:00,100.6450406669704,102.06661112910044,99.75656665987768,100.83261108398438,93200
2024-07-05 00:00:00+00:00,100.58580933003327,101.27684633061497,100.08233521147322,101.02017974853516,139100
2024-07-08 00:00:00+00:00,101.81981901302574,102.6589376024044,100.25017444919568,100.47722625732422,158600
2024-07-09 00:00:00+00:00,100.68454113067956,101.1880153157719,99.44067436526002,99.92440032958984,159500
2024-07-10 00:00:00+00:00,100.43773828246728,100.69441242302078,99.4209233620974,100.42787170410156,171100
2024-07-11 00:00:00+00:00,101.9284011125944,103.69549003569156,101.26697891299187,102.885986328125,256100
2024-07-12 00:00:00+00:00,103.69549866095146,105.02821728000487,102.56021704778041,102.74778747558594,240000
2024-07-15 00:00:00+00:00,103.33022133943894,105.22564351617591,102.26404354062257,103.51779174804688,311300
2024-07-16 00:00:00+00:00,104.36679507105342,106.1240100320879,104.00152832509833,105.75874328613281,330500
2024-07-17 00:00:00+00:00,105.02821721476057,106.34119514510571,104.41615044612308,104.47538757324219,409200
2024-07-18 00:00:00+00:00,104.07063544633841,106.4596579429761,103.38947248117067,104.18910217285156,204300
2024-07-19 00:00:00+00:00,104.52473472411832,105.68963104138656,103.63626073730663,103.99164581298828,210500
2024-07-22 00:00:00+00:00,104.7715388820136,107.01248721942457,103.90280554706031,106.09439086914062,243400
2024-07-23 00:00:00+00:00,105.85745085898861,108.03916178092385,105.18615461133642,107.59491729736328,276300
2024-07-24 00:00:00+00:00,106.95325060731774,108.07866560199373,104.77153938419413,105.1170654296875,204000
2024-07-25 00:00:00+00:00,105.21577781979565,106.43002960216276,104.49511850574739,105.46257781982422,365300
2024-07-26 00:00:00+00:00,107.12107999809423,108.00956155328804,105.77848732174331,107.46659851074219,321800
2024-07-29 00:00:00+00:00,108.01373558407471,109.94308689276149,107.94447728367601,109.66604614257812,409700
2024-07-30 00:00:00+00:00,110.20033313353919,111.25900009107312,109.15156237614734,110.11128997802734,347600
2024-07-31 00:00:00+00:00,110.70493597447191,112.42650495431896,108.74591102637436,108.82505798339844,474300
2024-08-01 00:00:00+00:00,108.55791240619251,109.34943475416968,103.04690682611646,104.96635437011719,326900
