"('date', '')","('open', 'AER')","('high', 'AER')","('low', 'AER')","('close', 'AER')","('volume', 'AER')"
2024-02-12 00:00:00+00:00,75.9940945375293,76.75216159072298,75.97440019208989,76.50603485107422,603500
2024-02-13 00:00:00+00:00,75.28525531192436,75.72828047992748,74.65517140084795,75.54122924804688,1476500
2024-02-14 00:00:00+00:00,76.181146053526,76.36820477998076,75.30493545780436,75.86610412597656,1060900
2024-02-15 00:00:00+00:00,76.18113603085649,77.78588697575285,76.01377167193817,77.49053192138672,1319800
2024-02-16 00:00:00+00:00,77.3920991924447,77.49054839443153,76.42727898611149,76.43712615966797,1063600
2024-02-20 00:00:00+00:00,75.93501198113576,77.38223827805398,75.93501198113576,76.73246765136719,2234700
2024-02-21 00:00:00+00:00,76.18113339760485,77.11641936330811,74.91111872563509,76.87029266357422,2079400
2024-02-22 00:00:00+00:00,77.56929197842756,78.29782491015949,77.2542501016361,77.35269927978516,2448600
2024-02-23 00:00:00+00:00,77.28379853693984,79.36110888194915,75.88580041704694,76.64386749267578,3011500
2024-02-26 00:00:00+00:00,76.24021800703359,76.86045466031574,74.78314446588625,74.7929916381836,2160600
2024-02-27 00:00:00+00:00,74.82251921806154,76.47649099596107,74.82251921806154,76.11222076416016,1553500
2024-02-28 00:00:00+00:00,75.36400550262348,76.2992840444988,74.97020124402648,75.13756561279297,1404700
2024-02-29 00:00:00+00:00,75.32462745864242,76.2992872180359,74.9603571898305,75.98424530029297,2757400
2024-03-01 00:00:00+00:00,76.3091284008334,77.56929597289206,75.88579015292078,76.15160369873047,1476800
2024-03-04 00:00:00+00:00,75.80703642711762,76.79154339370356,75.65935887989131,76.47650146484375,1173800
2024-03-05 00:00:00+00:00,76.15161156625938,79.0755984282109,76.15161156625938,78.14031982421875,2383900
2024-03-06 00:00:00+00:00,78.84916472944768,79.26266339213839,78.27815635836613,78.5833511352539,1498900
2024-03-07 00:00:00+00:00,79.21342680189703,80.99538194421255,79.21342680189703,80.85755157470703,2004500
2024-03-08 00:00:00+00:00,80.89693138596613,81.75345510586622,79.99118682704133,80.1782455444336,1544400
2024-03-11 00:00:00+00:00,80.0305626439885,80.51296889678925,79.64660557383408,80.18807983398438,1469400
2024-03-12 00:00:00+00:00,80.48344014240554,81.66484543359722,80.42437213120346,81.55654907226562,1635100
2024-03-13 00:00:00+00:00,81.47780069783279,83.87015298698418,80.93631884817603,82.73796844482422,3486600
2024-03-14 00:00:00+00:00,82.61981710333856,83.49602764193753,81.71407255958098,83.12191772460938,1959700
2024-03-15 00:00:00+00:00,82.72811346045998,84.78573678367937,82.69857945530231,84.50022888183594,2551100
2024-03-18 00:00:00+00:00,84.52976445672367,85.26814464414355,84.27379055528444,84.92356872558594,1768200
2024-03-19 00:00:00+00:00,84.66759686190939,85.01217278876018,83.91936948418204,84.3230209350586,1187400
2024-03-20 00:00:00+00:00,84.19503031748424,84.97279170247674,83.47634445658193,84.06704711914062,1800400
2024-03-21 00:00:00+00:00,84.36239597591582,85.88837711556721,84.14580326302807,84.87433624267578,1826500
2024-03-22 00:00:00+00:00,85.16969299316406,85.48473489691025,84.71682072597838,85.16969299316406,996000
2024-03-25 00:00:00+00:00,85.1598437556269,85.39612329990779,84.24425207144822,84.2639389038086,1034100
2024-03-26 00:00:00+00:00,84.61835945472224,86.46923711148654,84.46084226695844,86.27233123779297,1908000
2024-03-27 00:00:00+00:00,86.41016747540802,86.53815817981847,85.30752455243535,86.23295593261719,996500
2024-03-28 00:00:00+00:00,86.11481324006341,86.20341524899887,85.02201006271355,85.56349182128906,1551900
2024-04-01 00:00:00+00:00,86.03606027540401,86.03606027540401,84.05719923690742,84.35255432128906,1558300
2024-04-02 00:00:00+00:00,83.80122428090876,84.27378335421065,83.27942935031766,83.89967346191406,1537200
2024-04-03 00:00:00+00:00,83.80123227255844,85.65210259001478,83.64370755897487,85.50442504882812,1531000
2024-04-04 00:00:00+00:00,86.40033697322833,87.06980203793839,84.51007781268726,84.6676025390625,2088000
2024-04-05 00:00:00+00:00,84.79557339167508,86.370790381159,84.79557339167508,86.02620697021484,963400
2024-04-08 00:00:00+00:00,85.8686893255092,86.82366217921457,85.44535107627458,85.67178344726562,1315000
2024-04-09 00:00:00+00:00,85.74070321729155,86.38063421125948,83.68308738002527,84.69712829589844,1485100
2024-04-10 00:00:00+00:00,83.69292388398694,85.19921806303051,83.49601802030074,83.72245788574219,1424600
2024-04-11 00:00:00+00:00,83.72246468576962,83.72246468576962,81.80267179265277,82.75764465332031,1975400
2024-04-12 00:00:00+00:00,81.9995780801339,82.8068734128548,81.02491838224691,81.73375701904297,1525100
2024-04-15 00:00:00+00:00,82.7970265110489,83.53540666574527,80.82801276519189,81.22181701660156,969000
2024-04-16 00:00:00+00:00,81.22181114836252,82.03895359654092,80.66064257178509,81.26119232177734,1135300
2024-04-17 00:00:00+00:00,82.29492950439453,83.0825380416839,81.53686248398665,82.29492950439453,1757100
2024-04-18 00:00:00+00:00,82.92502551845301,83.8307701295915,82.1669509440931,82.44261169433594,1750700
2024-04-19 00:00:00+00:00,82.57060033382805,83.06285380723808,81.33011947770103,81.92082214355469,1163200
2024-04-22 00:00:00+00:00,82.27524415651409,83.69293654475534,81.98973624437151,83.10223388671875,1210000
2024-04-23 00:00:00+00:00,83.68308789146046,84.92356870922048,83.16130042757496,84.79557800292969,965700
2024-04-24 00:00:00+00:00,84.61836401645957,85.27798933990431,83.45664558820847,83.7913818359375,1120600
2024-04-25 00:00:00+00:00,82.93485172069526,84.15564557535227,81.72391254848033,83.86029052734375,1778600
2024-04-26 00:00:00+00:00,84.18518354020667,84.60852178964204,83.62401493153102,84.16548919677734,1510800
2024-04-29 00:00:00+00:00,84.67743996785303,85.51426932464288,84.24425453136307,85.39612579345703,1453000
2024-04-30 00:00:00+00:00,85.14016641269694,85.44536117104202,83.02347491645169,83.18099212646484,2239900
2024-05-01 00:00:00+00:00,84.66759684857463,87.1682453777709,83.6338615569932,84.19503021240234,2757800
2024-05-02 00:00:00+00:00,85.59303519864199,86.59722896584735,84.88418900475969,85.47489166259766,2109000
2024-05-03 00:00:00+00:00,86.11481466613932,86.79412679065794,85.50441772010873,86.2427978515625,1137700
2024-05-06 00:00:00+00:00,86.57754321185479,87.51282180582992,86.51846768749996,86.922119140625,886900
2024-05-07 00:00:00+00:00,86.66613680822884,87.45374529274639,85.7800791409444,86.08528137207031,1320200
2024-05-08 00:00:00+00:00,87.37498538588338,88.84189853035504,86.83350359873374,88.72376251220703,3349700
2024-05-09 00:00:00+00:00,89.59996940299919,90.535247894346,89.27508034386948,90.40726470947266,2349400
2024-05-10 00:00:00+00:00,90.40727790794416,91.01766742927141,89.30462738470678,89.75749969482422,1635300
2024-05-13 00:00:00+00:00,89.82640850865602,89.82640850865602,88.28073295793632,88.32011413574219,1040400
2024-05-14 00:00:00+00:00,88.32012122781876,89.51137378513454,88.32012122781876,89.34400939941406,1514800
2024-05-15 00:00:00+00:00,89.84610151094535,92.08092886190242,89.84610151094535,91.39177703857422,2274500
2024-05-16 00:00:00+00:00,91.14565541386277,91.44100299273144,89.22586235085255,89.26524353027344,1466400
2024-05-17 00:00:00+00:00,89.64919974008824,90.26944392074667,89.55075054812096,90.06269836425781,1279900
2024-05-20 00:00:00+00:00,89.95439419160695,91.11611258284307,89.95439419160695,90.31865692138672,1085200
2024-05-21 00:00:00+00:00,90.21994350543015,90.83200842657489,89.97314422731448,90.51610565185547,877300
2024-05-22 00:00:00+00:00,90.51609631448963,91.04918360403379,89.51902522487657,90.2100601196289,986900
2024-05-23 00:00:00+00:00,91.3354680441174,91.3354680441174,89.44992558908002,90.05211639404297,1145600
2024-05-24 00:00:00+00:00,90.82213034246323,91.96728255765706,90.32853180799333,91.30585479736328,844200
2024-05-28 00:00:00+00:00,91.58226966377761,92.02651286815785,90.32853268796525,90.62469482421875,1167200
2024-05-29 00:00:00+00:00,89.83493984093535,90.14096854452993,88.97607561675244,89.1932601928711,1086700
2024-05-30 00:00:00+00:00,89.28210380750929,90.76289938574945,89.18337807692063,90.68392181396484,869800
2024-05-31 00:00:00+00:00,91.46380373212494,92.51023014398712,90.53583614019257,91.52303314208984,4428100
2024-06-03 00:00:00+00:00,92.3127949757407,93.09268152134764,90.3285268668348,91.96727752685547,1302100
2024-06-04 00:00:00+00:00,91.08866342868562,92.25355618423315,90.46673203315763,90.94058990478516,969600
2024-06-05 00:00:00+00:00,91.37495558742818,91.99689454275726,90.4272473330915,90.55558776855469,1369400
2024-06-06 00:00:00+00:00,90.77276699250775,91.65137177664393,89.85467342201856,90.09160614013672,850200
2024-06-07 00:00:00+00:00,89.3413345895092,90.33840573634991,88.96620241535771,89.23274230957031,1027300
2024-06-10 00:00:00+00:00,88.80825144045188,91.12816315119407,88.7095332354298,90.92085266113281,1395500
2024-06-11 00:00:00+00:00,90.02250057432856,90.50622501551338,88.3343945381109,88.97606658935547,1837300
2024-06-12 00:00:00+00:00,90.06198905252053,90.82212745750344,89.32159127433437,89.83493041992188,1804400
2024-06-13 00:00:00+00:00,89.03531359872798,89.607882223103,87.84080594794722,88.9168472290039,1296300
2024-06-14 00:00:00+00:00,87.60386392981586,87.99874425535529,85.54062571473882,87.89015197753906,1884100
2024-06-17 00:00:00+00:00,88.17644453030594,90.23969038251252,88.15670390229249,89.6671142578125,1231500
2024-06-18 00:00:00+00:00,89.79544575465991,91.12816031020026,89.73621633983643,91.11829376220703,1283700
2024-06-20 00:00:00+00:00,91.42432608617294,92.07587227030889,90.62469882736909,90.87149810791016,1577000
2024-06-21 00:00:00+00:00,90.33840623344688,92.30292629927833,89.95339997762352,92.1153564453125,2187900
2024-06-24 00:00:00+00:00,92.38190387270771,93.41845628003368,91.75009834870447,92.1153564453125,1077200
2024-06-25 00:00:00+00:00,92.21409092364676,95.70876226460257,91.9475434709719,95.66928100585938,2718000
2024-06-26 00:00:00+00:00,94.88938443540616,95.35336072851382,92.33254012497788,93.42832946777344,2900400
2024-06-27 00:00:00+00:00,93.46781817265546,93.83308379717428,92.43125824441191,92.70767974853516,961300
2024-06-28 00:00:00+00:00,93.09269011499813,93.79359915650122,91.41445051565103,92.00676727294922,1352600
2024-07-01 00:00:00+00:00,92.47074207986654,92.8952370952551,91.05905005489669,91.15776824951172,1809000
2024-07-02 00:00:00+00:00,90.43712740151378,93.1223047324831,90.43712740151378,92.95448303222656,1827200
2024-07-03 00:00:00+00:00,92.97421363717379,93.67512260243242,92.35228223942144,92.69779968261719,524100
2024-07-05 00:00:00+00:00,92.67805320111043,93.42832504255918,91.84881132244249,92.37202453613281,924000
2024-07-08 00:00:00+00:00,92.70767791237613,93.05319537104208,91.84881377365016,91.99689483642578,937700
2024-07-09 00:00:00+00:00,92.29305565793993,93.90219176671748,92.05613046054134,92.81626892089844,1012400
2024-07-10 00:00:00+00:00,92.85575328252777,93.04332313453959,91.83894151329382,92.70767974853516,1133000
2024-07-11 00:00:00+00:00,92.43126193479252,94.59322599799307,91.39470949687978,94.53399658203125,1456800
2024-07-12 00:00:00+00:00,95.11643516522506,96.42940906181647,94.4155261568689,94.60309600830078,1994800
2024-07-15 00:00:00+00:00,95.16579839047165,96.52812762615038,94.83014747252085,95.41259765625,1088200
2024-07-16 00:00:00+00:00,96.07401869104032,97.52519959112817,95.59029423491636,96.39979553222656,2121200
2024-07-17 00:00:00+00:00,95.75812072020723,96.78480662967314,94.46489490207324,94.61296844482422,1900100
2024-07-18 00:00:00+00:00,95.6791427842608,95.6791427842608,93.0038395006547,93.08281707763672,1781300
2024-07-19 00:00:00+00:00,93.42833881305987,93.54680518392283,92.29306057036894,92.38191223144531,1245500
2024-07-22 00:00:00+00:00,92.97422818887404,94.09963234097538,92.29305974302238,93.78372955322266,864200
2024-07-23 00:00:00+00:00,93.34935482633053,94.76104697244017,93.34935482633053,94.26744842529297,817700
2024-07-24 00:00:00+00:00,94.03051487731948,94.03051487731948,91.98701737495502,92.01663208007812,1489200
2024-07-25 00:00:00+00:00,92.46088456965124,93.12230482310561,91.7402273682657,92.00676727294922,1476700
2024-07-26 00:00:00+00:00,93.14205073226186,93.53693110342175,92.2831940215845,92.38191223144531,1229200
2024-07-29 00:00:00+00:00,93.38883622377183,94.23782626021922,92.46087615013428,92.68792724609375,1836900
2024-07-30 00:00:00+00:00,92.94460429217146,94.01077891984373,91.74022267925082,91.809326171875,1223100
2024-07-31 00:00:00+00:00,92.5793477862617,94.0502694350809,92.38191136838459,92.7471694946289,1801000
2024-08-01 00:00:00+00:00,93.11243296474909,96.15300193159909,90.62469951205497,90.82213592529297,2567700
2024-08-02 00:00:00+00:00,88.35413564096163,88.620675529499,84.63240609048722,85.50113677978516,3672800
2024-08-05 00:00:00+00:00,82.34211732558417,86.41923881538656,81.15747623477112,85.13587951660156,2804600
2024-08-06 00:00:00+00:00,85.77755338516162,88.8872256828646,85.6492204766185,88.23567199707031,2192600
2024-08-07 00:00:00+00:00,89.83492334409011,91.33545940906973,87.40641972672601,88.43310546875,2860900
2024-08-08 00:00:00+00:00,89.30185144186797,91.42432677690016,88.65030525280947,90.82213592529297,3611500
2024-08-09 00:00:00+00:00,90.44699115202367,91.10841132929745,89.77569689594593,90.53583526611328,1598500
2024-08-12 00:00:00+00:00,90.52596095087107,91.6118836650101,90.0817253181526,91.07879638671875,1571200
2024-08-13 00:00:00+00:00,91.11828983615106,92.44113025498433,90.90110528220156,91.5921401977539,944300
2024-08-14 00:00:00+00:00,92.0573893809555,92.41374116982125,91.09721970273753,92.09698486328125,1124400
2024-08-15 00:00:00+00:00,93.05714843963841,93.15613336292922,92.16626902588997,93.14623260498047,807000
2024-08-16 00:00:00+00:00,93.26501832363543,93.26501832363543,91.89900071575268,92.48302459716797,753900
2024-08-19 00:00:00+00:00,93.04724937618951,94.03711373125535,92.63150815955761,93.98761749267578,954100
2024-08-20 00:00:00+00:00,93.86883701627265,93.97772269765413,92.81957568223889,92.93836212158203,667800
2024-08-21 00:00:00+00:00,93.04724851236485,93.65106636751459,92.74039298180422,93.60157012939453,593300
2024-08-22 00:00:00+00:00,93.41349374464072,93.49267714655768,92.61169855168667,92.97795104980469,742800
2024-08-23 00:00:00+00:00,93.63126546736616,94.60133585561506,93.03734836634665,94.54194641113281,632400
2024-08-26 00:00:00+00:00,94.69042581729101,95.14576250469209,93.74014941081468,93.76985168457031,473700
2024-08-27 00:00:00+00:00,93.26502210722015,94.50235256915617,93.20563266170828,93.54218292236328,706600
2024-08-28 00:00:00+00:00,93.45309456327568,93.83914104592255,92.44342872245659,93.1759262084961,1176500
2024-08-29 00:00:00+00:00,93.51248174780308,95.94754702264026,93.51248174780308,95.5615005493164,1101400
2024-08-30 00:00:00+00:00,95.50211172672378,96.44247979818232,94.18559038502958,96.43257904052734,2181800
2024-09-03 00:00:00+00:00,95.46252230257095,96.00694317507731,91.22590400538826,91.4931640625,1193500
2024-09-04 00:00:00+00:00,91.26549052755394,93.86883861502176,91.26549052755394,92.00788879394531,1481100
2024-09-05 00:00:00+00:00,91.76041012771101,92.2850445077854,90.72105722846476,91.04771423339844,1400600
2024-09-06 00:00:00+00:00,91.20609354744906,92.38403444946283,89.60251070578816,89.68170166015625,1814800
2024-09-09 00:00:00+00:00,90.50329489787939,92.53251977062924,90.27562278182793,90.32511901855469,1651300
2024-09-10 00:00:00+00:00,90.53298798574654,90.53298798574654,88.50377070167204,89.27586364746094,1639900
2024-09-11 00:00:00+00:00,88.84032110839972,91.22589770131579,88.5037708706963,91.11701202392578,1535100
2024-09-12 00:00:00+00:00,91.43376364755044,92.36423090873696,91.29518325647872,91.58223724365234,946300
2024-09-13 00:00:00+00:00,91.99799406108339,93.05714860147474,91.73072646046127,92.86907196044922,626700
2024-09-16 00:00:00+00:00,93.61147346966122,94.09650489794157,92.6612045776552,92.98786163330078,559600
2024-09-17 00:00:00+00:00,93.77974261678835,94.9279888414038,93.47288709734283,93.89852905273438,877900
2024-09-18 00:00:00+00:00,93.245218606846,94.9081910143903,92.63150754410478,93.18582916259766,1033100
2024-09-19 00:00:00+00:00,96.48207917735894,97.48184428310095,95.47241331356169,97.28386688232422,1527500
2024-09-20 00:00:00+00:00,96.73944669006546,96.73944669006546,95.50211624691653,96.03663635253906,1491700
2024-09-23 00:00:00+00:00,96.23460307152291,97.09578013103187,95.25463958391468,95.64068603515625,1012000
2024-09-24 00:00:00+00:00,96.02674034713178,96.51177175212824,94.57163858007691,95.15565490722656,1126900
2024-09-25 00:00:00+00:00,95.02696693227344,95.32392922476271,94.18558383964022,94.3538589477539,887300
2024-09-26 00:00:00+00:00,94.8091970517314,96.25439795650564,93.3343014276638,93.49267578125,1010200
2024-09-27 00:00:00+00:00,93.84903277796982,94.13609433400612,92.80967978411292,93.96781921386719,1224300
2024-09-30 00:00:00+00:00,93.55207051896181,93.82923129511168,92.10686964899118,93.75994110107422,1635700
2024-10-01 00:00:00+00:00,93.69066565888252,94.05691064843337,91.76042557466342,92.68099975585938,1369600
2024-10-02 00:00:00+00:00,92.55231825053535,93.60157206216914,91.80991997579844,92.11677551269531,757800
2024-10-03 00:00:00+00:00,91.6416385923557,91.84950918884897,90.57258333719155,91.67133331298828,1661100
2024-10-04 00:00:00+00:00,93.05714947494633,93.26502008178936,91.6713378772604,93.25511932373047,875200
2024-10-07 00:00:00+00:00,93.04723988771985,93.8589282740195,92.3939258550064,93.49267578125,1454800
2024-10-08 00:00:00+00:00,93.50258545203154,93.69066209490548,92.74039322660383,93.18582916259766,623000
2024-10-09 00:00:00+00:00,93.76984273850235,94.64092055059109,93.05713927767302,94.21527862548828,887500
2024-10-10 00:00:00+00:00,93.05714943391597,93.928227341074,92.84927882716457,93.32440948486328,505500
2024-10-11 00:00:00+00:00,93.6312617687072,94.05690372550269,92.41373289252235,93.34420776367188,967000
2024-10-14 00:00:00+00:00,93.57187392660127,96.48207747408524,93.43329352453684,96.4424819946289,1107300
2024-10-15 00:00:00+00:00,96.39297606739284,97.22446594825942,95.69017336983944,96.15541076660156,834400
2024-10-16 00:00:00+00:00,96.04653522144707,97.66991212676173,96.00693974179725,97.66001892089844,982400
2024-10-17 00:00:00+00:00,98.23412932126803,98.29352631364685,96.93740952731866,96.97700500488281,886600
2024-10-18 00:00:00+00:00,96.96711430058585,97.10569471039523,96.09603636006035,96.50187683105469,844800
2024-10-21 00:00:00+00:00,96.45237996911129,96.60085357270606,95.36352319564774,95.4922103881836,549300
2024-10-22 00:00:00+00:00,95.73967003252281,96.1059149662087,94.95767638050258,95.254638671875,935900
2024-10-23 00:00:00+00:00,94.27468091064945,95.20515583931927,93.96782537122253,94.6904296875,701700
2024-10-24 00:00:00+00:00,94.64091821533412,94.74980388316656,93.97771100367439,94.48253631591797,480300
2024-10-25 00:00:00+00:00,95.11604993188838,95.35362278381614,94.14598721874322,94.45284271240234,442900
2024-10-28 00:00:00+00:00,95.2942342282913,95.89805206426533,94.95768398637287,95.11605834960938,1224000
2024-10-29 00:00:00+00:00,94.28457184925618,95.14575648410305,93.58176912282187,94.74980926513672,1016900
2024-10-30 00:00:00+00:00,88.20681179269799,95.71987849562666,88.20681179269799,92.93836212158203,2140500
2024-10-31 00:00:00+00:00,92.74039467680977,94.4033671103584,92.02769112642238,92.60181427001953,2122500
2024-11-01 00:00:00+00:00,93.06704152476213,94.56173878633031,93.06704152476213,93.3541030883789,1264200
2024-11-04 00:00:00+00:00,93.59167950510657,94.86859790069235,92.94826615212564,92.98786163330078,1127300
2024-11-05 00:00:00+00:00,92.52262429073342,95.19525508099608,92.42363936369885,94.6904296875,1762700
2024-11-06 00:00:00+00:00,97.10568738229823,98.01636073576884,94.79930172556179,97.99656677246094,1691500
2024-11-07 00:00:00+00:00,97.99656415626349,98.66967217174266,96.51176772965344,96.69984436035156,1140900
2024-11-08 00:00:00+00:00,95.66048494360021,97.53132785852934,95.4031181121095,96.53156280517578,861900
2024-11-11 00:00:00+00:00,97.62041953433932,97.86788560819755,96.4127838855807,96.6008529663086,729300
2024-11-12 00:00:00+00:00,96.69985218932253,96.84832580235206,94.33407696221887,94.44296264648438,983100
2024-11-13 00:00:00+00:00,94.21468408664627,95.12774988848794,93.84746938351394,93.88716888427734,1489100
2024-11-14 00:00:00+00:00,94.14521531511006,94.68114723726451,93.94672537589989,94.41317749023438,1231300
2024-11-15 00:00:00+00:00,94.28416184247122,94.59182352652621,93.71845717429262,94.5521240234375,984200
2024-11-18 00:00:00+00:00,94.28416247347312,95.05828385911876,93.93680128400469,94.22461700439453,1109200
2024-11-19 00:00:00+00:00,93.02372974760118,95.02850532730643,92.8450857793577,95.00865936279297,853400
2024-11-20 00:00:00+00:00,95.4155654064123,95.63390887423793,94.14521167205105,94.53227233886719,1048900
2024-11-21 00:00:00+00:00,95.27662472841948,97.52951658567167,94.37347808866654,96.9836654663086,1354400
2024-11-22 00:00:00+00:00,97.19209108076477,97.99598525256822,96.94397484779762,97.29133605957031,680700
2024-11-25 00:00:00+00:00,97.96620103437579,98.96859261821552,96.9935897554033,98.9388198852539,1840400
2024-11-26 00:00:00+00:00,98.30364653614781,100.05037922241694,97.64861609986745,99.54422760009766,1002600
2024-11-27 00:00:00+00:00,99.5640731056223,99.92136105614212,97.40049943721051,98.34333801269531,851200
2024-11-29 00:00:00+00:00,98.55176739534384,98.89912859524561,97.98606270638776,98.61131286621094,481800
2024-12-02 00:00:00+00:00,98.73041221772,98.96860167511598,97.41043207498512,97.6386947631836,1058000
2024-12-03 00:00:00+00:00,98.1547677732618,98.28378546814083,96.39810088104113,96.40802764892578,963300
2024-12-04 00:00:00+00:00,95.80262336834647,97.98605041305056,95.77285063664823,97.85702514648438,764500
2024-12-05 00:00:00+00:00,97.94635096862912,98.00589643205915,95.3460905348749,95.52473449707031,824600
2024-12-06 00:00:00+00:00,96.14007463119673,96.5569080591156,94.54220558560168,95.18730926513672,803000
2024-12-09 00:00:00+00:00,95.16745496345347,96.05074808443572,94.28416184247122,94.5521240234375,719000
2024-12-10 00:00:00+00:00,94.08568055323599,96.38819894083207,93.8574102824554,95.58429718017578,1084000
2024-12-11 00:00:00+00:00,96.0309109520752,96.59661567228913,95.04836519704048,95.58429718017578,656900
2024-12-12 00:00:00+00:00,96.11028841228323,96.4179576517873,94.22461133382136,94.2841567993164,721000
2024-12-13 00:00:00+00:00,94.27423650364672,95.23692864540821,94.04597382230692,94.93919372558594,1110300
2024-12-16 00:00:00+00:00,94.65138349962456,96.82487655660508,94.56205771815601,96.56684112548828,1580600
2024-12-17 00:00:00+00:00,96.26909141460091,97.18215726849228,94.28416169471224,94.3933334350586,1058200
2024-12-18 00:00:00+00:00,94.26430998828319,94.86970654982598,91.0090190855179,91.15789031982422,1203800
2024-12-19 00:00:00+00:00,92.45802296242297,93.69860394310015,91.71367437401668,92.37862396240234,1571800
2024-12-20 00:00:00+00:00,91.53503113821127,94.83001394622978,91.31668767237,93.81769561767578,1557700
2024-12-23 00:00:00+00:00,93.53981111048502,95.10790737394471,93.53981111048502,94.33378601074219,1057700
2024-12-24 00:00:00+00:00,94.70099572190989,95.02851094503534,94.28416229533532,94.94911193847656,184400
2024-12-26 00:00:00+00:00,94.54220127649694,95.08805238668126,94.32385780366093,94.75061798095703,296000
2024-12-27 00:00:00+00:00,94.36356300042488,95.13768439854199,94.165065480455,94.77046966552734,548400
2024-12-30 00:00:00+00:00,93.62912319674587,95.3361638204806,92.6366584221936,94.80023193359375,580800
2024-12-31 00:00:00+00:00,94.88956363515632,96.28893511740195,94.88956363515632,94.9788818359375,594500
2025-01-02 00:00:00+00:00,95.3262561411429,96.2393220267838,94.93919543805805,95.64384460449219,501800
2025-01-03 00:00:00+00:00,96.0606736966789,96.39810811101145,94.46280468314917,95.2071533203125,590700
2025-01-06 00:00:00+00:00,95.82248049815728,96.06066993258254,94.2742302446291,94.44295501708984,725000
2025-01-07 00:00:00+00:00,94.65137837861752,95.11783051204864,93.78793120670136,94.452880859375,1143300
2025-01-08 00:00:00+00:00,94.02611234077854,95.49496356562098,93.80776887487848,95.42549133300781,791600
2025-01-10 00:00:00+00:00,94.09558598400734,94.98880582521384,93.08327521191035,93.40086364746094,1257800
2025-01-13 00:00:00+00:00,92.58704815560955,94.23453589396061,92.33893193938331,93.98641967773438,954500
2025-01-14 00:00:00+00:00,94.96895991133118,95.79269994741664,94.28415677072351,95.08805084228516,683200
2025-01-15 00:00:00+00:00,95.2766245760659,96.37826115347912,94.95903613035524,96.0209732055664,1154400
2025-01-16 00:00:00+00:00,96.22938688599608,96.95388952755694,94.82008867573313,95.08805084228516,733400
2025-01-17 00:00:00+00:00,95.25677835059246,96.23931641871435,94.76054593228159,94.9788818359375,697700
2025-01-21 00:00:00+00:00,95.13768062129078,96.10037273218099,94.17498851040057,94.81016540527344,1353300
