"('date', '')","('open', 'AYI')","('high', 'AYI')","('low', 'AYI')","('close', 'AYI')","('volume', 'AYI')"
2024-05-06 00:00:00+00:00,256.4828731436658,260.14219639905014,256.4828731436658,258.3873291015625,227200
2024-05-07 00:00:00+00:00,258.4571316959856,261.5780456687263,258.4571316959856,259.8431091308594,280600
2024-05-08 00:00:00+00:00,260.4513208941676,264.10069426983273,259.5439602894119,261.50823974609375,201200
2024-05-09 00:00:00+00:00,261.4085626920819,265.4567683295199,259.2647828429502,265.3769836425781,155100
2024-05-10 00:00:00+00:00,266.2444475467832,266.72306437372333,262.7845247095253,263.96112060546875,124100
2024-05-13 00:00:00+00:00,264.609175209313,266.28428813461596,260.57092068742594,260.99969482421875,142400
2024-05-14 00:00:00+00:00,260.2419258070822,262.67484126426825,260.0325442719383,261.807373046875,176500
2024-05-15 00:00:00+00:00,264.44964555546267,266.55350226227114,254.03996705263137,265.48663330078125,247700
2024-05-16 00:00:00+00:00,265.41688070140185,266.6931618546633,262.6150444944065,263.0736999511719,256600
2024-05-17 00:00:00+00:00,263.53231398134045,264.7587523332916,254.18953452892316,258.80609130859375,278100
2024-05-20 00:00:00+00:00,259.65365454188657,263.24320458990934,257.7192867501449,261.1094055175781,171400
2024-05-21 00:00:00+00:00,260.2419369643545,264.4596620695749,260.2419369643545,264.21038818359375,144100
2024-05-22 00:00:00+00:00,263.24315634697473,264.6889263649972,260.3814975257068,262.6748046875,140600
2024-05-23 00:00:00+00:00,264.83850616459034,265.5663967928247,260.54102723705614,262.116455078125,223000
2024-05-24 00:00:00+00:00,263.9511070428479,264.83850616459034,260.54102723705614,262.116455078125,218200
2024-05-28 00:00:00+00:00,262.2062002533571,262.2062002533571,249.99178059258423,252.64405822753906,406500
2024-05-29 00:00:00+00:00,250.37068903299365,253.75084220852884,249.14425059938338,252.59420776367188,286700
2024-05-30 00:00:00+00:00,254.13973417548203,258.3075865261085,253.0528883965998,256.24359130859375,216000
2024-05-31 00:00:00+00:00,256.4230719223949,259.0753192659346,251.088604728565,258.85595703125,305300
2024-06-03 00:00:00+00:00,260.31173375312994,260.31173375312994,246.13303429365564,251.96603393554688,258800
2024-06-04 00:00:00+00:00,250.56011495140564,251.88625375747895,244.71713486555268,246.561767578125,261400
2024-06-05 00:00:00+00:00,248.47619549100162,255.0769780450851,248.21695613827976,254.8875274658203,248600
2024-06-06 00:00:00+00:00,255.37609444446363,255.37609444446363,248.4064066407337,251.16835021972656,178100
2024-06-07 00:00:00+00:00,248.4064004192959,251.6369800192656,247.78819087929529,250.2809295654297,180400
2024-06-10 00:00:00+00:00,248.65567091430682,253.81065262155693,248.00754973602346,253.61123657226562,221500
2024-06-11 00:00:00+00:00,251.83640225269716,251.83640225269716,247.92777474430247,250.03164672851562,243300
2024-06-12 00:00:00+00:00,254.08984904308124,258.66652896823206,251.7765801714654,256.2236328125,163300
2024-06-13 00:00:00+00:00,254.98723178198006,258.4870315622984,251.81647534733662,258.4770812988281,159900
2024-06-14 00:00:00+00:00,255.56553525751713,255.77491678429223,248.7952637694969,251.64695739746094,171200
2024-06-17 00:00:00+00:00,251.08859988146372,259.68355835183263,249.81230362499582,258.4770812988281,300600
2024-06-18 00:00:00+00:00,254.75789276717637,255.90454647270855,248.2668067300436,249.25392150878906,455100
2024-06-20 00:00:00+00:00,248.55598517021605,250.949008478401,243.58047274470334,244.62742614746094,300400
2024-06-21 00:00:00+00:00,244.10891490609444,244.86670196943942,234.40716524169122,238.02662658691406,945300
2024-06-24 00:00:00+00:00,238.46534356172248,242.73291072897655,238.03658462092378,240.86834716796875,278800
2024-06-25 00:00:00+00:00,240.3099604148719,240.3099604148719,234.31742244985244,236.84007263183594,358300
2024-06-26 00:00:00+00:00,230.86748619123964,239.61201801718383,226.95887364316772,239.07359313964844,528100
2024-06-27 00:00:00+00:00,241.29712029753728,252.0059318573729,237.70757027343862,241.80563354492188,731700
2024-06-28 00:00:00+00:00,241.6460995665993,245.0661298152906,238.35568138656203,240.73873901367188,480200
2024-07-01 00:00:00+00:00,242.24435363857842,243.85965872746812,239.04368553819387,240.6988525390625,350000
2024-07-02 00:00:00+00:00,241.32703389577298,244.2884088859563,240.36983069126217,243.03207397460938,277800
2024-07-03 00:00:00+00:00,242.90243369278954,245.69430411647983,242.49362088912875,242.60330200195312,116400
2024-07-05 00:00:00+00:00,241.76573370954105,241.81559152467318,236.2916742405675,238.44540405273438,225000
2024-07-08 00:00:00+00:00,240.3199560704984,241.9152997046443,236.17203523567386,237.8770751953125,224000
2024-07-09 00:00:00+00:00,237.7674020214869,238.51522365402627,235.46409861311076,235.65354919433594,174300
2024-07-10 00:00:00+00:00,236.40135960054587,238.92400990402442,234.31743373497133,238.1063995361328,180800
2024-07-11 00:00:00+00:00,240.65898451027763,246.22277955018168,240.65898451027763,242.70303344726562,218000
2024-07-12 00:00:00+00:00,244.75703390050626,248.27677980263908,243.6602227633813,243.82972717285156,212700
2024-07-15 00:00:00+00:00,244.96641086734414,251.92614829045579,242.68306890650902,249.23399353027344,248700
2024-07-16 00:00:00+00:00,250.85923945184706,270.7313443753384,250.85923945184706,269.5547790527344,539000
2024-07-17 00:00:00+00:00,265.2174311847872,265.3370777801615,258.1081351632028,258.2377624511719,319100
2024-07-18 00:00:00+00:00,259.0059327351164,263.3857328310164,256.48182068001535,256.7212829589844,297700
2024-07-19 00:00:00+00:00,256.9707214998489,258.12802619184856,252.27167351633088,253.8380126953125,244700
2024-07-22 00:00:00+00:00,255.83337708746723,256.9906818598715,251.24408868131047,255.9132080078125,224900
2024-07-23 00:00:00+00:00,256.5616926593357,259.3252369892276,254.8257354801264,257.00067138671875,186900
2024-07-24 00:00:00+00:00,254.91550365759994,256.7711766355058,245.09840187532419,245.64712524414062,322200
2024-07-25 00:00:00+00:00,246.16591421107253,250.82504667045927,241.99563192317842,244.4998016357422,259800
2024-07-26 00:00:00+00:00,248.05151755920255,252.9899973517104,246.82436843889832,247.75221252441406,297100
2024-07-29 00:00:00+00:00,248.4905044672777,250.6654250270009,247.39305771117805,248.3707733154297,175600
2024-07-30 00:00:00+00:00,249.9969807263197,253.1995035376487,248.10139229667726,248.44061279296875,197500
2024-07-31 00:00:00+00:00,252.0422183993044,254.90553598688334,247.61254637539156,250.76519775390625,191400
2024-08-01 00:00:00+00:00,250.13665559998717,251.9923285810898,237.60588115696592,238.8230438232422,227000
2024-08-02 00:00:00+00:00,231.5699586860351,233.35578725967721,225.8333370025947,229.68435668945312,164500
2024-08-05 00:00:00+00:00,218.95936352956812,226.5017713507179,217.13361953741892,223.11965942382812,238100
2024-08-06 00:00:00+00:00,222.86027111856518,227.66904860540657,222.86027111856518,223.95770263671875,179500
2024-08-07 00:00:00+00:00,227.64909136586635,228.27763043034128,221.23405921091907,222.36143493652344,158100
2024-08-08 00:00:00+00:00,225.42428520819362,228.7166102322022,223.94773294664128,227.81871032714844,115500
2024-08-09 00:00:00+00:00,226.65141633087816,229.28528849609378,224.63612719591046,228.34747314453125,110400
2024-08-12 00:00:00+00:00,228.13797355712282,228.13797355712282,224.72593237078493,225.61386108398438,109100
2024-08-13 00:00:00+00:00,227.04052742302923,232.4079995962338,226.30224367712003,231.8692626953125,230100
2024-08-14 00:00:00+00:00,233.7648327954792,234.1539247807186,229.1755446648721,230.78179931640625,146500
2024-08-15 00:00:00+00:00,235.45089679221093,237.1469383430908,233.16623165293927,235.6404571533203,115500
2024-08-16 00:00:00+00:00,234.84232742327538,236.66807146638718,232.31821508524607,236.35879516601562,251800
2024-08-19 00:00:00+00:00,236.697992292316,239.56130981445312,236.42861623667068,239.56130981445312,164800
2024-08-20 00:00:00+00:00,239.67106155593177,240.16989822457944,237.4761832585395,238.94276428222656,160400
2024-08-21 00:00:00+00:00,239.0525086192938,243.5619963599947,239.0525086192938,242.55433654785156,123000
2024-08-22 00:00:00+00:00,242.87359358614268,243.66174880462688,239.78080022864577,242.60421752929688,156600
2024-08-23 00:00:00+00:00,244.51973931509585,250.62551010990376,242.11534306876766,250.19650268554688,125800
2024-08-26 00:00:00+00:00,251.7927993459361,256.0428974653406,251.1044023140164,253.15960693359375,217500
2024-08-27 00:00:00+00:00,251.75287839261614,253.11970117372616,248.50046889530796,251.00462341308594,273400
2024-08-28 00:00:00+00:00,251.09440578655526,252.39138410545698,247.33318845201234,249.47817993164062,129100
2024-08-29 00:00:00+00:00,251.87261194840806,254.6461425478447,248.3508111390032,249.25869750976562,139900
2024-08-30 00:00:00+00:00,250.09674035168857,255.19485162176892,247.7621884383325,254.10739135742188,252600
2024-09-03 00:00:00+00:00,251.0146153151251,252.2217915164884,243.99098656373428,245.51742553710938,225400
2024-09-04 00:00:00+00:00,245.07844316613057,247.2334211750695,243.043196306546,246.42530822753906,144600
2024-09-05 00:00:00+00:00,245.43761494700212,246.9939981579881,239.55134828105673,240.21978759765625,149900
2024-09-06 00:00:00+00:00,241.08773410202662,243.24271196961595,238.12464333991264,241.78611755371094,147900
2024-09-09 00:00:00+00:00,243.52206394338262,249.7974373141147,243.52206394338262,247.93177795410156,236400
2024-09-10 00:00:00+00:00,249.16890937042717,251.2740006651308,247.24340718777523,250.83502197265625,145900
2024-09-11 00:00:00+00:00,251.0844578985842,251.0844578985842,245.07845988413936,247.47288513183594,187600
2024-09-12 00:00:00+00:00,248.84964245702918,255.28464738303882,247.26334557289152,253.73825073242188,163200
2024-09-13 00:00:00+00:00,257.06051549121327,261.18091124168933,251.58328339440303,257.43963623046875,209600
2024-09-16 00:00:00+00:00,259.30531314243564,263.5254828471451,257.9584478795217,261.92919921875,160400
2024-09-17 00:00:00+00:00,264.293625610902,267.2467299203856,262.3182216054211,264.3135681152344,175800
2024-09-18 00:00:00+00:00,262.61757796109475,271.8061413772191,262.61757796109475,267.28668212890625,224600
2024-09-19 00:00:00+00:00,272.7239547466644,272.7239547466644,267.3764405500188,271.3571472167969,269900
2024-09-20 00:00:00+00:00,269.6112280434237,272.704021422324,257.7588641396245,271.59661865234375,462600
2024-09-23 00:00:00+00:00,272.13532783937325,274.41002168498625,269.08245005832873,271.0678405761719,182400
2024-09-24 00:00:00+00:00,271.32721923133664,273.4821971898003,269.8905672590276,271.9856872558594,157900
2024-09-25 00:00:00+00:00,271.09776570714854,272.42465774551033,267.05717073908835,267.75555419921875,254100
2024-09-26 00:00:00+00:00,271.1176986459762,273.1230315692961,266.39869333527344,269.11236572265625,243600
2024-09-27 00:00:00+00:00,271.3172708015406,274.9887013017993,269.34186667264265,269.3717956542969,345100
2024-09-30 00:00:00+00:00,268.9926730910438,275.307962196249,266.2191425058664,274.749267578125,355900
2024-10-01 00:00:00+00:00,293.3159452634854,302.33492026873625,284.3368857146032,298.65350341796875,1059000
2024-10-02 00:00:00+00:00,296.6980966761405,302.1653272313514,294.42337217488796,299.5015563964844,540700
2024-10-03 00:00:00+00:00,294.7625945997957,299.6811167606714,294.6528347023674,297.3365783691406,262400
2024-10-04 00:00:00+00:00,301.2274957286169,306.5351250546413,299.9205461258673,306.1160888671875,290200
2024-10-07 00:00:00+00:00,303.8214555871097,310.2364877415811,301.96579782220107,307.2035827636719,290300
2024-10-08 00:00:00+00:00,306.9541693325978,307.20358766712513,302.3848083939755,304.7193603515625,247800
2024-10-09 00:00:00+00:00,304.1008261259118,306.1859598749467,301.48692669359605,304.4001159667969,238100
2024-10-10 00:00:00+00:00,300.97809253685716,300.97809253685716,296.967456582439,298.8730163574219,264600
2024-10-11 00:00:00+00:00,301.5367481488638,307.32327116724383,301.08781346203097,307.2833557128906,201000
2024-10-14 00:00:00+00:00,306.8444175158759,308.9894091599981,306.70475907708027,308.1513671875,234400
2024-10-15 00:00:00+00:00,307.32329190469494,311.47361648692726,303.48224360978475,303.81146240234375,309100
2024-10-16 00:00:00+00:00,308.4008150568262,308.929580772717,304.2904052734375,304.2904052734375,243100
2024-10-17 00:00:00+00:00,305.5773653640173,307.7323433581728,303.30267144461527,305.8666687011719,234600
2024-10-18 00:00:00+00:00,308.1424597371683,308.54171828581974,306.3757246671115,306.9845886230469,175200
2024-10-21 00:00:00+00:00,306.2359865165745,307.7631726449628,301.73429812300486,302.07366943359375,198600
2024-10-22 00:00:00+00:00,299.0292720184757,299.4485133402023,294.43775251644166,294.75714111328125,220600
2024-10-23 00:00:00+00:00,294.62741361422326,297.10283522916484,292.55122014071486,295.8551330566406,200100
2024-10-24 00:00:00+00:00,296.90321531047647,298.6599592209831,292.8107461729089,298.42041015625,274300
2024-10-25 00:00:00+00:00,300.1871507421264,302.8323037117549,298.2906495359896,302.5328369140625,209400
2024-10-28 00:00:00+00:00,304.5591189818412,306.92475753858236,303.391286751757,305.45745849609375,237000
2024-10-29 00:00:00+00:00,301.993793885325,303.1017691526189,299.20894482457805,302.98199462890625,291600
2024-10-30 00:00:00+00:00,301.73429889240094,304.4393084811677,299.6980405621987,301.3450012207031,348400
2024-10-31 00:00:00+00:00,299.5582867168638,301.6843759659316,295.8052195194613,300.1372375488281,208600
2024-11-01 00:00:00+00:00,299.84777284486916,306.1761144573401,299.84777284486916,305.8267822265625,189700
2024-11-04 00:00:00+00:00,305.3077412509278,309.23050976738773,303.93027310951913,306.4356689453125,173100
2024-11-05 00:00:00+00:00,306.0064405316349,314.5307195411014,305.8467310038129,313.76214599609375,218400
2024-11-06 00:00:00+00:00,327.69646361188705,331.28985171108866,316.9362820429991,319.82098388671875,500700
2024-11-07 00:00:00+00:00,321.5977207335679,325.93973022320796,316.31743680850303,323.7537536621094,343200
2024-11-08 00:00:00+00:00,323.74375588766225,330.0621363854045,323.74375588766225,329.5830078125,200100
2024-11-11 00:00:00+00:00,332.5874957040014,334.0448032790443,328.7146233750169,332.8370361328125,217700
2024-11-12 00:00:00+00:00,331.0403093124056,333.15640716330313,328.09575068459117,331.2698974609375,282400
2024-11-13 00:00:00+00:00,332.83704685613964,337.3686792570846,329.58302981193236,330.09210205078125,346300
2024-11-14 00:00:00+00:00,330.0621445544766,334.6935990279403,327.93605524796544,329.0240478515625,266400
2024-11-15 00:00:00+00:00,327.84623995733944,331.52945926282666,325.0314165031253,325.2709655761719,251300
2024-11-18 00:00:00+00:00,325.4107054573148,327.0177311722753,322.7056653189433,322.8753662109375,232500
2024-11-19 00:00:00+00:00,319.1123153464608,321.55779329336656,316.2575569758603,316.36737060546875,322000
2024-11-20 00:00:00+00:00,317.74480463436436,318.4734736508446,314.3211172701958,315.039794921875,241400
2024-11-21 00:00:00+00:00,315.7784108520632,322.63580710288306,315.1196509568966,319.82098388671875,224100
2024-11-22 00:00:00+00:00,319.9807290733886,326.55861154714273,319.9807290733886,325.6402893066406,236700
2024-11-25 00:00:00+00:00,327.54674657430274,335.5220790473821,327.54674657430274,329.1837463378906,376100
2024-11-26 00:00:00+00:00,327.0776363374025,327.0776363374025,321.2683276166369,322.7855529785156,249200
2024-11-27 00:00:00+00:00,323.0051202076949,326.21920198070154,319.31190987036337,319.5714416503906,203000
2024-11-29 00:00:00+00:00,321.2882786746255,324.4624254296302,320.1004638671875,320.1004638671875,130600
2024-12-02 00:00:00+00:00,321.40808767443116,323.7138389099598,320.0905068365635,321.47796630859375,252000
2024-12-03 00:00:00+00:00,322.0768412177307,327.1175454941191,320.70933413473534,324.3127136230469,437500
2024-12-04 00:00:00+00:00,331.1002061140348,332.23812506370194,323.98330838075384,327.5467529296875,293800
2024-12-05 00:00:00+00:00,328.21551235760893,329.3733834962727,322.2564862467172,322.84539794921875,352200
2024-12-06 00:00:00+00:00,325.86987891508466,326.27912890199536,321.2084499796927,324.1330871582031,218400
2024-12-09 00:00:00+00:00,322.98514664356236,324.67204233865095,320.3600069832814,320.81915283203125,286400
2024-12-10 00:00:00+00:00,320.070552477526,321.67757828389483,317.79474489128705,318.6431884765625,225600
2024-12-11 00:00:00+00:00,322.4162144788312,324.9715059464725,318.3536891244997,322.9053039550781,233600
2024-12-12 00:00:00+00:00,323.65391382882717,324.43247869452074,320.9289215681617,322.1866149902344,195000
2024-12-13 00:00:00+00:00,321.5078845721293,323.13489299120664,316.9362870000801,317.1558837890625,227400
2024-12-16 00:00:00+00:00,316.9063566022718,320.3300744727671,315.08972541189206,317.295654296875,191200
2024-12-17 00:00:00+00:00,314.420943964226,317.60508230986136,310.60795885682563,312.27490234375,224800
2024-12-18 00:00:00+00:00,314.2013558432974,316.4472197907812,299.64817086665323,299.91766357421875,291600
2024-12-19 00:00:00+00:00,302.3930777793459,308.41199118553243,300.33686725991737,302.28326416015625,415300
2024-12-20 00:00:00+00:00,299.9276648187779,305.7069996350704,299.36869665479946,302.1435852050781,1830400
2024-12-23 00:00:00+00:00,300.4366978564054,302.87221498335975,298.63002751096093,301.77423095703125,267600
2024-12-24 00:00:00+00:00,301.90396630576413,303.13171611024455,299.90764299137555,302.6026916503906,72600
2024-12-26 00:00:00+00:00,302.62265495815785,302.89217811077833,299.38862081853176,302.4429931640625,140100
2024-12-27 00:00:00+00:00,301.1454121054815,302.6426547302125,296.1446119912067,297.1827087402344,186500
2024-12-30 00:00:00+00:00,294.4577027548397,296.1944943725683,291.2336294839683,293.6292419433594,173800
2024-12-31 00:00:00+00:00,295.6055552564664,295.6055552564664,290.73452171681254,291.59295654296875,260600
2025-01-02 00:00:00+00:00,295.9350242820493,300.9357942344347,294.95681474248926,297.97125244140625,276800
2025-01-03 00:00:00+00:00,294.72718237800103,303.72062868214937,294.72718237800103,301.0455627441406,324600
2025-01-06 00:00:00+00:00,302.1634995990112,309.3802193828336,302.1634995990112,306.9945983886719,620000
2025-01-07 00:00:00+00:00,305.1280630346037,307.06449923631476,299.9675534645537,303.3114013671875,744600
2025-01-08 00:00:00+00:00,303.44115276341506,313.1532769413496,296.9630931642635,313.0634460449219,552600
2025-01-10 00:00:00+00:00,309.9392015027485,311.62609722511996,302.3931014319589,304.6988525390625,445500
2025-01-13 00:00:00+00:00,300.68620075708515,305.87665343637974,300.5264912403326,305.7967834472656,392400
2025-01-14 00:00:00+00:00,312.3048565611753,325.1611849128084,311.9355415835536,321.3781433105469,669100
2025-01-15 00:00:00+00:00,327.6765168156247,327.6765168156247,322.19661891127134,325.5903625488281,353100
2025-01-16 00:00:00+00:00,326.4487876372576,331.4895227436829,324.5922214067002,330.1419982910156,269600
2025-01-17 00:00:00+00:00,334.9730822191477,336.40044614353286,328.5049834182563,329.752685546875,263400
2025-01-21 00:00:00+00:00,333.58563771269286,335.6019132922429,330.41146049500685,335.1627197265625,284100
2025-01-22 00:00:00+00:00,336.18084756401515,338.7161868051097,333.21630610371113,336.23077392578125,234500
2025-01-23 00:00:00+00:00,335.0329753718998,340.1136148735394,333.70543368677096,336.45037841796875,253500
2025-01-24 00:00:00+00:00,342.31957147291706,344.6652271280168,332.7971002068301,334.3941650390625,250600
