"('date', '')","('open', 'BTI')","('high', 'BTI')","('low', 'BTI')","('close', 'BTI')","('volume', 'BTI')"
1980-04-14 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,1600
1980-04-15 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-16 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-17 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-18 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-21 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-22 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-23 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-24 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-25 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-28 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-29 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-04-30 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-05-01 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-05-02 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-05-05 00:00:00+00:00,0.08499214798212051,0.08499214798212051,0.08499214798212051,0.08499214798212051,0
1980-05-06 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,5600
1980-05-07 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-08 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-09 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-12 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-13 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-14 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-15 00:00:00+00:00,0.09328408539295197,0.09328408539295197,0.09328408539295197,0.09328408539295197,0
1980-05-16 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,1600
1980-05-19 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-20 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-21 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-22 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-23 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-27 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-05-28 00:00:00+00:00,0.08706516772508621,0.08706516772508621,0.08706516772508621,0.08706516772508621,2400
1980-05-29 00:00:00+00:00,0.08706516772508621,0.08706516772508621,0.08706516772508621,0.08706516772508621,0
1980-05-30 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,800
1980-06-02 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-06-03 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-06-04 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
1980-06-05 00:00:00+00:00,0.08913814276456833,0.08913814276456833,0.08913814276456833,0.08913814276456833,0
