"('date', '')","('open', 'BEPJ')","('high', 'BEPJ')","('low', 'BEPJ')","('close', 'BEPJ')","('volume', 'BEPJ')"
2024-03-27 00:00:00+00:00,22.6099749143182,22.650672938164142,22.474315409833128,22.591886520385742,248100
2024-03-28 00:00:00+00:00,22.60997727286084,22.68232913113382,22.58736764058885,22.600933074951172,421900
2024-04-01 00:00:00+00:00,22.619020462036133,22.620828266534822,22.528580211977154,22.619020462036133,166800
2024-04-02 00:00:00+00:00,22.5918888770415,22.655196537404812,22.483361952134217,22.600933074951172,83500
2024-04-03 00:00:00+00:00,22.546668715322745,22.600932175617142,22.537624517772965,22.582843780517578,52100
2024-04-04 00:00:00+00:00,22.63711121504998,22.63711121504998,22.59189022280789,22.628067016601562,93400
2024-04-05 00:00:00+00:00,22.619019904487715,22.673283363183817,22.51953545937466,22.64615249633789,117900
2024-04-08 00:00:00+00:00,22.605456641227235,22.655197143554688,22.605456641227235,22.655197143554688,38400
2024-04-09 00:00:00+00:00,22.65519496861703,22.664239165900426,22.582843115354148,22.64615249633789,201900
2024-04-10 00:00:00+00:00,22.528579973678944,22.736591339111328,22.519535776268285,22.736591339111328,140300
2024-04-11 00:00:00+00:00,22.60997602537062,22.836075785624327,22.60093182795996,22.736591339111328,62800
2024-04-12 00:00:00+00:00,22.76027358435019,22.924213409423828,22.76027358435019,22.924213409423828,43900
2024-04-15 00:00:00+00:00,22.88322821854398,22.92421317439219,22.650981293514754,22.75116539001465,125100
2024-04-16 00:00:00+00:00,22.742059411640252,22.769383296976414,22.550797425785372,22.66008949279785,118000
2024-04-17 00:00:00+00:00,22.746610196411062,22.91510311629337,22.605439419816506,22.887779235839844,198500
2024-04-18 00:00:00+00:00,22.76938075337123,22.878674545340402,22.587225012477905,22.63276481628418,70700
2024-04-19 00:00:00+00:00,22.587227138528814,22.842244852350152,22.587227138528814,22.805814743041992,20300
2024-04-22 00:00:00+00:00,22.85134893595069,22.88777903907643,22.705625049116204,22.760271072387695,221200
2024-04-23 00:00:00+00:00,22.819473113023875,22.887780211320287,22.76938019864033,22.778488159179688,64100
2024-04-24 00:00:00+00:00,22.6783023304126,22.97885807954802,22.6783023304126,22.778488159179688,68900
2024-04-25 00:00:00+00:00,22.714734353736002,22.76938038024214,22.63276444539386,22.64187240600586,24900
2024-04-26 00:00:00+00:00,22.68741084368582,22.76938075337123,22.61454889476167,22.63276481628418,34100
2024-04-29 00:00:00+00:00,22.660086590064,22.705626393124,22.62365648478186,22.64187240600586,280200
2024-04-30 00:00:00+00:00,22.605439769200242,22.70562559524584,22.523469863738534,22.614547729492188,719600
2024-05-01 00:00:00+00:00,22.61455183867712,22.705629720980113,22.569013766108682,22.696521759033203,50900
2024-05-02 00:00:00+00:00,22.71473644526879,22.84224443124578,22.71473644526879,22.76938247680664,22400
2024-05-03 00:00:00+00:00,22.80581234721891,22.9242123614897,22.796704386557177,22.860458374023438,25000
2024-05-06 00:00:00+00:00,22.796705868541213,22.82402801513672,22.696520031915068,22.82402801513672,29200
2024-05-07 00:00:00+00:00,22.82402801513672,22.85135189889821,22.742058101018234,22.82402801513672,26900
2024-05-08 00:00:00+00:00,22.792151019331307,22.84224393764438,22.742970113159807,22.82402801513672,22900
2024-05-09 00:00:00+00:00,22.824028929113044,22.824028929113044,22.805814743041992,22.805814743041992,7800
2024-05-10 00:00:00+00:00,22.805813206976776,22.814919430815934,22.723843295096856,22.79670524597168,9200
2024-05-13 00:00:00+00:00,22.79670678142344,22.805814743041992,22.769382896567777,22.805814743041992,35700
2024-05-14 00:00:00+00:00,22.82402801513672,22.82402801513672,22.796705868541213,22.82402801513672,3200
2024-05-15 00:00:00+00:00,22.81491845364771,22.905996322631836,22.752076478586183,22.905996322631836,113900
2024-05-16 00:00:00+00:00,22.85135189889821,22.85135189889821,22.805813829795046,22.82402801513672,28500
2024-05-17 00:00:00+00:00,22.824027272664985,22.842243194580078,22.72384317646384,22.842243194580078,11300
2024-05-20 00:00:00+00:00,22.813099063736708,22.924213409423828,22.76209587143219,22.924213409423828,24200
2024-05-21 00:00:00+00:00,22.922391564645707,22.924213851762865,22.82402801513672,22.82402801513672,27800
2024-05-22 00:00:00+00:00,22.842243194580078,22.842243194580078,22.814919311707442,22.842243194580078,12000
2024-05-23 00:00:00+00:00,22.842243194580078,22.842243194580078,22.76938124408564,22.842243194580078,11500
2024-05-24 00:00:00+00:00,22.842242208027546,23.088151931762695,22.842242208027546,23.088151931762695,34000
2024-05-28 00:00:00+00:00,23.17012183967441,23.17012183967441,22.937873188202598,23.088151931762695,28700
2024-05-29 00:00:00+00:00,22.915105145074513,22.937874178885416,22.76938124408564,22.842243194580078,65200
2024-05-30 00:00:00+00:00,22.82402622471063,22.896888171859644,22.778488159179688,22.778488159179688,37000
2024-05-31 00:00:00+00:00,22.90599870385245,23.115476608276367,22.90599870385245,23.115476608276367,21300
2024-06-03 00:00:00+00:00,22.951538263236277,23.07904624938965,22.919661266697933,23.07904624938965,9800
2024-06-04 00:00:00+00:00,23.079044528845518,23.206552505493164,23.079044528845518,23.206552505493164,42600
2024-06-05 00:00:00+00:00,23.20655352965155,23.406925201416016,22.97885971149445,23.406925201416016,31300
2024-06-06 00:00:00+00:00,23.39781651401311,23.424228384617145,23.151906781116107,23.288522720336914,24300
2024-06-07 00:00:00+00:00,23.033507617717774,23.22932270432277,22.951537703712898,23.224769592285156,10900
2024-06-10 00:00:00+00:00,23.29763211300944,23.29763211300944,22.960644487533497,23.07904624938965,26200
2024-06-11 00:00:00+00:00,23.069937545322812,23.17012338102757,22.969751709618052,23.097261428833008,28800
2024-06-12 00:00:00+00:00,23.133691164459698,23.20655311548296,23.051721252412786,23.106369018554688,29100
2024-06-13 00:00:00+00:00,23.13369025131355,23.306738029600382,23.0517203425022,23.124582290649414,10300
2024-06-14 00:00:00+00:00,23.069935653235287,23.36138343811035,23.069935653235287,23.36138343811035,13600
2024-06-17 00:00:00+00:00,23.31584537316081,23.36138343811035,23.1610135203002,23.36138343811035,10300
2024-06-18 00:00:00+00:00,23.31584537316081,23.388707319379574,23.280325543526896,23.36138343811035,11700
2024-06-20 00:00:00+00:00,23.425139083994253,23.425139083994253,23.233877113052863,23.324954986572266,10800
2024-06-21 00:00:00+00:00,23.324955287906185,23.406925201416016,23.294898842275124,23.406925201416016,17000
2024-06-24 00:00:00+00:00,23.425139406860787,23.452463290442996,23.14279955850853,23.270307540893555,24100
2024-06-25 00:00:00+00:00,23.29763305716796,23.498003005981445,23.233879061507587,23.498003005981445,27000
2024-06-26 00:00:00+00:00,23.27030825995706,23.388710021972656,23.242986112696556,23.388710021972656,9700
2024-06-27 00:00:00+00:00,23.452461305175266,23.452461305175266,23.26119934778819,23.36138343811035,27200
2024-06-28 00:00:00+00:00,23.30673950629003,23.54354128706344,23.188337747320332,23.224769592285156,137000
2024-07-01 00:00:00+00:00,23.197443920240403,23.233875762396647,23.04261206540805,23.179229736328125,16400
2024-07-02 00:00:00+00:00,23.233877553526362,23.233877553526362,23.15190763952149,23.224769592285156,16700
2024-07-03 00:00:00+00:00,23.222946814412662,23.38870892603408,23.222946814412662,23.279415130615234,32200
2024-07-05 00:00:00+00:00,23.31584537316081,23.388707319379574,23.31584537316081,23.36138343811035,10300
2024-07-08 00:00:00+00:00,23.36138330752724,23.36138330752724,23.09725940539777,23.142797470092773,15800
2024-07-09 00:00:00+00:00,23.142798264551967,23.256645167363484,23.13369030386714,23.170122146606445,12000
2024-07-10 00:00:00+00:00,23.042612128941826,23.206551944765256,22.969750181594282,23.088151931762695,33300
2024-07-11 00:00:00+00:00,23.00618380428523,23.188337818167945,23.00618380428523,23.133691787719727,15900
2024-07-12 00:00:00+00:00,23.08815322854858,23.252093053579976,23.08815322854858,23.188337326049805,6700
2024-07-15 00:00:00+00:00,23.265303410687892,23.265303410687892,23.10766676936604,23.24675750732422,9100
2024-07-16 00:00:00+00:00,23.181848526000977,23.450758817847234,23.181848526000977,23.181848526000977,15500
2024-07-17 00:00:00+00:00,23.10766676936604,23.274576362369732,23.10766676936604,23.24675750732422,9700
2024-07-18 00:00:00+00:00,23.116938792815585,23.144755878109443,23.02421104835527,23.13548469543457,5300
2024-07-19 00:00:00+00:00,23.107665519789155,23.17164764488963,23.005664825439453,23.005664825439453,15100
2024-07-22 00:00:00+00:00,23.061303778458708,23.089120864868164,22.9593030785982,23.089120864868164,5000
2024-07-23 00:00:00+00:00,22.977848052978516,23.024211040876303,22.857301454628878,22.977848052978516,11500
2024-07-24 00:00:00+00:00,23.014937776619842,23.014937776619842,22.82948405891582,23.005664825439453,24500
2024-07-25 00:00:00+00:00,22.99732164990146,23.144756806321762,22.99732164990146,23.089120864868164,7100
2024-07-26 00:00:00+00:00,23.042757788571905,23.181848526000977,23.033484836925343,23.181848526000977,6400
2024-07-29 00:00:00+00:00,23.107667922973633,23.107667922973633,23.107667922973633,23.107667922973633,900
2024-07-30 00:00:00+00:00,23.014937613793307,23.200393098819863,23.010302022553205,23.191120147705078,6600
2024-07-31 00:00:00+00:00,23.23748247637674,23.339483167115347,23.181846539898654,23.274574279785156,14900
2024-08-01 00:00:00+00:00,23.27457352943569,23.376572448251416,23.15773753600802,23.293119430541992,12500
2024-08-02 00:00:00+00:00,23.42293996290755,23.53421184539693,23.17257557435441,23.181848526000977,8400
2024-08-05 00:00:00+00:00,23.01122926277415,23.228210663715032,22.72748367360738,22.977848052978516,19100
2024-08-06 00:00:00+00:00,23.098393641455555,23.181848437320685,22.977848807780745,23.116939544677734,8300
2024-08-07 00:00:00+00:00,22.968576030279582,23.107666768230928,22.940757175235436,23.089120864868164,6800
2024-08-08 00:00:00+00:00,23.09839297372529,23.09839297372529,22.903666301425613,23.042757034301758,4200
2024-08-09 00:00:00+00:00,23.042756064677956,23.34875637158303,23.042756064677956,23.154027938842773,6400
2024-08-12 00:00:00+00:00,23.135485134287936,23.274575869299486,23.135485134287936,23.144756317138672,11500
2024-08-13 00:00:00+00:00,23.135484474279433,23.353392637748346,23.135484474279433,23.22821044921875,19200
2024-08-14 00:00:00+00:00,23.33948516845703,23.358031071751533,23.2282115173247,23.33948516845703,8700
2024-08-15 00:00:00+00:00,23.191120147705078,23.35802973050206,23.172574245475506,23.191120147705078,12000
2024-08-16 00:00:00+00:00,23.33948516845703,23.43221291629486,23.2282115173247,23.33948516845703,12300
2024-08-19 00:00:00+00:00,23.362666926605634,23.534212112426758,23.302393624536432,23.534212112426758,3600
2024-08-20 00:00:00+00:00,23.534210609302367,23.738211997542543,23.534210609302367,23.57130241394043,9300
2024-08-21 00:00:00+00:00,23.49712140800649,23.799412905733828,23.25602997519835,23.46002960205078,15500
2024-08-22 00:00:00+00:00,23.562029636586697,23.58984849027045,23.50175633792253,23.54348373413086,2600
2024-08-23 00:00:00+00:00,23.506394587564863,23.626939420821188,23.506394587564863,23.524940490722656,5000
2024-08-26 00:00:00+00:00,23.56202828974788,23.57130124044574,23.552755339050016,23.566665649414062,1600
2024-08-27 00:00:00+00:00,23.59912126741898,23.608392449943906,23.57130241394043,23.57130241394043,5700
2024-08-28 00:00:00+00:00,23.608391870913568,23.608391870913568,23.497119996997657,23.562028884887695,4300
