"('date', '')","('open', 'AIRS')","('high', 'AIRS')","('low', 'AIRS')","('close', 'AIRS')","('volume', 'AIRS')"
2025-09-26 00:00:00+00:00,7.369999885559082,7.619999885559082,7.159999847412109,7.420000076293945,646689
