"('date', '')","('open', 'BWFG')","('high', 'BWFG')","('low', 'BWFG')","('close', 'BWFG')","('volume', 'BWFG')"
2010-04-05 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-06 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-07 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-08 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-09 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-12 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-13 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-14 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-15 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-16 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-19 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-20 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-21 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-22 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-23 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-26 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-27 00:00:00+00:00,13.739864349365234,13.739864349365234,13.739864349365234,13.739864349365234,0
2010-04-28 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,200
2010-04-29 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-04-30 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-03 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-04 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-05 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-06 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-07 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-10 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-11 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-12 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-13 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-14 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-17 00:00:00+00:00,15.356318473815918,15.356318473815918,15.356318473815918,15.356318473815918,0
2010-05-18 00:00:00+00:00,17.781004975846756,17.781004975846756,17.77292251586914,17.77292251586914,400
2010-05-19 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,200
2010-05-20 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,0
2010-05-21 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,200
2010-05-24 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,0
2010-05-25 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,200
2010-05-26 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,200
2010-05-27 00:00:00+00:00,17.781003952026367,17.781003952026367,17.781003952026367,17.781003952026367,400
2010-05-28 00:00:00+00:00,12.931637573242188,12.931637573242188,12.115327766442716,12.12341022491455,800
2010-06-01 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-02 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-03 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-04 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-07 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-08 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-09 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-10 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-11 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,0
2010-06-14 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,600
2010-06-15 00:00:00+00:00,12.12341022491455,12.12341022491455,12.12341022491455,12.12341022491455,300
2010-06-16 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,400
2010-06-17 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
2010-06-18 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
2010-06-21 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
2010-06-22 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
2010-06-23 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
2010-06-24 00:00:00+00:00,12.082995414733887,12.082995414733887,12.082995414733887,12.082995414733887,0
