"('date', '')","('open', 'CHD')","('high', 'CHD')","('low', 'CHD')","('close', 'CHD')","('volume', 'CHD')"
1980-03-17 00:00:00+00:00,0.10771096497774126,0.11925106998412008,0.10771096497774126,0.10771096497774124,113400
1980-03-18 00:00:00+00:00,0.10771096839270532,0.11732793026031355,0.10578720271587372,0.10578720271587372,81000
1980-03-19 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-03-20 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-03-21 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,32400
1980-03-24 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,48600
1980-03-25 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-03-26 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,405000
1980-03-27 00:00:00+00:00,0.1057872175272669,0.1154041807413575,0.10386407375335693,0.10386407375335693,16200
1980-03-28 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,518400
1980-03-31 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-04-01 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-04-02 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,32400
1980-04-03 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,194400
1980-04-07 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-04-08 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-04-09 00:00:00+00:00,0.10578720271587372,0.10578720271587372,0.10578720271587372,0.10578720271587372,0
1980-04-10 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,16200
1980-04-11 00:00:00+00:00,0.10578720271587372,0.11732793026031355,0.10578720271587372,0.10578720271587372,113400
