"('date', '')","('open', 'AU')","('high', 'AU')","('low', 'AU')","('close', 'AU')","('volume', 'AU')"
2024-01-02 00:00:00+00:00,17.62031152310112,17.65786053575617,17.122774124145508,17.122774124145508,1337100
2024-01-03 00:00:00+00:00,16.587688553632354,16.991350755637207,16.53136413653336,16.803600311279297,1715300
2024-01-04 00:00:00+00:00,16.7660510441646,16.803600058157997,16.46565177013376,16.653400421142578,1425800
2024-01-05 00:00:00+00:00,16.418709897494175,16.85053510824948,16.362385492794107,16.59707260131836,1597800
2024-01-08 00:00:00+00:00,16.259125550570232,16.512588103621134,16.16525033197499,16.4281005859375,1073600
2024-01-09 00:00:00+00:00,16.353000248811075,16.371775650036863,16.080762302599595,16.127700805664062,1290600
2024-01-10 00:00:00+00:00,16.033824109981143,16.099536217684737,15.893012194827646,16.005661010742188,1339200
2024-01-11 00:00:00+00:00,16.04321442180037,16.12770194275242,15.6958766367174,15.817914962768555,1207800
2024-01-12 00:00:00+00:00,16.45626479262227,16.79421309550682,16.277902044378127,16.399938583374023,2000700
2024-01-16 00:00:00+00:00,16.137088994920948,16.155862606194404,15.45180115359514,15.479964256286621,3108600
2024-01-17 00:00:00+00:00,15.226501733898628,15.320376952536009,14.973040075994396,15.235889434814453,1708300
2024-01-18 00:00:00+00:00,15.376702184381758,15.423640691454443,15.113853706858578,15.301602363586426,1283000
2024-01-19 00:00:00+00:00,15.188952720756197,15.320376952536009,15.057528488976384,15.235889434814453,1509800
2024-01-22 00:00:00+00:00,14.93548977593591,15.273439837960016,14.832227754350994,15.15140151977539,1104400
2024-01-23 00:00:00+00:00,15.592615503736738,15.836690365318107,15.414252760557865,15.817914962768555,2387900
2024-01-24 00:00:00+00:00,16.850536226910627,16.850536226910627,16.06198734667789,16.080760955810547,3417900
2024-01-25 00:00:00+00:00,16.38116250814051,16.446874618530273,16.19341208658056,16.446874618530273,1197400
2024-01-26 00:00:00+00:00,16.578298021919476,16.73788533522079,16.390547609616533,16.418710708618164,1048200
2024-01-29 00:00:00+00:00,16.71911293348095,16.75666373888233,16.46565215910544,16.73788833618164,1154400
2024-01-30 00:00:00+00:00,16.953799968710804,17.03828748971024,16.53136415423458,16.66278839111328,1182300
2024-01-31 00:00:00+00:00,16.79420931872481,17.047671831778796,16.390547195828585,16.540748596191406,1618100
2024-02-01 00:00:00+00:00,16.991350236615254,17.70479939665281,16.925638120253524,17.55459976196289,2919400
2024-02-02 00:00:00+00:00,17.16032577938584,17.272974613465223,16.75666357780603,16.944412231445312,2120800
2024-02-05 00:00:00+00:00,16.55952493290027,16.76605077335125,16.49381281658255,16.644012451171875,814600
2024-02-06 00:00:00+00:00,16.78482313673067,16.953798160709557,16.719111025299046,16.878698348999023,869600
2024-02-07 00:00:00+00:00,16.87869862380672,16.972573837603488,16.728498997940203,16.74727439880371,1193400
2024-02-08 00:00:00+00:00,16.62523635113658,16.78482368000189,16.587687339326344,16.756662368774414,942300
2024-02-09 00:00:00+00:00,16.6346234063337,16.7660494188725,16.315448760986328,16.315448760986328,1363400
2024-02-12 00:00:00+00:00,16.15585969135962,16.728496809125367,16.127698384269856,16.59707260131836,1235600
2024-02-13 00:00:00+00:00,15.996277977512,16.108926813679847,15.742815410352886,15.827302932739258,1663800
2024-02-14 00:00:00+00:00,15.648941307902914,15.695878027916079,15.479966251021771,15.658329010009766,2040600
2024-02-15 00:00:00+00:00,15.89301366984303,16.32483715512697,15.78975075357043,15.986888885498047,1901900
2024-02-16 00:00:00+00:00,15.968111596318883,16.446873528085693,15.893011790778242,16.268510818481445,1536400
2024-02-20 00:00:00+00:00,17.207260840459096,17.207260840459096,16.58768694103994,16.67217445373535,2359100
2024-02-21 00:00:00+00:00,16.587689402099436,16.6252384185791,16.315451422907472,16.6252384185791,1298600
2024-02-22 00:00:00+00:00,16.437487494909455,16.521975008522574,15.968113215068021,15.977500915527344,1984500
2024-02-23 00:00:00+00:00,17.103999118580756,17.32929857129017,16.550137292558116,17.20726203918457,4367800
2024-02-26 00:00:00+00:00,17.348073129665536,17.507660458055657,17.09461058624815,17.385623931884766,2555500
2024-02-27 00:00:00+00:00,17.517050132594296,17.639088463038398,17.169714125529396,17.179100036621094,1953100
2024-02-28 00:00:00+00:00,17.17909841794436,17.291749036161413,16.850537845063023,16.906862258911133,1451300
2024-02-29 00:00:00+00:00,17.563987191180217,17.742349944242825,17.244814282755975,17.47011375427246,2168000
2024-03-01 00:00:00+00:00,17.714186487878926,18.343148107938198,17.545211457039002,18.30559730529785,2109300
2024-03-04 00:00:00+00:00,19.197410223315522,19.826371877809798,18.990884378528172,19.816984176635742,3366300
2024-03-05 00:00:00+00:00,20.65246969030671,20.680632793562832,20.11738326208665,20.305131912231445,4680000
2024-03-06 00:00:00+00:00,20.248808522602673,20.680633841813577,19.948409234727777,20.62430763244629,3218500
2024-03-07 00:00:00+00:00,20.83083373261782,21.046745499521553,20.605534264041616,20.774507522583008,2247500
2024-03-08 00:00:00+00:00,20.9153176704885,21.056129590386384,20.539816830066528,20.99041748046875,2619900
2024-03-11 00:00:00+00:00,20.858992520760605,21.66631686160302,20.858992520760605,21.45040512084961,2263900
2024-03-12 00:00:00+00:00,20.60553343816349,20.9059327175583,20.389619889392645,20.812057495117188,2273100
2024-03-13 00:00:00+00:00,21.020369403619323,21.967232857728327,20.99196284983652,21.654767990112305,1910800
2024-03-14 00:00:00+00:00,21.2632980046079,21.358777926837718,20.84318743947353,21.177366256713867,2112800
2024-03-15 00:00:00+00:00,21.368326171464034,21.482902452507147,20.995956445048268,21.015052795410156,3123300
2024-03-18 00:00:00+00:00,20.394435824220817,20.470819403965425,19.85020259089945,20.213024139404297,2395200
2024-03-19 00:00:00+00:00,19.582859004731485,19.773817042100372,19.143652058639507,19.353708267211914,2556700
2024-03-20 00:00:00+00:00,19.48737925508843,20.58539389874596,19.382351149834236,20.308504104614258,3287500
2024-03-21 00:00:00+00:00,20.528104683153874,20.82409079890211,19.897939754849627,20.203474044799805,2785400
2024-03-22 00:00:00+00:00,19.64969453331226,20.327600396254784,19.535118253262752,20.127092361450195,1851600
2024-03-25 00:00:00+00:00,20.327600453559544,20.995956322159874,20.308504103309428,20.37533950805664,2350800
2024-03-26 00:00:00+00:00,20.919570762382506,20.919570762382506,20.270309484352573,20.423076629638672,1971800
2024-03-27 00:00:00+00:00,20.451723184108086,21.139175406191445,20.403984129386483,20.995956420898438,1357200
