"('date', '')","('open', 'ASO')","('high', 'ASO')","('low', 'ASO')","('close', 'ASO')","('volume', 'ASO')"
2025-09-26 00:00:00+00:00,47.540000915527344,49.90999984741211,47.18009948730469,49.810001373291016,1402154
