"('date', '')","('open', 'BHP')","('high', 'BHP')","('low', 'BHP')","('close', 'BHP')","('volume', 'BHP')"
2025-09-26 00:00:00+00:00,54.9900016784668,55.09000015258789,54.630001068115234,54.7400016784668,2836094
