"('date', '')","('open', 'BNS')","('high', 'BNS')","('low', 'BNS')","('close', 'BNS')","('volume', 'BNS')"
2002-09-16 00:00:00+00:00,5.180255162444031,5.201320058464447,5.171477843418454,5.178499698638916,5400
2002-09-17 00:00:00+00:00,5.220631725070127,5.238186034688076,5.174990653991699,5.174990653991699,9800
2002-09-18 00:00:00+00:00,5.12057406049374,5.12057406049374,5.046846206861543,5.085465431213379,12600
2002-09-19 00:00:00+00:00,5.05562250781023,5.05562250781023,4.897634367220034,4.964340686798096,26400
2002-09-20 00:00:00+00:00,4.901145229607561,4.96785121345272,4.823906457665283,4.953807830810547,74800
2002-09-23 00:00:00+00:00,4.874813379308151,4.881834902427143,4.750178079445026,4.790553092956543,29200
2002-09-24 00:00:00+00:00,4.769487654159707,4.866035853040513,4.753688809278033,4.774754047393799,47000
2002-09-25 00:00:00+00:00,4.818638323836548,4.887099742889404,4.781774251009273,4.887099742889404,24200
2002-09-26 00:00:00+00:00,4.918696525658238,4.964337574965112,4.916941062051768,4.962582111358643,18800
2002-09-27 00:00:00+00:00,4.999936341534687,5.0177231075965825,4.903886176348532,4.905664920806885,25400
2002-09-30 00:00:00+00:00,4.877206024834357,5.037289305273127,4.852304279219235,5.0088300704956055,77800
2002-10-01 00:00:00+00:00,4.982149014746615,5.131560149998499,4.903885958362104,5.101322174072266,35400
2002-10-02 00:00:00+00:00,5.0586335462860665,5.092428673176706,4.950132509266601,4.991042613983154,31000
2002-10-03 00:00:00+00:00,4.944797360132763,4.957248574058263,4.864755877605603,4.871870517730713,56600
2002-10-04 00:00:00+00:00,4.9003288171689645,4.9003288171689645,4.784713138401614,4.845189094543457,51600
2002-10-07 00:00:00+00:00,4.854081713932691,4.854081713932691,4.772261181580851,4.8042778968811035,40400
2002-10-08 00:00:00+00:00,4.830958535984296,4.9679187828563025,4.82384389861031,4.93056583404541,52600
2002-10-09 00:00:00+00:00,4.83451762666293,4.862976864112972,4.693999844900083,4.731352806091309,47400
2002-10-10 00:00:00+00:00,4.743802566127674,4.9074433126697095,4.724236717752399,4.887877464294434,50000
2002-10-11 00:00:00+00:00,4.948353151626858,5.044403304809579,4.916336433899285,4.992820739746094,20000
2002-10-14 00:00:00+00:00,4.980371475219727,4.998158584054831,4.962584366384623,4.980371475219727,33000
2002-10-15 00:00:00+00:00,5.142233142871216,5.3112101554870605,5.142233142871216,5.3112101554870605,55800
2002-10-16 00:00:00+00:00,5.256071513396444,5.289866992935336,5.20093177044632,5.252514362335205,10800
2002-10-17 00:00:00+00:00,5.343222781968319,5.460617126619128,5.343222781968319,5.410813331604004,23000
2002-10-18 00:00:00+00:00,5.377021045565011,5.537104306005569,5.361012685594876,5.524653434753418,31200
2002-10-21 00:00:00+00:00,5.537102987043221,5.647382736206055,5.506865018664761,5.647382736206055,32600
2002-10-22 00:00:00+00:00,5.615371156691284,5.615371156691284,5.330778312863251,5.334335803985596,16800
2002-10-23 00:00:00+00:00,5.314766368332146,5.330774728357368,5.20804442051173,5.3272175788879395,26000
2002-10-24 00:00:00+00:00,5.3627920705033665,5.567342946568575,5.3147669848566865,5.4695143699646,61600
2002-10-25 00:00:00+00:00,5.497975206936512,5.499753952026367,5.4143762232789125,5.499753952026367,17200
2002-10-28 00:00:00+00:00,5.592245193182921,5.626040323236233,5.563785957737581,5.585130214691162,17600
2002-10-29 00:00:00+00:00,5.485523676094393,5.5033107856098455,5.33433375410439,5.394809722900391,26200
2002-10-30 00:00:00+00:00,5.3574558561545444,5.3574558561545444,5.309430773375456,5.3396687507629395,60800
2002-10-31 00:00:00+00:00,5.337889134013356,5.352118748149161,5.241838984151092,5.247175216674805,24200
2002-11-01 00:00:00+00:00,5.213378533672437,5.320100784301758,5.211599789914869,5.320100784301758,59400
2002-11-04 00:00:00+00:00,5.352119337005583,5.5353259360142015,5.352119337005583,5.471292495727539,36800
2002-11-05 00:00:00+00:00,5.21160360254517,5.300538819921442,5.202710216511915,5.298760414123535,77400
2002-11-06 00:00:00+00:00,5.268521760072146,5.268521760072146,5.095987243064238,5.236505031585693,54600
2002-11-07 00:00:00+00:00,5.209823856491848,5.2293893685838615,5.18314302673401,5.216938495635986,12200
2002-11-08 00:00:00+00:00,5.188479784793846,5.222275257110596,5.163578036381966,5.222275257110596,39000
2002-11-11 00:00:00+00:00,5.2169385380378,5.2169385380378,5.163577556610107,5.163577556610107,31400
2002-11-12 00:00:00+00:00,5.167136432946631,5.2062681490444955,5.167136432946631,5.176030158996582,16600
2002-11-13 00:00:00+00:00,5.165356407099961,5.222274878925715,5.120888808578484,5.172471046447754,43400
2002-11-14 00:00:00+00:00,5.2009329379202525,5.224056290944119,5.2009329379202525,5.211605072021484,2600
2002-11-15 00:00:00+00:00,5.1760267486192415,5.1902563616626045,5.126222933337102,5.154682159423828,15000
2002-11-18 00:00:00+00:00,5.165357336320843,5.172471976948523,5.078200528990142,5.14045524597168,41200
2002-11-19 00:00:00+00:00,5.097764685313697,5.152904404028311,5.081756325160938,5.101322174072266,21200
2002-11-20 00:00:00+00:00,5.1208873216991195,5.167133312184113,5.1208873216991195,5.151124954223633,60400
2002-11-21 00:00:00+00:00,5.19381683047866,5.305875055097953,5.19381683047866,5.298760414123535,34600
2002-11-22 00:00:00+00:00,5.263187004790603,5.480188846588135,5.263187004790603,5.480188846588135,26800
2002-11-25 00:00:00+00:00,5.513982036100698,5.602917230231354,5.513982036100698,5.592245101928711,14600
2002-11-26 00:00:00+00:00,5.611813086010635,5.611813086010635,5.4428363462826255,5.462401866912842,11200
2002-11-27 00:00:00+00:00,5.481963381533005,5.629595738232732,5.481963381533005,5.544218063354492,25600
2002-11-29 00:00:00+00:00,5.567341859460922,5.627817806038083,5.567341859460922,5.6153669357299805,10200
2002-12-02 00:00:00+00:00,5.611810935730483,5.658057280041566,5.5548924625047995,5.5780158042907715,38600
2002-12-03 00:00:00+00:00,5.533546351092789,5.679399974691946,5.513980505252647,5.610030651092529,65800
2002-12-04 00:00:00+00:00,5.599358962559505,5.6278181935837335,5.599358962559505,5.6224822998046875,15600
2002-12-05 00:00:00+00:00,5.611811558611967,5.611811558611967,5.5673439540611245,5.576237678527832,13000
2002-12-06 00:00:00+00:00,5.549557440564967,5.613590563385166,5.538884970710837,5.599360942840576,18600
2002-12-09 00:00:00+00:00,5.649164792405905,5.704304529686946,5.649164792405905,5.674066543579102,26000
2002-12-10 00:00:00+00:00,5.691852551449978,5.7825661529391645,5.691852551449978,5.7790093421936035,24000
2002-12-11 00:00:00+00:00,5.796794019311178,5.885729183351839,5.796794019311178,5.860827445983887,28600
2002-12-12 00:00:00+00:00,5.88573253771647,6.029807829840672,5.88573253771647,5.99423360824585,25000
2002-12-13 00:00:00+00:00,5.937314003787511,6.00846175501842,5.935534919856754,6.006683349609375,32000
2002-12-16 00:00:00+00:00,6.0387003100033025,6.0582661628723145,6.01557696765613,6.0582661628723145,18200
2002-12-17 00:00:00+00:00,6.068939177623814,6.088505034441625,6.020914077758789,6.020914077758789,25600
2002-12-18 00:00:00+00:00,6.047594014428511,6.047594014428511,5.985339641571045,5.985339641571045,8600
2002-12-19 00:00:00+00:00,6.012017141200905,6.083165546063995,6.003123760223389,6.003123760223389,36600
2002-12-20 00:00:00+00:00,6.0298037749480065,6.05114802214269,6.0013445525146345,6.045812129974365,46200
2002-12-23 00:00:00+00:00,6.079609618697242,6.136528085790963,6.068937151671551,6.1151838302612305,13000
2002-12-24 00:00:00+00:00,6.1151838302612305,6.1151838302612305,6.1151838302612305,6.1151838302612305,0
2002-12-26 00:00:00+00:00,6.136527169367594,6.180994757551417,6.12763378743514,6.145420551300049,18000
2002-12-27 00:00:00+00:00,6.063601885842205,6.063601885842205,5.962215813416411,5.9675517082214355,14800
2002-12-30 00:00:00+00:00,5.9533226213203285,5.98178185873491,5.949765131828288,5.971109390258789,18200
2002-12-31 00:00:00+00:00,5.980002475747145,5.981781559665087,5.944428261127079,5.958658218383789,6400
2003-01-02 00:00:00+00:00,5.983558548224408,6.070715319479776,5.972886761330538,6.061821937561035,11400
2003-01-03 00:00:00+00:00,6.121217072841733,6.153614044189453,6.121217072841733,6.153614044189453,15200
2003-01-06 00:00:00+00:00,6.222007478853737,6.310199383250189,6.204009467301872,6.258004188537598,8400
2003-01-07 00:00:00+00:00,6.263402059526792,6.277801014825049,6.222006092914267,6.234604835510254,81400
2003-01-08 00:00:00+00:00,6.243606722384737,6.243606722384737,6.085222260446757,6.092421054840088,30800
2003-01-09 00:00:00+00:00,6.150014562508052,6.164413522191369,6.036625844612778,6.110418796539307,10800
2003-01-10 00:00:00+00:00,6.112218244427985,6.178812402234697,6.090620491761576,6.121217250823975,23400
2003-01-13 00:00:00+00:00,6.132016249345901,6.160813480722835,6.07802152633667,6.07802152633667,18000
2003-01-14 00:00:00+00:00,6.074425092302667,6.105021866912649,6.015030384063721,6.015030384063721,34600
2003-01-15 00:00:00+00:00,6.025827210050941,6.074422673831221,5.959233731498818,5.989830493927002,43600
2003-01-16 00:00:00+00:00,6.013227530987737,6.058223247528076,5.989829566144319,6.058223247528076,52200
2003-01-17 00:00:00+00:00,6.02042900245269,6.072624215689069,6.009629779740909,6.054625511169434,58400
2003-01-21 00:00:00+00:00,6.065421888864552,6.081620372044056,6.0060272216796875,6.0060272216796875,7000
2003-01-22 00:00:00+00:00,6.022227042661227,6.049224749484464,5.995230022418195,6.0096282958984375,15600
2003-01-23 00:00:00+00:00,6.083421554037836,6.112218789018905,6.076222073647508,6.085221767425537,83200
2003-01-24 00:00:00+00:00,6.074421908107379,6.079821174542265,6.004228698133186,6.043825149536133,15800
2003-01-27 00:00:00+00:00,6.047425956044451,6.047425956044451,5.921438458836315,5.934037208557129,7200
2003-01-28 00:00:00+00:00,5.957434880464691,6.009630096451787,5.890841386683465,5.8944411277771,26600
2003-01-29 00:00:00+00:00,5.901638315868892,5.930435546843452,5.786449391970651,5.908837795257568,37800
2003-01-30 00:00:00+00:00,5.912438916331412,5.957434648378319,5.912438916331412,5.932237148284912,130000
2003-01-31 00:00:00+00:00,5.9160389376019795,6.022228897727449,5.890841436314651,6.007830619812012,69200
2003-02-03 00:00:00+00:00,6.0006321038297665,6.024030081613035,5.975434598484951,6.015030384063721,25000
2003-02-04 00:00:00+00:00,5.977230144177149,6.040224552154541,5.957431921286542,6.040224552154541,16000
2003-02-05 00:00:00+00:00,6.036624431627787,6.043823909784272,5.968230762301227,6.018625736236572,31000
2003-02-06 00:00:00+00:00,5.997027758812048,6.027625196515987,5.964630794927878,5.975430011749268,17000
2003-02-07 00:00:00+00:00,5.989831302613718,5.989831302613718,5.946635786697369,5.9736328125,12600
2003-02-10 00:00:00+00:00,5.975433585932867,5.975433585932867,5.874642895052311,5.8944411277771,5200
2003-02-11 00:00:00+00:00,5.901639441111569,5.971832662084269,5.88004099882745,5.957433700561523,5400
2003-02-12 00:00:00+00:00,5.964635273196669,5.979034239769317,5.932238284988728,5.943037509918213,8800
2003-02-13 00:00:00+00:00,5.9574332699315535,5.997029724676621,5.9574332699315535,5.995230197906494,3400
2003-02-14 00:00:00+00:00,6.000631388485497,6.029428632100971,5.989832164662028,6.0024309158325195,10200
2003-02-18 00:00:00+00:00,6.119417195949024,6.23460611566701,6.119417195949024,6.21840763092041,23600
2003-02-19 00:00:00+00:00,6.21660688187896,6.21660688187896,6.169810963333777,6.180610179901123,9600
2003-02-20 00:00:00+00:00,6.245406627655029,6.247206154519466,6.20940991114394,6.245406627655029,14200
2003-02-21 00:00:00+00:00,6.2634026907512235,6.281401386687951,6.259802951563878,6.268802642822266,9600
2003-02-24 00:00:00+00:00,6.263402538440342,6.31199798641771,6.236405525061825,6.252604007720947,53000
2003-02-25 00:00:00+00:00,6.252604519695544,6.285000801086425,6.186010370766284,6.285000801086426,18400
2003-02-26 00:00:00+00:00,6.263403593087781,6.288601084449225,6.231006622314452,6.231006622314453,5600
2003-02-27 00:00:00+00:00,6.276002782150528,6.403791147708833,6.276002782150528,6.3785929679870605,23400
2003-02-28 00:00:00+00:00,6.383991848030473,6.495581021718737,6.371393103577609,6.430787086486816,49400
2003-03-03 00:00:00+00:00,6.4037920960368195,6.464985624682597,6.337197926780598,6.353396415710449,24800
2003-03-04 00:00:00+00:00,6.349794351217237,6.3983898002210475,6.2868006320901,6.299399375915527,38800
2003-03-05 00:00:00+00:00,6.317396526013778,6.376791184467114,6.313797473907471,6.313797473907471,12800
2003-03-06 00:00:00+00:00,6.299399932465406,6.299399932465406,6.259803484612847,6.270602703094482,17800
2003-03-07 00:00:00+00:00,6.250803567874989,6.331795978229259,6.236405298578678,6.3209967613220215,9200
2003-03-10 00:00:00+00:00,6.33179781958153,6.33179781958153,6.2778030925031265,6.294001579284668,11200
2003-03-11 00:00:00+00:00,6.293999803564367,6.306598546775517,6.193209171295166,6.193209171295166,21200
2003-03-12 00:00:00+00:00,6.157211869075912,6.166210872411567,6.076219465895123,6.097817897796631,35600
2003-03-13 00:00:00+00:00,6.112220420108153,6.14821714508553,6.106821151664694,6.146417617797852,16000
2003-03-14 00:00:00+00:00,6.128417304272306,6.1788129806518555,6.097820542345652,6.1788129806518555,6800
2003-03-17 00:00:00+00:00,6.1446159648301135,6.247206160711229,6.1446159648301135,6.227407932281494,43400
2003-03-18 00:00:00+00:00,6.252604101383727,6.340795307620015,6.250803888516841,6.3227972984313965,23400
2003-03-19 00:00:00+00:00,6.3407951736852315,6.37139261255563,6.308398208565997,6.331796169281006,30600
2003-03-20 00:00:00+00:00,6.3209964606163975,6.398389128319825,6.3209964606163975,6.3803911209106445,10200
2003-03-21 00:00:00+00:00,6.3983900063677,6.41098875059904,6.347995029442339,6.409189224243164,13000
2003-03-24 00:00:00+00:00,6.391188469437045,6.455982382662155,6.3713909395781245,6.392988681793213,31400
2003-03-25 00:00:00+00:00,6.376793441297032,6.398391194478355,6.369593961376525,6.3785929679870605,23200
2003-03-26 00:00:00+00:00,6.3983925321233,6.410991281327978,6.324599563961475,6.3821940422058105,16800
2003-03-27 00:00:00+00:00,6.389390979559581,6.457784652709961,6.374992022441579,6.457784652709961,28200
2003-03-28 00:00:00+00:00,6.430482685955035,6.483265625078061,6.430482685955035,6.472345352172852,9000
2003-03-31 00:00:00+00:00,6.450509111400915,6.452329621372366,6.368604215034717,6.401365756988525,30000
2003-04-01 00:00:00+00:00,6.415924928316662,6.439586689838033,6.374062239053245,6.381342887878418,25800
2003-04-02 00:00:00+00:00,6.426842366824797,6.534229447810672,6.426842366824797,6.521488666534424,5600
2003-04-03 00:00:00+00:00,6.5032866927341875,6.5032866927341875,6.417740856648903,6.428661823272705,14000
2003-04-04 00:00:00+00:00,6.437762281632307,6.437762281632307,6.394079803778031,6.428661823272705,13600
2003-04-07 00:00:00+00:00,6.428663427888467,6.5014685015786045,6.428663427888467,6.4850873947143555,16200
2003-04-08 00:00:00+00:00,6.490549514373085,6.568814749479122,6.490549514373085,6.528771877288818,49200
2003-04-09 00:00:00+00:00,6.534229404443885,6.556070644440994,6.525128251317963,6.539689540863037,5600
2003-04-10 00:00:00+00:00,6.585195974058669,6.683482646942139,6.570634676896289,6.683482646942139,57800
2003-04-11 00:00:00+00:00,6.698041066215788,6.801787844553169,6.698041066215788,6.781766414642334,42200
2003-04-14 00:00:00+00:00,6.745363985510342,6.7872266560822565,6.745363985510342,6.747183799743652,20800
2003-04-15 00:00:00+00:00,6.769025630939192,6.785406737746181,6.743544063532908,6.781766414642334,23200
2003-04-16 00:00:00+00:00,6.792686633296056,6.792686633296056,6.730802536010742,6.730802536010742,11200
2003-04-17 00:00:00+00:00,6.7417225551924505,6.794506185454662,6.7417225551924505,6.779944896697998,28000
2003-04-21 00:00:00+00:00,6.688939507565355,6.772664842247615,6.688939507565355,6.765384197235107,16000
2003-04-22 00:00:00+00:00,6.7781296458262545,6.821812152862549,6.7781296458262545,6.821812152862549,41600
2003-04-23 00:00:00+00:00,6.8254499113703195,6.890974341610781,6.823630096895049,6.883693695068359,7000
2003-04-24 00:00:00+00:00,6.825449147873355,6.890973570784234,6.825449147873355,6.841830253601074,34000
2003-04-25 00:00:00+00:00,6.838188166073418,6.874590690998821,6.827267200299674,6.867310047149658,12000
2003-04-28 00:00:00+00:00,6.88915474222488,6.921916961669923,6.885515112793886,6.921916961669922,7400
2003-04-29 00:00:00+00:00,6.918274866979834,6.980158966277085,6.916455052730172,6.947396755218506,26000
2003-04-30 00:00:00+00:00,6.989260597899471,7.082086406025668,6.989260597899471,7.065705299377441,26600
2003-05-01 00:00:00+00:00,7.093007540985222,7.123949246310143,7.074805925217051,7.102108001708984,24400
2003-05-02 00:00:00+00:00,7.098465013611864,7.16216890908279,7.098465013611864,7.158529281616211,24600
2003-05-05 00:00:00+00:00,7.171275657689658,7.300504057544323,7.171275657689658,7.284122943878174,16800
2003-05-06 00:00:00+00:00,7.295041291397016,7.4224491359076925,7.295041291397016,7.41334867477417,41800
2003-05-07 00:00:00+00:00,7.378763802275667,7.393324395616106,7.35146173507178,7.384223937988281,19400
2003-05-08 00:00:00+00:00,7.384222012549077,7.393322467803954,7.353280325818447,7.393322467803955,30200
2003-05-09 00:00:00+00:00,7.36784017732988,7.471586884347743,7.36784017732988,7.4497456550598145,72400
2003-05-12 00:00:00+00:00,7.446107693761019,7.6281196155780275,7.446107693761019,7.624479293823242,19200
2003-05-13 00:00:00+00:00,7.595361521331614,7.700928826345262,7.58080092075914,7.657245635986328,57400
2003-05-14 00:00:00+00:00,7.6627072806327545,7.762814466899411,7.626305424885852,7.760993957519531,16800
2003-05-15 00:00:00+00:00,7.755528729901304,7.755528729901304,7.708205237564126,7.728226661682129,46400
2003-05-16 00:00:00+00:00,7.755530993534876,7.86291809524907,7.7500708560255465,7.841076850891113,30800
2003-05-19 00:00:00+00:00,7.828336238861084,7.8447173475219065,7.817415962634347,7.828336238861084,15600
2003-05-20 00:00:00+00:00,7.913880200640729,8.004886183666938,7.873837345926621,7.966663837432861,31400
2003-05-21 00:00:00+00:00,7.9502832012124,7.972124444016005,7.857456704236046,7.8974995613098145,36600
2003-05-22 00:00:00+00:00,7.821056533696745,7.857458381365657,7.771913206158829,7.788294315338135,30800
2003-05-23 00:00:00+00:00,7.708208523472421,7.795574901288747,7.708208523472421,7.766452312469482,19200
2003-05-27 00:00:00+00:00,7.724589182276703,7.837437124411539,7.713668906426726,7.757351398468018,55600
2003-05-28 00:00:00+00:00,7.717305958906072,7.730046738211442,7.62265967383733,7.680903434753418,22200
2003-05-29 00:00:00+00:00,7.677265555809404,7.813774544078675,7.677265555809404,7.782832145690918,21200
2003-05-30 00:00:00+00:00,7.782832233571291,7.835615876268367,7.735509422604667,7.795573711395264,62800
2003-06-02 00:00:00+00:00,7.7846532776802,7.953924492233486,7.770091984491642,7.917521953582764,71000
2003-06-03 00:00:00+00:00,7.875659417628725,7.899321172321862,7.855637986297662,7.893860340118408,44600
2003-06-04 00:00:00+00:00,7.937542199054234,8.103173065572772,7.937542199054234,8.026727676391602,59200
2003-06-05 00:00:00+00:00,8.023086536408687,8.221478881689945,8.023086536408687,8.159595489501953,35800
2003-06-06 00:00:00+00:00,8.123194493556426,8.17597743767993,7.990325837498308,8.026727676391602,57000
2003-06-09 00:00:00+00:00,7.964847291047187,7.979408588848727,7.912064322318841,7.9430060386657715,21000
2003-06-10 00:00:00+00:00,7.8993180349743755,7.99942445755005,7.817412527659584,7.999424457550049,26600
2003-06-11 00:00:00+00:00,8.02855081158176,8.150498539276459,8.02855081158176,8.146858215332031,25800
2003-06-12 00:00:00+00:00,8.148675535371972,8.192358016967773,8.123193972054333,8.192358016967773,22000
2003-06-13 00:00:00+00:00,8.168702013695368,8.274268654769362,8.150500389840571,8.265168190002441,31600
2003-06-16 00:00:00+00:00,8.232399197604876,8.308844566345215,8.217838604805051,8.308844566345215,73600
2003-06-17 00:00:00+00:00,8.317946625392482,8.317946625392482,8.241501241931328,8.29610538482666,51200
2003-06-18 00:00:00+00:00,8.294288787258477,8.336151474048489,8.252426100468465,8.310669898986816,38200
2003-06-19 00:00:00+00:00,8.190541276170578,8.266985994807525,8.186900952284896,8.230584144592285,50200
2003-06-20 00:00:00+00:00,8.23058580443149,8.23058580443149,8.039472580656277,8.07951545715332,36000
2003-06-23 00:00:00+00:00,8.055854255137422,8.055854255137422,7.995790630531126,8.012171745300293,19600
2003-06-24 00:00:00+00:00,8.004890292252309,8.0449331675188,7.984868854619063,8.008530616760254,41800
