"('date', '')","('open', 'BFH')","('high', 'BFH')","('low', 'BFH')","('close', 'BFH')","('volume', 'BFH')"
2024-01-02 00:00:00+00:00,31.436702719932036,32.71706181255645,31.378503233853113,31.999286651611328,679300
2024-01-03 00:00:00+00:00,31.03901518332062,31.669496659287397,30.466733192872585,30.912919998168945,710900
2024-01-04 00:00:00+00:00,31.155411081361283,31.155411081361283,30.427935998427987,30.57343101501465,413200
2024-01-05 00:00:00+00:00,30.078748814084605,31.795593103225958,30.078748814084605,31.533700942993164,450300
2024-01-08 00:00:00+00:00,31.572497701480295,32.58126658887366,31.33970715832119,32.561866760253906,570000
2024-01-09 00:00:00+00:00,31.388204695860075,32.00898440749842,31.058415011534837,31.844091415405273,1496300
2024-01-10 00:00:00+00:00,31.252411856745873,31.824693888578064,31.252411856745873,31.524002075195312,460100
2024-01-11 00:00:00+00:00,31.49490093081519,31.785890949149948,31.048712289220468,31.74709129333496,889900
2024-01-12 00:00:00+00:00,32.154478935431435,32.26117243425586,30.447331152299125,30.476430892944336,480600
2024-01-16 00:00:00+00:00,30.166041466413567,30.39883384450608,29.758654342234333,30.156341552734375,674100
2024-01-17 00:00:00+00:00,29.390067130162528,29.74895656174989,29.02147963426993,29.205774307250977,799500
2024-01-18 00:00:00+00:00,28.97298191955289,29.021479641368952,28.138807783816247,28.55589485168457,1056800
2024-01-19 00:00:00+00:00,28.720788666073563,29.43856565361599,28.24550397905504,29.30276870727539,763900
2024-01-22 00:00:00+00:00,29.58405934940843,30.45703122249186,29.58405934940843,30.088443756103516,747200
2024-01-23 00:00:00+00:00,30.457032964113395,30.71892509603498,29.787753688114716,29.826553344726562,533600
2024-01-24 00:00:00+00:00,30.24364197236671,30.680127031483412,29.254272878257563,29.584062576293945,1090400
2024-01-25 00:00:00+00:00,28.0127104442595,32.0283842995824,27.159138339062395,31.650096893310547,1952500
2024-01-26 00:00:00+00:00,32.14477807595912,34.98678807315264,32.1156801845648,34.404808044433594,2313600
2024-01-29 00:00:00+00:00,34.40480808170786,35.1516847961277,33.95861944572516,35.14198303222656,1264600
2024-01-30 00:00:00+00:00,35.24867866741214,35.636667803157266,34.94798690220274,35.578468322753906,808900
2024-01-31 00:00:00+00:00,35.34567530131516,36.519340811729386,34.94798808873674,35.180782318115234,914900
2024-02-01 00:00:00+00:00,35.60756493517902,36.102251250510136,33.9295188285512,35.23897933959961,557900
2024-02-02 00:00:00+00:00,34.82189571472626,34.928589218470734,34.239911975400545,34.43390655517578,514700
2024-02-05 00:00:00+00:00,33.82282714185844,33.85192873582331,32.96925685509682,33.289344787597656,633200
2024-02-06 00:00:00+00:00,33.17294607812923,33.754926095233415,32.94985361490133,33.25054168701172,403900
2024-02-07 00:00:00+00:00,33.29904824608403,33.619136194866414,32.610367222684495,33.59003829956055,440100
2024-02-08 00:00:00+00:00,33.385098854618754,34.54640695771126,32.88739804094631,34.46833419799805,431200
2024-02-09 00:00:00+00:00,34.45857294256281,34.80013191965789,33.76569031047704,34.60495376586914,494100
2024-02-12 00:00:00+00:00,34.839172796989864,36.771428951492325,34.77086099274337,36.468902587890625,647000
2024-02-13 00:00:00+00:00,35.307598288958616,36.22493089327221,34.91724192987692,35.727230072021484,888000
2024-02-14 00:00:00+00:00,36.27371967149982,36.67383693370806,35.297832626614095,36.41034698486328,490800
2024-02-15 00:00:00+00:00,36.44937761486183,37.142260207545796,36.215166821804985,36.6640739440918,640200
2024-02-16 00:00:00+00:00,36.45914319321946,36.9958803616497,35.87360869089328,36.303001403808594,513300
