"('date', '')","('open', 'BLZE')","('high', 'BLZE')","('low', 'BLZE')","('close', 'BLZE')","('volume', 'BLZE')"
2024-01-02 00:00:00+00:00,7.159999847412109,7.489999771118164,7.130000114440918,7.380000114440918,199100
2024-01-03 00:00:00+00:00,7.210000038146973,7.413000106811523,7.119999885559082,7.269999980926514,103100
2024-01-04 00:00:00+00:00,7.269999980926514,7.440000057220459,7.110000133514404,7.179999828338623,214600
2024-01-05 00:00:00+00:00,7.139999866485596,7.199999809265137,6.949999809265137,6.989999771118164,181200
2024-01-08 00:00:00+00:00,6.989999771118164,7.239999771118164,6.949999809265137,7.139999866485596,190900
2024-01-09 00:00:00+00:00,7.050000190734863,7.480000019073486,6.96999979019165,7.25,196700
2024-01-10 00:00:00+00:00,7.230000019073486,7.570000171661377,7.2210001945495605,7.460000038146973,121400
2024-01-11 00:00:00+00:00,7.599999904632568,7.670000076293945,7.28000020980835,7.320000171661377,109000
2024-01-12 00:00:00+00:00,7.340000152587891,7.539999961853027,7.210000038146973,7.239999771118164,76100
2024-01-16 00:00:00+00:00,7.170000076293945,7.320000171661377,7.020999908447266,7.159999847412109,92000
2024-01-17 00:00:00+00:00,7.059999942779541,7.309999942779541,6.985000133514404,7.300000190734863,109700
2024-01-18 00:00:00+00:00,7.349999904632568,7.440000057220459,6.989999771118164,7.039999961853027,80400
2024-01-19 00:00:00+00:00,7.059999942779541,7.25,6.906000137329102,7.239999771118164,118200
2024-01-22 00:00:00+00:00,7.28000020980835,7.559999942779541,7.25,7.360000133514404,115300
2024-01-23 00:00:00+00:00,7.369999885559082,7.78000020980835,7.340000152587891,7.690000057220459,158300
2024-01-24 00:00:00+00:00,7.760000228881836,8.420000076293945,7.710000038146973,8.050000190734863,404100
2024-01-25 00:00:00+00:00,8.100000381469727,8.4399995803833,8.039999961853027,8.289999961853027,222100
2024-01-26 00:00:00+00:00,8.380000114440918,8.420000076293945,8.100000381469727,8.149999618530273,119800
2024-01-29 00:00:00+00:00,8.149999618530273,8.630000114440918,8.149999618530273,8.609999656677246,168300
2024-01-30 00:00:00+00:00,8.710000038146973,8.760000228881836,8.1899995803833,8.270000457763672,159700
2024-01-31 00:00:00+00:00,8.279999732971191,8.550000190734863,8.199999809265137,8.199999809265137,143600
2024-02-01 00:00:00+00:00,8.229999542236328,8.25,8.100000381469727,8.170000076293945,210200
2024-02-02 00:00:00+00:00,8.119999885559082,8.399999618530273,8.095000267028809,8.399999618530273,227400
2024-02-05 00:00:00+00:00,8.300000190734863,8.5,8.220000267028809,8.399999618530273,230100
2024-02-06 00:00:00+00:00,8.609999656677246,9.420000076293945,8.579999923706055,9.119999885559082,1114900
2024-02-07 00:00:00+00:00,9.199999809265137,9.199999809265137,8.520000457763672,8.800000190734863,424700
2024-02-08 00:00:00+00:00,8.829999923706055,8.88599967956543,8.5600004196167,8.75,218900
2024-02-09 00:00:00+00:00,8.989999771118164,9.140000343322754,8.8100004196167,9.109999656677246,314500
2024-02-12 00:00:00+00:00,9.0,9.074999809265137,8.670000076293945,8.819999694824219,312400
2024-02-13 00:00:00+00:00,8.619999885559082,8.619999885559082,8.029999732971191,8.050000190734863,522800
2024-02-14 00:00:00+00:00,8.319999694824219,8.369999885559082,8.027999877929688,8.289999961853027,275500
2024-02-15 00:00:00+00:00,8.380000114440918,8.380000114440918,8.010000228881836,8.149999618530273,355500
2024-02-16 00:00:00+00:00,9.199999809265137,11.829999923706055,9.0,11.829999923706055,3695800
2024-02-20 00:00:00+00:00,11.670000076293945,11.800000190734863,10.960000038146973,11.739999771118164,1476800
2024-02-21 00:00:00+00:00,11.359999656677246,11.699999809265137,11.039999961853027,11.479999542236328,884400
2024-02-22 00:00:00+00:00,11.649999618530273,11.699999809265137,10.319999694824219,10.319999694824219,897400
2024-02-23 00:00:00+00:00,10.25,10.343000411987305,9.720000267028809,9.949999809265137,679700
2024-02-26 00:00:00+00:00,9.930000305175781,10.079999923706055,9.670000076293945,9.920000076293945,819900
2024-02-27 00:00:00+00:00,9.979999542236328,10.75,9.539999961853027,10.75,888700
2024-02-28 00:00:00+00:00,10.510000228881836,10.930000305175781,10.369999885559082,10.930000305175781,651700
2024-02-29 00:00:00+00:00,10.869999885559082,11.10099983215332,10.460000038146973,10.619999885559082,456300
2024-03-01 00:00:00+00:00,10.550000190734863,11.470000267028809,10.5,11.239999771118164,534800
2024-03-04 00:00:00+00:00,11.430000305175781,11.430000305175781,11.029999732971191,11.380000114440918,357600
2024-03-05 00:00:00+00:00,11.180000305175781,11.319999694824219,10.979999542236328,11.029999732971191,359300
2024-03-06 00:00:00+00:00,11.170000076293945,11.960000038146973,11.170000076293945,11.600000381469727,559700
2024-03-07 00:00:00+00:00,11.699999809265137,11.90999984741211,11.352999687194824,11.779999732971191,233900
2024-03-08 00:00:00+00:00,11.800000190734863,12.649999618530273,11.5,11.569999694824219,1099500
2024-03-11 00:00:00+00:00,11.479999542236328,11.699000358581543,10.600000381469727,10.609999656677246,376600
2024-03-12 00:00:00+00:00,10.649999618530273,11.0600004196167,10.529999732971191,10.770000457763672,258100
2024-03-13 00:00:00+00:00,10.562000274658203,11.050000190734863,10.562000274658203,10.920000076293945,253700
2024-03-14 00:00:00+00:00,10.899999618530273,11.0,10.470000267028809,10.539999961853027,296900
2024-03-15 00:00:00+00:00,10.460000038146973,10.479999542236328,10.039999961853027,10.039999961853027,506300
2024-03-18 00:00:00+00:00,10.279999732971191,10.479999542236328,10.039999961853027,10.369999885559082,331900
2024-03-19 00:00:00+00:00,10.300000190734863,10.40999984741211,10.074999809265137,10.1899995803833,227500
2024-03-20 00:00:00+00:00,10.350000381469727,10.765000343322754,10.225000381469727,10.75,228300
2024-03-21 00:00:00+00:00,10.75,10.84000015258789,10.170000076293945,10.199999809265137,239200
2024-03-22 00:00:00+00:00,10.510000228881836,10.510000228881836,10.1899995803833,10.380000114440918,175200
2024-03-25 00:00:00+00:00,10.380000114440918,10.39799976348877,9.880000114440918,9.890000343322754,267200
2024-03-26 00:00:00+00:00,9.890000343322754,10.15999984741211,9.859999656677246,9.899999618530273,259800
2024-03-27 00:00:00+00:00,10.050000190734863,10.1899995803833,9.779999732971191,10.15999984741211,204700
2024-03-28 00:00:00+00:00,9.859999656677246,10.420000076293945,9.800000190734863,10.229999542236328,587200
2024-04-01 00:00:00+00:00,10.239999771118164,10.489999771118164,10.119999885559082,10.220000267028809,194800
2024-04-02 00:00:00+00:00,9.970000267028809,9.977999687194824,9.739999771118164,9.890000343322754,173500
2024-04-03 00:00:00+00:00,9.720000267028809,10.079999923706055,9.720000267028809,9.970000267028809,164500
2024-04-04 00:00:00+00:00,9.970000267028809,10.520000457763672,9.869999885559082,9.869999885559082,305200
2024-04-05 00:00:00+00:00,9.899999618530273,10.234999656677246,9.760000228881836,10.119999885559082,172500
2024-04-08 00:00:00+00:00,10.0600004196167,10.28499984741211,9.960000038146973,10.09000015258789,144700
2024-04-09 00:00:00+00:00,10.020000457763672,10.40999984741211,9.970000267028809,10.1899995803833,208600
2024-04-10 00:00:00+00:00,9.989999771118164,10.0,9.779999732971191,9.949999809265137,200600
2024-04-11 00:00:00+00:00,10.0,10.104999542236328,9.774999618530273,9.789999961853027,179200
2024-04-12 00:00:00+00:00,9.739999771118164,9.925000190734863,9.350000381469727,9.489999771118164,326000
2024-04-15 00:00:00+00:00,9.5600004196167,9.670000076293945,9.039999961853027,9.079999923706055,219300
2024-04-16 00:00:00+00:00,9.029999732971191,9.34000015258789,9.029999732971191,9.109999656677246,160100
2024-04-17 00:00:00+00:00,9.40999984741211,9.4399995803833,9.109999656677246,9.119999885559082,145800
2024-04-18 00:00:00+00:00,9.149999618530273,9.348999977111816,9.100000381469727,9.130000114440918,154200
2024-04-19 00:00:00+00:00,9.119999885559082,9.1899995803833,8.819999694824219,9.180000305175781,459800
2024-04-22 00:00:00+00:00,9.149999618530273,9.460000038146973,9.050000190734863,9.270000457763672,238300
2024-04-23 00:00:00+00:00,9.369999885559082,9.569999694824219,9.25,9.319999694824219,202500
2024-04-24 00:00:00+00:00,9.359999656677246,9.430000305175781,9.210000038146973,9.319999694824219,101900
2024-04-25 00:00:00+00:00,9.180000305175781,9.199999809265137,8.920000076293945,8.960000038146973,154000
2024-04-26 00:00:00+00:00,9.119999885559082,9.414999961853027,9.020000457763672,9.3100004196167,206600
2024-04-29 00:00:00+00:00,9.329999923706055,9.5600004196167,9.199999809265137,9.239999771118164,141200
2024-04-30 00:00:00+00:00,9.180000305175781,9.520000457763672,9.140000343322754,9.3100004196167,157500
2024-05-01 00:00:00+00:00,9.329999923706055,9.460000038146973,9.119999885559082,9.319999694824219,179500
2024-05-02 00:00:00+00:00,9.489999771118164,9.619999885559082,9.3100004196167,9.380000114440918,178200
2024-05-03 00:00:00+00:00,9.569999694824219,9.569999694824219,9.229999542236328,9.390000343322754,193400
2024-05-06 00:00:00+00:00,9.40999984741211,9.680000305175781,9.359999656677246,9.619999885559082,145300
2024-05-07 00:00:00+00:00,9.630000114440918,9.96500015258789,9.619999885559082,9.779999732971191,209000
2024-05-08 00:00:00+00:00,9.850000381469727,10.0,9.609999656677246,9.90999984741211,273700
2024-05-09 00:00:00+00:00,9.0,9.4399995803833,7.300000190734863,7.5,2221500
2024-05-10 00:00:00+00:00,7.590000152587891,7.730000019073486,7.060999870300293,7.25,760500
2024-05-13 00:00:00+00:00,7.21999979019165,7.309999942779541,7.079999923706055,7.309999942779541,431000
2024-05-14 00:00:00+00:00,7.230000019073486,7.440000057220459,7.099999904632568,7.329999923706055,261000
2024-05-15 00:00:00+00:00,7.349999904632568,7.659999847412109,7.289999961853027,7.329999923706055,398200
2024-05-16 00:00:00+00:00,7.300000190734863,7.36299991607666,7.059999942779541,7.28000020980835,265800
2024-05-17 00:00:00+00:00,7.260000228881836,7.329999923706055,7.099999904632568,7.119999885559082,195700
2024-05-20 00:00:00+00:00,7.070000171661377,7.360000133514404,7.054999828338623,7.099999904632568,312100
2024-05-21 00:00:00+00:00,7.0,7.025000095367432,6.610000133514404,6.610000133514404,481200
2024-05-22 00:00:00+00:00,6.579999923706055,6.889999866485596,6.5320000648498535,6.699999809265137,380300
2024-05-23 00:00:00+00:00,6.730000019073486,6.909999847412109,6.460000038146973,6.78000020980835,633900
2024-05-24 00:00:00+00:00,6.679999828338623,6.909999847412109,6.599999904632568,6.670000076293945,414700
2024-05-28 00:00:00+00:00,6.670000076293945,6.929999828338623,6.620999813079834,6.760000228881836,300600
2024-05-29 00:00:00+00:00,6.639999866485596,6.880000114440918,6.624000072479248,6.78000020980835,196200
2024-05-30 00:00:00+00:00,6.75,6.75,6.409999847412109,6.480000019073486,335900
2024-05-31 00:00:00+00:00,6.46999979019165,6.550000190734863,6.070000171661377,6.110000133514404,444200
2024-06-03 00:00:00+00:00,6.159999847412109,6.46999979019165,6.03000020980835,6.170000076293945,430500
2024-06-04 00:00:00+00:00,6.139999866485596,6.175000190734863,5.920000076293945,6.050000190734863,348300
2024-06-05 00:00:00+00:00,6.110000133514404,6.190000057220459,5.929999828338623,5.989999771118164,218000
2024-06-06 00:00:00+00:00,6.019999980926514,6.110000133514404,5.945000171661377,6.070000171661377,275200
2024-06-07 00:00:00+00:00,6.019999980926514,6.050000190734863,5.889999866485596,6.019999980926514,194000
2024-06-10 00:00:00+00:00,5.980000019073486,6.179999828338623,5.956999778747559,6.059999942779541,254000
