"('date', '')","('open', 'BLCO')","('high', 'BLCO')","('low', 'BLCO')","('close', 'BLCO')","('volume', 'BLCO')"
2025-09-26 00:00:00+00:00,14.460000038146973,14.75,14.399999618530273,14.5,713513
