"('date', '')","('open', 'AOMN')","('high', 'AOMN')","('low', 'AOMN')","('close', 'AOMN')","('volume', 'AOMN')"
2025-09-26 00:00:00+00:00,25.139999389648438,25.1200008392334,25.1200008392334,25.1200008392334,1660
