"('date', '')","('open', 'DG')","('high', 'DG')","('low', 'DG')","('close', 'DG')","('volume', 'DG')"
2009-11-13 00:00:00+00:00,19.249361713696977,20.21183013315677,19.030618966950424,19.888090133666992,22079100
2009-11-16 00:00:00+00:00,20.036837164995774,20.21183204650879,19.36310904070801,20.21183204650879,2080000
2009-11-17 00:00:00+00:00,20.15058427180514,20.273079687133027,19.68684900554621,20.159334182739258,1328000
2009-11-18 00:00:00+00:00,20.124330292232887,20.14183011040819,19.68684485109739,19.730592727661133,918300
2009-11-19 00:00:00+00:00,19.485602896245876,20.246826666268507,19.485602896245876,20.01058578491211,1031500
2009-11-20 00:00:00+00:00,19.68685192465537,20.413077951120986,19.68685192465537,20.308080673217773,1080900
2009-11-23 00:00:00+00:00,20.736811738714408,20.981802531391033,20.281826453922662,20.474319458007812,741100
2009-11-24 00:00:00+00:00,20.649320343696477,20.693068235489495,20.343080094520083,20.56182289123535,633100
2009-11-25 00:00:00+00:00,20.124330369176413,20.824306410119696,20.115580460055305,20.771808624267578,362600
2009-11-27 00:00:00+00:00,19.896846626949035,20.38683007449421,19.896846626949035,20.255584716796875,141400
2009-11-30 00:00:00+00:00,20.229331596599007,20.229331596599007,19.79184606757016,20.12433433532715,853000
2009-12-01 00:00:00+00:00,20.50931982201355,20.62306531279891,20.12433213134636,20.395572662353516,803500
2009-12-02 00:00:00+00:00,20.37807246919856,20.780558270429218,20.343072833157024,20.64931297302246,571300
2009-12-03 00:00:00+00:00,20.841808053357024,20.841808053357024,20.12433213134636,20.395572662353516,410000
2009-12-04 00:00:00+00:00,20.535569236194352,20.98180465660694,20.38682409605682,20.868059158325195,318100
2009-12-07 00:00:00+00:00,20.798060886003856,20.798060886003856,20.369325300072685,20.67556381225586,271500
2009-12-08 00:00:00+00:00,20.561818317569927,20.78056106562918,20.124332821451418,20.67556381225586,652900
2009-12-09 00:00:00+00:00,20.675558182423025,21.104295320486322,20.561812718709312,20.999298095703125,609400
2009-12-10 00:00:00+00:00,21.673031259498316,21.673031259498316,20.46557039011314,20.736812591552734,848400
2009-12-11 00:00:00+00:00,20.649316164392587,20.771811571720736,20.220580569869313,20.421823501586914,600300
2009-12-14 00:00:00+00:00,20.378076188347897,20.41307416190232,19.90559102880214,19.949338912963867,489100
2009-12-15 00:00:00+00:00,19.94934361727616,20.028091162436805,19.70435273799877,19.853097915649414,700100
2009-12-16 00:00:00+00:00,19.984337476275385,20.16808058248263,19.730595088989517,19.888090133666992,585400
2009-12-17 00:00:00+00:00,19.90559036731165,19.90559036731165,19.319359727101766,19.634349822998047,634000
2009-12-18 00:00:00+00:00,19.783096109362898,19.783096109362898,19.345610581381408,19.748096466064453,2105100
2009-12-21 00:00:00+00:00,19.686849861029398,19.78309721661219,19.398109463155965,19.77434730529785,536400
2009-12-22 00:00:00+00:00,19.756839253850842,19.783088976860725,19.511846845714675,19.59934425354004,766100
2009-12-23 00:00:00+00:00,20.316823014309204,20.34307274122173,19.599347167445174,19.608097076416016,1103000
2009-12-24 00:00:00+00:00,19.651848151736807,19.774345228396736,19.336859721878557,19.38060760498047,254300
2009-12-28 00:00:00+00:00,19.380609739504465,19.844345028283108,19.380609739504465,19.791847229003906,804300
2009-12-29 00:00:00+00:00,19.853092017823496,19.94933769085821,19.713096794432364,19.78309440612793,123500
2009-12-30 00:00:00+00:00,19.70434688436108,19.94933769085821,19.70434688436108,19.78309440612793,173300
2009-12-31 00:00:00+00:00,19.949337228227094,19.984336867700577,19.58184935812885,19.625598907470703,156700
2010-01-04 00:00:00+00:00,19.730594993793922,20.47432066291885,19.59934968015416,20.1943302154541,437200
2010-01-05 00:00:00+00:00,20.124333053244463,20.351825714111328,20.08933341209199,20.351825714111328,283600
2010-01-06 00:00:00+00:00,20.649318594146845,20.91180926041515,20.48307361544361,20.631818771362305,968100
2010-01-07 00:00:00+00:00,20.605563688715602,20.806808260752003,20.474318389648055,20.771808624267578,360700
2010-01-08 00:00:00+00:00,20.684312589149506,21.13054797100611,20.404322153994293,20.885557174682617,967300
2010-01-11 00:00:00+00:00,20.868052816379837,21.069295689267165,20.789305315011006,20.999298095703125,253500
2010-01-12 00:00:00+00:00,20.868065130746356,20.999310487518294,20.614322661295386,20.955562591552734,517700
2010-01-13 00:00:00+00:00,20.9555584029949,21.349294394611498,20.833061314800357,21.261796951293945,596300
2010-01-14 00:00:00+00:00,21.156799419274456,21.174299240112305,20.93805666542567,21.174299240112305,201500
2010-01-15 00:00:00+00:00,21.38428860345138,21.436786388546636,21.086798373120775,21.31429100036621,202100
2010-01-19 00:00:00+00:00,21.349293993824396,21.786779533324385,21.200548843639407,21.480539321899414,679300
2010-01-20 00:00:00+00:00,21.445541381835938,21.699282127348432,21.218048700656695,21.445541381835938,589800
2010-01-21 00:00:00+00:00,21.46304088991656,21.62928419117757,20.91180818273568,20.9818058013916,203300
2010-01-22 00:00:00+00:00,20.99055432416372,21.034303875977173,19.923090293036875,20.421823501586914,892700
2010-01-25 00:00:00+00:00,20.684317085654296,20.684317085654296,20.17683389439649,20.43057632446289,119500
2010-01-26 00:00:00+00:00,20.474318948270874,20.719311403722674,20.404321342266723,20.58806610107422,164800
2010-01-27 00:00:00+00:00,20.649313663947417,20.649313663947417,20.44807075659851,20.60556411743164,175300
2010-01-28 00:00:00+00:00,20.815558458112417,21.104298787609114,20.46556876391984,20.85930633544922,131400
2010-01-29 00:00:00+00:00,20.99930940824691,20.99930940824691,20.32558116420228,20.55307388305664,337800
2010-02-01 00:00:00+00:00,20.719312968614737,20.719312968614737,20.238077930724163,20.44807243347168,407500
2010-02-02 00:00:00+00:00,20.413073182134642,20.754311335067168,20.290577777261372,20.67556381225586,208300
2010-02-03 00:00:00+00:00,20.6493135202584,20.876806153933757,20.48306858240438,20.85930633544922,827700
2010-02-04 00:00:00+00:00,20.68431293629829,20.78056027582622,19.555601267026134,19.66059684753418,714000
2010-02-05 00:00:00+00:00,19.608103100003955,19.748098348794812,18.636884601251747,18.995622634887695,1137100
2010-02-08 00:00:00+00:00,19.144369266465038,19.800597671427447,19.039373656241125,19.590604782104492,208100
2010-02-09 00:00:00+00:00,19.678095945326625,19.914338496114855,19.48560294220729,19.739343643188477,220700
2010-02-10 00:00:00+00:00,19.581852193107665,19.581852193107665,19.135618407339546,19.29311180114746,403900
2010-02-11 00:00:00+00:00,19.22311138210158,19.406856151437037,19.205613231253885,19.30185890197754,107600
2010-02-12 00:00:00+00:00,19.17061189704754,19.730592727661133,19.144362169784586,19.730592727661133,125600
2010-02-16 00:00:00+00:00,19.818091467914158,20.185579329667352,19.485603244839663,20.15058135986328,248000
2010-02-17 00:00:00+00:00,20.15933539450603,20.46557395123358,19.7655977231778,19.914342880249023,189800
2010-02-18 00:00:00+00:00,19.809344913578606,20.561820583879708,19.686849495203976,20.369327545166016,121400
2010-02-19 00:00:00+00:00,20.37807801648627,20.96430705989382,20.37807801648627,20.631818771362305,187600
2010-02-22 00:00:00+00:00,20.56181845011836,20.579318270605842,20.203080474498613,20.334325790405273,155500
2010-02-23 00:00:00+00:00,20.299326802228688,20.763060339811833,20.21182937304566,20.68431282043457,134300
2010-02-24 00:00:00+00:00,20.83306296595202,21.30554819598928,20.780565163350676,21.13930320739746,208400
2010-02-25 00:00:00+00:00,20.841813942150733,21.06055674451399,20.579323246864885,20.82431411743164,258000
2010-02-26 00:00:00+00:00,20.920555010343563,20.964302889727744,20.57056696864624,20.90305519104004,265000
2010-03-01 00:00:00+00:00,21.0080511021661,21.498034329386215,20.89430395280057,21.078048706054688,271500
2010-03-02 00:00:00+00:00,21.11304760539745,21.261792728834962,20.798059208433877,21.0343017578125,279500
2010-03-03 00:00:00+00:00,20.999300903847924,21.095548233697063,20.841805880049144,20.990550994873047,114700
2010-03-04 00:00:00+00:00,21.016804190321217,21.34929244186647,20.990554459064445,21.174299240112305,149900
2010-03-05 00:00:00+00:00,21.218047807708146,21.646783418815414,21.15680010167494,21.45429039001465,189900
2010-03-08 00:00:00+00:00,21.480535895055368,21.76927623830689,21.44553792529363,21.585533142089844,144800
2010-03-09 00:00:00+00:00,21.480534229070315,22.084264597726573,21.436786353042475,21.97926902770996,185200
2010-03-10 00:00:00+00:00,21.970518800861168,22.03176649396381,21.795523961532634,21.926769256591797,248200
2010-03-11 00:00:00+00:00,21.865522776335204,22.040517625370427,21.70802774597842,21.97052001953125,99800
2010-03-12 00:00:00+00:00,21.99677176139007,22.0930191113607,21.856776526273613,21.988021850585938,55300
2010-03-15 00:00:00+00:00,22.014269632027887,22.09301715341141,21.760528916694636,21.900524139404297,195600
2010-03-16 00:00:00+00:00,21.891771606779788,22.049266630679202,21.751776400841305,21.97926902770996,109300
2010-03-17 00:00:00+00:00,21.970526195488137,23.195485476449385,21.82178103265802,22.591754913330078,503500
2010-03-18 00:00:00+00:00,22.64425340584685,22.688002966175286,22.075522472577866,22.084272384643555,156700
2010-03-19 00:00:00+00:00,22.399261474609375,22.53050681158145,21.87427845784607,22.399261474609375,741400
2010-03-22 00:00:00+00:00,22.36426148146094,22.504256727911795,21.83053023019518,21.883028030395508,234000
2010-03-23 00:00:00+00:00,21.87427754815866,22.093020323640243,21.786780104191035,22.03177261352539,152500
2010-03-24 00:00:00+00:00,22.023025669341205,22.72300197763814,21.874280495218713,22.0930233001709,1307200
2010-03-25 00:00:00+00:00,22.259266565135505,22.29426454338629,21.253050074518683,21.375545501708984,367900
2010-03-26 00:00:00+00:00,21.515543745811602,22.03177693061312,21.305550840466534,21.86553192138672,793000
2010-03-29 00:00:00+00:00,22.07551993282189,22.39925996650616,22.014272224283626,22.180517196655273,336700
2010-03-30 00:00:00+00:00,22.311759783832844,22.670497748808025,22.049269159808215,22.565502166748047,553100
2010-03-31 00:00:00+00:00,23.09923986917593,23.09923986917593,21.743035146022432,22.0930233001709,1212100
2010-04-01 00:00:00+00:00,22.18051284402355,22.574248751164763,22.1280150568463,22.32925796508789,1232200
2010-04-05 00:00:00+00:00,22.512999667484113,22.574247360229492,22.215509443685594,22.574247360229492,621500
2010-04-06 00:00:00+00:00,22.845491582388867,23.632965087890625,22.81924185361812,23.632965087890625,716600
2010-04-07 00:00:00+00:00,23.641719587653174,23.711717209090992,23.125486503721174,23.23048210144043,731700
2010-04-08 00:00:00+00:00,23.274229780402834,23.414225011985348,22.950489764321517,23.19548225402832,210300
2010-04-09 00:00:00+00:00,23.274233407748795,23.309231386661544,22.967993165105707,23.160486221313477,305300
2010-04-12 00:00:00+00:00,23.142982823881663,23.256728315675975,22.906740261453457,22.959238052368164,252100
2010-04-13 00:00:00+00:00,22.967994489646653,23.781717990014158,22.915496683812506,23.65047264099121,1792000
2010-04-14 00:00:00+00:00,23.75546076151169,24.37669099866917,23.352974928912882,24.079200744628906,1010100
2010-04-15 00:00:00+00:00,24.061697677329736,24.17544315022692,23.580464391332903,23.62421226501465,11184100
2010-04-16 00:00:00+00:00,23.62421784535364,25.269162649910392,23.62421784535364,25.024171829223633,3306900
2010-04-19 00:00:00+00:00,25.024164264504112,25.855385491647812,24.604178696965757,25.382902145385742,1889200
2010-04-20 00:00:00+00:00,25.592894883282415,25.592894883282415,24.56917902119615,24.717924118041992,1273300
2010-04-21 00:00:00+00:00,24.67418188623534,24.89292462753574,24.411689595350047,24.66543197631836,1229100
2010-04-22 00:00:00+00:00,24.507930871728476,25.916634311196884,24.49918096397643,25.837886810302734,1441400
2010-04-23 00:00:00+00:00,25.960388344000386,25.977888163658882,25.522902865785937,25.706645965576172,668300
2010-04-26 00:00:00+00:00,24.9804206824003,25.9866386393019,24.875425099912544,25.881641387939453,1181100
2010-04-27 00:00:00+00:00,25.671650044040923,26.021638120770817,25.321661967311027,25.36540985107422,952900
2010-04-28 00:00:00+00:00,25.400401961251745,26.170375501738725,24.971666485780393,25.382902145385742,795200
2010-04-29 00:00:00+00:00,25.426652088624603,25.767891850327924,25.006666486854517,25.487899780273438,830100
2010-04-30 00:00:00+00:00,25.487906223265,25.584153573828562,24.779180132512487,24.997922897338867,879600
2010-05-03 00:00:00+00:00,25.01541722832227,25.62789750295037,24.875422023071476,25.39165496826172,424200
2010-05-04 00:00:00+00:00,24.980422243064154,25.3129121690888,24.385443344421,25.05916976928711,754800
2010-05-05 00:00:00+00:00,24.752929214494902,25.16416496415299,24.621682235633585,24.954172134399414,556000
2010-05-06 00:00:00+00:00,24.805434196477908,25.41791304361462,24.140455875025793,24.420446395874023,1625600
2010-05-07 00:00:00+00:00,24.41169503115746,24.612937997435136,23.396728619028693,23.79046630859375,1395700
2010-05-10 00:00:00+00:00,24.411685459016457,25.067913571725903,23.904202451942798,24.25419044494629,1048200
2010-05-11 00:00:00+00:00,23.895464370899106,24.81418518475054,23.895464370899106,24.4816951751709,686400
2010-05-12 00:00:00+00:00,24.744184889647627,25.79414927540263,24.6216877929866,25.68915367126465,1070400
2010-05-13 00:00:00+00:00,25.68915193041805,26.196635099695044,25.356661979137474,25.7591495513916,1661400
2010-05-14 00:00:00+00:00,25.715396737285154,26.012887005951665,25.382908497003314,25.610401153564453,2256400
2010-05-17 00:00:00+00:00,25.68914152252689,26.249122263440526,25.426649298567934,25.76788902282715,1259900
2010-05-18 00:00:00+00:00,25.995389225349918,26.214131988951483,25.42665837376082,25.62790298461914,763100
2010-05-19 00:00:00+00:00,25.58414962254429,26.42412257756486,25.487902286845426,25.986637115478516,949400
2010-05-20 00:00:00+00:00,25.645406296975928,25.864149104586478,25.29541813857408,25.400415420532227,969900
2010-05-21 00:00:00+00:00,25.146662701190003,26.100381086703646,25.050415371076397,25.855388641357422,1039500
2010-05-24 00:00:00+00:00,25.89913752705388,26.54661575662092,25.846639743271272,26.257875442504883,1703300
2010-05-25 00:00:00+00:00,25.70664066471836,26.809104042749414,25.575395382092495,26.782855987548828,1768800
2010-05-26 00:00:00+00:00,27.124102350932468,27.456590613187362,26.441624336146326,26.634119033813477,4955600
2010-05-27 00:00:00+00:00,27.18534650067147,27.307841896708094,26.56411794205761,26.80910873413086,1256000
2010-05-28 00:00:00+00:00,26.651613701755657,26.966603770300242,26.37162327143807,26.45037078857422,968700
2010-06-01 00:00:00+00:00,26.450374517124292,27.106602806513663,26.319129193021386,26.721616744995117,667200
2010-06-02 00:00:00+00:00,26.984107290008424,27.4390926361084,26.78286434922857,27.4390926361084,1251100
2010-06-03 00:00:00+00:00,27.176596908576222,27.482837071119704,26.50287055363011,26.861608505249023,773600
2010-06-04 00:00:00+00:00,26.467871287876807,26.686614025793144,25.88164068350604,26.284128189086914,895800
2010-06-07 00:00:00+00:00,26.4153703735122,26.686610869159797,25.234159394708925,25.575397491455078,1242800
2010-06-08 00:00:00+00:00,26.5553671192198,26.5553671192198,25.592898796516078,26.10038185119629,3250900
2010-06-09 00:00:00+00:00,26.4153790467426,26.64287174222651,26.117888727177096,26.249134063720703,1581400
2010-06-10 00:00:00+00:00,27.080355237176892,27.32534606827292,25.951641757770627,26.231632232666016,1345000
2010-06-11 00:00:00+00:00,25.977890495428046,26.257880959597223,25.73289800484261,26.222881317138672,485700
2010-06-14 00:00:00+00:00,26.40662571467413,26.826611404762936,26.161633227684934,26.44162368774414,2304900
2010-06-15 00:00:00+00:00,26.4153790467426,26.68661963144938,25.80289858437245,26.249134063720703,1501100
