"('date', '')","('open', 'CAPL')","('high', 'CAPL')","('low', 'CAPL')","('close', 'CAPL')","('volume', 'CAPL')"
2012-10-25 00:00:00+00:00,6.113390591385916,6.1819198932609885,5.742190070073655,5.776454448699951,2734400
2012-10-26 00:00:00+00:00,6.14480114134792,6.14480114134792,5.74219108152552,5.950634479522705,302200
2012-10-31 00:00:00+00:00,5.947779023363796,6.0362959857996765,5.807864939312703,5.950634479522705,102000
2012-11-01 00:00:00+00:00,5.993462236382178,6.004884055307766,5.910656227660874,5.924932956695557,82700
2012-11-02 00:00:00+00:00,5.967766848489959,5.982044129707089,5.8307082165410575,5.873538970947266,124200
2012-11-05 00:00:00+00:00,5.9363559412432325,5.9363559412432325,5.787875533789808,5.827850818634033,91200
2012-11-06 00:00:00+00:00,5.8678267070628305,5.8678267070628305,5.756466662329094,5.787876129150391,83200
2012-11-07 00:00:00+00:00,5.767887681418597,5.776453502360619,5.573721085604393,5.710779666900635,99300
2012-11-08 00:00:00+00:00,5.596563687795806,5.7136346170493475,5.585141868052855,5.627972602844238,37900
2012-11-09 00:00:00+00:00,5.725057157173921,5.725057157173921,5.585143102141522,5.593709468841553,23100
2012-11-12 00:00:00+00:00,5.613697110022308,5.730768065077778,5.613697110022308,5.667949676513672,48700
2012-11-13 00:00:00+00:00,5.633684851390163,5.6679497741386955,5.585143195192851,5.610841751098633,18600
2012-11-14 00:00:00+00:00,5.653672123539023,5.653672123539023,5.496625887460553,5.562299728393555,67000
2012-11-15 00:00:00+00:00,5.562299415026395,5.562299415026395,5.430951740560218,5.493770122528076,43500
2012-11-16 00:00:00+00:00,5.510902987500166,5.536601543426514,5.496626254039959,5.536601543426514,45400
2012-11-19 00:00:00+00:00,5.425240164709979,5.616551287039908,5.425240164709979,5.590852737426758,40800
2012-11-20 00:00:00+00:00,5.62226301424038,5.6251184695705625,5.553733720183233,5.602275371551514,10000
2012-11-21 00:00:00+00:00,5.622264091617051,5.659383928777756,5.607986812230226,5.656528472900391,11700
2012-11-23 00:00:00+00:00,5.67937024898259,5.690792069824691,5.596564226366933,5.682225704193115,12200
2012-11-26 00:00:00+00:00,5.6907929813479345,5.716491537736536,5.5480234656879155,5.636540412902832,10200
2012-11-27 00:00:00+00:00,5.63653950397297,5.63653950397297,5.562299302446794,5.607985496520996,15900
2012-11-28 00:00:00+00:00,5.468072753015645,5.653673028438979,5.453796018222513,5.5822882652282715,17900
2012-11-29 00:00:00+00:00,5.568011426743891,5.605131263288279,5.5109033993898215,5.556589603424072,15500
2012-11-30 00:00:00+00:00,5.653671112769688,5.653671112769688,5.4252401657451435,5.525178909301758,38400
2012-12-03 00:00:00+00:00,5.522325205911174,5.590854511754091,5.5109033826261,5.528036117553711,34700
2012-12-04 00:00:00+00:00,5.410964785769423,5.5223248321492795,5.3395800289367,5.3966875076293945,133700
2012-12-05 00:00:00+00:00,5.525179637479026,5.525179637479026,5.253917375592501,5.3253021240234375,81300
2012-12-06 00:00:00+00:00,5.142558132890777,5.353856955374873,4.757080323179288,5.262484550476074,245800
2012-12-07 00:00:00+00:00,5.3110258964837005,5.325302629676542,5.262484241156594,5.268195152282715,40800
2012-12-10 00:00:00+00:00,5.279616628590813,5.325302830074086,5.196810592635813,5.311026096343994,53300
2012-12-11 00:00:00+00:00,5.253917375592501,5.331013034607291,5.171111350616266,5.3253021240234375,129400
2012-12-12 00:00:00+00:00,5.336725145725101,5.525180880407429,5.25106310156425,5.50519323348999,137700
2012-12-13 00:00:00+00:00,5.476638162627853,5.522324359520943,5.4566505195649295,5.479493618011475,125100
2012-12-14 00:00:00+00:00,5.468072150184429,5.519469261169434,5.396687394843582,5.519469261169434,28300
2012-12-17 00:00:00+00:00,5.510900858096779,5.5451657676328265,5.353854672227024,5.362421035766602,19400
2012-12-18 00:00:00+00:00,5.356711061631835,5.479492904016571,5.302458505657157,5.419529438018799,33900
2012-12-19 00:00:00+00:00,5.40239830598024,5.65652786071447,5.3395799173443805,5.519469261169434,31000
2012-12-20 00:00:00+00:00,5.399542439960753,5.448084091687489,5.339579511451359,5.425240993499756,44500
2012-12-21 00:00:00+00:00,5.413819420137093,5.468071985052033,5.328157934163985,5.439517974853516,19700
2012-12-24 00:00:00+00:00,5.313880577326294,5.450939156636408,5.291037480774608,5.368132591247559,57000
2012-12-26 00:00:00+00:00,5.282472121160738,5.359567790935723,5.2253640965964925,5.2739057540893555,119200
2012-12-27 00:00:00+00:00,5.308169558466034,5.31102501355439,5.054040046448384,5.13684606552124,164000
2012-12-28 00:00:00+00:00,5.1054391874526805,5.273907310551638,5.082596079809906,5.22536563873291,131300
2012-12-31 00:00:00+00:00,5.191099517593792,5.333869028882412,5.1625455064115755,5.305315017700195,135300
2013-01-02 00:00:00+00:00,5.351000618234384,5.665093616803901,5.351000618234384,5.559443950653076,89000
2013-01-03 00:00:00+00:00,5.568010957935188,5.665094269489496,5.525180213337102,5.639395713806152,79200
2013-01-04 00:00:00+00:00,5.627973782697467,5.699358537189048,5.610841594113775,5.687937259674072,70900
2013-01-07 00:00:00+00:00,5.622262778639267,5.759321361010116,5.605130047376115,5.682225704193115,126100
2013-01-08 00:00:00+00:00,5.6565267487077735,5.682225299148243,5.556588001952878,5.670804023742676,55600
2013-01-09 00:00:00+00:00,5.710779333195543,5.710779333195543,5.5508776643603275,5.633683681488037,48300
2013-01-10 00:00:00+00:00,5.65652641235456,5.725055694580078,5.593708039803414,5.725055694580078,48800
2013-01-11 00:00:00+00:00,5.725056443106206,5.759321361010116,5.630828599648448,5.682225704193115,84700
2013-01-14 00:00:00+00:00,5.670803686540494,5.725055694580078,5.642249682790948,5.725055694580078,79600
2013-01-15 00:00:00+00:00,5.710779666900635,5.736478218971479,5.667948928323358,5.710779666900635,95000
2013-01-16 00:00:00+00:00,5.710780109397526,5.710780109397526,5.6393953580300575,5.6736602783203125,95600
2013-01-17 00:00:00+00:00,5.653670540548433,5.7050676345825195,5.627971993531389,5.7050676345825195,79000
2013-01-18 00:00:00+00:00,5.676514787632298,5.696502974084355,5.570865668069104,5.607985496520996,85900
2013-01-22 00:00:00+00:00,5.636537954922723,5.716489044891374,5.627971591654646,5.69364595413208,61700
2013-01-23 00:00:00+00:00,5.716490622097025,5.725056443106206,5.656527151920782,5.682225704193115,80600
2013-01-24 00:00:00+00:00,5.667949153988197,5.710779894270745,5.605130226592876,5.696503162384033,71500
2013-01-25 00:00:00+00:00,5.693647480394202,5.7193460324650465,5.67651474926538,5.710779666900635,25700
2013-01-28 00:00:00+00:00,5.710778505054711,5.747898325703764,5.696501776640986,5.733621597290039,55200
2013-01-29 00:00:00+00:00,5.7107795566712465,5.725056287713972,5.639394812212855,5.6850810050964355,70800
2013-01-30 00:00:00+00:00,5.701021966651979,5.811158395448977,5.701021966651979,5.758988857269287,4200
2013-01-31 00:00:00+00:00,5.785073168051572,5.790869967493681,5.724208432349093,5.7705817222595215,20800
2013-02-01 00:00:00+00:00,5.796667943331384,5.79956634364065,5.727107994349008,5.782176494598389,24300
2013-02-04 00:00:00+00:00,5.750294461952741,5.825651209167819,5.727107813026049,5.793769359588623,192700
2013-02-05 00:00:00+00:00,5.761887182743369,5.834345525625426,5.64885234474761,5.767683982849121,173900
2013-02-06 00:00:00+00:00,5.767683652941377,5.808260698547383,5.767683652941377,5.796667098999023,206400
2013-02-07 00:00:00+00:00,5.796667098999023,5.822752145169579,5.773480452715558,5.796667098999023,28600
2013-02-08 00:00:00+00:00,5.796665165574169,5.837241644833007,5.790868367733459,5.82854700088501,43700
2013-02-11 00:00:00+00:00,5.840142031311019,5.927092370074015,5.822752184683722,5.883616924285889,80100
2013-02-12 00:00:00+00:00,5.86332918694685,5.909702483855722,5.86332918694685,5.898109436035156,52300
2013-02-13 00:00:00+00:00,5.90100823822849,5.927093288618565,5.8546349381602125,5.915499687194824,74000
2013-02-14 00:00:00+00:00,5.9270957838651555,5.9270957838651555,5.883620313036742,5.921298980712891,46000
2013-02-15 00:00:00+00:00,5.912600771167786,6.054619059342343,5.912600771167786,5.947381019592285,100700
2013-02-19 00:00:00+00:00,5.9821604196372995,6.019839066303324,5.970567372610785,5.999550819396973,25200
2013-02-20 00:00:00+00:00,5.976364358045719,6.057517348190231,5.8546343200156645,5.94158411026001,46800
2013-02-21 00:00:00+00:00,5.94158411026001,5.985059005382182,5.883617214888257,5.94158411026001,48700
2013-02-22 00:00:00+00:00,5.961870853389585,6.025634532771171,5.912599170600698,5.958972454071045,22700
2013-02-25 00:00:00+00:00,5.970567557945886,5.99375420553193,5.924194262773797,5.94158411026001,20300
2013-02-26 00:00:00+00:00,5.970568733202879,5.985060183491697,5.94158527981185,5.961873531341553,19100
2013-02-27 00:00:00+00:00,5.953177672089265,5.9966525669312265,5.953177672089265,5.973465919494629,22500
2013-02-28 00:00:00+00:00,5.94448330362067,6.077806406829508,5.929991301437084,6.03143310546875,14100
2013-03-01 00:00:00+00:00,6.016939978512524,6.190840086536868,6.016939978512524,6.098093509674072,99800
2013-03-04 00:00:00+00:00,6.098093509674072,6.129974799962406,6.086499911159621,6.098093509674072,19300
2013-03-05 00:00:00+00:00,6.086500279714272,6.112585325138107,6.086500279714272,6.100991725921631,58300
2013-03-06 00:00:00+00:00,6.129976902308302,6.158960355721434,6.077806796727342,6.103891849517822,42200
2013-03-07 00:00:00+00:00,6.0951958435611315,6.161857384601882,6.0951958435611315,6.141569137573242,38400
2013-03-08 00:00:00+00:00,6.2024323671060815,6.376332453678112,6.144466040124162,6.318365573883057,42500
2013-03-11 00:00:00+00:00,6.292282497754583,6.431402942134539,6.292282497754583,6.419809341430664,123900
2013-03-12 00:00:00+00:00,6.3879285761685525,6.54153992857189,6.364741372833183,6.521251678466797,77700
2013-03-13 00:00:00+00:00,6.506758396396164,6.529945040387052,6.42270646642095,6.503859996795654,61200
2013-03-14 00:00:00+00:00,6.50386127847763,6.570522823986424,6.416910931767053,6.529946327209473,51200
2013-03-15 00:00:00+00:00,6.556033569548024,6.857460101685472,6.500965053487085,6.8400702476501465,81800
2013-03-18 00:00:00+00:00,6.770506911047211,6.921219825744629,6.738625067162556,6.921219825744629,120500
2013-03-19 00:00:00+00:00,6.851660433811121,6.854558833740384,6.640082214294287,6.729930400848389,101100
2013-03-20 00:00:00+00:00,6.695150966845294,6.738625861842915,6.463283938835849,6.527047634124756,50100
2013-03-21 00:00:00+00:00,6.480674447462132,6.58501408663864,6.24590901548508,6.532844543457031,77500
2013-03-22 00:00:00+00:00,6.506759598273161,6.744422881282331,6.471979349455899,6.666167736053467,60300
2013-03-25 00:00:00+00:00,6.66616737068951,6.695150817646466,6.5357421357898415,6.561827182769775,35800
