"('date', '')","('open', 'CAPL')","('high', 'CAPL')","('low', 'CAPL')","('close', 'CAPL')","('volume', 'CAPL')"
2013-03-26 00:00:00+00:00,6.434300581361662,6.683556886070426,6.358943844138422,6.654573440551758,70000
2013-03-27 00:00:00+00:00,6.637182910559506,6.811083012941937,6.637182910559506,6.744421482086182,113200
2013-03-28 00:00:00+00:00,6.776303728636199,6.8052871752633255,6.619794001350936,6.625590801239014,35600
2013-04-01 00:00:00+00:00,6.724135812697772,6.724135812697772,6.640083852452686,6.68645715713501,29600
2013-04-02 00:00:00+00:00,6.677762041433363,6.677762041433363,6.585014885735656,6.6226935386657715,31900
2013-04-03 00:00:00+00:00,6.666167217735517,6.680658664474857,6.457487399497439,6.460385799407959,37800
2013-04-04 00:00:00+00:00,6.434301125116232,6.518352516128878,6.312571085901169,6.344452381134033,35800
2013-04-05 00:00:00+00:00,6.327063762552381,6.4198103718160615,6.158960395058611,6.402420520782471,33400
2013-04-08 00:00:00+00:00,6.390826143005757,6.460386644329173,6.2980795449923095,6.45458984375,29300
2013-04-09 00:00:00+00:00,6.471980032572026,6.70094869215445,6.440098180525522,6.6226935386657715,56000
2013-04-10 00:00:00+00:00,6.640082870892279,6.68355776850367,6.570522924151388,6.663269519805908,54300
2013-04-11 00:00:00+00:00,6.6487766030485425,6.955999771502196,6.602403315463584,6.909626483917236,45000
2013-04-12 00:00:00+00:00,6.892238318015612,6.953103065490723,6.831373017727173,6.953103065490723,20400
2013-04-15 00:00:00+00:00,6.958901930382942,6.984986987842677,6.756018272988002,6.8400702476501465,65800
2013-04-16 00:00:00+00:00,6.883541907697027,6.958898643339929,6.460385491563687,6.79079532623291,80800
2013-04-17 00:00:00+00:00,6.770507853791927,6.845864598040132,6.587912516971544,6.674862861633301,16400
2013-04-18 00:00:00+00:00,6.642981020288298,6.642981020288298,6.52414937999102,6.564725875854492,12400
2013-04-19 00:00:00+00:00,6.532845674578071,6.744423942467906,6.532845674578071,6.735728740692139,9600
2013-04-22 00:00:00+00:00,6.744422326222912,6.744422326222912,6.613997094908677,6.738625526428223,30800
2013-04-23 00:00:00+00:00,6.72992990339584,7.0139669945227086,6.72992990339584,6.935711860656738,52700
2013-04-24 00:00:00+00:00,6.950205119449465,6.956001920391666,6.8458654665566785,6.866153717041016,35200
2013-04-25 00:00:00+00:00,6.866151000805395,6.955999168612289,6.721234351459305,6.848760604858398,26500
2013-04-26 00:00:00+00:00,6.947305935825648,6.95600113625876,6.822678046497519,6.918323040008545,21500
2013-04-29 00:00:00+00:00,6.999475249749975,7.025560295317814,6.802388484487741,6.805286884307861,60100
2013-04-30 00:00:00+00:00,6.845865199932697,6.941510200500489,6.834271598499829,6.941510200500488,25800
2013-05-01 00:00:00+00:00,6.9675952509111,7.025561599635412,6.874848097888182,6.941510200500488,61200
2013-05-02 00:00:00+00:00,6.953105157745625,6.970495011855095,6.88354518849425,6.950206756591797,30100
2013-05-03 00:00:00+00:00,6.955999222057123,6.96179602075066,6.88643929617413,6.927015781402588,21900
2013-05-06 00:00:00+00:00,6.927020100174673,6.950206756591798,6.874849985032768,6.950206756591797,23500
2013-05-07 00:00:00+00:00,6.915423834208077,6.932813680235059,6.8690505429273,6.9009318351745605,162100
2013-05-08 00:00:00+00:00,6.900930960170698,6.996575930411647,6.87194751859186,6.938609600067139,30200
2013-05-09 00:00:00+00:00,6.947303246357499,6.955998443424491,6.886438525327817,6.915421962738037,13900
2013-05-10 00:00:00+00:00,6.9125267580530965,6.953103257490296,6.767610056847846,6.886441707611084,33400
2013-05-13 00:00:00+00:00,6.947306675734414,6.956001877093591,6.866153674302207,6.9067301750183105,13100
2013-05-14 00:00:00+00:00,6.877748386186595,6.990783819931887,6.822680422704357,6.950206756591797,96500
2013-05-15 00:00:00+00:00,6.956000371656502,7.098018646240234,6.953101971830724,7.098018646240234,67800
2013-05-16 00:00:00+00:00,7.0980200588334945,7.315395113708068,7.051646758018654,7.216851711273193,58000
2013-05-17 00:00:00+00:00,7.3240925447034195,7.3849573132479005,7.240040565878922,7.306702136993408,118100
2013-05-20 00:00:00+00:00,7.373359808105892,7.608124642279982,7.364664609501968,7.497988224029541,53100
2013-05-21 00:00:00+00:00,7.655223027704744,7.655223027704744,7.478223544012304,7.5106730461120605,23800
2013-05-22 00:00:00+00:00,7.522474486870772,7.581474511834173,7.153725737514361,7.507724761962891,74000
2013-05-23 00:00:00+00:00,7.501826431466966,7.58147631531488,7.4339767804851435,7.475276470184326,90100
2013-05-24 00:00:00+00:00,7.546073984703513,7.5785240529815106,7.463474066662205,7.566723823547363,27900
2013-05-28 00:00:00+00:00,7.584424286608181,7.728974296836957,7.569674561155918,7.590324401855469,92800
2013-05-29 00:00:00+00:00,7.616875802408807,7.652275937940522,7.315976619720458,7.315976619720459,35700
2013-05-30 00:00:00+00:00,7.3159730182983935,7.451672814592175,7.3159730182983935,7.369072914123535,12100
2013-05-31 00:00:00+00:00,7.372022891776547,7.442822564562022,7.318922996520996,7.318922996520996,16400
2013-06-03 00:00:00+00:00,7.295326882087286,7.295326882087286,7.153727463216063,7.171427249908447,35400
2013-06-04 00:00:00+00:00,7.227477312225867,7.301227080717968,7.088827950020507,7.124227523803711,21200
2013-06-05 00:00:00+00:00,7.141924708743488,7.256974688288998,7.118324813930593,7.189125061035156,107000
2013-06-06 00:00:00+00:00,7.197977276387779,7.254027257864403,7.15372752792353,7.192077159881592,17700
2013-06-07 00:00:00+00:00,7.153726835640109,7.227476596832275,7.153726835640109,7.227476596832275,7600
2013-06-10 00:00:00+00:00,7.262878100147016,7.386777744834045,7.262878100147016,7.3838276863098145,27600
2013-06-11 00:00:00+00:00,7.318926522643342,7.431026480560683,7.318926522643342,7.372026443481445,38900
2013-06-12 00:00:00+00:00,7.389723229949253,7.457573413848877,7.34842355835752,7.457573413848877,44100
2013-06-13 00:00:00+00:00,7.374975065350826,7.522474566657843,7.327775269945857,7.401525020599365,45300
2013-06-14 00:00:00+00:00,7.395623417153412,7.522473052775772,7.321873681341885,7.4782233238220215,8700
2013-06-17 00:00:00+00:00,7.451676081869124,7.52247578645703,7.422176064290987,7.5047760009765625,21100
2013-06-18 00:00:00+00:00,7.531323445386621,7.551973281995333,7.457573707403592,7.5106730461120605,7800
2013-06-19 00:00:00+00:00,7.498874879398945,7.619824428851673,7.392675055424467,7.463474750518799,11200
2013-06-20 00:00:00+00:00,7.109476014073954,7.4487247516142885,7.085876116575477,7.419224739074707,124800
2013-06-21 00:00:00+00:00,7.374975958269495,7.389725685119629,7.339575826096755,7.389725685119629,16400
2013-06-24 00:00:00+00:00,7.4487239933013925,7.4487239933013925,7.156675080489877,7.374974250793457,32200
2013-06-25 00:00:00+00:00,7.593272456317425,7.593272456317425,7.4369228195062265,7.4428229331970215,14400
2013-06-26 00:00:00+00:00,7.407426203691047,7.407426203691047,7.156676902783002,7.1596269607543945,25700
2013-06-27 00:00:00+00:00,7.23337535165603,7.3720246740477515,7.2245251794185465,7.345474720001221,10800
2013-06-28 00:00:00+00:00,7.369073931661379,7.374974045937938,7.286474582453029,7.292374134063721,21400
2013-07-01 00:00:00+00:00,7.315973954596495,7.348424020123881,7.286474508843446,7.301224231719971,5700
2013-07-02 00:00:00+00:00,7.342524112055102,7.363173949728344,7.295324322326013,7.3543243408203125,5800
2013-07-03 00:00:00+00:00,7.3277745225324455,7.357274532318115,7.259924893891525,7.357274532318115,5000
2013-07-05 00:00:00+00:00,7.345474783487904,7.357275013239871,7.283525265287852,7.327775001525879,3500
2013-07-08 00:00:00+00:00,7.360223786049915,7.4900229146713135,7.277623880200623,7.457573413848877,25700
2013-07-09 00:00:00+00:00,7.490024157217932,7.490024157217932,7.286475259749091,7.345474720001221,19800
2013-07-10 00:00:00+00:00,7.310073927888965,7.360223770141602,7.2687736937206715,7.360223770141602,5700
2013-07-11 00:00:00+00:00,7.366122857392606,7.369072914123534,7.262873685139041,7.369072914123535,3500
2013-07-12 00:00:00+00:00,7.374973027585392,7.4074230889598205,7.307123410771396,7.369072914123535,12700
2013-07-15 00:00:00+00:00,7.333673820556921,7.404473498560793,7.313023984805687,7.360223770141602,8600
2013-07-16 00:00:00+00:00,7.345473022941893,7.419222753217747,7.345473022941893,7.369072914123535,9500
2013-07-17 00:00:00+00:00,7.407422943481194,7.448722611571512,7.37202282607108,7.386773109436035,20000
2013-07-18 00:00:00+00:00,7.389724786915354,7.669974064332337,7.372025004313359,7.634573936462402,13700
2013-07-19 00:00:00+00:00,7.596222772416169,7.758471965789794,7.534273264545966,7.758471965789795,35000
2013-07-22 00:00:00+00:00,7.669973986613336,7.669973986613336,7.507724761962891,7.507724761962891,12800
2013-07-23 00:00:00+00:00,7.507724354616146,7.581474100485986,7.380874701693474,7.431024551391602,42300
2013-07-24 00:00:00+00:00,7.478224819645917,7.596224308013916,7.433975081841161,7.596224308013916,55700
2013-07-25 00:00:00+00:00,7.5519737614409586,7.7142229702378575,7.501823913922045,7.696523189544678,11700
2013-07-26 00:00:00+00:00,7.584423143538952,7.7525730267485935,7.584423143538952,7.731922626495361,19300
2013-07-29 00:00:00+00:00,7.758472513934639,7.864672320833358,7.602123423406935,7.808622360229492,88800
2013-07-30 00:00:00+00:00,7.776174472446203,7.8351739397964835,7.569674930055258,7.823374271392822,25100
2013-07-31 00:00:00+00:00,7.950221637064785,7.950221637064785,7.495923000585278,7.6699724197387695,55700
2013-08-01 00:00:00+00:00,7.658171012848022,7.882370239652385,7.6552215190559165,7.820420742034912,46600
2013-08-02 00:00:00+00:00,7.802726431636956,7.885325819653118,7.664076494325031,7.746676445007324,14100
2013-08-05 00:00:00+00:00,7.876474338538509,8.07412371145812,7.705374923374219,7.805674076080322,34300
2013-08-06 00:00:00+00:00,7.841074308081091,7.94137402474222,7.711274575460922,7.926624298095703,43900
2013-08-07 00:00:00+00:00,7.905972001394426,8.023972036996685,7.894172335433722,7.964972019195557,12600
2013-08-08 00:00:00+00:00,8.044621676692282,8.112471301629743,7.882371913060173,7.979721546173096,16000
2013-08-09 00:00:00+00:00,7.979720617312694,8.363219553621695,7.979720617312694,8.10657024383545,29900
2013-08-12 00:00:00+00:00,8.177373234680399,8.304222912658378,7.988574028015137,7.988574028015137,30600
2013-08-13 00:00:00+00:00,8.16262253890609,8.215722450145217,7.935473168679143,7.959073066711426,47100
2013-08-14 00:00:00+00:00,8.133123917983342,8.2599736026216,7.997424621734262,8.251123428344727,76700
2013-08-15 00:00:00+00:00,8.097722130281461,8.139021806939855,7.964972365785348,8.059371948242188,51500
2013-08-16 00:00:00+00:00,8.109521853758036,8.156721645318227,7.973822593688964,7.973822593688965,27900
2013-08-19 00:00:00+00:00,8.053470808875026,8.127220543618078,7.985621187951215,8.097721099853516,29600
2013-08-20 00:00:00+00:00,8.088872770403748,8.16852263709683,8.038722916856171,8.04757308959961,49400
2013-08-21 00:00:00+00:00,8.112725305188237,8.247836964744423,8.016645750122684,8.097712516784668,21900
2013-08-22 00:00:00+00:00,8.058680753749279,8.118730764549294,8.058680753749279,8.109723091125488,9400
2013-08-23 00:00:00+00:00,8.187786320088454,8.211806205307857,8.106718992718255,8.178778648376465,36500
2013-08-26 00:00:00+00:00,8.181785285686356,8.238832756285444,8.01364600530325,8.15776538848877,25200
2013-08-27 00:00:00+00:00,8.145753204366859,8.220815436732744,8.100715979483205,8.112726211547852,17800
2013-08-28 00:00:00+00:00,8.106723190701462,8.196797663748553,8.031660938935708,8.058683395385742,191300
2013-08-29 00:00:00+00:00,8.100718011718762,8.151760365439786,8.001635863046127,8.130743026733398,87400
2013-08-30 00:00:00+00:00,8.130740818367395,8.226820382174731,8.046670913696289,8.046670913696289,104500
2013-09-03 00:00:00+00:00,8.388955116028953,8.394959659286313,8.136745973479808,8.211808204650879,61400
2013-09-04 00:00:00+00:00,8.31089326238743,8.494045354393549,8.244838109110688,8.467022895812988,65000
2013-09-05 00:00:00+00:00,8.467020122765062,8.497044557861598,8.367937997980082,8.439997673034668,27700
2013-09-06 00:00:00+00:00,8.467019606782404,8.488036939140933,8.409972152752575,8.421981811523438,37500
2013-09-09 00:00:00+00:00,8.436995290129145,8.551089634830829,8.409972839837804,8.503049850463867,30200
2013-09-10 00:00:00+00:00,8.557096978892451,8.650174013751181,8.50004950534956,8.632159233093262,30900
2013-09-11 00:00:00+00:00,8.716227673173876,8.752257228327364,8.530073062616006,8.674192428588867,37500
2013-09-12 00:00:00+00:00,8.737246503510308,8.737246503510308,8.587121995108685,8.632159233093262,35400
2013-09-13 00:00:00+00:00,8.671191353298681,8.692209265525731,8.626154115314105,8.632159233093262,30100
2013-09-16 00:00:00+00:00,8.70721904018469,8.70721904018469,8.49704455841882,8.55709457397461,43300
2013-09-17 00:00:00+00:00,8.551087973556694,8.6111379786888,8.433991093496303,8.482030868530273,41900
2013-09-18 00:00:00+00:00,8.446003562853997,8.497045912406096,8.409974005922798,8.436996459960938,23700
2013-09-19 00:00:00+00:00,8.406971199171323,8.406971199171323,8.334911514757104,8.397963523864746,40400
2013-09-20 00:00:00+00:00,8.406970977783203,8.458013324484066,8.346920956012973,8.406970977783203,18200
2013-09-23 00:00:00+00:00,8.452008207771152,8.464018441196979,8.39195875868037,8.406970977783203,56100
2013-09-24 00:00:00+00:00,8.488039896789338,8.593127167878883,8.403969965381794,8.455012321472168,43400
2013-09-25 00:00:00+00:00,8.446002891400493,8.76126463922246,8.446002891400493,8.638162612915039,35300
2013-09-26 00:00:00+00:00,8.695208371690011,8.695208371690011,8.52706913832191,8.57210636138916,34900
2013-09-27 00:00:00+00:00,8.608139324706087,8.638164340887617,8.527071952819824,8.527071952819824,15800
2013-09-30 00:00:00+00:00,8.4970439052315,8.4970439052315,8.298879670881886,8.403966903686523,38800
2013-10-01 00:00:00+00:00,8.406970977783203,8.563100576242245,8.373943408541631,8.406970977783203,35800
2013-10-02 00:00:00+00:00,8.443001105381233,8.443001105381233,8.328906178553682,8.406970977783203,38200
2013-10-03 00:00:00+00:00,8.406971199171323,8.524068114759494,8.36193396799737,8.397963523864746,16900
2013-10-04 00:00:00+00:00,8.458012930638695,8.485035381909059,8.322900674286869,8.40997314453125,32800
2013-10-07 00:00:00+00:00,8.412976094496116,8.467020999553435,8.34992351436943,8.406970977783203,19900
2013-10-08 00:00:00+00:00,8.442999572866059,8.46101434705543,8.238830223122028,8.286870002746582,34300
2013-10-09 00:00:00+00:00,8.292876555218259,8.322900993176221,8.148756618694593,8.25684642791748,21800
2013-10-10 00:00:00+00:00,8.25384393768062,8.406970977783203,8.247838820967706,8.406970977783203,30600
2013-10-11 00:00:00+00:00,8.337913853623052,8.509055671184926,8.310891401094393,8.406970977783203,34600
2013-10-14 00:00:00+00:00,8.479030660299811,8.479030660299811,8.265854171106445,8.406970977783203,36700
2013-10-15 00:00:00+00:00,8.40697166849995,8.45801401939445,8.256847174419594,8.42798900604248,36000
2013-10-16 00:00:00+00:00,8.406970594664129,8.55409251134922,8.337913473651021,8.349923133850098,13100
2013-10-17 00:00:00+00:00,8.446003937174721,8.461016730460978,8.316897350989954,8.328907012939453,40200
2013-10-18 00:00:00+00:00,8.322897600246494,8.494039919307648,8.244832833485058,8.298877716064453,21100
2013-10-21 00:00:00+00:00,8.295881439770923,8.385956503158841,8.148759466184936,8.301886558532715,25700
2013-10-22 00:00:00+00:00,8.352928428780098,8.397965671471399,8.292878962751569,8.331911087036133,15700
2013-10-23 00:00:00+00:00,8.346921137165479,8.67719511871076,8.322901242471975,8.635160446166992,16300
2013-10-24 00:00:00+00:00,8.662182807922363,8.662182807922363,8.524067985381809,8.662182807922363,24200
2013-10-25 00:00:00+00:00,8.593124180094248,8.704215957695789,8.593124180094248,8.599128723144531,25800
2013-10-28 00:00:00+00:00,8.593123283730291,8.704215049743652,8.587118168627056,8.704215049743652,16100
2013-10-29 00:00:00+00:00,8.638163081071468,8.728237543799768,8.638163081071468,8.725234985351562,13100
2013-10-30 00:00:00+00:00,8.677193774440099,8.722230998428321,8.57210653668133,8.695208549499512,18500
2013-10-31 00:00:00+00:00,8.647168159484863,8.647168159484863,8.557093717842466,8.647168159484863,15500
2013-11-01 00:00:00+00:00,8.56910255032756,8.635157091906452,8.4490025508325,8.545082092285156,16000
2013-11-04 00:00:00+00:00,8.497045912406096,8.632158182596795,8.436996459960938,8.436996459960938,11100
2013-11-05 00:00:00+00:00,8.485037677306837,8.557097375961808,8.406972860594056,8.467022895812988,18900
2013-11-06 00:00:00+00:00,8.470023458367956,8.506053587978636,8.409974005922798,8.436996459960938,16800
2013-11-07 00:00:00+00:00,8.470021591965603,8.530071603857989,8.178780351450053,8.421981811523438,22300
2013-11-08 00:00:00+00:00,8.476026450140441,8.677193239384168,8.436994344471959,8.563098907470703,54900
2013-11-11 00:00:00+00:00,8.55709703365292,8.55709703365292,8.436997540698965,8.455012321472168,23900
2013-11-12 00:00:00+00:00,8.500049104766628,8.692208855886863,8.421984295355209,8.530074119567871,44600
2013-11-13 00:00:00+00:00,8.57210817225214,8.644168431597747,8.32590409963968,8.376946449279785,54800
2013-11-14 00:00:00+00:00,8.436994600836211,8.494042054866043,8.382949704668937,8.421981811523438,27400
