"('date', '')","('open', 'CNP')","('high', 'CNP')","('low', 'CNP')","('close', 'CNP')","('volume', 'CNP')"
1970-01-02 00:00:00+00:00,0.34612823341986826,0.3494142700812335,0.3428422264980062,0.3483189344406128,24555
1970-01-05 00:00:00+00:00,0.3483189689384522,0.3537956774234772,0.3483189689384522,0.3537956774234772,13879
1970-01-06 00:00:00+00:00,0.35270013616586543,0.35270013616586543,0.34393739579982685,0.3472234308719635,15302
1970-01-07 00:00:00+00:00,0.3461282390766239,0.3461282390766239,0.3340794873538779,0.34174686670303345,10676
1970-01-08 00:00:00+00:00,0.34174686670303345,0.34174686670303345,0.3384608597274683,0.34174686670303345,18149
1970-01-09 00:00:00+00:00,0.34174667868918074,0.34174667868918074,0.3395560085773468,0.3395560085773468,7117
1970-01-12 00:00:00+00:00,0.34393739579982685,0.3472234308719635,0.34393739579982685,0.3472234308719635,13167
1970-01-13 00:00:00+00:00,0.347223202024788,0.34831853641375987,0.3450325035073752,0.34612783789634705,18149
1970-01-14 00:00:00+00:00,0.3461282390766239,0.3461282390766239,0.34174686670303345,0.34174686670303345,24555
1970-01-15 00:00:00+00:00,0.34174663911676595,0.34612800857258225,0.3373652696609497,0.3373652696609497,11032
1970-01-16 00:00:00+00:00,0.337365494329443,0.34174686670303345,0.3351748230123996,0.34174686670303345,25267
1970-01-19 00:00:00+00:00,0.3417467206378576,0.3417467206378576,0.33517467975616455,0.33517467975616455,19929
1970-01-20 00:00:00+00:00,0.33517459980278347,0.34174663911676595,0.33517459980278347,0.3373652696609497,8897
1970-01-21 00:00:00+00:00,0.3373652696609497,0.3373652696609497,0.33298392994461723,0.3373652696609497,17794
1970-01-22 00:00:00+00:00,0.3373654810570283,0.3373654810570283,0.33407947421073914,0.33407947421073914,11388
1970-01-23 00:00:00+00:00,0.3340793778603682,0.33736538375895475,0.32750730658420724,0.32860267162323,32740
1970-01-26 00:00:00+00:00,0.32860249279025183,0.33079316219709726,0.325316458940506,0.325316458940506,9964
1970-01-27 00:00:00+00:00,0.3253166569413895,0.3275073276815658,0.3242213215713014,0.32641199231147766,3203
1970-01-28 00:00:00+00:00,0.3253166782438609,0.3253166782438609,0.32422134280204773,0.32422134280204773,22776
1970-01-29 00:00:00+00:00,0.32750728726387024,0.3296979874731879,0.32750728726387024,0.32750728726387024,14591
1970-01-30 00:00:00+00:00,0.3275073276815658,0.33298406401099817,0.32641199231147766,0.32641199231147766,20641
1970-02-02 00:00:00+00:00,0.32641199231147766,0.32641199231147766,0.3220306210916293,0.32641199231147766,12456
1970-02-03 00:00:00+00:00,0.3275072369008613,0.3318886069062515,0.3275072369008613,0.32969793677330017,13879
1970-02-04 00:00:00+00:00,0.3296980643139499,0.3373654424848214,0.32860272882375385,0.33188873529434204,29181
1970-02-05 00:00:00+00:00,0.3318886579430134,0.33407935815233103,0.3220305813498144,0.32750728726387024,29537
1970-02-06 00:00:00+00:00,0.32684482674034215,0.32684482674034215,0.3235322012388103,0.32463639974594116,34164
1970-02-09 00:00:00+00:00,0.32463627386003296,0.33567834458991763,0.3235320757810828,0.3279488980770111,16726
1970-02-10 00:00:00+00:00,0.3268446988956704,0.3268446988956704,0.32353207468986517,0.3235320746898651,20641
1970-02-11 00:00:00+00:00,0.32353221559332973,0.32684484124183655,0.32132381848108554,0.32684484124183655,22064
1970-02-12 00:00:00+00:00,0.32684482674034215,0.32684482674034215,0.3246363997459412,0.32463639974594116,3915
1970-02-13 00:00:00+00:00,0.32684484124183655,0.33015743691020283,0.32684484124183655,0.32684484124183655,9253
1970-02-16 00:00:00+00:00,0.3268449267040473,0.3367827762679396,0.32463649903421105,0.3356785774230957,88968
1970-02-17 00:00:00+00:00,0.3356783621348855,0.3389909565448761,0.3345741340180928,0.3389909565448761,11744
1970-02-18 00:00:00+00:00,0.33899111160162165,0.34451213479042053,0.3356785156764281,0.34451213479042053,98932
1970-02-19 00:00:00+00:00,0.34451232003783555,0.3456165492534637,0.3400954931157998,0.34561654925346375,43416
1970-02-20 00:00:00+00:00,0.3456163103530369,0.3500331342220307,0.3456163103530369,0.35003313422203064,13523
1970-02-24 00:00:00+00:00,0.35003297900077573,0.366596038679551,0.34892875103809073,0.3533455729484558,37722
1970-02-25 00:00:00+00:00,0.35776241302659195,0.36880445337317536,0.35776241302659195,0.3643876612186432,55160
1970-02-26 00:00:00+00:00,0.3643878841004167,0.37101310636473,0.3588668305699867,0.3665962815284729,62989
1970-02-27 00:00:00+00:00,0.36659623646083506,0.37101306075410834,0.36659623646083506,0.3688046336174011,66192
1970-03-02 00:00:00+00:00,0.3710127419595077,0.3776379577165964,0.3710127419595077,0.37432536482810974,37011
1970-03-03 00:00:00+00:00,0.3743254808987478,0.3864717185497284,0.3654918371634212,0.3864717185497284,39858
1970-03-04 00:00:00+00:00,0.38426320345380055,0.38426320345380055,0.37432536482810974,0.37432536482810974,25267
1970-03-05 00:00:00+00:00,0.37432576109332466,0.37432576109332466,0.36770050834255785,0.3710131347179413,22064
1970-03-06 00:00:00+00:00,0.37542991982130464,0.37874254584312445,0.37542991982130464,0.3787425458431244,12456
1970-03-09 00:00:00+00:00,0.37874259861321474,0.38205519511643365,0.376534170964254,0.3776383697986603,9964
1970-03-10 00:00:00+00:00,0.37763831718242186,0.38205514188480033,0.37542991982130464,0.3787425458431244,19217
1970-03-11 00:00:00+00:00,0.37874237469439065,0.37984657287597656,0.37542975016950264,0.37984657287597656,23132
