"('date', '')","('open', 'CRS')","('high', 'CRS')","('low', 'CRS')","('close', 'CRS')","('volume', 'CRS')"
1973-02-21 00:00:00+00:00,0.9392835720165356,0.9873151183128357,0.9392835720165356,0.9873151183128357,109600
1973-02-22 00:00:00+00:00,0.9873152788608306,0.9926521182060243,0.9819784395156369,0.9926521182060242,18400
1973-02-23 00:00:00+00:00,1.0033250758522434,1.0139987468719482,1.0033250758522434,1.0139987468719482,15200
1973-02-26 00:00:00+00:00,1.0086624722223023,1.0086624722223023,0.9873151183128357,0.9873151183128357,12000
1973-02-27 00:00:00+00:00,0.9873151183128357,1.0086624722223023,0.9873151183128357,0.9873151183128357,28800
1973-02-28 00:00:00+00:00,0.9979884028434753,0.9979884028434753,0.9979884028434753,0.9979884028434753,5600
1973-03-01 00:00:00+00:00,0.9979884028434753,0.9979884028434753,0.9873147300857911,0.9979884028434753,3200
1973-03-02 00:00:00+00:00,0.9873151183128357,0.9873151183128357,0.9819782798354689,0.9873151183128357,9600
1973-03-05 00:00:00+00:00,1.0086619113620958,1.0246724178916529,1.0086619113620958,1.0139987468719482,55200
1973-03-06 00:00:00+00:00,1.0139989542464416,1.0406831372529268,1.0139989542464416,1.0246726274490356,124800
1973-03-07 00:00:00+00:00,1.0246724341199807,1.0300092697143555,1.0139987629312308,1.0300092697143555,12000
1973-03-08 00:00:00+00:00,1.0300092697143555,1.0353461053087305,1.0139987629312308,1.0300092697143555,80800
1973-03-09 00:00:00+00:00,1.0300092534015053,1.0300092534015053,1.0033250758522434,1.0139987468719482,28000
1973-03-12 00:00:00+00:00,1.0139987468719482,1.0139987468719482,1.0033250758522434,1.0139987468719482,68000
1973-03-13 00:00:00+00:00,1.0139989542464416,1.0246726274490356,1.0139989542464416,1.0246726274490356,64000
1973-03-14 00:00:00+00:00,1.0139991374725992,1.0139991374725992,1.0033254623413086,1.0033254623413086,31200
1973-03-15 00:00:00+00:00,1.0033250758522434,1.0139987468719482,1.0033250758522434,1.0139987468719482,6400
1973-03-16 00:00:00+00:00,1.0139989119800017,1.0139989119800017,0.9979884028434753,0.9979884028434753,15200
1973-03-19 00:00:00+00:00,0.9979886312199675,0.9979886312199675,0.9819781184196472,0.9819781184196472,15200
1973-03-20 00:00:00+00:00,0.9819778505262438,0.9819778505262438,0.971304178237915,0.971304178237915,7200
1973-03-21 00:00:00+00:00,0.971304178237915,0.9819778505262438,0.971304178237915,0.971304178237915,4800
1973-03-22 00:00:00+00:00,0.9659671003229163,0.9659671003229163,0.9499565958976746,0.9499565958976746,10400
1973-03-23 00:00:00+00:00,0.9499565958976746,0.9606302655145024,0.9446197610892607,0.9499565958976746,10400
1973-03-26 00:00:00+00:00,0.9499566696457944,0.9606303400912528,0.9446198344230653,0.9446198344230652,15200
1973-03-27 00:00:00+00:00,0.9446198344230653,0.9499566696457944,0.9446198344230653,0.9446198344230652,10400
1973-03-28 00:00:00+00:00,0.9446197610892607,0.9499565958976746,0.9446197610892607,0.9499565958976746,12000
1973-03-29 00:00:00+00:00,0.9659679214800558,0.9926521182060243,0.9659679214800558,0.9926521182060242,57600
1973-03-30 00:00:00+00:00,0.9926521182060243,0.9979889575512179,0.9926521182060243,0.9926521182060242,7200
1973-04-02 00:00:00+00:00,0.9819781184196472,0.9819781184196472,0.9713044432194337,0.9819781184196472,44000
1973-04-03 00:00:00+00:00,0.9819780751004246,0.992651749829777,0.9766412377357483,0.9766412377357483,4000
1973-04-04 00:00:00+00:00,0.9766413480043412,0.9766413480043412,0.9606308341026307,0.9606308341026306,11200
1973-04-05 00:00:00+00:00,0.9606307680192201,0.9819781184196472,0.9606307680192201,0.9819781184196472,169600
1973-04-06 00:00:00+00:00,0.9819780751004246,0.992651749829777,0.9713044003710721,0.9766412377357483,52000
1973-04-09 00:00:00+00:00,0.98197789217165,1.0193357467651367,0.98197789217165,1.0193357467651367,83200
1973-04-10 00:00:00+00:00,1.0193359950154097,1.035346508026123,1.0193359950154097,1.035346508026123,69600
1973-04-11 00:00:00+00:00,1.0353464322212413,1.0460201067802233,1.0353464322212413,1.0406832695007324,27200
1973-04-12 00:00:00+00:00,1.040683668486926,1.0460205078125,1.040683668486926,1.0460205078125,35200
1973-04-13 00:00:00+00:00,1.0460205078125,1.051357347138074,1.040683668486926,1.0460205078125,59200
1973-04-16 00:00:00+00:00,1.0460205078125,1.051357347138074,1.0460205078125,1.0460205078125,25600
1973-04-17 00:00:00+00:00,1.046019955940053,1.0620304654697477,1.046019955940053,1.0513567924499512,50400
